osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes
171435571,True,Avenida Sete A,residential,False,134.923,"LINESTRING (-47.5571225 -22.4118693, -47.5570629 -22.4116632, -47.556852 -22.4115802, -47.5566548 -22.4115463, -47.5564201 -22.4115383, -47.5562431 -22.4115902, -47.5560481 -22.4117054)",,
377115606,True,Rua 1,residential,False,80.285,"LINESTRING (-47.5571225 -22.4118693, -47.5572163 -22.4116133, -47.5573726 -22.4111853)",,
568387039,True,Avenida 7,residential,False,101.77,"LINESTRING (-47.5580592 -22.4121656, -47.5571225 -22.4118693)",30,
568387040,True,Rua 2,residential,False,97.027,"LINESTRING (-47.5580592 -22.4121656, -47.5577546 -22.4129915)",30,1
171086720,True,Avenida 7,residential,False,96.402,"LINESTRING (-47.5598883 -22.4127516, -47.5590022 -22.4124677)",30,
377115609,True,Rua 4,residential,False,96.906,"LINESTRING (-47.5598883 -22.4127516, -47.5595782 -22.4135746)",,
171086720,True,Avenida 7,residential,False,100.858,"LINESTRING (-47.5617262 -22.4133442, -47.5608021 -22.4130394)",30,
171260144,True,Rua Seis,residential,False,98.974,"LINESTRING (-47.5617262 -22.4133442, -47.561414 -22.4141862)",,
171086720,True,Avenida 7,residential,False,101.072,"LINESTRING (-47.5634649 -22.4138908, -47.5630162 -22.4137498, -47.562534 -22.4135982)",30,
287771990,True,Avenida Visconde do Rio Claro,primary,False,26.12,"LINESTRING (-47.5647323 -22.4075514, -47.5647956 -22.4077789)",60,2
920616796,True,Avenida 8,secondary,False,11.826,"LINESTRING (-47.5647323 -22.4075514, -47.5646229 -22.4075185)",,
171120756,True,Avenida 8,tertiary,False,31.166,"LINESTRING (-47.5650225 -22.4076325, -47.5648791 -22.4075911, -47.5647323 -22.4075514)",,
171120780,True,Avenida 10,secondary,False,99.275,"LINESTRING (-47.5624033 -22.4058861, -47.5633224 -22.4061601)",40,
377115609,True,Rua 4,residential,False,102.062,"LINESTRING (-47.5624033 -22.4058861, -47.5620856 -22.4067557)",,
"[625669169, 377115607]",False,"['Avenida Oito A', 'Avenida 8']",secondary,False,99.84300000000002,"LINESTRING (-47.5592989 -22.405918, -47.5586864 -22.4057422, -47.5585295 -22.4056923, -47.5583732 -22.4056465)",,
171120780,True,Avenida 10,secondary,False,100.188,"LINESTRING (-47.5633224 -22.4061601, -47.5642481 -22.4064419)",40,
568387041,True,Avenida 6,residential,False,102.027,"LINESTRING (-47.5590269 -22.4066683, -47.5599626 -22.4069742)",,
568387042,True,Rua 1,residential,False,87.991,"LINESTRING (-47.5590269 -22.4066683, -47.5592989 -22.405918)",,
377115609,True,Rua 4,residential,False,94.463,"LINESTRING (-47.5620856 -22.4067557, -47.5617838 -22.4075581)",,
920616796,True,Avenida 8,secondary,False,100.768,"LINESTRING (-47.5620856 -22.4067557, -47.5611534 -22.4064755)",,
171120765,True,Avenida 6,residential,False,100.038,"LINESTRING (-47.5617838 -22.4075581, -47.5627009 -22.407859)",,
377115609,True,Rua 4,residential,False,105.71600000000001,"LINESTRING (-47.5617838 -22.4075581, -47.5617014 -22.4077495, -47.5614549 -22.4084585)",,
171272140,True,Avenida 4,residential,False,97.0,"LINESTRING (-47.5614549 -22.4084585, -47.5605646 -22.4081695)",30,
377115609,True,Rua 4,residential,False,99.655,"LINESTRING (-47.5614549 -22.4084585, -47.5611431 -22.4093071)",,
171120765,True,Avenida 6,residential,False,30.02,"LINESTRING (-47.5646511 -22.4085065, -47.5649194 -22.4086131)",,
377115601,True,Rua 7,residential,False,41.688,"LINESTRING (-47.5646511 -22.4085065, -47.5647901 -22.4081543)",,
171272160,True,Avenida 5,residential,False,103.356,"LINESTRING (-47.5601803 -22.411865, -47.5611403 -22.4121413)",30,
377115609,True,Rua 4,residential,False,103.054,"LINESTRING (-47.5601803 -22.411865, -47.5598883 -22.4127516)",,
844061913,True,Avenida 11,residential,False,94.134,"LINESTRING (-47.5592549 -22.4144402, -47.5583884 -22.4141663)",30,
171120780,True,Avenida 10,secondary,False,100.708,"LINESTRING (-47.561472 -22.4056051, -47.5624033 -22.4058861)",40,
171123504,True,Rua 2,residential,False,90.598,"LINESTRING (-47.5602278 -22.4061972, -47.5599626 -22.4069742)",30,1
920616796,True,Avenida 8,secondary,False,100.411,"LINESTRING (-47.5602278 -22.4061972, -47.5592989 -22.405918)",,
844055948,True,Rua 3,residential,False,102.176,"LINESTRING (-47.5611534 -22.4064755, -47.561472 -22.4056051)",,1
920616796,True,Avenida 8,secondary,False,100.058,"LINESTRING (-47.5611534 -22.4064755, -47.5602278 -22.4061972)",,
171120765,True,Avenida 6,residential,False,100.551,"LINESTRING (-47.5599626 -22.4069742, -47.5608848 -22.4072756)",,
568387034,True,Rua 2,residential,False,106.528,"LINESTRING (-47.5599626 -22.4069742, -47.5596245 -22.4078798)",30,1
377115599,True,Rua 5,residential,False,102.308,"LINESTRING (-47.5630075 -22.4070329, -47.5633224 -22.4061601)",,
920616796,True,Avenida 8,secondary,False,99.658,"LINESTRING (-47.5630075 -22.4070329, -47.5620856 -22.4067557)",,
171120765,True,Avenida 6,residential,False,97.609,"LINESTRING (-47.5608848 -22.4072756, -47.5617838 -22.4075581)",,
844055948,True,Rua 3,residential,False,93.154,"LINESTRING (-47.5608848 -22.4072756, -47.5611534 -22.4064755)",,1
171437154,True,Rua 6,residential,False,100.764,"LINESTRING (-47.5639463 -22.4073151, -47.5636354 -22.4081745)",,
920616796,True,Avenida 8,secondary,False,101.482,"LINESTRING (-47.5639463 -22.4073151, -47.5630075 -22.4070329)",,
171120765,True,Avenida 6,residential,False,102.271,"LINESTRING (-47.5627009 -22.407859, -47.5636354 -22.4081745)",,
377115599,True,Rua 5,residential,False,97.115,"LINESTRING (-47.5627009 -22.407859, -47.5630075 -22.4070329)",,
171120765,True,Avenida 6,residential,False,110.747,"LINESTRING (-47.5636354 -22.4081745, -47.5646511 -22.4085065)",,
171437154,True,Rua 6,residential,False,101.551,"LINESTRING (-47.5636354 -22.4081745, -47.5633069 -22.4090358)",,
171272140,True,Avenida 4,residential,False,100.839,"LINESTRING (-47.5633069 -22.4090358, -47.5623826 -22.4087321)",30,
171437154,True,Rua 6,residential,False,98.384,"LINESTRING (-47.5633069 -22.4090358, -47.5630014 -22.4098743)",,
568387034,True,Rua 2,residential,False,95.128,"LINESTRING (-47.558671 -22.4104337, -47.5583836 -22.4112469)",30,1
171272159,True,Avenida 3,residential,False,104.117,"LINESTRING (-47.558671 -22.4104337, -47.5580266 -22.4102325, -47.5579527 -22.4102059, -47.5579251 -22.4101724, -47.5579096 -22.4099808)",30,
171272146,True,Avenida 1,residential,False,101.155,"LINESTRING (-47.5626801 -22.4107317, -47.5636129 -22.4110214)",30,
171437154,True,Rua 6,residential,False,102.363,"LINESTRING (-47.5626801 -22.4107317, -47.5623638 -22.4116046)",,
171086720,True,Avenida 7,residential,False,99.236,"LINESTRING (-47.5608021 -22.4130394, -47.5598883 -22.4127516)",30,
377115599,True,Rua 5,residential,False,105.743,"LINESTRING (-47.5608021 -22.4130394, -47.5611403 -22.4121413)",,
171242153,True,Rua Um B,residential,False,87.495,"LINESTRING (-47.5583732 -22.4056465, -47.5581051 -22.4063933)",,
"[625669169, 377115607]",False,"['Avenida 8', 'Avenida Oito A']",secondary,True,99.843,"LINESTRING (-47.5583732 -22.4056465, -47.5585295 -22.4056923, -47.5586864 -22.4057422, -47.5592989 -22.405918)",,
171242145,False,Avenida Seis A,residential,True,100.665,"LINESTRING (-47.5562565 -22.4058178, -47.5571846 -22.4061065)",,
1246236716,True,Rua Três B,residential,False,98.292,"LINESTRING (-47.5562565 -22.4058178, -47.5559702 -22.4066612)",,
171242145,False,Avenida Seis A,residential,False,100.665,"LINESTRING (-47.5571846 -22.4061065, -47.5562565 -22.4058178)",,
171242145,False,Avenida Seis A,residential,True,99.857,"LINESTRING (-47.5571846 -22.4061065, -47.5581051 -22.4063933)",,
171242145,False,Avenida Seis A,residential,False,99.857,"LINESTRING (-47.5581051 -22.4063933, -47.5571846 -22.4061065)",,
171242153,True,Rua Um B,residential,False,100.564,"LINESTRING (-47.5581051 -22.4063933, -47.55794 -22.4068533, -47.5577046 -22.4072122)",,
377328943,False,Avenida Quatro A,residential,False,100.811,"LINESTRING (-47.5559702 -22.4066612, -47.5568976 -22.4069559)",,
1246236716,True,Rua Três B,residential,False,52.582,"LINESTRING (-47.5559702 -22.4066612, -47.5558171 -22.4071124)",,
171242144,True,Rua Dois B,residential,False,98.95,"LINESTRING (-47.5568976 -22.4069559, -47.5571846 -22.4061065)",,
377328943,False,Avenida Quatro A,residential,False,87.718,"LINESTRING (-47.5568976 -22.4069559, -47.5577046 -22.4072122)",,
377328943,False,Avenida Quatro A,residential,True,100.811,"LINESTRING (-47.5568976 -22.4069559, -47.5559702 -22.4066612)",,
171242153,True,Rua Um B,residential,False,100.452,"LINESTRING (-47.5577046 -22.4072122, -47.5573991 -22.4080703)",,
377328943,False,Avenida Quatro A,residential,True,87.718,"LINESTRING (-47.5577046 -22.4072122, -47.5568976 -22.4069559)",,
171242144,True,Rua Dois B,residential,False,98.528,"LINESTRING (-47.556001 -22.4095721, -47.5562905 -22.4087274)",,
1246236715,False,Rua Dois B,residential,False,93.386,"LINESTRING (-47.556001 -22.4095721, -47.5557235 -22.4103718)",,
171242153,True,Rua Um B,residential,False,94.02,"LINESTRING (-47.5567834 -22.4098182, -47.5564963 -22.410621)",,
887715218,True,Avenida Três A,residential,False,84.957,"LINESTRING (-47.5567834 -22.4098182, -47.556001 -22.4095721)",,
533892543,True,Avenida Sete A,residential,False,28.519,"LINESTRING (-47.5559416 -22.4114319, -47.556219 -22.4114358)",,
533892545,True,,residential,False,41.114000000000004,"LINESTRING (-47.5559416 -22.4114319, -47.5560191 -22.4115158, -47.5560245 -22.4116174, -47.555954 -22.411761)",,
377115606,True,Rua 1,residential,False,103.792,"LINESTRING (-47.5565055 -22.4135766, -47.5568255 -22.4126913)",,
377115606,True,Rua 1,residential,False,94.74199999999999,"LINESTRING (-47.5562092 -22.4143834, -47.5562982 -22.4141466, -47.5563982 -22.4138716, -47.5565055 -22.4135766)",,
171086720,True,Avenida 7,residential,False,102.592,"LINESTRING (-47.5590022 -22.4124677, -47.5580592 -22.4121656)",30,
844055948,True,Rua 3,residential,False,104.968,"LINESTRING (-47.5590022 -22.4124677, -47.5593285 -22.4115732)",,1
920616796,True,Avenida 8,secondary,False,73.139,"LINESTRING (-47.5646229 -22.4075185, -47.5639463 -22.4073151)",,
626009459,True,Avenida Visconde do Rio Claro,primary,False,114.3,"LINESTRING (-47.5646229 -22.4075185, -47.5644642 -22.4069008, -47.5644492 -22.4067086, -47.564469 -22.4065091)",60,2
568387037,True,Rua 1,residential,False,108.299,"LINESTRING (-47.5586852 -22.4075896, -47.55886 -22.4071182, -47.5590269 -22.4066683)",,
171272140,True,Avenida 4,residential,False,101.809,"LINESTRING (-47.5596245 -22.4078798, -47.5586852 -22.4075896)",30,
568387034,True,Rua 2,residential,False,99.822,"LINESTRING (-47.5596245 -22.4078798, -47.5593077 -22.4087284)",30,1
377115601,True,Rua 7,residential,False,17.287,"LINESTRING (-47.5647901 -22.4081543, -47.5648607 -22.4080132)",,
626009459,True,Avenida Visconde do Rio Claro,primary,False,72.757,"LINESTRING (-47.5647901 -22.4081543, -47.5646229 -22.4075185)",60,2
171272140,True,Avenida 4,residential,False,101.869,"LINESTRING (-47.5605646 -22.4081695, -47.5596245 -22.4078798)",30,
844055948,True,Rua 3,residential,False,104.706,"LINESTRING (-47.5605646 -22.4081695, -47.5608848 -22.4072756)",,1
171272152,True,Avenida 2,residential,False,89.933,"LINESTRING (-47.5584742 -22.4084827, -47.5593077 -22.4087284)",30,
568387037,True,Rua 1,residential,False,102.36500000000001,"LINESTRING (-47.5584742 -22.4084827, -47.5584599 -22.4083951, -47.5586284 -22.4077925, -47.5586852 -22.4075896)",,
171120765,True,Avenida 6,residential,False,15.725,"LINESTRING (-47.5649194 -22.4086131, -47.5650665 -22.4086519)",,
626009459,True,Avenida Visconde do Rio Claro,primary,False,52.788000000000004,"LINESTRING (-47.5649194 -22.4086131, -47.5649 -22.4085722, -47.5647901 -22.4081543)",60,2
171272152,True,Avenida 2,residential,False,101.579,"LINESTRING (-47.5593077 -22.4087284, -47.5602391 -22.4090335)",30,
568387034,True,Rua 2,residential,False,97.559,"LINESTRING (-47.5593077 -22.4087284, -47.5589957 -22.409557)",30,1
171272140,True,Avenida 4,residential,False,100.101,"LINESTRING (-47.5623826 -22.4087321, -47.5614549 -22.4084585)",30,
