osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes
944173060,True,Rua 7 de Julho,secondary,False,33.43,"LINESTRING (-50.7961994 -29.5652185, -50.7962134 -29.5655189)",,
945402524,True,Rua Marechal Arthur da Costa e Silva,secondary,False,22.379,"LINESTRING (-50.7961994 -29.5652185, -50.7961779 -29.5652675, -50.7961584 -29.5653043, -50.7961337 -29.5653288, -50.7961075 -29.5653486, -50.7960652 -29.5653754)",,
614527148,True,Rua 1 de Junho,secondary,False,70.057,"LINESTRING (-50.7921558 -29.5704457, -50.7922083 -29.5703969, -50.7923488 -29.5703107, -50.7927435 -29.5700799)",,
561037451,True,Rua Marechal Arthur da Costa e Silva,secondary,False,50.016,"LINESTRING (-50.7945658 -29.5686526, -50.7945023 -29.569099)",,
162997022,True,Rua Coronel Theobaldo Fleck,secondary,False,137.404,"LINESTRING (-50.7945658 -29.5686526, -50.7954488 -29.5685158, -50.7959679 -29.5684547)",,
561037450,False,Rua Marechal Arthur da Costa e Silva,secondary,True,140.185,"LINESTRING (-50.7945658 -29.5686526, -50.7946626 -29.5683605, -50.7947563 -29.5681308, -50.794838 -29.5679307, -50.7949809 -29.5675806, -50.7950331 -29.5674597)",,
162882041,True,Rua Coronel Theobaldo Fleck,secondary,False,18.896,"LINESTRING (-50.7932994 -29.5698427, -50.7933656 -29.5697811, -50.793426 -29.5697135)",,
"[894389706, 254959700, 944529870]",False,Rua Coronel Theobaldo Fleck,secondary,"[False, True]",34.468,"LINESTRING (-50.7932994 -29.5698427, -50.7932175 -29.5698822, -50.7930054 -29.5699918, -50.7929918 -29.5699992)",yes,
162989972,False,Rua 7 de Setembro,secondary,False,185.67600000000002,"LINESTRING (-50.796243 -29.5697794, -50.7948066 -29.5699847, -50.794348 -29.5700473)",,
894389705,False,Rua Getulio Vargas,tertiary,False,112.814,"LINESTRING (-50.796243 -29.5697794, -50.7963181 -29.5701421, -50.796369 -29.5703393, -50.7964414 -29.5705189, -50.7965657 -29.5707483)",,
162990953,False,Rua Benjamin Constant,tertiary,False,116.366,"LINESTRING (-50.7914012 -29.5720174, -50.7902024 -29.5721072)",,2
894389701,False,Rua General Ernesto Dorneles,secondary,False,67.773,"LINESTRING (-50.7914012 -29.5720174, -50.7914813 -29.5726229)",,2
894389701,False,Rua General Ernesto Dorneles,secondary,True,166.601,"LINESTRING (-50.7914012 -29.5720174, -50.7913544 -29.5716502, -50.7913375 -29.5714827, -50.7912321 -29.5705264)",,2
162990966,True,Rua João Corrêa,secondary,False,175.318,"LINESTRING (-50.7879001 -29.5737064, -50.7897088 -29.5735999)",,
560839775,False,Rua Gustavo Adolfo Koetz,tertiary,True,86.295,"LINESTRING (-50.7879001 -29.5737064, -50.7878604 -29.5729311)",,
162990954,False,Rua General Ernesto Dorneles,tertiary,True,72.526,"LINESTRING (-50.7909925 -29.5682945, -50.7909134 -29.5676459)",,
544137722,False,Rua José Pedro Jung,secondary,True,63.775,"LINESTRING (-50.7909925 -29.5682945, -50.7916488 -29.5682388)",,
894389702,False,Rua José Pedro Jung,residential,False,79.26,"LINESTRING (-50.7909925 -29.5682945, -50.7901776 -29.5683702)",,
967518195,False,Rua General Ernesto Dorneles,secondary,False,134.773,"LINESTRING (-50.7909925 -29.5682945, -50.7911291 -29.5695007)",,
162990959,False,Rua Lili Kunst,tertiary,False,71.488,"LINESTRING (-50.7914559 -29.565061, -50.7921922 -29.5650046)",,
162990959,False,Rua Lili Kunst,tertiary,True,61.914,"LINESTRING (-50.7914559 -29.565061, -50.7908191 -29.5651179)",,
162990963,False,Rua Willy Germano Feller,residential,True,76.676,"LINESTRING (-50.7914559 -29.565061, -50.7915242 -29.565748)",,
162990957,False,Travessa Germano Guilherme Neubarth,residential,False,134.908,"LINESTRING (-50.7900899 -29.5708979, -50.7902024 -29.5721072)",,
"[292382531, 162990957]",False,"['Rua 1 de Junho', 'Travessa Germano Guilherme Neubarth']",residential,"[False, True]",147.663,"LINESTRING (-50.7900899 -29.5708979, -50.7900721 -29.5705807, -50.7902512 -29.5705739, -50.7912321 -29.5705264)",,
162990960,False,Rua Nanito Carlos Kehl,residential,True,213.07600000000002,"LINESTRING (-50.7900899 -29.5708979, -50.789583 -29.5709435, -50.7894543 -29.5709645, -50.7893738 -29.5710018, -50.7893081 -29.5710648, -50.7891056 -29.5713599, -50.7890533 -29.5714567, -50.7890399 -29.5715488, -50.7890613 -29.5718346, -50.7890949 -29.5721983)",,
544137723,False,Rua Vigario José Inacio,residential,True,93.792,"LINESTRING (-50.7899474 -29.5677203, -50.7909134 -29.5676459)",,
162990941,False,Rua Osvaldo Cruz,tertiary,False,351.849,"LINESTRING (-50.7914813 -29.5726229, -50.7878604 -29.5729311)",,2
614522493,False,Rua Osvaldo Cruz,tertiary,False,83.196,"LINESTRING (-50.7914813 -29.5726229, -50.7923373 -29.5725485)",,
894389701,False,Rua General Ernesto Dorneles,secondary,False,95.022,"LINESTRING (-50.7914813 -29.5726229, -50.791572 -29.5734738)",,2
894389701,False,Rua General Ernesto Dorneles,secondary,True,67.773,"LINESTRING (-50.7914813 -29.5726229, -50.7914012 -29.5720174)",,2
162990963,False,Rua Willy Germano Feller,residential,False,76.676,"LINESTRING (-50.7915242 -29.565748, -50.7914559 -29.565061)",,
162990959,False,Rua Lili Kunst,tertiary,False,61.914,"LINESTRING (-50.7908191 -29.5651179, -50.7914559 -29.565061)",,
162990954,False,Rua General Ernesto Dorneles,tertiary,False,142.028,"LINESTRING (-50.7908191 -29.5651179, -50.7907176 -29.5653806, -50.7906948 -29.5654611, -50.7906907 -29.5655416, -50.7907659 -29.5663757)",,
162990953,False,Rua Benjamin Constant,tertiary,False,107.585,"LINESTRING (-50.7902024 -29.5721072, -50.7890949 -29.5721983)",,2
