osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction
197420182,Rua General Daltro Filho,residential,40,False,False,171.163,"LINESTRING (-54.7338484 -28.1502021, -54.7338507 -28.1486628)",,,
197420182,Rua General Daltro Filho,residential,40,False,True,171.63,"LINESTRING (-54.7338484 -28.1502021, -54.7338475 -28.1517456)",,,
435145083,Rua Major Antônio Cardoso,tertiary,40,False,False,92.646,"LINESTRING (-54.7338484 -28.1502021, -54.7347933 -28.1502115)",,,
433830850,Rua 7 de Setembro,residential,40,False,False,168.286,"LINESTRING (-54.7372891 -28.1502198, -54.7372971 -28.1503333, -54.7372945 -28.1510936, -54.7372943 -28.1516643, -54.7372934 -28.151733)",,,
435145083,Rua Major Antônio Cardoso,tertiary,40,False,True,165.341,"LINESTRING (-54.7372891 -28.1502198, -54.7371865 -28.1502185, -54.7365691 -28.1502169, -54.7364821 -28.1502167, -54.7356882 -28.1502148, -54.7356027 -28.1502139)",,,
566381729,Rua 7 de Setembro,residential,40,False,True,169.25300000000001,"LINESTRING (-54.7372891 -28.1502198, -54.7372904 -28.1501122, -54.7372891 -28.1494973, -54.7373076 -28.1488104, -54.7373106 -28.1486979)",,,
566381730,Rua Major Antônio Cardoso,tertiary,40,False,False,171.85800000000003,"LINESTRING (-54.7372891 -28.1502198, -54.7374032 -28.1502195, -54.7389544 -28.1502339, -54.7390419 -28.1502334)",,,
702943876,Travessa Sandri,residential,,False,True,171.282,"LINESTRING (-54.7338768 -28.1431059, -54.7356235 -28.1431295)",,,
787814550,Rua General Daltro Filho,residential,40,False,True,108.728,"LINESTRING (-54.7338768 -28.1431059, -54.7338935 -28.1440836)",,,
197420182,Rua General Daltro Filho,residential,40,False,False,171.63,"LINESTRING (-54.7338475 -28.1517456, -54.7338484 -28.1502021)",,,
197426819,Rua Sílvio Hollenbach,residential,40,False,True,91.945,"LINESTRING (-54.7338475 -28.1517456, -54.7347853 -28.1517393)",,,
899033836,Rua Padre Maximiliano,residential,40,False,False,171.024,"LINESTRING (-54.735595 -28.1486766, -54.7338507 -28.1486628)",,,
432564683,Rua Marechal Floriano,secondary,40,False,False,89.66900000000001,"LINESTRING (-54.735595 -28.1486766, -54.7355955 -28.1487915, -54.7355965 -28.1490417, -54.7355775 -28.1494827)",,,
432564683,Rua Marechal Floriano,secondary,40,False,True,149.99200000000002,"LINESTRING (-54.735595 -28.1486766, -54.7355942 -28.1485658, -54.7355879 -28.1477042, -54.7356045 -28.147328)",,,
433830851,Rua Padre Maximiliano,tertiary,40,False,True,168.22400000000002,"LINESTRING (-54.735595 -28.1486766, -54.7357019 -28.1486777, -54.73658 -28.1486871, -54.7371864 -28.1486936, -54.7373106 -28.1486979)",,,
702943876,Travessa Sandri,residential,,False,False,171.282,"LINESTRING (-54.7356235 -28.1431295, -54.7338768 -28.1431059)",,,
432564679,Rua Marechal Floriano,residential,40,False,False,107.15100000000001,"LINESTRING (-54.7356235 -28.1431295, -54.7356194 -28.1433447, -54.7356055 -28.144093)",,,
566381730,Rua Major Antônio Cardoso,tertiary,40,False,False,62.839,"LINESTRING (-54.7395663 -28.1502328, -54.7402072 -28.150227)",,,
