osmid,ref,highway,oneway,reversed,length,name,geometry,lanes
893014050,MA-212,residential,False,True,103.698,,"LINESTRING (-44.8526877 -2.5800899, -44.8535702 -2.5797858)",
765454433,,residential,False,True,49.669,Rua Opilio Lobato,"LINESTRING (-44.8575634 -2.578916, -44.8579712 -2.5790992)",
780411135,,residential,False,True,35.5,,"LINESTRING (-44.8575634 -2.578916, -44.8577088 -2.5792003)",
765454433,,residential,False,False,60.2,Rua Opilio Lobato,"LINESTRING (-44.8575634 -2.578916, -44.8574795 -2.5787867, -44.8572743 -2.5784581)",
415533674,MA-212,secondary,False,False,84.851,,"LINESTRING (-44.8572743 -2.5784581, -44.8565581 -2.5787234)",2
765454433,,residential,False,False,88.22,Rua Opilio Lobato,"LINESTRING (-44.8572743 -2.5784581, -44.8569484 -2.5777346)",
415533674,MA-212,secondary,False,True,193.983,,"LINESTRING (-44.8572743 -2.5784581, -44.857424 -2.5784142, -44.8576109 -2.5783563, -44.8578134 -2.5783188, -44.8580629 -2.5782893, -44.8589916 -2.578162)",2
765454433,,residential,False,True,60.2,Rua Opilio Lobato,"LINESTRING (-44.8572743 -2.5784581, -44.8574795 -2.5787867, -44.8575634 -2.578916)",
475575153,,residential,False,False,106.982,Travessa São José,"LINESTRING (-44.8596749 -2.5785075, -44.8594925 -2.5794522)",
780411144,,residential,False,True,104.696,,"LINESTRING (-44.8596749 -2.5785075, -44.8592102 -2.5785432, -44.8591371 -2.5785271, -44.8590972 -2.5784923, -44.8590727 -2.5784521, -44.8589916 -2.578162)",
550438322,,residential,False,False,44.601,Rua Pereira Junior,"LINESTRING (-44.8546727 -2.5757981, -44.8548056 -2.5761766)",
415533689,MA-212,secondary,False,False,98.744,,"LINESTRING (-44.8558527 -2.5789793, -44.8561706 -2.5798086)",2
893014050,MA-212,residential,False,False,78.525,,"LINESTRING (-44.8558527 -2.5789793, -44.8551822 -2.579203)",
1132507517,,tertiary,False,True,83.436,Rua Pereira Junior,"LINESTRING (-44.8558527 -2.5789793, -44.8556097 -2.5782693)",
415533674,MA-212,secondary,False,True,83.36699999999999,,"LINESTRING (-44.8558527 -2.5789793, -44.8562497 -2.5788319, -44.8565581 -2.5787234)",2
765454432,,residential,False,False,81.043,Rua Rio Branco,"LINESTRING (-44.8569484 -2.5777346, -44.8562658 -2.5779919)",
765454432,,residential,False,True,196.964,Rua Rio Branco,"LINESTRING (-44.8569484 -2.5777346, -44.8585832 -2.5770487)",
765454433,,residential,False,True,88.22,Rua Opilio Lobato,"LINESTRING (-44.8569484 -2.5777346, -44.8572743 -2.5784581)",
765454432,,residential,False,False,81.932,Rua Rio Branco,"LINESTRING (-44.8556097 -2.5782693, -44.8549247 -2.5785425)",
