osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,access
204249948,Rua Benedito Valadares,residential,False,False,52.837,,,"LINESTRING (-43.846391 -19.9877425, -43.8461765 -19.9881728)",
252637805,Avenida José Bernardo de Barros,secondary,True,False,78.075,MG-437,40,"LINESTRING (-43.846391 -19.9877425, -43.8457188 -19.987436)",
252638432,Rua Benedito Valadares,residential,True,False,9.58,,,"LINESTRING (-43.8464365 -19.9876677, -43.846391 -19.9877425)",
681294751,Avenida José Bernardo de Barros,secondary,True,False,197.863,MG-437,40,"LINESTRING (-43.8464365 -19.9876677, -43.8466108 -19.9878465, -43.8470555 -19.9888052, -43.8474105 -19.9891656)",
13634733,Rua Benedito Valadares,residential,True,False,63.022,,,"LINESTRING (-43.8469807 -19.9867633, -43.8466973 -19.9872636)",
11494292,Rua Bias Fortes,tertiary,True,False,31.444,,30,"LINESTRING (-43.8472523 -19.9848619, -43.8469514 -19.9848616)",
13634733,Rua Benedito Valadares,residential,True,False,4.315,,,"LINESTRING (-43.8472523 -19.9848619, -43.8472492 -19.9849006)",
252077785,Rua do Resende,tertiary,False,False,47.199,,,"LINESTRING (-43.8444313 -19.9848083, -43.8444292 -19.9848769, -43.8444233 -19.9852327)",
269898267,,tertiary,True,False,12.315999999999999,,,"LINESTRING (-43.8444313 -19.9848083, -43.8444038 -19.9847988, -43.84433 -19.9847528)",
11494292,Rua Bias Fortes,tertiary,True,False,43.28,,30,"LINESTRING (-43.8476627 -19.9848095, -43.8472523 -19.9848619)",
11494292,Rua Bias Fortes,tertiary,True,False,114.184,,30,"LINESTRING (-43.8482529 -19.9839476, -43.8481064 -19.98416, -43.8478732 -19.9845512, -43.8476627 -19.9848095)",
415914281,Travessa Machado de Assis,residential,False,False,140.546,,,"LINESTRING (-43.8482529 -19.9839476, -43.8484674 -19.9840869, -43.848564 -19.9841348, -43.848831 -19.9842703, -43.8489659 -19.9843459, -43.8491008 -19.9843917, -43.8492817 -19.9844592, -43.8494498 -19.9845095)",no
252120243,Rua Scott,residential,False,True,61.956,,,"LINESTRING (-43.8495043 -19.9834508, -43.8498168 -19.9839243)",
11494292,Rua Bias Fortes,tertiary,True,False,86.984,,30,"LINESTRING (-43.8495043 -19.9834508, -43.8488589 -19.9836228, -43.8487034 -19.9836639)",
217986869,Rua do Resende,tertiary,True,False,105.1,,,"LINESTRING (-43.8442549 -19.9856401, -43.844216 -19.9858279, -43.8442173 -19.9861535, -43.8442909 -19.9864678, -43.8443135 -19.9865721)",
