osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access,ref
388763123,Rua Ana Maia,residential,False,False,5.103,,,"LINESTRING (-45.5173542 -20.8776978, -45.5173055 -20.8777038)",,
824490194,Rua José Costa,residential,True,False,5.919,,,"LINESTRING (-45.5173542 -20.8776978, -45.5173522 -20.877751)",,
151247479,Rua Francisco Eliazar,residential,False,False,68.232,2,30,"LINESTRING (-45.5142052 -20.8774614, -45.5142985 -20.8780688)",,
151247479,Rua Francisco Eliazar,residential,False,True,8.806,2,30,"LINESTRING (-45.5142052 -20.8774614, -45.5141932 -20.877383)",,
151247441,Rua Lucas Martins Parreira,residential,False,False,120.141,,,"LINESTRING (-45.5183685 -20.8730355, -45.5188789 -20.872066)",,
151247465,Rua Flávio Ferreira da Silva,tertiary,False,False,179.985,2,30,"LINESTRING (-45.5183685 -20.8730355, -45.5176827 -20.8715491)",,
151247465,Rua Flávio Ferreira da Silva,tertiary,False,True,19.031,2,30,"LINESTRING (-45.5183685 -20.8730355, -45.5184006 -20.873204)",,
151247479,Rua Francisco Eliazar,residential,False,False,28.633,2,30,"LINESTRING (-45.5141541 -20.8771281, -45.5141932 -20.877383)",,
151247479,Rua Francisco Eliazar,residential,False,True,8.673,2,30,"LINESTRING (-45.5141541 -20.8771281, -45.5141422 -20.8770509)",,
388763044,Rua José Moreira Maia,residential,False,True,94.078,,,"LINESTRING (-45.5141541 -20.8771281, -45.5150568 -20.8770615)",,
151247478,Rua José do Couto Rosa,residential,False,False,17.318,2,30,"LINESTRING (-45.5219515 -20.871842, -45.5217898 -20.8718042)",,
151247478,Rua José do Couto Rosa,residential,False,True,41.78,2,30,"LINESTRING (-45.5219515 -20.871842, -45.5220893 -20.8718847, -45.5221979 -20.8719311, -45.5223223 -20.8719859)",,
388771445,Rua Ana Zelina dos Reis,residential,False,True,6.563,,,"LINESTRING (-45.5204981 -20.8742314, -45.5205565 -20.8742539)",,
521661274,Rua Francisco de Assis Carvalho,tertiary,True,False,46.498,1,40,"LINESTRING (-45.5204981 -20.8742314, -45.5206334 -20.8738328)",,
388763076,Rua Zulmira Carolina de Jesus,residential,False,False,46.955,,,"LINESTRING (-45.5230895 -20.8733068, -45.5228244 -20.8729648)",,
388763076,Rua Zulmira Carolina de Jesus,residential,False,True,57.112,,,"LINESTRING (-45.5230895 -20.8733068, -45.5234119 -20.8737228)",,
388771445,Rua Ana Zelina dos Reis,residential,False,False,202.964,,,"LINESTRING (-45.5230895 -20.8733068, -45.5224617 -20.8737281, -45.5215029 -20.8743717)",,
151247478,Rua José do Couto Rosa,residential,False,True,8.891,2,30,"LINESTRING (-45.5207736 -20.8715539, -45.5208562 -20.8715748)",,
388763012,Travessa Joaquim José Couto,residential,False,False,99.931,,,"LINESTRING (-45.5207736 -20.8715539, -45.5203628 -20.8723665)",,
628110815,Rua São Vicente de Paulo,residential,False,True,23.942,,,"LINESTRING (-45.5207736 -20.8715539, -45.5208729 -20.8713596)",,
388763125,Rua Vereador José Augusto Silva,residential,True,False,122.707,1,30,"LINESTRING (-45.5183569 -20.8750255, -45.519179 -20.8758178)",,
521661268,Rua Anônio Francisco da Silva,residential,False,False,109.317,,,"LINESTRING (-45.5183569 -20.8750255, -45.5192326 -20.8744805)",,
521661269,Rua Antônio Albino,residential,False,False,109.756,,,"LINESTRING (-45.5183569 -20.8750255, -45.5178563 -20.8741563)",,
388763106,Rua Antônio Francisco da Silva,residential,False,True,169.20600000000002,1,,"LINESTRING (-45.5183569 -20.8750255, -45.5182191 -20.875113, -45.5172867 -20.8755485, -45.5169107 -20.8757225)",permit,
388763004,Rua Joaquim José Couto,residential,False,False,44.79,,,"LINESTRING (-45.5198701 -20.8722899, -45.5194489 -20.8722041)",,
388763004,Rua Joaquim José Couto,residential,False,True,51.894,,,"LINESTRING (-45.5198701 -20.8722899, -45.5203628 -20.8723665)",,
834005457,Rua Antônio Campos,tertiary,False,True,38.462,2,30,"LINESTRING (-45.5198701 -20.8722899, -45.5197529 -20.872618)",,CT-010
151247479,Rua Francisco Eliazar,residential,False,False,57.458,2,30,"LINESTRING (-45.5142985 -20.8780688, -45.514377 -20.8785803)",,
151247479,Rua Francisco Eliazar,residential,False,True,68.232,2,30,"LINESTRING (-45.5142985 -20.8780688, -45.5142052 -20.8774614)",,
388763123,Rua Ana Maia,residential,False,True,98.455,,,"LINESTRING (-45.5142985 -20.8780688, -45.5152383 -20.8779551)",,
151247479,Rua Francisco Eliazar,residential,False,False,31.97,2,30,"LINESTRING (-45.5140337 -20.8764971, -45.5141003 -20.8767778)",,
521661273,Praça Monsenhor Celso Pinheiro,tertiary,False,False,25.192,2,40,"LINESTRING (-45.5195735 -20.8767276, -45.5193339 -20.8767624)",,
521661273,Praça Monsenhor Celso Pinheiro,tertiary,False,True,8.948,2,40,"LINESTRING (-45.5195735 -20.8767276, -45.5196596 -20.8767258)",,
521661275,Rua Francisco de Assis Carvalho,tertiary,True,False,70.329,1,40,"LINESTRING (-45.5195735 -20.8767276, -45.519787 -20.8761274)",,
388763094,Rua Jorge da Silva Maia,residential,False,False,45.665,,,"LINESTRING (-45.5228251 -20.8721308, -45.5230368 -20.8717709)",,
151247478,Rua José do Couto Rosa,residential,False,False,55.104,2,30,"LINESTRING (-45.5228251 -20.8721308, -45.5227035 -20.8721153, -45.5226405 -20.872104, -45.5225735 -20.8720902, -45.5223223 -20.8719859)",,
388763094,Rua Jorge da Silva Maia,residential,False,True,56.513000000000005,,,"LINESTRING (-45.5228251 -20.8721308, -45.5227022 -20.8723571, -45.5225724 -20.8725808)",,
388771445,Rua Ana Zelina dos Reis,residential,False,False,35.5,,,"LINESTRING (-45.5213121 -20.8744997, -45.5209866 -20.8744026)",,
388771445,Rua Ana Zelina dos Reis,residential,False,True,24.404,,,"LINESTRING (-45.5213121 -20.8744997, -45.5215029 -20.8743717)",,
824496815,Rua Oswaldo de Assis Carvalho,residential,False,False,396.225,,,"LINESTRING (-45.5213121 -20.8744997, -45.5210486 -20.8749209, -45.520948 -20.8751465, -45.520774 -20.8755303, -45.5206403 -20.8758827, -45.5199328 -20.877813)",,
151247441,Rua Lucas Martins Parreira,residential,False,True,120.141,,,"LINESTRING (-45.5188789 -20.872066, -45.5183685 -20.8730355)",,
388763004,Rua Joaquim José Couto,residential,False,False,47.916,,,"LINESTRING (-45.5188789 -20.872066, -45.5184503 -20.8719069)",,
388763004,Rua Joaquim José Couto,residential,False,True,61.18,,,"LINESTRING (-45.5188789 -20.872066, -45.5194489 -20.8722041)",,
628102272,Praça Antônio Reis,residential,True,False,42.894,,,"LINESTRING (-45.5211754 -20.8724938, -45.5210561 -20.8728631)",,
628105787,Praça Antônio Reis,residential,False,False,32.186,,,"LINESTRING (-45.5211754 -20.8724938, -45.5208677 -20.8724603)",,
628105788,Travessa Francisco de Assis Carvalho,residential,False,True,45.776,,,"LINESTRING (-45.5211754 -20.8724938, -45.5216139 -20.8725338)",,
627931477,Praça Coronel Joaquim Luiz da Costa Maia,residential,False,False,11.932,,,"LINESTRING (-45.5151372 -20.8773221, -45.5151102 -20.8772178)",,
226078811,Avenida José da Costa Luiz Maia,secondary,True,False,98.071,1,40,"LINESTRING (-45.5151372 -20.8773221, -45.5149542 -20.8773547, -45.5142052 -20.8774614)",,AMG-1615
151247479,Rua Francisco Eliazar,residential,False,False,8.806,2,30,"LINESTRING (-45.5141932 -20.877383, -45.5142052 -20.8774614)",,
151247479,Rua Francisco Eliazar,residential,False,True,28.633,2,30,"LINESTRING (-45.5141932 -20.877383, -45.5141541 -20.8771281)",,
151247446,Avenida José da Costa Luiz Maia,secondary,True,False,97.464,1,40,"LINESTRING (-45.5141932 -20.877383, -45.5149074 -20.8772836, -45.5150019 -20.8772648, -45.5151102 -20.8772178)",,AMG-1615
521661269,Rua Antônio Albino,residential,False,True,47.698,,,"LINESTRING (-45.5164565 -20.8714104, -45.516634 -20.871806)",,
151247465,Rua Flávio Ferreira da Silva,tertiary,False,True,15.824,2,30,"LINESTRING (-45.5176274 -20.8714165, -45.5176827 -20.8715491)",,
388763085,Rua José Ferreira Campos,residential,False,False,49.864,,,"LINESTRING (-45.5176274 -20.8714165, -45.5171906 -20.8716023)",,
388763054,Rua Horácio Gambogi,residential,False,False,60.577,,,"LINESTRING (-45.5186993 -20.8714143, -45.5184503 -20.8719069)",,
151247465,Rua Flávio Ferreira da Silva,tertiary,False,False,15.824,2,30,"LINESTRING (-45.5176827 -20.8715491, -45.5176274 -20.8714165)",,
151247465,Rua Flávio Ferreira da Silva,tertiary,False,True,179.985,2,30,"LINESTRING (-45.5176827 -20.8715491, -45.5183685 -20.8730355)",,
388763004,Rua Joaquim José Couto,residential,False,True,89.125,,,"LINESTRING (-45.5176827 -20.8715491, -45.5184503 -20.8719069)",,
151247478,Rua José do Couto Rosa,residential,False,False,8.891,2,30,"LINESTRING (-45.5208562 -20.8715748, -45.5207736 -20.8715539)",,
151247478,Rua José do Couto Rosa,residential,False,True,100.298,2,30,"LINESTRING (-45.5208562 -20.8715748, -45.5217898 -20.8718042)",,
388763108,Rua São Vicente de Paulo,residential,False,True,26.517,,,"LINESTRING (-45.5208562 -20.8715748, -45.52085 -20.8718132)",,
628110816,Rua São Vicente de Paulo,residential,False,False,23.992,,,"LINESTRING (-45.5208562 -20.8715748, -45.5208729 -20.8713596)",,
388763057,Rua Geraldo Luiz de Oliveira,residential,False,True,134.075,,,"LINESTRING (-45.5171906 -20.8716023, -45.5176485 -20.8727296)",,
388763085,Rua José Ferreira Campos,residential,False,False,62.108,,,"LINESTRING (-45.5171906 -20.8716023, -45.516634 -20.871806)",,
388763085,Rua José Ferreira Campos,residential,False,True,49.864,,,"LINESTRING (-45.5171906 -20.8716023, -45.5176274 -20.8714165)",,
388763094,Rua Jorge da Silva Maia,residential,False,True,45.665,,,"LINESTRING (-45.5230368 -20.8717709, -45.5228251 -20.8721308)",,
388763085,Rua José Ferreira Campos,residential,False,False,104.029,,,"LINESTRING (-45.516634 -20.871806, -45.5157039 -20.8721524)",,
388763085,Rua José Ferreira Campos,residential,False,True,62.108,,,"LINESTRING (-45.516634 -20.871806, -45.5171906 -20.8716023)",,
521661269,Rua Antônio Albino,residential,False,False,47.698,,,"LINESTRING (-45.516634 -20.871806, -45.5164565 -20.8714104)",,
521661269,Rua Antônio Albino,residential,False,True,51.771,,,"LINESTRING (-45.516634 -20.871806, -45.5168235 -20.8722366)",,
151247478,Rua José do Couto Rosa,residential,False,False,100.298,2,30,"LINESTRING (-45.5217898 -20.8718042, -45.5208562 -20.8715748)",,
151247478,Rua José do Couto Rosa,residential,False,True,17.318,2,30,"LINESTRING (-45.5217898 -20.8718042, -45.5219515 -20.871842)",,
388763037,Rua Senhor Bom Jesus,residential,False,False,83.161,,,"LINESTRING (-45.5217898 -20.8718042, -45.5216139 -20.8725338)",,
388763004,Rua Joaquim José Couto,residential,False,False,89.125,,,"LINESTRING (-45.5184503 -20.8719069, -45.5176827 -20.8715491)",,
388763004,Rua Joaquim José Couto,residential,False,True,47.916,,,"LINESTRING (-45.5184503 -20.8719069, -45.5188789 -20.872066)",,
388763054,Rua Horácio Gambogi,residential,False,True,60.577,,,"LINESTRING (-45.5184503 -20.8719069, -45.5186993 -20.8714143)",,
