osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction
132932393,False,BA-617,Avenida Cônego Miguel Monteiro,secondary,False,39.456,"LINESTRING (-42.2234488 -14.500706, -42.223467 -14.5003516)",,
132894892,True,BA-617,Avenida Cônego Miguel Monteiro,secondary,False,110.651,"LINESTRING (-42.2234488 -14.500706, -42.2234004 -14.5015864, -42.2233961 -14.5016656, -42.2233942 -14.5016997)",,
146291853,True,,Rua Ranulfo Costa,residential,False,42.54,"LINESTRING (-42.2234488 -14.500706, -42.2231761 -14.5006907, -42.2231378 -14.500683, -42.2231063 -14.5006706, -42.2230701 -14.5006388)",,
146496974,True,,,secondary,False,5.138,"LINESTRING (-42.2239601 -14.5007232, -42.2239124 -14.5007216)",,
146906801,False,,Rua Getúlio Vargas,secondary,True,148.695,"LINESTRING (-42.2239601 -14.5007232, -42.2241047 -14.5020531)",,
146906801,False,,Rua Getúlio Vargas,secondary,False,32.595,"LINESTRING (-42.2241212 -14.5023458, -42.2241047 -14.5020531)",,
148387397,False,,Praça Dona Rosa Prates,tertiary,True,105.851,"LINESTRING (-42.2241212 -14.5023458, -42.2242987 -14.5032821)",,
130901673,False,,Rua Artur Fernandes Neves,residential,False,59.197,"LINESTRING (-42.2266509 -14.4948242, -42.2266161 -14.4953555)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,False,206.18100000000004,"LINESTRING (-42.2266509 -14.4948242, -42.2264524 -14.4948676, -42.2262452 -14.4949412, -42.2260906 -14.4950013, -42.2259547 -14.4950675, -42.2258481 -14.4951493, -42.2257631 -14.4952461, -42.2254588 -14.4956257, -42.2252064 -14.4959369)",,
130901673,False,,Rua Artur Fernandes Neves,residential,True,59.197,"LINESTRING (-42.2266161 -14.4953555, -42.2266509 -14.4948242)",,
151965046,False,,Rua Artur Fernandes Neves,residential,False,90.055,"LINESTRING (-42.2266161 -14.4953555, -42.2265332 -14.4961614)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,False,19.096,"LINESTRING (-42.2252064 -14.4959369, -42.2251135 -14.4960832)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,True,206.18099999999998,"LINESTRING (-42.2252064 -14.4959369, -42.2254588 -14.4956257, -42.2257631 -14.4952461, -42.2258481 -14.4951493, -42.2259547 -14.4950675, -42.2260906 -14.4950013, -42.2262452 -14.4949412, -42.2264524 -14.4948676, -42.2266509 -14.4948242)",,
130901657,False,,,residential,True,51.089,"LINESTRING (-42.2251135 -14.4960832, -42.2254647 -14.4963922)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,False,20.793,"LINESTRING (-42.2251135 -14.4960832, -42.2250053 -14.4962381)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,True,19.096,"LINESTRING (-42.2251135 -14.4960832, -42.2252064 -14.4959369)",,
130901694,False,,Rua Sisinio Viana,residential,False,123.4,"LINESTRING (-42.221374 -14.4962385, -42.2214192 -14.4973474)",,
146907887,False,BA-617,Avenida Manoel Caculé,primary,False,59.263,"LINESTRING (-42.223753 -14.4961531, -42.2237977 -14.4956219)",,
146907887,False,BA-617,Avenida Manoel Caculé,primary,True,183.95600000000002,"LINESTRING (-42.223753 -14.4961531, -42.223654 -14.4974455, -42.2236343 -14.4978034)",,
130901608,True,,Rua José Maria Filho,residential,False,135.147,"LINESTRING (-42.2250053 -14.4962381, -42.223753 -14.4961531)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,False,60.556,"LINESTRING (-42.2250053 -14.4962381, -42.2246584 -14.4966668)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,True,20.793,"LINESTRING (-42.2250053 -14.4962381, -42.2251135 -14.4960832)",,
130901657,False,,,residential,False,51.089,"LINESTRING (-42.2254647 -14.4963922, -42.2251135 -14.4960832)",,
130901657,False,,,residential,True,50.088,"LINESTRING (-42.2254647 -14.4963922, -42.2258195 -14.4966836)",,
130901659,False,,,residential,False,144.954,"LINESTRING (-42.2254647 -14.4963922, -42.2252856 -14.496633, -42.2252529 -14.4966915, -42.2252267 -14.4967603, -42.2251791 -14.4976261)",,
130901692,False,,Rua Zeferino Carinhanha,residential,False,50.535,"LINESTRING (-42.2258278 -14.4962292, -42.2258195 -14.4966836)",,
130901657,False,,,residential,False,50.088,"LINESTRING (-42.2258195 -14.4966836, -42.2254647 -14.4963922)",,
130901692,False,,Rua Zeferino Carinhanha,residential,False,108.294,"LINESTRING (-42.2258195 -14.4966836, -42.2257986 -14.4976573)",,
130901692,False,,Rua Zeferino Carinhanha,residential,True,50.535,"LINESTRING (-42.2258195 -14.4966836, -42.2258278 -14.4962292)",,
130901671,False,,Rua Doutor Crescêncio Silveira,residential,False,105.14,"LINESTRING (-42.2246584 -14.4966668, -42.224668 -14.4976123)",,
147573764,False,,Rua Joaquim Antônio da Silva,secondary,True,60.556,"LINESTRING (-42.2246584 -14.4966668, -42.2250053 -14.4962381)",,
"[146403056, 147537317]",False,,Rua Joaquim Antônio da Silva,secondary,False,160.34,"LINESTRING (-42.2246584 -14.4966668, -42.2240101 -14.497519, -42.2237712 -14.497825)",,
130901666,False,,Rua Henrique Dias,residential,True,55.128,"LINESTRING (-42.2224267 -14.4969066, -42.2224535 -14.4974017)",,
146291854,False,,Rua Henrique Dias,residential,True,150.934,"LINESTRING (-42.2224267 -14.4969066, -42.2223473 -14.4955514)",,
150201953,False,,Rua Lagoa das Pedras,residential,False,39.147,"LINESTRING (-42.2224267 -14.4969066, -42.2227898 -14.4969257)",,
1225315599,False,,Rua Lagoa das Pedras,residential,False,42.123,"LINESTRING (-42.2224267 -14.4969066, -42.2220358 -14.49689)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,True,53.084,"LINESTRING (-42.2197484 -14.4972526, -42.2202404 -14.4972844)",,
609364004,False,,Rua Geraldo Fernandes da Silva,residential,True,124.557,"LINESTRING (-42.2197484 -14.4972526, -42.2201225 -14.4983126)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,False,58.925,"LINESTRING (-42.2197484 -14.4972526, -42.2195591 -14.4972448, -42.2195155 -14.4972455, -42.2194706 -14.4972539, -42.2192162 -14.4973372)",,
151964440,False,,Rua Vereadora Neusa Fernandes,residential,True,118.682,"LINESTRING (-42.2202404 -14.4972844, -42.2205769 -14.4983008)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,False,53.084,"LINESTRING (-42.2202404 -14.4972844, -42.2197484 -14.4972526)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,True,67.983,"LINESTRING (-42.2202404 -14.4972844, -42.2204313 -14.4972953, -42.2208708 -14.4973203)",,
130901694,False,,Rua Sisinio Viana,residential,False,112.478,"LINESTRING (-42.2214192 -14.4973474, -42.2214367 -14.4983588)",,
130901694,False,,Rua Sisinio Viana,residential,True,123.4,"LINESTRING (-42.2214192 -14.4973474, -42.221374 -14.4962385)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,False,59.115,"LINESTRING (-42.2214192 -14.4973474, -42.2208708 -14.4973203)",,
609289236,False,,Rua Isaque Alves dos Santos,residential,True,58.98,"LINESTRING (-42.2214192 -14.4973474, -42.2219666 -14.4973692)",,
