osmid,oneway,name,highway,reversed,length,maxspeed,geometry,ref,lanes
24250681,True,Alameda Leandro Ribeiro,residential,False,9.434,,"LINESTRING (-46.7605321 -1.0534955, -46.7605053 -1.053576)",,
24251649,True,Travessa João XXIII,residential,False,78.25,40,"LINESTRING (-46.7605321 -1.0534955, -46.7612019 -1.0537117)",,
23772304,False,Travessa Sete de Setembro,residential,False,62.445,40,"LINESTRING (-46.7672606 -1.0596857, -46.7667181 -1.0595402)",,
629611237,False,Rua Doutor Roberto,residential,False,80.468,40,"LINESTRING (-46.7672606 -1.0596857, -46.7674457 -1.0589861)",,
629611237,False,Rua Doutor Roberto,residential,True,83.181,40,"LINESTRING (-46.7672606 -1.0596857, -46.7670712 -1.0604094)",,
629611237,False,Rua Doutor Roberto,residential,False,39.503,40,"LINESTRING (-46.7667094 -1.0617936, -46.7667958 -1.061449)",,
629611242,False,Rua Professor Augusto Montenegro,residential,True,46.102,40,"LINESTRING (-46.7667094 -1.0617936, -46.7666236 -1.0615194, -46.7665853 -1.061398)",,
23815620,True,Rua Treze de Maio,residential,False,115.257,40,"LINESTRING (-46.7656449 -1.0568043, -46.7659242 -1.0558061)",,
24251651,True,Travessa Senador José Pinheiro,residential,False,83.177,40,"LINESTRING (-46.7656449 -1.0568043, -46.7649193 -1.056622)",,
629611237,False,Rua Doutor Roberto,residential,False,73.128,40,"LINESTRING (-46.7674634 -1.058906, -46.7676622 -1.0582791)",,
629611237,False,Rua Doutor Roberto,residential,True,4.911,40,"LINESTRING (-46.7674634 -1.058906, -46.7674547 -1.0589493)",,
23815620,True,Rua Treze de Maio,residential,False,88.571,40,"LINESTRING (-46.76647 -1.0538103, -46.7666784 -1.0530415)",,
23848179,True,Travessa Áureliano Coelho,residential,False,78.737,40,"LINESTRING (-46.76647 -1.0538103, -46.7657845 -1.0536324)",,
629611237,False,Rua Doutor Roberto,residential,False,4.911,40,"LINESTRING (-46.7674547 -1.0589493, -46.7674634 -1.058906)",,
629611237,False,Rua Doutor Roberto,residential,True,4.213,40,"LINESTRING (-46.7674547 -1.0589493, -46.7674457 -1.0589861)",,
23772313,False,Travessa Áureliano Coelho,residential,True,11.05,40,"LINESTRING (-46.7671338 -1.0540192, -46.7672283 -1.05405)",,
32469266,True,Avenida Nazeazeno Ferreira,secondary,False,90.936,40,"LINESTRING (-46.7671338 -1.0540192, -46.7673604 -1.0532334)",PA-458,
31966207,False,Travessa Holanda Lima,residential,True,61.828,40,"LINESTRING (-46.7665324 -1.0602717, -46.7670712 -1.0604094)",,
629611244,False,Rua Professor Augusto Montenegro,residential,False,53.973,40,"LINESTRING (-46.7665324 -1.0602717, -46.7663962 -1.0607376)",,
629611247,False,Vila Iza,residential,True,83.918,40,"LINESTRING (-46.7665324 -1.0602717, -46.7667181 -1.0595402)",,
629611246,False,Travessa Holanda Lima,residential,False,37.507999999999996,40,"LINESTRING (-46.7665324 -1.0602717, -46.7663797 -1.0602295, -46.7662065 -1.0601845)",,
23772385,False,Rua Professor Augusto Montenegro,residential,False,83.846,40,"LINESTRING (-46.7662065 -1.0601845, -46.7664131 -1.0594593)",,
629611246,False,Travessa Holanda Lima,residential,False,73.056,40,"LINESTRING (-46.7662065 -1.0601845, -46.7655674 -1.0600317)",,
23772385,False,Rua Professor Augusto Montenegro,residential,True,66.53399999999999,40,"LINESTRING (-46.7662065 -1.0601845, -46.7662749 -1.0602583, -46.7663084 -1.0603213, -46.7663379 -1.0604058, -46.7663962 -1.0607376)",,
629611246,False,Travessa Holanda Lima,residential,True,37.507999999999996,40,"LINESTRING (-46.7662065 -1.0601845, -46.7663797 -1.0602295, -46.7665324 -1.0602717)",,
23772436,False,Travessa Capitão Ferreira Barreto,residential,False,24.08,40,"LINESTRING (-46.7667958 -1.061449, -46.7665853 -1.061398)",,
23772436,False,Travessa Capitão Ferreira Barreto,residential,True,99.86,40,"LINESTRING (-46.7667958 -1.061449, -46.7676736 -1.0616394)",,
629611237,False,Rua Doutor Roberto,residential,False,119.584,40,"LINESTRING (-46.7667958 -1.061449, -46.7670712 -1.0604094)",,
629611237,False,Rua Doutor Roberto,residential,True,39.503,40,"LINESTRING (-46.7667958 -1.061449, -46.7667094 -1.0617936)",,
23772404,True,Rua Vereador Marcelino Castanho,residential,False,85.737,40,"LINESTRING (-46.7651697 -1.0556466, -46.7659242 -1.0558061)",,
31965749,True,Avenida Marechal Floriano Peixoto,residential,False,111.975,40,"LINESTRING (-46.7651697 -1.0556466, -46.7649193 -1.056622)",,
23815662,True,Rua Dr. Justo Chermont,residential,False,107.979,40,"LINESTRING (-46.7641456 -1.0563948, -46.7644284 -1.0554658)",,
24251651,True,Travessa Senador José Pinheiro,residential,False,67.193,40,"LINESTRING (-46.7641456 -1.0563948, -46.7635641 -1.0562301)",,
23772404,True,Rua Vereador Marcelino Castanho,residential,False,77.668,40,"LINESTRING (-46.7659242 -1.0558061, -46.7665987 -1.055988)",,
23815620,True,Rua Treze de Maio,residential,False,60.344,40,"LINESTRING (-46.7659242 -1.0558061, -46.7660459 -1.0553385, -46.7660609 -1.0552809)",,
23772443,True,Rua Conselheiro João Alfredo,residential,False,23.872,40,"LINESTRING (-46.7673806 -1.0564033, -46.7674275 -1.0561938)",,
23859385,True,Travessa João XXIII,residential,False,100.197,40,"LINESTRING (-46.7640401 -1.0546786, -46.7631771 -1.0544189)",,
741797719,True,Rua General Curjão,residential,False,75.492,40,"LINESTRING (-46.7640401 -1.0546786, -46.76383 -1.0553242)",,
23772386,False,Rua Polidório Coelho,tertiary,True,9.425,40,"LINESTRING (-46.7663222 -1.0569887, -46.7664019 -1.0570176)",,
24251651,True,Travessa Senador José Pinheiro,residential,False,78.041,40,"LINESTRING (-46.7663222 -1.0569887, -46.7656449 -1.0568043)",,
32469266,True,Avenida Nazeazeno Ferreira,secondary,False,115.441,40,"LINESTRING (-46.7663222 -1.0569887, -46.7665987 -1.055988)",PA-458,
23772436,False,Travessa Capitão Ferreira Barreto,residential,False,99.86,40,"LINESTRING (-46.7676736 -1.0616394, -46.7667958 -1.061449)",,
34294391,False,Rua Cônego Clementino,residential,True,115.761,40,"LINESTRING (-46.7676736 -1.0616394, -46.7678989 -1.060623)",,
23772405,False,Travessa Coronel Antônio Pedro,residential,True,9.313,40,"LINESTRING (-46.7669308 -1.0547619, -46.7670102 -1.0547886)",,
32469266,True,Avenida Nazeazeno Ferreira,secondary,False,85.613,40,"LINESTRING (-46.7669308 -1.0547619, -46.7671338 -1.0540192)",PA-458,
23772404,True,Rua Vereador Marcelino Castanho,residential,False,68.366,40,"LINESTRING (-46.76383 -1.0553242, -46.7644284 -1.0554658)",,
