osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
219109923,PB-075,Rua Ernesto Cavalcante,primary,False,False,85.981,"LINESTRING (-35.6310832 -7.0386961, -35.6309514 -7.037934)",,,
325125186,PB-079,Rua Cônego Firmino Cavalcante,primary,False,True,44.538,"LINESTRING (-35.6310832 -7.0386961, -35.6307032 -7.038831)",,,
325125187,PB-079,Rua Apollônio Zenayde,primary,False,False,74.464,"LINESTRING (-35.6310832 -7.0386961, -35.631753 -7.0386151)",,,
325125187,PB-079,Rua Apollônio Zenayde,primary,False,True,74.464,"LINESTRING (-35.631753 -7.0386151, -35.6310832 -7.0386961)",,,
1017555293,,Rua Horacio de Albuquerque,residential,False,False,21.777,"LINESTRING (-35.631753 -7.0386151, -35.6318051 -7.038804)",,,
325125187,PB-079,Rua Apollônio Zenayde,primary,False,False,57.588,"LINESTRING (-35.631753 -7.0386151, -35.6321831 -7.0384747, -35.6322446 -7.0384435)",,,
325125194,,Rua Presidente João Pessoa,residential,False,True,9.873,"LINESTRING (-35.6278806 -7.0410832, -35.6279471 -7.0410238)",,,
335776151,,Rua Quinze de Novembro,residential,False,True,61.882,"LINESTRING (-35.6278806 -7.0410832, -35.6282255 -7.041522)",,,
325125194,,Rua Presidente João Pessoa,residential,False,False,118.175,"LINESTRING (-35.6278806 -7.0410832, -35.6272094 -7.0416938, -35.6270953 -7.0418056)",,,
335776148,,Rua Horacio de Albuquerque,residential,False,True,41.278,"LINESTRING (-35.6318051 -7.038804, -35.6319094 -7.0391605)",,,
335776150,,Rua Getulio Vargas,residential,False,False,61.24,"LINESTRING (-35.6318051 -7.038804, -35.6323326 -7.038633)",,,
1017555293,,Rua Horacio de Albuquerque,residential,False,True,21.777,"LINESTRING (-35.6318051 -7.038804, -35.631753 -7.0386151)",,,
325125186,PB-079,Rua Cônego Firmino Cavalcante,primary,False,False,74.696,"LINESTRING (-35.6300699 -7.0390681, -35.6307032 -7.038831)",,,
390125853,,Rua Ana Emilia de Almeida Medeiros,residential,False,True,42.258,"LINESTRING (-35.6300699 -7.0390681, -35.629908 -7.0387237)",50,,
"[325125193, 529478244, 529478245]",PB-079,Rua Presidente João Pessoa,primary,False,True,41.473,"LINESTRING (-35.6300699 -7.0390681, -35.6300398 -7.0391036, -35.6299714 -7.0391695, -35.6298013 -7.0393286)",,yes,
217177035,,Rua Oliveira Uchôa,residential,False,True,128.606,"LINESTRING (-35.6254404 -7.0433149, -35.625051 -7.0422248)",,,
325125200,,Rua Rui Barbosa,residential,False,False,63.182,"LINESTRING (-35.6254404 -7.0433149, -35.6249451 -7.0435999)",,,
325125200,,Rua Rui Barbosa,residential,False,True,95.26400000000001,"LINESTRING (-35.6254404 -7.0433149, -35.6260875 -7.0429502, -35.6261636 -7.0428593)",,,
217177023,,Rua Mariano da Silva,residential,False,True,54.966,"LINESTRING (-35.6288499 -7.0410045, -35.6285227 -7.0413772)",,,
390110034,,Rua Treze de Maio,residential,False,True,64.962,"LINESTRING (-35.6288499 -7.0410045, -35.6284127 -7.0406133)",,,
688055939,,Rua Tiradentes,residential,False,False,134.492,"LINESTRING (-35.6288499 -7.0410045, -35.6299416 -7.0404669)",,,
390110034,,Rua Treze de Maio,residential,False,False,129.62199999999999,"LINESTRING (-35.6288499 -7.0410045, -35.6297479 -7.0414965, -35.629896 -7.0414819)",,,
217177035,,Rua Oliveira Uchôa,residential,False,True,198.515,"LINESTRING (-35.6244086 -7.0403005, -35.624097 -7.0385422)",,,
390110036,,Avenida Dos Expedicionários,residential,False,False,61.465,"LINESTRING (-35.6244086 -7.0403005, -35.6249469 -7.0401586)",,,
217177035,,Rua Oliveira Uchôa,residential,False,False,225.618,"LINESTRING (-35.6244086 -7.0403005, -35.624498 -7.0406767, -35.625051 -7.0422248)",,,
217177053,,Rua Isidório Pereira,residential,False,False,53.657,"LINESTRING (-35.6293332 -7.0376969, -35.6297519 -7.0374516)",,,
390125853,,Rua Ana Emilia de Almeida Medeiros,residential,False,False,130.613,"LINESTRING (-35.6293332 -7.0376969, -35.629908 -7.0387237)",50,,
217177041,,Rua Sete de Setembro,residential,False,False,42.704,"LINESTRING (-35.6303479 -7.0429053, -35.6304494 -7.0432759)",,,
