osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,junction
258669511,True,Rua Alexandre Fleming,tertiary,40,False,44.58,"LINESTRING (-47.381379 -22.3593207, -47.3810273 -22.3595551)",,,
905663669,True,Rua Alexandre Fleming,tertiary,40,False,66.605,"LINESTRING (-47.381379 -22.3593207, -47.3818475 -22.3589071)",,,
906048248,False,Rua Liberdade,residential,,False,47.653,"LINESTRING (-47.381379 -22.3593207, -47.3813705 -22.3594374, -47.3815638 -22.3596926)",,,
261164175,True,Rua Doutor Armando Sales de Oliveira,residential,,False,108.97,"LINESTRING (-47.3803766 -22.3564164, -47.3802503 -22.3554434)",,,
425057149,True,Avenida Dona Renata,secondary,40,False,225.46200000000002,"LINESTRING (-47.3876057 -22.3606861, -47.3867676 -22.3608858, -47.3860192 -22.361036, -47.3855059 -22.3612458)",1,,
259256175,True,,secondary_link,,False,60.877,"LINESTRING (-47.3880502 -22.3599843, -47.3880713 -22.3600922, -47.388227 -22.3602577, -47.3883213 -22.3602985, -47.3883438 -22.3603352, -47.3883365 -22.3604149)",,yes,
258669510,True,,secondary,30,False,6.165,"LINESTRING (-47.379738 -22.3603378, -47.3797947 -22.3603198)",,yes,roundabout
906043764,True,Avenida Zurita,residential,40,False,34.219,"LINESTRING (-47.3853611 -22.3609287, -47.3853743 -22.3606212)",,,
906043767,True,Avenida Dona Renata,secondary,,False,15.315,"LINESTRING (-47.3853611 -22.3609287, -47.3854424 -22.3608133)",,yes,
258669500,True,,secondary,30,False,17.875,"LINESTRING (-47.3852617 -22.3613359, -47.3852558 -22.3612961, -47.3852642 -22.3612566, -47.3852861 -22.3612219, -47.3853189 -22.3611956)",,,roundabout
906043766,True,Avenida Dona Renata,secondary,,False,41.427,"LINESTRING (-47.3854424 -22.3608133, -47.3854349 -22.3611858)",,yes,
258669498,True,Avenida Dona Renata,secondary,,False,91.643,"LINESTRING (-47.3854424 -22.3608133, -47.38581 -22.3606815, -47.3862864 -22.3605508)",,,
258669509,True,Avenida Dona Renata,secondary,40,False,15.903,"LINESTRING (-47.3800169 -22.3604053, -47.3801517 -22.3604754)",,,
258669510,True,,secondary,30,False,38.027,"LINESTRING (-47.3800169 -22.3604053, -47.380047 -22.3604678, -47.3800526 -22.360536, -47.3800332 -22.360602, -47.379991 -22.3606582, -47.3799309 -22.360698)",,yes,roundabout
170048103,True,Rua Luís Gama,residential,,False,118.248,"LINESTRING (-47.3878288 -22.3600164, -47.386927 -22.3593566)",,,
906043768,True,Avenida Dona Renata,secondary,,False,25.454,"LINESTRING (-47.3878288 -22.3600164, -47.3878744 -22.3599777, -47.3879182 -22.3599633, -47.3879861 -22.3599564, -47.3880502 -22.3599843)",,,
170048094,True,Rua Silva Jardim,residential,,False,29.691,"LINESTRING (-47.3870173 -22.3603912, -47.3870012 -22.3601246)",,,
258669498,True,Avenida Dona Renata,secondary,,False,94.63,"LINESTRING (-47.3870173 -22.3603912, -47.387593 -22.3602789, -47.3877984 -22.3601557, -47.3878784 -22.360124)",,,
258669510,True,,secondary,30,False,3.371,"LINESTRING (-47.3796934 -22.3606684, -47.3796704 -22.3606468)",,yes,roundabout
258669500,True,,secondary,30,False,4.505,"LINESTRING (-47.3855059 -22.3612458, -47.3855185 -22.3612846)",,,roundabout
258669512,True,Praça Barão de Araras,tertiary,40,False,16.203,"LINESTRING (-47.380147 -22.3601242, -47.3800146 -22.3602032)",,,
905289858,True,Rua Alexandre Fleming,secondary_link,40,False,46.342,"LINESTRING (-47.380147 -22.3601242, -47.3800457 -22.3602609, -47.380052 -22.3603768, -47.3801517 -22.3604754)",,,
258669511,True,Rua Alexandre Fleming,tertiary,40,False,33.051,"LINESTRING (-47.3810273 -22.3595551, -47.3807546 -22.3597124)",,,
133325194,True,Rua Armando Salles da Oliveira,tertiary,,False,80.441,"LINESTRING (-47.3807546 -22.3597124, -47.3806797 -22.3589923)",,,
258669511,True,Rua Alexandre Fleming,tertiary,40,False,77.465,"LINESTRING (-47.3807546 -22.3597124, -47.380147 -22.3601242)",,,
258669510,True,,secondary,30,False,21.433,"LINESTRING (-47.3798891 -22.360712, -47.3798199 -22.3607175, -47.3797523 -22.3607024, -47.3796934 -22.3606684)",,yes,roundabout
170048097,False,Rua Cristóvão Colombo,residential,40,False,97.826,"LINESTRING (-47.38505 -22.3577536, -47.3849681 -22.3568771)",,,
170048097,False,Rua Cristóvão Colombo,residential,40,True,101.47,"LINESTRING (-47.38505 -22.3577536, -47.3851343 -22.3586628)",,,
260821898,True,Rua Coronel Justiniano,residential,,False,102.112,"LINESTRING (-47.38505 -22.3577536, -47.3840616 -22.3578415)",,,
170048083,True,Rua Lourenço Dias,residential,,False,100.429,"LINESTRING (-47.3887231 -22.3574697, -47.3886493 -22.3565691)",,,
260821888,True,Avenida Cesário Coimbra,residential,,False,100.71,"LINESTRING (-47.3887231 -22.3574697, -47.3877479 -22.3575527)",,,
260821897,True,Praça Barão de Araras,residential,,False,102.786,"LINESTRING (-47.3867527 -22.357649, -47.3866782 -22.3567272)",,,
260821898,True,Rua Coronel Justiniano,residential,,False,74.118,"LINESTRING (-47.3867527 -22.357649, -47.386332 -22.3576819, -47.3860339 -22.3576967)",,,
170048087,True,Rua Barão de Arary,residential,,False,96.268,"LINESTRING (-47.3877479 -22.3575527, -47.3878184 -22.358416)",,,
260821888,True,Avenida Cesário Coimbra,residential,,False,102.901,"LINESTRING (-47.3877479 -22.3575527, -47.3867527 -22.357649)",,,
906043768,True,Avenida Dona Renata,secondary,,False,13.595,"LINESTRING (-47.3878784 -22.360124, -47.3878476 -22.3600974, -47.3878346 -22.3600618, -47.3878288 -22.3600164)",,,
170048152,False,Rua Ângelo Trindade,residential,,False,63.718,"LINESTRING (-47.3810419 -22.3527178, -47.3816595 -22.352672)",,,
170048152,False,Rua Ângelo Trindade,residential,,True,42.612,"LINESTRING (-47.3810419 -22.3527178, -47.380629 -22.3527499)",,,
170048152,False,Rua Ângelo Trindade,residential,,True,103.486,"LINESTRING (-47.3845582 -22.3524771, -47.3835545 -22.3525437)",,,
170048085,False,Rua José Bonifacio,residential,,False,95.33,"LINESTRING (-47.3835545 -22.3525437, -47.3836586 -22.3533956)",,,
170048152,False,Rua Ângelo Trindade,residential,,False,103.486,"LINESTRING (-47.3835545 -22.3525437, -47.3845582 -22.3524771)",,,
170048152,False,Rua Ângelo Trindade,residential,,True,109.824,"LINESTRING (-47.3835545 -22.3525437, -47.3824895 -22.3526166)",,,
170048082,True,Rua Benedita Nogueira,residential,,False,92.753,"LINESTRING (-47.3824895 -22.3526166, -47.3825639 -22.3534479)",,,
170048152,False,Rua Ângelo Trindade,residential,,False,109.824,"LINESTRING (-47.3824895 -22.3526166, -47.3835545 -22.3525437)",,,
