osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge
31524268,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,False,109.741,"LINESTRING (-68.7492327 -11.0017416, -68.749873 -11.0009807)",
218448107,False,,Rua Maria da Anunciação de Paula Moreira,residential,,True,73.895,"LINESTRING (-68.7492327 -11.0017416, -68.7497377 -11.0021842)",
376386172,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,True,107.356,"LINESTRING (-68.7492327 -11.0017416, -68.748546 -11.0024328)",
31524268,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,False,138.86,"LINESTRING (-68.7522718 -10.9983848, -68.7531614 -10.9974921)",
31524268,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,True,93.157,"LINESTRING (-68.7522718 -10.9983848, -68.7516938 -10.9990012)",
279741938,False,,Rua Raimundo Tuchaua,residential,,False,66.561,"LINESTRING (-68.7522718 -10.9983848, -68.7518372 -10.9979649)",
279746279,False,,Rua São Francisco de Assis,residential,,False,93.228,"LINESTRING (-68.746798 -11.0037402, -68.7462263 -11.0031173)",
376386172,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,False,182.19,"LINESTRING (-68.746798 -11.0037402, -68.746945 -11.0036392, -68.7476308 -11.0032123, -68.7478548 -11.0030504, -68.7480507 -11.0028871, -68.7481548 -11.0027916)",
376386172,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,True,143.298,"LINESTRING (-68.746798 -11.0037402, -68.7466909 -11.0038868, -68.7465895 -11.0039976, -68.7464507 -11.0041141, -68.7461017 -11.0043246, -68.7459461 -11.0044365, -68.745823 -11.0045814)",
319966155,False,,,residential,,True,97.244,"LINESTRING (-68.745823 -11.0045814, -68.7451732 -11.0039831)",
376386172,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,False,143.29799999999997,"LINESTRING (-68.745823 -11.0045814, -68.7459461 -11.0044365, -68.7461017 -11.0043246, -68.7464507 -11.0041141, -68.7465895 -11.0039976, -68.7466909 -11.0038868, -68.746798 -11.0037402)",
31524268,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,False,27.566,"LINESTRING (-68.7531614 -10.9974921, -68.7533303 -10.9973078)",
31524268,False,BR-317,Avenida Doutor Manoel Marinho Monte,trunk,40,True,138.86,"LINESTRING (-68.7531614 -10.9974921, -68.7522718 -10.9983848)",
218448111,False,,Rua Lincon Honório,residential,,False,110.522,"LINESTRING (-68.7529993 -11.0025186, -68.7523399 -11.0032729)",
376386196,False,,Rua Oscar Meia,residential,,False,71.429,"LINESTRING (-68.7529993 -11.0025186, -68.7525326 -11.0020683)",
"[918488777, 918488778, 218448107]",False,,Rua Maria da Anunciação de Paula Moreira,residential,,False,76.899,"LINESTRING (-68.7530912 -11.0053024, -68.7528043 -11.005029, -68.7527412 -11.0049689, -68.7525857 -11.0048207)",yes
218448107,False,,Rua Maria da Anunciação de Paula Moreira,residential,,False,70.025,"LINESTRING (-68.7505425 -11.0029408, -68.750076 -11.0025085)",
"[316314208, 218448106, 218448109]",False,,"['Ramal Quatro de Março', 'Travessa José André', 'Rua Ester de Oliveira']",residential,,"[False, True]",242.52599999999995,"LINESTRING (-68.7505425 -11.0029408, -68.750045 -11.003481, -68.7500207 -11.0034987, -68.7500026 -11.0035112, -68.7499865 -11.0035164, -68.7499577 -11.0035059, -68.7498833 -11.003446, -68.7495805 -11.0031702, -68.7495681 -11.0031482, -68.7495647 -11.0031205, -68.7495654 -11.003085, -68.7495795 -11.0030583, -68.7495882 -11.0030415, -68.7496066 -11.0030126, -68.7496667 -11.0029411, -68.7497391 -11.0028595, -68.750076 -11.0025085)",
218448107,False,,Rua Maria da Anunciação de Paula Moreira,residential,,True,29.919,"LINESTRING (-68.7505425 -11.0029408, -68.7507375 -11.0031299)",
218448109,False,,Rua Ester de Oliveira,residential,,True,111.656,"LINESTRING (-68.7505425 -11.0029408, -68.751241 -11.0022072)",
218448107,False,,Rua Maria da Anunciação de Paula Moreira,residential,,False,73.523,"LINESTRING (-68.7521586 -11.004422, -68.7516716 -11.0039652)",
218448107,False,,Rua Maria da Anunciação de Paula Moreira,residential,,True,64.333,"LINESTRING (-68.7521586 -11.004422, -68.7525857 -11.0048207)",
218448110,False,,Rua Manoel Fiesca,residential,,False,78.082,"LINESTRING (-68.7521586 -11.004422, -68.7516764 -11.0049407)",
218448110,False,,Rua Manoel Fiesca,residential,,True,106.385,"LINESTRING (-68.7521586 -11.004422, -68.7528155 -11.0037152)",
218448111,False,,Rua Lincon Honório,residential,,True,71.485,"LINESTRING (-68.7512612 -11.0044662, -68.7516716 -11.0039652)",
218448102,False,,Rua Flamengo,residential,,True,100.202,"LINESTRING (-68.7505625 -11.0041088, -68.7506081 -11.0041253, -68.7506497 -11.0041259, -68.7506846 -11.0041115, -68.7507261 -11.0040891, -68.7507704 -11.0040575, -68.750812 -11.0039982, -68.7509072 -11.0038613, -68.7510453 -11.0036928, -68.7511887 -11.0035222)",
218448102,False,,Rua Flamengo,residential,,False,106.327,"LINESTRING (-68.7518544 -11.0028241, -68.7511887 -11.0035222)",
218448102,False,,Rua Flamengo,residential,,True,111.995,"LINESTRING (-68.7518544 -11.0028241, -68.7525326 -11.0020683)",
