osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction
284557096,True,Rua Genovêncio Bittencourt,tertiary,40,False,149.268,"LINESTRING (-49.399899 -28.3929903, -49.399784 -28.3930872, -49.3991082 -28.3937232, -49.3987581 -28.3938464)",,,,
284556930,True,Rodovia Flávio Righetto,primary,60,False,43.551,"LINESTRING (-49.3953092 -28.395763, -49.3954523 -28.3957976, -49.3955988 -28.3958185, -49.395747 -28.3958255)",1,SC-390,,
1096080376,False,Rodovia Flávio Righetto,primary,80,False,134.712,"LINESTRING (-49.3953092 -28.395763, -49.3945019 -28.395185, -49.3942505 -28.3949885)",2,SC-390,,
258593737,False,Rua Doutor Portela,residential,,False,129.438,"LINESTRING (-49.399568 -28.3927039, -49.4005997 -28.391975)",,,,
258593734,False,Rua João Elpídio Araújo,residential,,False,34.266,"LINESTRING (-49.399568 -28.3927039, -49.3995468 -28.3926801, -49.3993517 -28.3924615)",,,,
291543988,True,Rua João Elpídio Araújo,tertiary,40,False,45.766,"LINESTRING (-49.399568 -28.3927039, -49.3998018 -28.3929368, -49.399899 -28.3929903)",2,,,
390827729,False,Rua Doutor Valdir Cotrim,tertiary,50,True,45.669,"LINESTRING (-49.3968009 -28.3950745, -49.3964676 -28.3953621)",2,,,
"[390827730, 1096080397]",True,Rua Orleans,residential,,False,199.59500000000003,"LINESTRING (-49.3968009 -28.3950745, -49.3974195 -28.3954206, -49.397116 -28.3957766, -49.3964676 -28.3953621)",,,,
1096080396,True,Rua Orleans,tertiary,,False,129.78,"LINESTRING (-49.3968009 -28.3950745, -49.3967053 -28.3950258, -49.3956527 -28.3944897)",,,,
390827735,True,,primary,40,False,32.601,"LINESTRING (-49.3975257 -28.3964659, -49.3976365 -28.3964738, -49.3977475 -28.3964701, -49.3978571 -28.3964544)",1,SC-390,,
420669394,False,,primary,,False,134.34,"LINESTRING (-49.3975257 -28.3964659, -49.3973556 -28.3964097, -49.3962021 -28.3961464)",2,SC-446,,
111470817,True,,primary,60,False,38.497,"LINESTRING (-49.3962021 -28.3961464, -49.3960717 -28.3961339, -49.3959408 -28.3961266, -49.3958096 -28.3961245)",1,SC-446,,
420669394,False,,primary,,True,134.34,"LINESTRING (-49.3962021 -28.3961464, -49.3973556 -28.3964097, -49.3975257 -28.3964659)",2,SC-446,,
390150052,False,Rua Augusto V. Antunes,residential,,False,107.801,"LINESTRING (-49.3982546 -28.3972354, -49.3977487 -28.397335, -49.3972648 -28.3976221)",,,,
