osmid,ref,name,highway,oneway,reversed,length,geometry,junction,access
928484054,BA-381,Rua Marechal Deodoro,primary,False,True,17.941,"LINESTRING (-39.8573919 -10.6885546, -39.8575415 -10.6884881)",,
407308596,,Rua Pedro Velho,unclassified,False,False,127.62299999999999,"LINESTRING (-39.8573919 -10.6885546, -39.8571901 -10.6883853, -39.8568334 -10.688094, -39.856486 -10.6878305)",,
928484054,BA-381,Rua Marechal Deodoro,primary,False,False,93.691,"LINESTRING (-39.8573919 -10.6885546, -39.857166 -10.6886831, -39.8569581 -10.6888597, -39.8567127 -10.689064)",,
993663268,,Rua dos Artistas,residential,False,False,40.531,"LINESTRING (-39.8549531 -10.6900813, -39.8548405 -10.6904286)",,
928484052,BA-381,Rua Ludugero Ramos,primary,False,False,87.43799999999999,"LINESTRING (-39.8549531 -10.6900813, -39.854992 -10.6895753, -39.8550115 -10.6894297, -39.8550497 -10.6893031)",,
928484053,BA-381,Rua Monte Santo,primary,False,True,79.731,"LINESTRING (-39.8549531 -10.6900813, -39.8551838 -10.6901347, -39.8554031 -10.6902032, -39.8556478 -10.6902968)",,
993663374,,Rua Antonio de Castro,residential,False,False,35.983000000000004,"LINESTRING (-39.8549531 -10.6900813, -39.8548123 -10.6900299, -39.85464 -10.6899818)",,
407420915,,Rua Judite Barbosa,residential,False,False,77.024,"LINESTRING (-39.8519269 -10.6880281, -39.8519115 -10.6879346, -39.8519149 -10.6878654, -39.8519236 -10.6878133, -39.8519403 -10.6877738, -39.8519739 -10.6877369, -39.852051 -10.6876895, -39.8523273 -10.6875761)",,
407420915,,Rua Judite Barbosa,residential,False,True,53.637,"LINESTRING (-39.8519269 -10.6880281, -39.8520121 -10.6881896, -39.8520715 -10.6882931, -39.8521703 -10.6884466)",,
993662646,BA-381,Rua Padre Severo,primary,False,True,136.224,"LINESTRING (-39.8519269 -10.6880281, -39.8522864 -10.6880604, -39.852521 -10.6880907, -39.8527779 -10.6881474, -39.8529502 -10.6881948, -39.8531507 -10.6882449)",,
407308586,,Rua Fernando Henrique,residential,False,False,104.102,"LINESTRING (-39.8531507 -10.6882449, -39.8533808 -10.6873364)",,
993662646,BA-381,Rua Padre Severo,primary,False,False,136.224,"LINESTRING (-39.8531507 -10.6882449, -39.8529502 -10.6881948, -39.8527779 -10.6881474, -39.852521 -10.6880907, -39.8522864 -10.6880604, -39.8519269 -10.6880281)",,
993662646,BA-381,Rua Padre Severo,primary,False,True,39.453,"LINESTRING (-39.8531507 -10.6882449, -39.8533478 -10.6883154, -39.8534893 -10.6883681)",,
407308586,,Rua Fernando Henrique,residential,False,True,104.102,"LINESTRING (-39.8533808 -10.6873364, -39.8531507 -10.6882449)",,
712191694,,,residential,False,False,28.93,"LINESTRING (-39.8533808 -10.6873364, -39.8531244 -10.6872715)",,
712191694,,,residential,False,True,50.254,"LINESTRING (-39.8533808 -10.6873364, -39.8538239 -10.6874575)",,
407308587,,Rua Padre Severo,residential,False,True,107.705,"LINESTRING (-39.8534893 -10.6883681, -39.8537408 -10.6877237, -39.8538239 -10.6874575)",,
993662646,BA-381,Rua Padre Severo,primary,False,False,39.453,"LINESTRING (-39.8534893 -10.6883681, -39.8533478 -10.6883154, -39.8531507 -10.6882449)",,
993662646,BA-381,Rua Padre Severo,primary,False,True,80.864,"LINESTRING (-39.8534893 -10.6883681, -39.8536335 -10.6884446, -39.8539024 -10.6886139, -39.8541163 -10.6887536)",,
