osmid,oneway,name,highway,reversed,length,ref,junction,geometry
370427969,True,Avenida Juscelino Kubtscheck,tertiary,False,74.603,,,"LINESTRING (-50.3373246 -17.9715307, -50.3366274 -17.9716323)"
370427950,True,,secondary,False,16.008000000000003,GO-409,roundabout,"LINESTRING (-50.3373246 -17.9715307, -50.3373035 -17.9715101, -50.3372905 -17.9714841, -50.337287 -17.9714554, -50.3372934 -17.9714273, -50.3373089 -17.9714026)"
370506057,False,Avenida Elza do Amor Divino,residential,True,50.74,,,"LINESTRING (-50.339288 -17.9674765, -50.3393491 -17.9679291)"
372228417,False,Avenida do Contorno,residential,True,181.297,,,"LINESTRING (-50.339288 -17.9674765, -50.3391414 -17.9674865, -50.3383879 -17.9674713, -50.3376581 -17.9674586, -50.3375752 -17.9674678)"
218547250,False,Avenida Guanabara,residential,True,136.334,,,"LINESTRING (-50.3350066 -17.9756374, -50.3348146 -17.974425)"
218547252,False,Avenida Sergino Ribeiro de Mendonça,residential,False,74.767,,,"LINESTRING (-50.3350066 -17.9756374, -50.3343072 -17.9757351)"
218547252,False,Avenida Sergino Ribeiro de Mendonça,residential,True,72.917,,,"LINESTRING (-50.3350066 -17.9756374, -50.3356875 -17.9755347)"
218547252,False,Avenida Sergino Ribeiro de Mendonça,residential,False,12.253,,,"LINESTRING (-50.3380356 -17.9752131, -50.3379208 -17.9752279)"
218547252,False,Avenida Sergino Ribeiro de Mendonça,residential,True,68.284,,,"LINESTRING (-50.3380356 -17.9752131, -50.3386744 -17.9751242)"
218547251,False,Rua Seis,residential,False,10.316,,,"LINESTRING (-50.3376191 -17.9727211, -50.3375227 -17.9727352)"
218547251,False,Rua Seis,residential,True,72.329,,,"LINESTRING (-50.3376191 -17.9727211, -50.338295 -17.9726223)"
370427944,True,Avenida Goiás,secondary,False,131.462,GO-409,,"LINESTRING (-50.3376191 -17.9727211, -50.3378129 -17.9738889)"
218547250,False,Avenida Guanabara,residential,False,134.681,,,"LINESTRING (-50.3346098 -17.9731318, -50.3347995 -17.9743295)"
218547250,False,Avenida Guanabara,residential,True,132.892,,,"LINESTRING (-50.3346098 -17.9731318, -50.334393 -17.9719546)"
218547251,False,Rua Seis,residential,True,73.825,,,"LINESTRING (-50.3346098 -17.9731318, -50.3353016 -17.9730436)"
372228417,False,Avenida do Contorno,residential,True,9.266,,,"LINESTRING (-50.3375752 -17.9674678, -50.3374889 -17.9674821)"
370427967,True,Avenida Brasil,residential,False,85.512,,,"LINESTRING (-50.3375752 -17.9674678, -50.3376049 -17.9676166, -50.3377095 -17.9682261)"
372228417,False,Avenida do Contorno,residential,False,181.297,,,"LINESTRING (-50.3375752 -17.9674678, -50.3376581 -17.9674586, -50.3383879 -17.9674713, -50.3391414 -17.9674865, -50.339288 -17.9674765)"
370427945,True,Avenida Goiás,secondary,False,20.233,GO-409,,"LINESTRING (-50.3367935 -17.9674506, -50.3368636 -17.9676199)"
372228417,False,Avenida do Contorno,residential,False,9.266,,,"LINESTRING (-50.3374889 -17.9674821, -50.3375752 -17.9674678)"
372228417,False,Avenida do Contorno,residential,True,67.891,,,"LINESTRING (-50.3374889 -17.9674821, -50.3368636 -17.9676199)"
370427945,True,Avenida Goiás,secondary,False,46.3,GO-409,,"LINESTRING (-50.3368636 -17.9676199, -50.3369284 -17.9680317)"
372228417,False,Avenida do Contorno,residential,False,67.891,,,"LINESTRING (-50.3368636 -17.9676199, -50.3374889 -17.9674821)"
372228417,False,Avenida do Contorno,residential,True,11.686,,,"LINESTRING (-50.3368636 -17.9676199, -50.3367553 -17.9676407)"
370427964,True,Avenida Goiás,secondary,False,21.521,GO-409,,"LINESTRING (-50.3367553 -17.9676407, -50.3367935 -17.9674506)"
372228417,False,Avenida do Contorno,residential,False,11.686,,,"LINESTRING (-50.3367553 -17.9676407, -50.3368636 -17.9676199)"
372228417,False,Avenida do Contorno,residential,True,96.245,,,"LINESTRING (-50.3367553 -17.9676407, -50.3359059 -17.9679511)"
370427951,True,,tertiary,False,2.591,,roundabout,"LINESTRING (-50.3381769 -17.9712872, -50.3381979 -17.9712992)"
370427951,True,,tertiary,False,7.296999999999999,,roundabout,"LINESTRING (-50.3381097 -17.9712887, -50.3381317 -17.9712822, -50.3381546 -17.9712817, -50.3381769 -17.9712872)"
370427967,True,Avenida Brasil,residential,False,132.987,,,"LINESTRING (-50.3381097 -17.9712887, -50.3380891 -17.9711721, -50.3379042 -17.9701088)"
370427951,True,,tertiary,False,1.945,,roundabout,"LINESTRING (-50.338094 -17.9712978, -50.3381097 -17.9712887)"
370427958,True,Avenida Juscelino Kubtscheck,tertiary,False,68.871,,,"LINESTRING (-50.3381979 -17.9712992, -50.3388396 -17.9711941)"
370427951,True,,tertiary,False,12.927,,roundabout,"LINESTRING (-50.3381979 -17.9712992, -50.3382143 -17.9713165, -50.3382247 -17.9713375, -50.3382282 -17.9713605, -50.3382246 -17.9713835, -50.3382141 -17.9714045)"
