osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,ref
277631635,False,Rua Ana Angélica,secondary,True,58.741,"LINESTRING (-42.688675 -14.4907, -42.6881747 -14.4909108)",,,
352331318,True,Rua Ana Angélica,secondary,False,69.979,"LINESTRING (-42.688675 -14.4907, -42.6887827 -14.4906482, -42.6888384 -14.49063, -42.6889692 -14.4906157, -42.6893081 -14.4905991)",,,
277631635,False,Rua Ana Angélica,secondary,False,122.276,"LINESTRING (-42.6854648 -14.4933385, -42.6861588 -14.492468)",,,
352331312,False,Praça Luiz Eduardo Magalhães,residential,True,7.698,"LINESTRING (-42.6854648 -14.4933385, -42.6855245 -14.4933766)",,,
834851510,False,Rua Ana Angélica,tertiary,True,78.559,"LINESTRING (-42.6854648 -14.4933385, -42.6851305 -14.4939665)",,,
834851509,False,Rua Manoel Borges,secondary,False,41.658,"LINESTRING (-42.6854648 -14.4933385, -42.6852562 -14.4932466, -42.6851339 -14.4931501)",,,
277631638,False,Rua Alvorada V,residential,False,10.913,"LINESTRING (-42.690489 -14.4906677, -42.6904454 -14.4907563)",,,
277631638,False,Rua Alvorada V,residential,True,10.913,"LINESTRING (-42.6904454 -14.4907563, -42.690489 -14.4906677)",,,
352331316,True,Rua Ana Angélica,secondary,False,68.559,"LINESTRING (-42.6904454 -14.4907563, -42.6898103 -14.490711)",,,
352331315,False,Travessa Ana Angélica,residential,False,135.79399999999998,"LINESTRING (-42.6904454 -14.4907563, -42.6902103 -14.4916226, -42.6901674 -14.4918148, -42.6901494 -14.4919425)",,,
352331310,False,Rua Antônio Quintiliano da Silva,residential,False,130.638,"LINESTRING (-42.6901494 -14.4919425, -42.6900052 -14.4920213, -42.6898603 -14.4920901, -42.6895217 -14.4922584, -42.6890731 -14.4924848)",,,
352331315,False,Travessa Ana Angélica,residential,False,52.355,"LINESTRING (-42.6901494 -14.4919425, -42.6901285 -14.492242, -42.6901119 -14.4924119)",,,
352331315,False,Travessa Ana Angélica,residential,True,135.79399999999998,"LINESTRING (-42.6901494 -14.4919425, -42.6901674 -14.4918148, -42.6902103 -14.4916226, -42.6904454 -14.4907563)",,,
277631640,False,Rua Alvorada Dois,residential,False,217.95999999999998,"LINESTRING (-42.690897 -14.4885766, -42.6903953 -14.4894604, -42.6899378 -14.4903027)",,,
277631649,False,Rua Quatro de Abril,residential,False,57.230000000000004,"LINESTRING (-42.690897 -14.4885766, -42.690606 -14.488618, -42.6903705 -14.4886475)",,,
277631640,False,Rua Alvorada Dois,residential,False,9.296,"LINESTRING (-42.6898109 -14.4906274, -42.6898103 -14.490711)",,,
352331318,True,Rua Ana Angélica,secondary,False,73.14,"LINESTRING (-42.6898109 -14.4906274, -42.690489 -14.4906677)",,,
277631640,False,Rua Alvorada Dois,residential,True,39.066,"LINESTRING (-42.6898109 -14.4906274, -42.6898147 -14.4905807, -42.6898201 -14.4905443, -42.6898503 -14.4904631, -42.6899378 -14.4903027)",,,
277631640,False,Rua Alvorada Dois,residential,True,9.296,"LINESTRING (-42.6898103 -14.490711, -42.6898109 -14.4906274)",,,
352331316,True,Rua Ana Angélica,secondary,False,45.155,"LINESTRING (-42.6898103 -14.490711, -42.6893919 -14.4906825)",,,
277631640,False,Rua Alvorada Dois,residential,False,39.066,"LINESTRING (-42.6899378 -14.4903027, -42.6898503 -14.4904631, -42.6898201 -14.4905443, -42.6898147 -14.4905807, -42.6898109 -14.4906274)",,,
277631640,False,Rua Alvorada Dois,residential,True,217.95999999999998,"LINESTRING (-42.6899378 -14.4903027, -42.6903953 -14.4894604, -42.690897 -14.4885766)",,,
277631645,False,Rua Alvorada Dois,residential,False,66.062,"LINESTRING (-42.6899378 -14.4903027, -42.6896773 -14.4904443, -42.6895344 -14.4905183, -42.6894048 -14.4905967)",,,
277631645,False,Rua Alvorada Dois,residential,False,9.641,"LINESTRING (-42.6894048 -14.4905967, -42.6893919 -14.4906825)",,,
352331318,True,Rua Ana Angélica,secondary,False,43.853,"LINESTRING (-42.6894048 -14.4905967, -42.6898109 -14.4906274)",,,
277631645,False,Rua Alvorada Dois,residential,True,66.062,"LINESTRING (-42.6894048 -14.4905967, -42.6895344 -14.4905183, -42.6896773 -14.4904443, -42.6899378 -14.4903027)",,,
352331328,False,Rua Gerônimo Borges,residential,True,9.306,"LINESTRING (-42.6893153 -14.4906825, -42.6893081 -14.4905991)",,,
352331316,True,Rua Ana Angélica,secondary,False,68.996,"LINESTRING (-42.6893153 -14.4906825, -42.6890087 -14.4906917, -42.6888223 -14.4907034, -42.688675 -14.4907)",,,
352331328,False,Rua Gerônimo Borges,residential,False,39.962,"LINESTRING (-42.6885929 -14.4895386, -42.6888217 -14.4898216)",,,
352331328,False,Rua Gerônimo Borges,residential,True,31.851,"LINESTRING (-42.6885929 -14.4895386, -42.6884463 -14.4892898)",,,
277631653,False,Rua São José,residential,True,159.978,"LINESTRING (-42.6885929 -14.4895386, -42.6888772 -14.4893201, -42.6897114 -14.4885922)",,,
352331318,True,Rua Ana Angélica,secondary,False,10.414,"LINESTRING (-42.6893081 -14.4905991, -42.6894048 -14.4905967)",,,
352331328,False,Rua Gerônimo Borges,residential,False,9.306,"LINESTRING (-42.6893081 -14.4905991, -42.6893153 -14.4906825)",,,
352331328,False,Rua Gerônimo Borges,residential,True,101.184,"LINESTRING (-42.6893081 -14.4905991, -42.6892152 -14.4904203, -42.689108 -14.4902437, -42.6888217 -14.4898216)",,,
352331328,False,Rua Gerônimo Borges,residential,True,39.962,"LINESTRING (-42.6888217 -14.4898216, -42.6885929 -14.4895386)",,,
352331328,False,Rua Gerônimo Borges,residential,False,101.184,"LINESTRING (-42.6888217 -14.4898216, -42.689108 -14.4902437, -42.6892152 -14.4904203, -42.6893081 -14.4905991)",,,
998740933,False,Rua Quatro de Abril,residential,True,156.173,"LINESTRING (-42.6888217 -14.4898216, -42.6892152 -14.4895123, -42.6893012 -14.4894402, -42.689504 -14.4892872, -42.6899381 -14.4889252)",,,
277631650,False,Rua Alvorada,residential,True,44.348,"LINESTRING (-42.6899381 -14.4889252, -42.6897114 -14.4885922)",,,
277631649,False,Rua Quatro de Abril,residential,True,56.166000000000004,"LINESTRING (-42.6899381 -14.4889252, -42.6901808 -14.4887401, -42.6902881 -14.4886817, -42.6903705 -14.4886475)",,,
998740933,False,Rua Quatro de Abril,residential,False,156.173,"LINESTRING (-42.6899381 -14.4889252, -42.689504 -14.4892872, -42.6893012 -14.4894402, -42.6892152 -14.4895123, -42.6888217 -14.4898216)",,,
277631652,False,Rua dos Grupos,residential,False,151.72,"LINESTRING (-42.689365 -14.4880893, -42.6883166 -14.4890011)",,,
277631650,False,Rua Alvorada,residential,False,67.217,"LINESTRING (-42.689365 -14.4880893, -42.6894646 -14.4882295, -42.6897114 -14.4885922)",,,
