osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref
161115212,2,Ciclovia Parkway,tertiary,False,False,202.91500000000002,"LINESTRING (-47.9637954 -15.9027282, -47.9639348 -15.9035388, -47.9640415 -15.904007, -47.964187 -15.9045119)",,,
161115212,2,Ciclovia Parkway,tertiary,False,True,90.402,"LINESTRING (-47.9637954 -15.9027282, -47.9636916 -15.9020701, -47.9636686 -15.9019244)",,,
274101791,2,Ciclovia Parkway,tertiary,False,True,46.08,"LINESTRING (-47.9625341 -15.9015055, -47.9626041 -15.9019144)",,,
274101791,2,Ciclovia Parkway,tertiary,False,False,332.63100000000003,"LINESTRING (-47.9625341 -15.9015055, -47.9622538 -15.8996888, -47.9620945 -15.8986852, -47.9620726 -15.8985472)",,,
1061114566,,,residential,False,True,43.278,"LINESTRING (-47.9625341 -15.9015055, -47.9624173 -15.9015276, -47.9621352 -15.9015708)",,,
274101791,2,Ciclovia Parkway,tertiary,False,False,21.175,"LINESTRING (-47.9626363 -15.9021023, -47.9626041 -15.9019144)",,,
778732931,,,residential,False,True,17.3,"LINESTRING (-47.9626363 -15.9021023, -47.9624935 -15.9020292)",,,
274101791,2,Ciclovia Parkway,tertiary,False,True,73.608,"LINESTRING (-47.9626363 -15.9021023, -47.9627245 -15.9026137, -47.9627486 -15.9027554)",,,
274101791,2,Ciclovia Parkway,tertiary,False,False,23.191,"LINESTRING (-47.9629364 -15.9038696, -47.9629006 -15.9036639)",,,
274101791,2,Ciclovia Parkway,tertiary,False,True,77.095,"LINESTRING (-47.9629364 -15.9038696, -47.9629786 -15.9040418, -47.9631063 -15.9045434)",,,
778732929,,,residential,False,True,26.503999999999998,"LINESTRING (-47.9629364 -15.9038696, -47.9627835 -15.9038424, -47.9626927 -15.9038262)",,,
274101791,2,Ciclovia Parkway,tertiary,False,False,17.549,"LINESTRING (-47.9631453 -15.9046967, -47.9631063 -15.9045434)",,,
274101791,2,Ciclovia Parkway,tertiary,False,True,94.067,"LINESTRING (-47.9631453 -15.9046967, -47.9634437 -15.9054925)",,,
778732926,,,residential,False,True,15.815,"LINESTRING (-47.9631453 -15.9046967, -47.9630042 -15.9046541)",,,
"[274197812, 274197813, 274101790]","['1', '2']",,trunk_link,True,False,758.327,"LINESTRING (-47.963676 -15.9042185, -47.9637571 -15.9043185, -47.9638068 -15.9044268, -47.9639905 -15.9048589, -47.9641045 -15.9050975, -47.9643399 -15.9055528, -47.9645464 -15.9058971, -47.9647516 -15.9062151, -47.9650231 -15.9066078, -47.9650459 -15.9066687, -47.9650366 -15.9067538, -47.9650155 -15.9067993, -47.9649893 -15.906828, -47.9649447 -15.9068561, -47.9647774 -15.9069567, -47.9647345 -15.9069879, -47.9646788 -15.9070215, -47.9645685 -15.9070698, -47.9645116 -15.9070676, -47.96447 -15.9070476, -47.964431 -15.9070134, -47.9642178 -15.9066516, -47.9640234 -15.9062176, -47.9637692 -15.9055928, -47.9636143 -15.9051497, -47.9634628 -15.9046125, -47.9634105 -15.9043946, -47.9633743 -15.9041734, -47.9633676 -15.9039722)",40,yes,
"[918765384, 918765385, 918765383]","['4', '5']",Estrada Parque Indústria e Abastecimento,trunk,True,False,596.498,"LINESTRING (-47.9633676 -15.9039722, -47.9632549 -15.9033544, -47.9631315 -15.9026882, -47.9629934 -15.9019511, -47.9626055 -15.8993694, -47.962501 -15.8986736)",80,,DF-003
274101791,2,Ciclovia Parkway,tertiary,False,True,1.909,"LINESTRING (-47.962066 -15.8985028, -47.9620685 -15.8985198)",,,
