osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed
286524852,ES-341,Avenida Treze de Maio,secondary,False,False,209.835,"LINESTRING (-40.8456717 -19.2246386, -40.8464437 -19.2244901, -40.8472078 -19.2243809, -40.8476418 -19.224326)",,,
286524854,,Avenida José Nunes Miranda,residential,False,False,90.88499999999999,"LINESTRING (-40.8456717 -19.2246386, -40.846102 -19.2243476, -40.8464223 -19.2242507)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,False,10.066,"LINESTRING (-40.8527993 -19.2228532, -40.8528891 -19.2228215)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,True,137.843,"LINESTRING (-40.8527993 -19.2228532, -40.8515574 -19.2232552)",,,
286524868,,Rua Adir da Silva,residential,False,False,59.691,"LINESTRING (-40.8527993 -19.2228532, -40.852619 -19.2223441)",,,
1085165826,,Rua Virginia Moreira dos Santos,residential,False,True,10.27,"LINESTRING (-40.8474657 -19.2199917, -40.8474731 -19.2200838)",,,
286524859,,Rua Crisolita,residential,False,False,70.537,"LINESTRING (-40.8463286 -19.2203872, -40.8465306 -19.2209922)",,,
286524858,,Rua Crisoberilo,residential,False,True,97.322,"LINESTRING (-40.851001 -19.2216976, -40.8501281 -19.221992)",,,
286524865,,Rua Jovino Nonato da Cunha,residential,False,True,58.393,"LINESTRING (-40.851001 -19.2216976, -40.851172 -19.2221973)",,,
"[286524858, 831662580]",,Rua Crisoberilo,residential,False,"[False, True]",162.46700000000004,"LINESTRING (-40.851001 -19.2216976, -40.8517226 -19.221445, -40.851894 -19.2214146, -40.8519356 -19.2214165, -40.8519651 -19.2214241, -40.8519906 -19.2214355, -40.8520073 -19.2214507, -40.8520342 -19.2214938, -40.8521645 -19.2218023, -40.8521923 -19.2218681)",,,
"[737756416, 286524865, 737756415]",,Rua Jovino Nonato da Cunha,residential,False,False,88.14000000000001,"LINESTRING (-40.851001 -19.2216976, -40.8509253 -19.2215181, -40.8508641 -19.2214423, -40.8507662 -19.2213057, -40.8507534 -19.2212766, -40.850744 -19.2212418, -40.850744 -19.2212158, -40.8507588 -19.2211816, -40.8507789 -19.2211601, -40.8508231 -19.2211303, -40.8509372 -19.2210596)",yes,,
1085165832,,Rua Turmalina,residential,False,False,52.442,"LINESTRING (-40.8526649 -19.2217155, -40.852384 -19.2218062, -40.8521923 -19.2218681)",,,
286524865,,Rua Jovino Nonato da Cunha,residential,False,False,58.393,"LINESTRING (-40.851172 -19.2221973, -40.851001 -19.2216976)",,,
286524865,,Rua Jovino Nonato da Cunha,residential,False,True,62.327,"LINESTRING (-40.851172 -19.2221973, -40.8513774 -19.2227232)",,,
1085165832,,Rua Turmalina,residential,False,False,95.96,"LINESTRING (-40.851172 -19.2221973, -40.8503205 -19.2225108)",,,
1085165832,,Rua Turmalina,residential,False,True,113.209,"LINESTRING (-40.851172 -19.2221973, -40.8516891 -19.2220305, -40.8521923 -19.2218681)",,,
302487825,,Rua Daniel Lourenço da Silva,residential,False,False,119.989,"LINESTRING (-40.8469595 -19.2222767, -40.8458576 -19.2225628)",,,
302487825,,Rua Daniel Lourenço da Silva,residential,False,True,114.419,"LINESTRING (-40.8469595 -19.2222767, -40.8480128 -19.2220128)",,,
322981360,,Rua Crisolita,residential,False,False,63.13,"LINESTRING (-40.8469595 -19.2222767, -40.8471412 -19.2228179)",,,
"[322981360, 286524859, 322981359]",,Rua Crisolita,residential,False,True,98.27,"LINESTRING (-40.8469595 -19.2222767, -40.8468217 -19.2218696, -40.8467879 -19.221777, -40.8466781 -19.2214339)",yes,2,
286524854,,Avenida José Nunes Miranda,residential,False,True,137.009,"LINESTRING (-40.852619 -19.2223441, -40.8513774 -19.2227232)",,,
286524868,,Rua Adir da Silva,residential,False,True,59.691,"LINESTRING (-40.852619 -19.2223441, -40.8527993 -19.2228532)",,,
"[1085165838, 286524854, 1085165839]",,Avenida José Nunes Miranda,residential,False,False,231.691,"LINESTRING (-40.852619 -19.2223441, -40.8530273 -19.2221896, -40.8531209 -19.2221591, -40.8538561 -19.2219199, -40.8547036 -19.2216628)",yes,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,True,112.282,"LINESTRING (-40.8539037 -19.2225024, -40.8528891 -19.2228215)",,,
286524862,,Rua Joadir Teixeira Machado,residential,False,True,13.879,"LINESTRING (-40.8539037 -19.2225024, -40.8539115 -19.222627)",,,
286524858,,Rua Crisoberilo,residential,False,False,95.826,"LINESTRING (-40.8481854 -19.2225966, -40.8490571 -19.2223413)",,,
286524858,,Rua Crisoberilo,residential,False,True,112.364,"LINESTRING (-40.8481854 -19.2225966, -40.8471412 -19.2228179)",,,
1085165828,,Rua Virginia Moreira dos Santos,residential,False,False,67.398,"LINESTRING (-40.8481854 -19.2225966, -40.8480128 -19.2220128)",,,
1085165828,,Rua Virginia Moreira dos Santos,residential,False,True,58.4,"LINESTRING (-40.8481854 -19.2225966, -40.8483348 -19.2231025)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,False,112.282,"LINESTRING (-40.8528891 -19.2228215, -40.8539037 -19.2225024)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,True,10.066,"LINESTRING (-40.8528891 -19.2228215, -40.8527993 -19.2228532)",,,
286524857,,Rua Adir da Silva,residential,False,True,70.928,"LINESTRING (-40.8528891 -19.2228215, -40.8530954 -19.2234289)",,,
286524858,,Rua Crisoberilo,residential,False,False,112.364,"LINESTRING (-40.8471412 -19.2228179, -40.8481854 -19.2225966)",,,
286524858,,Rua Crisoberilo,residential,False,True,120.155,"LINESTRING (-40.8471412 -19.2228179, -40.8460323 -19.2230849)",,,
322981360,,Rua Crisolita,residential,False,True,63.13,"LINESTRING (-40.8471412 -19.2228179, -40.8469595 -19.2222767)",,,
"[322981360, 1085165825, 1085165824]",,Rua Crisolita,residential,False,False,130.17000000000002,"LINESTRING (-40.8471412 -19.2228179, -40.8474004 -19.2235898, -40.8474165 -19.2236378, -40.8475198 -19.2239326)",yes,,
286524866,,Rua Turmalina,residential,False,False,99.149,"LINESTRING (-40.8492373 -19.2228401, -40.8483348 -19.2231025)",,,
286524866,,Rua Turmalina,residential,False,True,73.796,"LINESTRING (-40.8492373 -19.2228401, -40.8499021 -19.2226247)",,,
"[286524864, 1085165830, 1085165831]",,Rua José Milton Breda,residential,False,True,58.702,"LINESTRING (-40.8492373 -19.2228401, -40.8492543 -19.2228831, -40.8492703 -19.2229345, -40.8494114 -19.2233417)",yes,,
286524866,,Rua Turmalina,residential,False,True,99.149,"LINESTRING (-40.8483348 -19.2231025, -40.8492373 -19.2228401)",,,
1085165828,,Rua Virginia Moreira dos Santos,residential,False,False,58.4,"LINESTRING (-40.8483348 -19.2231025, -40.8481854 -19.2225966)",,,
286524866,,Rua Turmalina,residential,False,False,108.149,"LINESTRING (-40.8483348 -19.2231025, -40.8476235 -19.223286, -40.847556 -19.2230171)",,,
"[286524867, 1085165828, 1085165829]",,Rua Virginia Moreira dos Santos,residential,False,True,60.805,"LINESTRING (-40.8483348 -19.2231025, -40.8484626 -19.2234697, -40.8484789 -19.2235167, -40.8485156 -19.223622)",yes,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,False,137.843,"LINESTRING (-40.8515574 -19.2232552, -40.8527993 -19.2228532)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,True,95.404,"LINESTRING (-40.8515574 -19.2232552, -40.8506964 -19.2235294)",,,
286524865,,Rua Jovino Nonato da Cunha,residential,False,False,62.101,"LINESTRING (-40.8515574 -19.2232552, -40.8513774 -19.2227232)",,,
286524865,,Rua Jovino Nonato da Cunha,residential,False,True,61.798,"LINESTRING (-40.8515574 -19.2232552, -40.8517335 -19.2237855)",,,
286524854,,Avenida José Nunes Miranda,residential,False,False,97.438,"LINESTRING (-40.8494114 -19.2233417, -40.8502975 -19.2230813)",,,
286524854,,Avenida José Nunes Miranda,residential,False,True,99.084,"LINESTRING (-40.8494114 -19.2233417, -40.8485156 -19.223622)",,,
286524864,,Rua José Milton Breda,residential,False,True,62.507,"LINESTRING (-40.8494114 -19.2233417, -40.8496034 -19.2238738)",,,
"[286524864, 1085165830, 1085165831]",,Rua José Milton Breda,residential,False,False,58.702,"LINESTRING (-40.8494114 -19.2233417, -40.8492703 -19.2229345, -40.8492543 -19.2228831, -40.8492373 -19.2228401)",yes,,
286524854,,Avenida José Nunes Miranda,residential,False,False,99.084,"LINESTRING (-40.8485156 -19.223622, -40.8494114 -19.2233417)",,,
286524854,,Avenida José Nunes Miranda,residential,False,True,18.052,"LINESTRING (-40.8485156 -19.223622, -40.8483505 -19.2236673)",,,
286524867,,Rua Virginia Moreira dos Santos,residential,False,True,62.645,"LINESTRING (-40.8485156 -19.223622, -40.8487045 -19.2241564)",,,
"[286524867, 1085165828, 1085165829]",,Rua Virginia Moreira dos Santos,residential,False,False,60.805,"LINESTRING (-40.8485156 -19.223622, -40.8484789 -19.2235167, -40.8484626 -19.2234697, -40.8483348 -19.2231025)",yes,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,False,97.651,"LINESTRING (-40.8496034 -19.2238738, -40.8504872 -19.2236003)",,,
286524864,,Rua José Milton Breda,residential,False,False,62.507,"LINESTRING (-40.8496034 -19.2238738, -40.8494114 -19.2233417)",,,
286524864,,Rua José Milton Breda,residential,False,True,62.694,"LINESTRING (-40.8496034 -19.2238738, -40.8497817 -19.2244119)",,,
286524852,ES-341,Avenida Treze de Maio,secondary,False,True,99.474,"LINESTRING (-40.8496034 -19.2238738, -40.8490831 -19.2240361, -40.8487045 -19.2241564)",,,
