osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,ref
149156209,2,Rua Ida Martins da Silva,tertiary,40,7,False,True,38.794,"LINESTRING (-42.4124763 -3.1145592, -42.4125062 -3.1149068)",,
461230426,2,Rua Ida Martins da Silva,tertiary,40,7,False,False,47.801,"LINESTRING (-42.4124763 -3.1145592, -42.4125155 -3.1141311)",,
590876393,2,Rua Bernardo Pereira da Silva,tertiary,60,7,False,True,487.26700000000005,"LINESTRING (-42.4124763 -3.1145592, -42.4120507 -3.1145554, -42.4117425 -3.1145362, -42.4112232 -3.1144589, -42.4100669 -3.1143014, -42.409842 -3.1142468, -42.4096524 -3.114157, -42.4092201 -3.1140091, -42.4085094 -3.1139517, -42.4081621 -3.1139022)",,
641357239,2,Travessa Manoel Bernardo,unclassified,40,7,False,False,204.79999999999998,"LINESTRING (-42.4124763 -3.1145592, -42.4126735 -3.1145412, -42.4127666 -3.1145226, -42.4129302 -3.114461, -42.4131153 -3.1143324, -42.4136383 -3.1139949, -42.4138556 -3.1139066, -42.414054 -3.113853, -42.4141423 -3.1138495)",,
149156209,2,Rua Ida Martins da Silva,tertiary,40,7,False,False,20.406,"LINESTRING (-42.4127455 -3.1161277, -42.4127068 -3.1159483)",,
461230444,2,,unclassified,40,7,False,False,97.935,"LINESTRING (-42.4127455 -3.1161277, -42.411864 -3.116159)",,
149156209,2,Rua Ida Martins da Silva,tertiary,40,7,False,True,101.849,"LINESTRING (-42.4127455 -3.1161277, -42.4128357 -3.1163989, -42.4128266 -3.1167106, -42.4127753 -3.1170248)",,
461230448,,Avenida Monsenhor Porcínio,tertiary,,,False,False,62.635,"LINESTRING (-42.4126832 -3.1174152, -42.4126533 -3.1179777)",,
"[149156209, 149156158]",2,"['Rua Ida Martins da Silva', 'Avenida Monsenhor Porcínio']",tertiary,40,7,False,False,44.625,"LINESTRING (-42.4126832 -3.1174152, -42.4127354 -3.1171648, -42.4127753 -3.1170248)",yes,
149156160,,Avenida Monsenhor Porcínio,tertiary,,,False,True,66.49000000000001,"LINESTRING (-42.4126832 -3.1174152, -42.4125158 -3.1178596, -42.412495 -3.117981)",,
641357241,2,,unclassified,40,7,False,True,88.363,"LINESTRING (-42.412495 -3.117981, -42.4125882 -3.1187702)",,
1131219928,2,Avenida Roseana Sarney,tertiary,,,False,True,17.58,"LINESTRING (-42.412495 -3.117981, -42.4126533 -3.1179777)",,MA-327
149156160,,Avenida Monsenhor Porcínio,tertiary,,,False,False,66.49000000000001,"LINESTRING (-42.412495 -3.117981, -42.4125158 -3.1178596, -42.4126832 -3.1174152)",,
1131219928,2,Avenida Roseana Sarney,tertiary,,,False,False,120.49099999999999,"LINESTRING (-42.412495 -3.117981, -42.4118186 -3.1182146, -42.4114832 -3.1183694)",,MA-327
461230423,2,,unclassified,40,7,False,True,65.929,"LINESTRING (-42.411923 -3.114092, -42.4125155 -3.1141311)",,
461230423,2,,unclassified,40,7,False,False,65.929,"LINESTRING (-42.4125155 -3.1141311, -42.411923 -3.114092)",,
461230426,2,Rua Ida Martins da Silva,tertiary,40,7,False,False,72.276,"LINESTRING (-42.4125155 -3.1141311, -42.4125789 -3.1134842)",,
461230426,2,Rua Ida Martins da Silva,tertiary,40,7,False,True,47.801,"LINESTRING (-42.4125155 -3.1141311, -42.4124763 -3.1145592)",,
461230424,2,Rua Santa Luzia,unclassified,40,7,False,True,151.582,"LINESTRING (-42.4112203 -3.1133501, -42.4117224 -3.1133997, -42.4125789 -3.1134842)",,
461230426,2,Rua Ida Martins da Silva,tertiary,40,7,False,False,33.529,"LINESTRING (-42.4125789 -3.1134842, -42.4126083 -3.1131841)",,
461230426,2,Rua Ida Martins da Silva,tertiary,40,7,False,True,72.276,"LINESTRING (-42.4125789 -3.1134842, -42.4125155 -3.1141311)",,
461230424,2,Rua Santa Luzia,unclassified,40,7,False,False,151.582,"LINESTRING (-42.4125789 -3.1134842, -42.4117224 -3.1133997, -42.4112203 -3.1133501)",,
149156213,2,Avenida Roseana Sarney,secondary,,,False,False,136.268,"LINESTRING (-42.4138797 -3.117936, -42.4133272 -3.117944, -42.4126533 -3.1179777)",,MA-327
461230437,2,Rua Brasil,unclassified,40,7,False,True,114.149,"LINESTRING (-42.4138797 -3.117936, -42.413718 -3.1187508, -42.4136799 -3.118943)",,
461230437,2,Rua Brasil,unclassified,40,7,False,False,34.279,"LINESTRING (-42.4135806 -3.1195891, -42.4136396 -3.1192865)",,
461230438,2,Travessa Brasil,unclassified,40,7,False,True,74.112,"LINESTRING (-42.4129905 -3.1191311, -42.4136396 -3.1192865)",,
461230437,2,Rua Brasil,unclassified,40,7,False,False,38.457,"LINESTRING (-42.4136396 -3.1192865, -42.4136799 -3.118943)",,
461230437,2,Rua Brasil,unclassified,40,7,False,True,34.279,"LINESTRING (-42.4136396 -3.1192865, -42.4135806 -3.1195891)",,
461230438,2,Travessa Brasil,unclassified,40,7,False,False,74.112,"LINESTRING (-42.4136396 -3.1192865, -42.4129905 -3.1191311)",,
461230439,,,residential,,,False,True,66.52600000000001,"LINESTRING (-42.41129 -3.1179206, -42.4112015 -3.118025, -42.4111559 -3.1181696, -42.4112349 -3.1184693)",,
461230439,,,residential,,,False,False,66.526,"LINESTRING (-42.4112349 -3.1184693, -42.4111559 -3.1181696, -42.4112015 -3.118025, -42.41129 -3.1179206)",,
