osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,junction,bridge
126915769,Rua Dom Pedro II,residential,False,False,88.539,,,"LINESTRING (-44.9936502 -12.14703, -44.9933649 -12.1477758)",,
155729159,Avenida Antônio Carlos Magalhães,secondary,True,False,126.775,3,,"LINESTRING (-44.9936502 -12.14703, -44.9925985 -12.1465373)",,
297312502,,trunk,True,False,35.581,,BR-242,"LINESTRING (-44.9950188 -12.1475168, -44.9951398 -12.1475495, -44.995225 -12.1475659, -44.995339 -12.1475802)",,
129917745,Rua Camaçarí,residential,False,False,127.774,,,"LINESTRING (-44.9976464 -12.1426893, -44.9966236 -12.1421231)",,
223544267,Avenida Getúlio Vargas,residential,False,False,76.44800000000001,,,"LINESTRING (-44.9976464 -12.1426893, -44.9976083 -12.1428305, -44.9974785 -12.1433569)",,
"[223543985, 223544267]","['Avenida Getúlio Vargas', 'Rua Caribe']",residential,False,"[False, True]",142.24900000000002,,,"LINESTRING (-44.9976464 -12.1426893, -44.9977604 -12.1422697, -44.997759 -12.1421229, -44.9977322 -12.1420337, -44.9976584 -12.1419433, -44.9975579 -12.1418804, -44.9974197 -12.1418384, -44.9972983 -12.1417853, -44.9972098 -12.1417322)",,
1105825443,Rua Camaçarí,residential,False,True,59.734,,,"LINESTRING (-44.9924664 -12.1398342, -44.9929435 -12.1401007)",,
129917411,Avenida José Bonifácio,residential,False,False,86.106,,,"LINESTRING (-44.9975711 -12.1460984, -44.9968985 -12.1456894)",,
129917411,Avenida José Bonifácio,residential,False,True,8.82,,,"LINESTRING (-44.9975711 -12.1460984, -44.9976434 -12.1461344)",,
776166680,Rua Coronel Magno,residential,True,False,71.472,,,"LINESTRING (-44.9975711 -12.1460984, -44.9978754 -12.1456175, -44.9979301 -12.1455617)",,
129917411,Avenida José Bonifácio,residential,False,False,110.808,,,"LINESTRING (-44.999487 -12.147003, -44.998556 -12.1465972)",,
179488331,Rua José de Alencar,residential,False,False,5.972,,,"LINESTRING (-44.999487 -12.147003, -44.9994905 -12.1470566)",,
179488331,Rua José de Alencar,residential,False,True,14.387,,,"LINESTRING (-44.999487 -12.147003, -44.99948 -12.1468738)",,
129917411,Avenida José Bonifácio,residential,False,False,111.758,,,"LINESTRING (-44.998556 -12.1465972, -44.9976434 -12.1461344)",,
129917411,Avenida José Bonifácio,residential,False,True,110.808,,,"LINESTRING (-44.998556 -12.1465972, -44.999487 -12.147003)",,
947231973,Rua Doutor Abílio Farias,residential,False,False,45.853,,,"LINESTRING (-44.998556 -12.1465972, -44.9987823 -12.1462492)",,
947231973,Rua Doutor Abílio Farias,residential,False,True,27.955,,,"LINESTRING (-44.998556 -12.1465972, -44.998455 -12.1468284)",,
481810111,Rua Alberto Coimbra,residential,False,True,107.512,,,"LINESTRING (-44.9925985 -12.1465373, -44.9922512 -12.1474426)",,
481810111,Rua Alberto Coimbra,residential,False,False,107.512,,,"LINESTRING (-44.9922512 -12.1474426, -44.9925985 -12.1465373)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,False,126.608,,,"LINESTRING (-44.9922512 -12.1474426, -44.9933649 -12.1477758)",,
155729159,Avenida Antônio Carlos Magalhães,secondary,True,False,108.928,3,,"LINESTRING (-44.994541 -12.1474786, -44.9936502 -12.14703)",,
481806196,Rua Marechal Hermes,residential,False,True,68.503,,,"LINESTRING (-44.994541 -12.1474786, -44.9942806 -12.1480396)",,
155728838,,trunk,True,False,15.495000000000001,,BR-242,"LINESTRING (-44.9954583 -12.1475694, -44.9954894 -12.1475864, -44.9955148 -12.1476109, -44.9955325 -12.1476411, -44.9955415 -12.1476748)",roundabout,
155728838,,trunk,True,False,13.458000000000002,,BR-242,"LINESTRING (-44.995339 -12.1475802, -44.995377 -12.1475643, -44.995418 -12.1475606, -44.9954583 -12.1475694)",roundabout,
155728855,,trunk,True,False,35.478,,BR-242,"LINESTRING (-44.9952784 -12.1477097, -44.9952089 -12.1476505, -44.9951372 -12.1476, -44.9950188 -12.1475168)",,
776032408,,trunk,True,False,16.703,,BR-242,"LINESTRING (-44.9952784 -12.1477097, -44.9952772 -12.1476801, -44.9952867 -12.147641, -44.995308 -12.1476066, -44.995339 -12.1475802)",roundabout,
776032408,,trunk,True,False,6.164,,BR-242,"LINESTRING (-44.9952986 -12.1477615, -44.9952784 -12.1477097)",roundabout,
155729159,Avenida Antônio Carlos Magalhães,secondary,True,False,10.904,3,,"LINESTRING (-44.9952986 -12.1477615, -44.9952545 -12.1477652, -44.9951985 -12.1477632)",,
126915769,Rua Dom Pedro II,residential,False,False,54.467,,,"LINESTRING (-44.9933649 -12.1477758, -44.9931801 -12.1482311)",,
126915769,Rua Dom Pedro II,residential,False,True,88.539,,,"LINESTRING (-44.9933649 -12.1477758, -44.9936502 -12.14703)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,False,103.773,,,"LINESTRING (-44.9933649 -12.1477758, -44.9942806 -12.1480396)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,True,126.608,,,"LINESTRING (-44.9933649 -12.1477758, -44.9922512 -12.1474426)",,
369706768,Rua Princesa Isabel,residential,True,False,19.843000000000004,,,"LINESTRING (-44.9954691 -12.1480143, -44.9954879 -12.1479528, -44.9954845 -12.1479091, -44.9954762 -12.1478845, -44.9954713 -12.1478668, -44.9954647 -12.1478414)",,
776142431,,residential,True,False,41.201,,,"LINESTRING (-44.9954691 -12.1480143, -44.9954382 -12.1479559, -44.9954128 -12.1479245, -44.9953759 -12.1478904, -44.9953283 -12.1478583, -44.9952967 -12.1478347, -44.9951985 -12.1477632)",,
776032408,,trunk,True,False,12.772,,BR-242,"LINESTRING (-44.995396 -12.1478193, -44.9953673 -12.1478132, -44.9953407 -12.1478011, -44.9953174 -12.1477836, -44.9952986 -12.1477615)",roundabout,
481806196,Rua Marechal Hermes,residential,False,False,68.503,,,"LINESTRING (-44.9942806 -12.1480396, -44.994541 -12.1474786)",,
481806196,Rua Marechal Hermes,residential,False,True,54.494,,,"LINESTRING (-44.9942806 -12.1480396, -44.9940706 -12.1484846)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,False,109.333,,,"LINESTRING (-44.9942806 -12.1480396, -44.9952367 -12.1483448)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,True,103.773,,,"LINESTRING (-44.9942806 -12.1480396, -44.9933649 -12.1477758)",,
776136197,Rua Coronel Magno,residential,True,False,8.432,,,"LINESTRING (-44.9968779 -12.1482195, -44.9968974 -12.1481461)",,
172677718,,trunk,True,False,159.309,,BR-242,"LINESTRING (-44.9968779 -12.1482195, -44.9962851 -12.1480661, -44.9956736 -12.1479087, -44.9954647 -12.1478414)",,
475672817,Rua Princesa Isabel,residential,True,False,25.328,,,"LINESTRING (-44.9953409 -12.1482045, -44.9954691 -12.1480143)",,
126915769,Rua Dom Pedro II,residential,False,True,54.467,,,"LINESTRING (-44.9931801 -12.1482311, -44.9933649 -12.1477758)",,
155729232,Rua José Rocha,residential,False,True,100.822,,,"LINESTRING (-44.9931801 -12.1482311, -44.9940706 -12.1484846)",,
475672817,Rua Princesa Isabel,residential,True,False,19.279,,,"LINESTRING (-44.9952367 -12.1483448, -44.9953409 -12.1482045)",,
508165062,Rua Custódia Rocha de Carvalho,residential,False,True,109.333,,,"LINESTRING (-44.9952367 -12.1483448, -44.9942806 -12.1480396)",,
155729232,Rua José Rocha,residential,False,False,100.822,,,"LINESTRING (-44.9940706 -12.1484846, -44.9931801 -12.1482311)",,
481806196,Rua Marechal Hermes,residential,False,False,54.494,,,"LINESTRING (-44.9940706 -12.1484846, -44.9942806 -12.1480396)",,
179488331,Rua José de Alencar,residential,False,True,38.573,,,"LINESTRING (-44.9995129 -12.1474028, -44.9994905 -12.1470566)",,
202858990,Rua 24 de Outubro,residential,False,False,14.729,,,"LINESTRING (-44.9995129 -12.1474028, -44.9993895 -12.1473481)",,
202858990,Rua 24 de Outubro,residential,False,True,22.125,,,"LINESTRING (-44.9995129 -12.1474028, -44.999701 -12.1474788)",,
202858994,,secondary,True,False,14.863,,,"LINESTRING (-45.0013044 -12.1446208, -45.0012842 -12.144753)",,
"[202858985, 202858981, 202858991]",Rua Boa Vista,secondary,False,False,415.4890000000001,,,"LINESTRING (-45.0013044 -12.1446208, -45.0013888 -12.1441907, -45.0014943 -12.1434799, -45.0015047 -12.1433186, -45.0015034 -12.143188, -45.00149 -12.1430767, -45.0014634 -12.1429869, -45.0014056 -12.1428636, -45.0012975 -12.1426946, -45.000973 -12.1423435, -45.0008927 -12.1422446, -45.0008483 -12.1421775, -45.0008113 -12.1421003, -45.0007897 -12.1419419, -45.0008006 -12.1418371, -45.0008356 -12.1417068, -45.0010584 -12.1413119, -45.001113 -12.1412273, -45.0011305 -12.1412001)",,yes
776432650,Rua Silva Jardim,residential,False,True,4.61,,,"LINESTRING (-45.0012842 -12.144753, -45.0012458 -12.1447354)",,
1251228451,Rua Silva Jardim,residential,True,False,15.039,,,"LINESTRING (-45.0012842 -12.144753, -45.0012987 -12.1448875)",,
202858994,,secondary,True,False,59.861000000000004,,,"LINESTRING (-45.0012842 -12.144753, -45.0012631 -12.1448139, -45.0012297 -12.1448672, -45.0011769 -12.1449412, -45.0010632 -12.1450512, -45.0010167 -12.1451146, -45.0009777 -12.1451927)",,
202858984,Praça Duque de Caxias,secondary,True,False,62.215,,,"LINESTRING (-45.0008503 -12.1451307, -45.0011165 -12.1449209, -45.0012178 -12.1447902, -45.0012458 -12.1447354)",,
330101637,,secondary_link,True,False,15.977,,,"LINESTRING (-45.0008503 -12.1451307, -45.0008861 -12.1451355, -45.0009173 -12.1451463, -45.000955 -12.1451679, -45.0009777 -12.1451927)",,
202858994,,secondary,True,False,37.297,,,"LINESTRING (-45.0009777 -12.1451927, -45.0009737 -12.1455281)",,
