osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
98685795,BR-470,Rua Cristóvão Gomes de Andrade,secondary,False,True,166.881,"LINESTRING (-51.8092793 -30.8481533, -51.8102732 -30.8482193, -51.8110222 -30.848269)",,,
257720086,BR-470,Rua Cristóvão Gomes de Andrade,secondary,False,False,98.36500000000001,"LINESTRING (-51.8092793 -30.8481533, -51.8086322 -30.8482297, -51.8082599 -30.8482817)",,,
257720087,,Rua Major João Meirelles,tertiary,False,True,100.556,"LINESTRING (-51.8092793 -30.8481533, -51.8093401 -30.8483659, -51.8095057 -30.8490364)",,,
38341957,,Rua Garibaldi,residential,False,False,91.912,"LINESTRING (-51.8070203 -30.8488402, -51.8070993 -30.8480164)",,,
38503989,,Rua Professora Luiza Maraninchi,tertiary,False,True,100.61,"LINESTRING (-51.8070203 -30.8488402, -51.8059667 -30.8488183)",,,
1105941204,,Rua Professora Luiza Maraninchi,tertiary,True,False,43.811,"LINESTRING (-51.8070203 -30.8488402, -51.8074728 -30.8489059)",,,
257718688,BR-470,Rua Capitão Adolfo Castro,secondary,False,False,100.039,"LINESTRING (-51.8070203 -30.8488402, -51.8067652 -30.8491188, -51.8066552 -30.8492397, -51.8063787 -30.8495515)",,,
257720086,BR-470,Rua Cristóvão Gomes de Andrade,secondary,False,True,134.56900000000002,"LINESTRING (-51.8070203 -30.8488402, -51.8071903 -30.8487251, -51.8073486 -30.8486353, -51.8077171 -30.84846, -51.8081866 -30.8482957, -51.8082599 -30.8482817)",,,
37953151,BR-470,Avenida José Loureiro da Silva,secondary,True,False,36.331999999999994,"LINESTRING (-51.8024335 -30.8532654, -51.8025769 -30.8532107, -51.802648 -30.8531923, -51.8027964 -30.8531773)",40,,
257717476,,Rua Bento Gonçalves,secondary,False,False,72.176,"LINESTRING (-51.8122919 -30.8539836, -51.8115412 -30.8539062)",,2,
257717477,,Rua Júlio de Castilhos,tertiary,True,False,101.286,"LINESTRING (-51.8122919 -30.8539836, -51.8122046 -30.8548914)",,,
257717476,,Rua Bento Gonçalves,secondary,False,True,92.921,"LINESTRING (-51.8105702 -30.8538474, -51.8115412 -30.8539062)",,2,
281222103,,Rua Manoel da Silva Pacheco,tertiary,True,False,131.701,"LINESTRING (-51.8105702 -30.8538474, -51.8106764 -30.8526665)",,,
296754755,,Rua Bento Gonçalves,secondary,False,False,78.757,"LINESTRING (-51.8105702 -30.8538474, -51.8097456 -30.8538244)",,,
"[559112471, 352426263]",,Rua Manoel da Silva Pacheco,secondary,False,True,110.849,"LINESTRING (-51.8105702 -30.8538474, -51.8105792 -30.8538835, -51.8107659 -30.85483)",,,
281223060,,Rua Bento Gonçalves,secondary,False,True,94.38,"LINESTRING (-51.807114 -30.8536812, -51.8081001 -30.8537427)",30,2,
120110300,,Rua Acindino Inácio Dias,tertiary,False,False,110.98799999999999,"LINESTRING (-51.807114 -30.8536812, -51.8071122 -30.8537377, -51.8070395 -30.854613, -51.8070337 -30.8546769)",,,
120110300,,Rua Acindino Inácio Dias,tertiary,False,True,117.33600000000001,"LINESTRING (-51.807114 -30.8536812, -51.8071203 -30.8536025, -51.807177 -30.8527076, -51.807182 -30.8526276)",,,
281223060,,Rua Bento Gonçalves,secondary,False,False,108.141,"LINESTRING (-51.807114 -30.8536812, -51.806293 -30.8536328, -51.8061454 -30.8536241, -51.8059838 -30.8536146)",30,2,
281223060,,Rua Bento Gonçalves,secondary,False,False,107.578,"LINESTRING (-51.8059838 -30.8536146, -51.8050077 -30.853572, -51.8048583 -30.8535655)",30,2,
281223060,,Rua Bento Gonçalves,secondary,False,True,108.14099999999999,"LINESTRING (-51.8059838 -30.8536146, -51.8061454 -30.8536241, -51.806293 -30.8536328, -51.807114 -30.8536812)",30,2,
296957765,,Rua Major Lúcio Meirelles,tertiary,False,False,111.13300000000001,"LINESTRING (-51.8059838 -30.8536146, -51.8059798 -30.8536798, -51.8058963 -30.8546112)",,,
296957765,,Rua Major Lúcio Meirelles,tertiary,False,True,117.625,"LINESTRING (-51.8059838 -30.8536146, -51.8059891 -30.853542, -51.8060426 -30.8526418, -51.8060438 -30.8525581)",,,
37952614,,Avenida Antônio Duro,tertiary,True,False,67.156,"LINESTRING (-51.8107792 -30.8549, -51.8100757 -30.8549036)",,,
352426156,,Rua Manoel da Silva Pacheco,secondary,False,True,67.886,"LINESTRING (-51.8107792 -30.8549, -51.8109049 -30.8555009)",,,
"[352426156, 559112471]",,Rua Manoel da Silva Pacheco,secondary,False,False,7.888999999999999,"LINESTRING (-51.8107792 -30.8549, -51.8107746 -30.8548809, -51.8107659 -30.85483)",,,
38341588,,Avenida Marcírio Dias Longaray,secondary,False,True,100.227,"LINESTRING (-51.8109268 -30.8559203, -51.8106253 -30.8567837)",,,
352426157,,Rua José Antônio Pires,residential,False,False,110.304,"LINESTRING (-51.8109268 -30.8559203, -51.8109827 -30.8559231, -51.8120377 -30.8559757, -51.8120804 -30.8559778)",,,
