osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,junction
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,103.364,,"LINESTRING (-48.9110029 -20.7370107, -48.9108166 -20.7379238)",
357524017,True,,Rua Bernardino de Campos,residential,,False,89.987,,"LINESTRING (-48.9110029 -20.7370107, -48.9118466 -20.7371905)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,102.359,,"LINESTRING (-48.9106784 -20.7369481, -48.9108728 -20.7360457)",
"[357524017, 907310819, 907310820]",True,,Rua Bernardino de Campos,residential,,False,34.455999999999996,yes,"LINESTRING (-48.9106784 -20.7369481, -48.9107325 -20.7369584, -48.9109555 -20.7370007, -48.9110029 -20.7370107)",
291010335,True,2,Rua David de Oliveira,tertiary,,False,100.369,,"LINESTRING (-48.915423 -20.7388408, -48.9144789 -20.7386532)",
357475359,True,,Rua Doutor Antônio Olimpio,residential,,False,103.376,,"LINESTRING (-48.915423 -20.7388408, -48.9151892 -20.7397444)",
160749009,True,,Rua General Osório,residential,,False,103.451,,"LINESTRING (-48.9116371 -20.7380695, -48.9114213 -20.7389777)",
357524020,True,2,Rua David de Oliveira,tertiary,,False,86.851,,"LINESTRING (-48.9116371 -20.7380695, -48.9113454 -20.7380154, -48.9108166 -20.7379238)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,101.169,,"LINESTRING (-48.9108166 -20.7379238, -48.9106287 -20.7388165)",
"[907310818, 972065555, 160707484]",True,2,Rua David de Oliveira,tertiary,,False,34.044,yes,"LINESTRING (-48.9108166 -20.7379238, -48.9107656 -20.7379123, -48.9105488 -20.7378765, -48.9104947 -20.7378686)",
160707484,True,2,Rua David de Oliveira,tertiary,,False,29.154,,"LINESTRING (-48.9063035 -20.7369846, -48.90603 -20.736927)",
907678803,True,,Avenida dos Olimpienses,residential,,False,99.874,,"LINESTRING (-48.9063035 -20.7369846, -48.9062776 -20.7370946, -48.9062651 -20.7371479, -48.9060971 -20.7378618)",
160709964,True,,Rua Joaquim Miguel dos Santos,residential,,False,101.726,,"LINESTRING (-48.9125745 -20.7382739, -48.9127959 -20.7373828)",
357524020,True,2,Rua David de Oliveira,tertiary,,False,100.095,,"LINESTRING (-48.9125745 -20.7382739, -48.9116371 -20.7380695)",
160747913,True,,Rua Coronel Francisco Nogueira,residential,,False,102.373,,"LINESTRING (-48.9135294 -20.7384646, -48.9133049 -20.739361)",
357524020,True,2,Rua David de Oliveira,tertiary,,False,101.539,,"LINESTRING (-48.9135294 -20.7384646, -48.9125745 -20.7382739)",
160707484,True,2,Rua David de Oliveira,tertiary,,False,38.786,,"LINESTRING (-48.9104947 -20.7378686, -48.9101283 -20.7378034)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,104.122,,"LINESTRING (-48.9104947 -20.7378686, -48.9106784 -20.7369481)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,98.92,,"LINESTRING (-48.9106287 -20.7388165, -48.9104463 -20.7396896)",
160708006,True,,Rua Nove de Julho,residential,,False,84.349,,"LINESTRING (-48.9106287 -20.7388165, -48.9110019 -20.7388924, -48.9114213 -20.7389777)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,99.522,,"LINESTRING (-48.9103068 -20.7387462, -48.9104947 -20.7378686)",
"[907310816, 972047853, 160708006]",True,,Rua Nove de Julho,residential,,False,34.376000000000005,yes,"LINESTRING (-48.9103068 -20.7387462, -48.9103533 -20.7387563, -48.9105685 -20.738804, -48.9106287 -20.7388165)",
357524014,False,,Rua Nove de Julho,residential,,False,103.274,,"LINESTRING (-48.9060971 -20.7378618, -48.9070629 -20.7380781)",
907678803,True,,Avenida dos Olimpienses,residential,,False,99.033,,"LINESTRING (-48.9060971 -20.7378618, -48.9059118 -20.7387354)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,169.33,,"LINESTRING (-48.9120124 -20.7343882, -48.9125062 -20.7329371)",
907310825,True,,Rua Benjamin Constant,residential,,False,42.666,,"LINESTRING (-48.9120124 -20.7343882, -48.9116116 -20.7343062)",
160743145,False,,Rua Cândido de Lima,residential,,True,75.62,,"LINESTRING (-48.9125062 -20.7329371, -48.9117919 -20.7328098)",
160749019,True,,Avenida Marechal Deodoro,residential,,False,48.071,,"LINESTRING (-48.911833 -20.7352901, -48.912283 -20.735389)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,111.903,,"LINESTRING (-48.911833 -20.7352901, -48.9112134 -20.7361129)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,102.203,,"LINESTRING (-48.9112134 -20.7361129, -48.9110029 -20.7370107)",
"[907310822, 907310821, 357524022]",True,,Rua Floriano Peixoto,residential,,False,36.2,yes,"LINESTRING (-48.9112134 -20.7361129, -48.9111499 -20.7361002, -48.9109437 -20.7360601, -48.9108728 -20.7360457)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,110.268,,"LINESTRING (-48.9108728 -20.7360457, -48.9114468 -20.7352119)",
907310821,True,,Rua Floriano Peixoto,residential,,False,40.39,,"LINESTRING (-48.9108728 -20.7360457, -48.9104933 -20.7359684)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,108.851,,"LINESTRING (-48.9114468 -20.7352119, -48.9120124 -20.7343882)",
"[907310824, 357524012, 907310823]",True,,Avenida Marechal Deodoro,residential,,False,41.095,yes,"LINESTRING (-48.9114468 -20.7352119, -48.9115097 -20.7352248, -48.9117132 -20.7352671, -48.911734 -20.7352718, -48.911833 -20.7352901)",
160749009,True,,Rua General Osório,residential,,False,104.087,,"LINESTRING (-48.9124419 -20.7344648, -48.912283 -20.735389)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,111.495,,"LINESTRING (-48.9124419 -20.7344648, -48.911833 -20.7352901)",
"[357524016, 907310825, 907310826]",True,,Rua Benjamin Constant,residential,,False,45.472,yes,"LINESTRING (-48.9124419 -20.7344648, -48.9123224 -20.7344446, -48.9120987 -20.7344029, -48.9120124 -20.7343882)",
160708006,True,,Rua Nove de Julho,residential,,False,100.965,,"LINESTRING (-48.9123562 -20.7391679, -48.9133049 -20.739361)",
160709964,True,,Rua Joaquim Miguel dos Santos,residential,,False,101.967,,"LINESTRING (-48.9123562 -20.7391679, -48.9125745 -20.7382739)",
327344031,True,2,Avenida Aurora Forti Neves,secondary,60,False,99.917,,"LINESTRING (-48.9101298 -20.7396294, -48.9103068 -20.7387462)",
907310813,True,,Rua Américo Brasiliense,residential,,False,39.706,,"LINESTRING (-48.9101298 -20.7396294, -48.9097554 -20.7395593)",
290921324,True,2,Avenida Aurora Forti Neves,secondary,60,False,105.918,,"LINESTRING (-48.9104463 -20.7396896, -48.9102208 -20.7406185)",
"[907310813, 907310814, 975045335]",True,,Rua Américo Brasiliense,residential,,False,33.587,yes,"LINESTRING (-48.9104463 -20.7396896, -48.9103862 -20.7396775, -48.9101639 -20.7396358, -48.9101298 -20.7396294)",
635038047,False,,Rua Diógenes Brêda,residential,,True,55.587,,"LINESTRING (-48.913425 -20.7346503, -48.9135226 -20.7341588)",
357524016,True,,Rua Benjamin Constant,residential,,False,104.30199999999999,,"LINESTRING (-48.913425 -20.7346503, -48.9125137 -20.734481, -48.9124419 -20.7344648)",
