osmid,oneway,name,highway,reversed,length,ref,geometry,lanes,bridge
260301095,True,Rua Doutor Cândido,residential,False,81.859,,"LINESTRING (-44.6061901 -19.8599825, -44.6069491 -19.8601624)",,
744798463,False,Avenida Alano Melgaço,tertiary,False,305.606,MG-431,"LINESTRING (-44.6061901 -19.8599825, -44.6062892 -19.8597802, -44.6064502 -19.859596, -44.6065896 -19.8594421, -44.6071261 -19.8589326, -44.6073997 -19.8586614, -44.607511 -19.8585416, -44.6080153 -19.8578989, -44.6080401 -19.8578712)",,
744798463,False,Avenida Alano Melgaço,tertiary,True,55.34,MG-431,"LINESTRING (-44.6061901 -19.8599825, -44.606123 -19.8602116, -44.6060667 -19.8604662)",,
733407547,False,Rua Fernando Otávio,tertiary,False,62.45,,"LINESTRING (-44.6095293 -19.8574819, -44.6098728 -19.8570225)",,
733407547,False,Rua Fernando Otávio,tertiary,True,58.173,,"LINESTRING (-44.6095293 -19.8574819, -44.6091806 -19.8578895)",,
268654143,False,Rua Alferes Reo,tertiary,True,113.625,,"LINESTRING (-44.6095293 -19.8574819, -44.6103863 -19.8574732, -44.6106157 -19.8574745)",,
261320130,True,Rua Manoel Batista,residential,False,56.218999999999994,,"LINESTRING (-44.6081534 -19.8585706, -44.6084914 -19.8583221, -44.608585 -19.8582704)",,
1238465177,True,Rua Major Fidélis,residential,False,219.768,,"LINESTRING (-44.6081534 -19.8585706, -44.6088105 -19.8591029, -44.609752 -19.8598534)",,
260301096,False,Rua Doutor Cândido,residential,False,41.878,,"LINESTRING (-44.6073367 -19.860257, -44.6069491 -19.8601624)",,
261320131,True,Rua São José,residential,False,25.045,,"LINESTRING (-44.6073367 -19.860257, -44.6073904 -19.8600375)",,
261320131,True,Rua São José,residential,False,82.9,,"LINESTRING (-44.6069048 -19.8617328, -44.6071065 -19.8610118)",,
260300434,True,Rua Major Silvino Silva,residential,False,59.44799999999999,,"LINESTRING (-44.6069048 -19.8617328, -44.607043 -19.8616571, -44.6070899 -19.8616445, -44.6071462 -19.8616407, -44.607444 -19.8616947)",,
261018467,True,Avenida Argentina,primary,False,52.822,,"LINESTRING (-44.608585 -19.8582704, -44.6083114 -19.8578711)",2,
850108322,True,Rua Manoel Batista,tertiary,False,12.119,,"LINESTRING (-44.608585 -19.8582704, -44.6086869 -19.8582185)",,
261320124,True,Praça Afonso Pena,residential,False,23.705,,"LINESTRING (-44.6074547 -19.8597411, -44.6076101 -19.8598963)",,
261320130,True,Rua Manoel Batista,residential,False,149.582,,"LINESTRING (-44.6074547 -19.8597411, -44.6074735 -19.8596982, -44.6075016 -19.8596402, -44.6078919 -19.8589313, -44.6080032 -19.8587661, -44.6081534 -19.8585706)",,
260300432,True,Praça Padre José Pereira Coelho,residential,False,61.251,,"LINESTRING (-44.6085839 -19.8609507, -44.6081207 -19.8612878)",,
261317366,False,Rua Major Manoel Antônio,residential,True,56.938,,"LINESTRING (-44.6085839 -19.8609507, -44.6086308 -19.8609961, -44.6089768 -19.8613051)",,
260300432,True,Praça Padre José Pereira Coelho,residential,False,45.8,,"LINESTRING (-44.6083103 -19.8606291, -44.6085115 -19.8608675, -44.6085839 -19.8609507)",,
260300433,True,Praça Cônego Gabriel Hugo Costa Bittencourt,residential,False,88.871,,"LINESTRING (-44.6081521 -19.8607969, -44.6076849 -19.8601293)",,
260300432,True,Praça Padre José Pereira Coelho,residential,False,24.978,,"LINESTRING (-44.6081521 -19.8607969, -44.6082419 -19.8606922, -44.6083103 -19.8606291)",,
261320124,True,Praça Afonso Pena,residential,False,14.159,,"LINESTRING (-44.6076849 -19.8601293, -44.6075707 -19.8601977)",,
271589236,False,Praça Cônego Gabriel Hugo Costa Bittencourt,residential,False,12.074,,"LINESTRING (-44.6076849 -19.8601293, -44.6077663 -19.8600523)",,
260300432,True,Praça Padre José Pereira Coelho,residential,False,109.018,,"LINESTRING (-44.6075378 -19.861589, -44.6081521 -19.8607969)",,
261320129,True,Rua Benedito Valadares,residential,False,18.45,,"LINESTRING (-44.6077531 -19.8616848, -44.6076495 -19.8618191)",,
260300432,True,Praça Padre José Pereira Coelho,residential,False,28.871,,"LINESTRING (-44.6077531 -19.8616848, -44.6076746 -19.8616974, -44.6076317 -19.8616924, -44.6075901 -19.8616678, -44.6075566 -19.8616457, -44.6075378 -19.861589)",,
260300435,True,Praça Padre José Pereira Coelho,residential,False,15.309,,"LINESTRING (-44.607444 -19.8616947, -44.6075378 -19.861589)",,
