osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,bridge,lanes,junction
666867674,True,primary_link,False,105.863,"LINESTRING (-44.4255956 -20.1995002, -44.4255044 -20.1997148, -44.4252925 -20.2001308, -44.4252549 -20.2002277, -44.4252415 -20.2002906, -44.4252343 -20.200383)",,,,,,
666867681,True,primary,False,141.203,"LINESTRING (-44.4255956 -20.1995002, -44.4254681 -20.1996563, -44.4253086 -20.199864, -44.4250363 -20.2002793, -44.424925 -20.2004492, -44.4248606 -20.2005644)",MG-431,Rodovia Nilo Penido,60,,,
"[666867682, 666867670, 876139551]",False,primary,False,128.579,"LINESTRING (-44.4235088 -20.2016021, -44.4234357 -20.2016059, -44.4232017 -20.2015996, -44.4230206 -20.201582, -44.4228825 -20.201558, -44.4226854 -20.2015002, -44.4225526 -20.2014284, -44.4223541 -20.2012976)",MG-431,Rodovia Nilo Penido,"['60', '80']",yes,2,
666867680,True,primary,False,79.792,"LINESTRING (-44.4235088 -20.2016021, -44.4236764 -20.2015379, -44.4237703 -20.2014895, -44.4238421 -20.2014492, -44.4240345 -20.2013, -44.4241378 -20.2012069)",MG-431,Rodovia Nilo Penido,60,,,
480241083,False,residential,True,120.777,"LINESTRING (-44.4180237 -20.1984618, -44.4188645 -20.1992082)",,Rua Sergipe,,,,
475611436,False,tertiary,True,147.635,"LINESTRING (-44.4180237 -20.1984618, -44.4182101 -20.1984266, -44.4184595 -20.1984241, -44.4186983 -20.198448, -44.4189477 -20.1985147, -44.4193836 -20.1986934)",,Rua Fernão Dias,,,,
475611904,False,tertiary,False,31.163,"LINESTRING (-44.4226103 -20.1991541, -44.4223206 -20.1992221)",,Rua Sete de Setembro,,,,
746629086,False,tertiary,False,18.385,"LINESTRING (-44.4226103 -20.1991541, -44.4225848 -20.1989905)",,Rua José Gonçalves de Resende,,,,
475611905,False,residential,True,141.091,"LINESTRING (-44.4226103 -20.1991541, -44.4226465 -20.1993718, -44.4227363 -20.1998136, -44.4228771 -20.2003976)",,Rua José Gonçalves de Resende,,,,
511779974,True,tertiary,False,64.317,"LINESTRING (-44.4223286 -20.1980037, -44.4218994 -20.1975886)",,Praça Antônio Quirino da Silva,,,,
