osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction
240952079,SC-350,Rua Deputado Albino Zeni,secondary,False,False,63.885999999999996,"LINESTRING (-49.6033615 -27.4093462, -49.6033725 -27.4092301, -49.6034071 -27.4087731)",,
241034595,SC-281,Rua Estados Unidos,secondary,False,True,230.096,"LINESTRING (-49.6033615 -27.4093462, -49.6032903 -27.4093416, -49.6010369 -27.4091933)",,
314760935,SC-281,Rua Nelson Rosa Brasil,tertiary,False,False,123.25800000000001,"LINESTRING (-49.6033615 -27.4093462, -49.6034907 -27.4093536, -49.6038579 -27.4093767, -49.6046071 -27.4094237)",,
424378463,SC-350,Rua Deputado Albino Zeni,secondary,False,True,65.331,"LINESTRING (-49.6033615 -27.4093462, -49.603354 -27.409439, -49.6033186 -27.4099325)",,
240952105,,Rua Frei Gaspar,residential,False,False,241.353,"LINESTRING (-49.5985322 -27.4106466, -49.6009733 -27.4107698)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,False,179.498,"LINESTRING (-49.5985322 -27.4106466, -49.5986127 -27.410364, -49.5986797 -27.4100556, -49.5987216 -27.4095066, -49.5987411 -27.4090485)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,True,189.835,"LINESTRING (-49.5985322 -27.4106466, -49.5982667 -27.4113164, -49.5982047 -27.4114909, -49.598164 -27.4116072, -49.5979289 -27.4122674)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,False,30.034,"LINESTRING (-49.5977029 -27.4128199, -49.5978067 -27.412566)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,True,11.183,"LINESTRING (-49.5977029 -27.4128199, -49.5976595 -27.4129128)",,
921185321,,Rua Jorge Lacerda,primary,True,False,25.857,"LINESTRING (-49.5977029 -27.4128199, -49.5978065 -27.412865, -49.5979299 -27.4129352)",,
241034595,SC-281,Rua Estados Unidos,secondary,False,False,227.196,"LINESTRING (-49.5987411 -27.4090485, -49.6010369 -27.4091933)",,
422100800,SC-281,Rua Estados Unidos,residential,False,True,116.389,"LINESTRING (-49.5987411 -27.4090485, -49.5975669 -27.4089535)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,False,65.02,"LINESTRING (-49.5987411 -27.4090485, -49.5987742 -27.4084645)",,
423990306,SC-110,Rua Prefeito Virgílio Scheller,primary,False,True,179.498,"LINESTRING (-49.5987411 -27.4090485, -49.5987216 -27.4095066, -49.5986797 -27.4100556, -49.5986127 -27.410364, -49.5985322 -27.4106466)",,
240952105,,Rua Frei Gaspar,residential,False,False,101.145,"LINESTRING (-49.6009733 -27.4107698, -49.6019963 -27.4108215)",,
240952105,,Rua Frei Gaspar,residential,False,True,241.353,"LINESTRING (-49.6009733 -27.4107698, -49.5985322 -27.4106466)",,
316775288,,Rua Bolívia,residential,False,True,63.544,"LINESTRING (-49.6009733 -27.4107698, -49.6009962 -27.4101987)",,
316775288,,Rua Bolívia,residential,False,False,108.243,"LINESTRING (-49.6009733 -27.4107698, -49.6009593 -27.4111762, -49.6009337 -27.4117426)",,
240952053,,Rua Uruguai,residential,False,False,237.703,"LINESTRING (-49.6013371 -27.4067, -49.5989305 -27.4066277)",,
240952053,,Rua Uruguai,residential,False,True,16.775,"LINESTRING (-49.6013371 -27.4067, -49.601507 -27.4066968)",,
