osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,bridge
691836205,True,Rua Doutor Oscar Vidal,residential,30,False,76.46,,,"LINESTRING (-43.3176702 -21.8680107, -43.3170891 -21.8684373)",
447837330,False,Avenida Cardoso Saraiva,primary,40,False,106.268,2,LMG-874,"LINESTRING (-43.3176702 -21.8680107, -43.3174758 -21.8677007, -43.3173832 -21.8674991, -43.3172585 -21.8671394)",
447837330,False,Avenida Cardoso Saraiva,primary,40,True,177.155,2,LMG-874,"LINESTRING (-43.3176702 -21.8680107, -43.3181678 -21.8685508, -43.3185084 -21.8688981, -43.3186251 -21.8690163, -43.3187994 -21.8692104)",
"[691836204, 873871757, 873871758]",False,Rua Alberto José Travinick,residential,30,False,103.356,,,"LINESTRING (-43.3176702 -21.8680107, -43.3181564 -21.8676485, -43.3182415 -21.8675838, -43.3184249 -21.8674487, -43.3184481 -21.8674257)",yes
341004346,False,Rua Alberto José Travinick,residential,30,False,102.996,,,"LINESTRING (-43.3184481 -21.8674257, -43.3192577 -21.866884)",
341004348,False,Rua Solano Braga,residential,30,False,62.778,,,"LINESTRING (-43.3184481 -21.8674257, -43.3188432 -21.867855)",
341004347,False,Rua Solano Braga,residential,,False,186.705,,,"LINESTRING (-43.3184481 -21.8674257, -43.318428 -21.8673398, -43.31844 -21.867244, -43.3185916 -21.8666416, -43.3185969 -21.8665582, -43.318554 -21.8664872, -43.3183502 -21.8662358, -43.3183274 -21.8661251, -43.3183341 -21.8658413)",
"[691836204, 873871757, 873871758]",False,Rua Alberto José Travinick,residential,30,True,103.356,,,"LINESTRING (-43.3184481 -21.8674257, -43.3184249 -21.8674487, -43.3182415 -21.8675838, -43.3181564 -21.8676485, -43.3176702 -21.8680107)",yes
341004347,False,Rua Solano Braga,residential,,True,186.705,,,"LINESTRING (-43.3183341 -21.8658413, -43.3183274 -21.8661251, -43.3183502 -21.8662358, -43.318554 -21.8664872, -43.3185969 -21.8665582, -43.3185916 -21.8666416, -43.31844 -21.867244, -43.318428 -21.8673398, -43.3184481 -21.8674257)",
341004348,False,Rua Solano Braga,residential,30,True,20.863,,,"LINESTRING (-43.320089 -21.8695599, -43.3199883 -21.8693972)",
404334281,False,,residential,,False,141.486,,,"LINESTRING (-43.320089 -21.8695599, -43.3214439 -21.8697548)",
341004348,False,Rua Solano Braga,residential,30,False,348.98900000000003,,,"LINESTRING (-43.320089 -21.8695599, -43.3208882 -21.8711034, -43.3215853 -21.8723743)",
691836196,False,Rua Solano Braga,residential,30,False,24.473,,,"LINESTRING (-43.3215853 -21.8723743, -43.3218223 -21.8723661)",
341004348,False,Rua Solano Braga,residential,30,True,348.98900000000003,,,"LINESTRING (-43.3215853 -21.8723743, -43.3208882 -21.8711034, -43.320089 -21.8695599)",
"[898547881, 898547882, 404334279]",False,Rua Doutor Luiz de Souza Brandão,residential,30,False,73.71000000000001,,,"LINESTRING (-43.3215853 -21.8723743, -43.3213567 -21.8723804, -43.3211821 -21.872427, -43.3211258 -21.8724445, -43.3210401 -21.8724711, -43.3208939 -21.8725166)",yes
341004349,False,Rua Doutor José Procópio Teixira,residential,,False,44.176,,,"LINESTRING (-43.3227544 -21.8730114, -43.3223595 -21.8731648)",
691836196,False,Rua Solano Braga,residential,30,True,120.123,,,"LINESTRING (-43.3227544 -21.8730114, -43.3220579 -21.8725032, -43.3218223 -21.8723661)",
341004349,False,Rua Doutor José Procópio Teixira,residential,,True,44.176,,,"LINESTRING (-43.3223595 -21.8731648, -43.3227544 -21.8730114)",
447847264,False,Rua João de Castro,residential,30,True,119.038,,,"LINESTRING (-43.3152679 -21.8687725, -43.3151951 -21.8677041)",
341004351,False,Rua Doutor Elói de Andrade,residential,30,False,221.997,,,"LINESTRING (-43.3172585 -21.8671394, -43.3151951 -21.8677041)",
447837330,False,Avenida Cardoso Saraiva,primary,40,False,253.954,2,LMG-874,"LINESTRING (-43.3172585 -21.8671394, -43.3172384 -21.8670772, -43.3171579 -21.8668096, -43.3171083 -21.8666789, -43.3170305 -21.8664636, -43.3169594 -21.8662657, -43.3169018 -21.8660454, -43.3168012 -21.8657815, -43.3166966 -21.8654281, -43.3165585 -21.8652277, -43.3164096 -21.8650124)",
447837330,False,Avenida Cardoso Saraiva,primary,40,True,106.268,2,LMG-874,"LINESTRING (-43.3172585 -21.8671394, -43.3173832 -21.8674991, -43.3174758 -21.8677007, -43.3176702 -21.8680107)",
341004351,False,Rua Doutor Elói de Andrade,residential,30,True,221.997,,,"LINESTRING (-43.3151951 -21.8677041, -43.3172585 -21.8671394)",
447847264,False,Rua João de Castro,residential,30,False,119.038,,,"LINESTRING (-43.3151951 -21.8677041, -43.3152679 -21.8687725)",
341005279,False,Rua Doutor José Mariano,residential,30,False,279.09000000000003,,,"LINESTRING (-43.3170891 -21.8684373, -43.3175308 -21.8690387, -43.3181678 -21.8698489, -43.3186361 -21.8704956)",
691836205,True,Rua Doutor Oscar Vidal,residential,30,False,192.992,,,"LINESTRING (-43.3170891 -21.8684373, -43.3168804 -21.8685433, -43.3167328 -21.8685794, -43.3161333 -21.8686641, -43.3152679 -21.8687725)",
341312874,False,Rua Tiradentes,residential,30,True,91.734,,,"LINESTRING (-43.31982 -21.8720755, -43.3201858 -21.8728274)",
447839180,False,Rua Evaristo G Simas,residential,30,True,14.349,,,"LINESTRING (-43.31982 -21.8720755, -43.3197085 -21.8721526)",
447839254,True,Rua Evaristo G Simas,residential,30,False,83.168,,,"LINESTRING (-43.31982 -21.8720755, -43.3201969 -21.8718216, -43.3204899 -21.8716611)",
341312874,False,Rua Tiradentes,residential,30,False,91.734,,,"LINESTRING (-43.3201858 -21.8728274, -43.31982 -21.8720755)",
341312874,False,Rua Tiradentes,residential,30,True,93.648,,,"LINESTRING (-43.3201858 -21.8728274, -43.3205012 -21.8736171)",
447839180,False,Rua Evaristo G Simas,residential,30,False,65.58,,,"LINESTRING (-43.3201858 -21.8728274, -43.3196079 -21.8730728)",
341005280,True,Rua Joaquim Murtinho,residential,30,False,80.83,,,"LINESTRING (-43.3208939 -21.8725166, -43.3201858 -21.8728274)",
447837330,False,Avenida Cardoso Saraiva,primary,40,False,103.885,2,LMG-874,"LINESTRING (-43.3208939 -21.8725166, -43.3207457 -21.8721787, -43.3204899 -21.8716611)",
"[898547881, 898547882, 404334279]",False,Rua Doutor Luiz de Souza Brandão,residential,30,True,73.71000000000001,,,"LINESTRING (-43.3208939 -21.8725166, -43.3210401 -21.8724711, -43.3211258 -21.8724445, -43.3211821 -21.872427, -43.3213567 -21.8723804, -43.3215853 -21.8723743)",yes
"[341312865, 447839587]",False,"['Rua do Rosario', 'Rua Joaquim Murtinho']",residential,30,False,32.951,,,"LINESTRING (-43.3207873 -21.8734859, -43.3205844 -21.8735737, -43.3205012 -21.8736171)",
447839180,False,Rua Evaristo G Simas,residential,30,True,65.58,,,"LINESTRING (-43.3196079 -21.8730728, -43.3201858 -21.8728274)",
447839180,False,Rua Evaristo G Simas,residential,30,False,335.93800000000005,,,"LINESTRING (-43.3196079 -21.8730728, -43.3186761 -21.8734644, -43.3185406 -21.8734619, -43.3184601 -21.8734109, -43.3183971 -21.8733051, -43.3183984 -21.873203, -43.3184387 -21.8730836, -43.3185285 -21.8729691, -43.3197085 -21.8721526)",
447837330,False,Avenida Cardoso Saraiva,primary,40,False,292.565,2,LMG-874,"LINESTRING (-43.3204899 -21.8716611, -43.3203846 -21.8714505, -43.320151 -21.870986, -43.3199242 -21.8705218, -43.3196524 -21.870129, -43.3193104 -21.8697319, -43.3191548 -21.8695564, -43.3190207 -21.8694345)",
447837330,False,Avenida Cardoso Saraiva,primary,40,True,103.885,2,LMG-874,"LINESTRING (-43.3204899 -21.8716611, -43.3207457 -21.8721787, -43.3208939 -21.8725166)",
691836196,False,Rua Solano Braga,residential,30,True,24.473,,,"LINESTRING (-43.3218223 -21.8723661, -43.3215853 -21.8723743)",
691836196,False,Rua Solano Braga,residential,30,False,120.123,,,"LINESTRING (-43.3218223 -21.8723661, -43.3220579 -21.8725032, -43.3227544 -21.8730114)",
404334281,False,,residential,,True,65.0,,,"LINESTRING (-43.3220646 -21.8698543, -43.3214439 -21.8697548)",
404334282,False,,residential,,True,444.00799999999987,,,"LINESTRING (-43.3220646 -21.8698543, -43.3223534 -21.8711066, -43.3223869 -21.8712733, -43.3223674 -21.8713648, -43.3223286 -21.8714239, -43.3222286 -21.8714992, -43.3221012 -21.871544, -43.3219671 -21.8715465, -43.3218786 -21.8715135, -43.3215903 -21.8713051, -43.3215232 -21.8712242, -43.321487 -21.8711246, -43.3214843 -21.8709516, -43.3215078 -21.8701314, -43.3214897 -21.869974, -43.3214439 -21.8697548)",
404334282,False,,residential,,False,172.521,,,"LINESTRING (-43.3220646 -21.8698543, -43.3219859 -21.8694955, -43.3219484 -21.8691731, -43.3219001 -21.8686031, -43.3218652 -21.8683156)",
404334281,False,,residential,,False,65.0,,,"LINESTRING (-43.3214439 -21.8697548, -43.3220646 -21.8698543)",
