osmid,oneway,ref,name,highway,reversed,length,geometry,junction
865657373,True,GO-534,Avenida A,primary,False,14.92,"LINESTRING (-47.6090415 -15.4537916, -47.6089181 -15.4537295)",
308828601,True,GO-534,,primary,False,80.349,"LINESTRING (-47.6090415 -15.4537916, -47.6089516 -15.453923, -47.6086856 -15.4544267)",
865657367,True,GO-534,Rua Seis,primary,False,130.091,"LINESTRING (-47.6128929 -15.4543954, -47.6134037 -15.4533341)",
159045936,True,,,primary,False,14.555,"LINESTRING (-47.6128929 -15.4543954, -47.6129211 -15.4543891, -47.6129499 -15.4543923, -47.6129759 -15.4544045, -47.6129962 -15.4544244, -47.6130046 -15.4544419)",roundabout
159045936,True,,,primary,False,0.797,"LINESTRING (-47.6128437 -15.4544939, -47.6128427 -15.4544868)",roundabout
159045930,True,,,tertiary,False,154.872,"LINESTRING (-47.6126822 -15.4564722, -47.6120091 -15.456135, -47.6113931 -15.455843)",
159049694,True,,Rua Cinco,residential,False,19.175,"LINESTRING (-47.6126822 -15.4564722, -47.6126993 -15.4564258, -47.612717 -15.4564009, -47.6127331 -15.4563844, -47.6127609 -15.4563757, -47.6128046 -15.4563782)",
159045930,True,,,tertiary,False,78.518,"LINESTRING (-47.6134753 -15.4568519, -47.6128193 -15.4565375)",
159045911,True,,,tertiary,False,16.454,"LINESTRING (-47.6134753 -15.4568519, -47.6134868 -15.4567723, -47.613525 -15.4567156)",roundabout
159045911,True,,,tertiary,False,6.089,"LINESTRING (-47.6135041 -15.4568991, -47.6134753 -15.4568519)",roundabout
308828630,True,,,tertiary,False,166.181,"LINESTRING (-47.6115071 -15.4607734, -47.6121831 -15.4594284)",
308828554,True,,,tertiary,False,25.61,"LINESTRING (-47.6115071 -15.4607734, -47.6115522 -15.4607582, -47.6116 -15.4607585, -47.611645 -15.4607741, -47.611682 -15.4608032, -47.6117068 -15.4608426)",roundabout
308828554,True,,,tertiary,False,6.128,"LINESTRING (-47.6117068 -15.4608426, -47.6117162 -15.4608827, -47.6117163 -15.4608967)",roundabout
308828554,True,,,tertiary,False,2.684,"LINESTRING (-47.6114375 -15.4609217, -47.6114361 -15.4608976)",roundabout
308828554,True,,,tertiary,False,26.896,"LINESTRING (-47.6116343 -15.4610161, -47.6115941 -15.4610273, -47.6115523 -15.4610267, -47.6115125 -15.4610142, -47.6114782 -15.4609911, -47.6114525 -15.4609593, -47.6114375 -15.4609217)",roundabout
308828647,True,,,tertiary,False,2.384,"LINESTRING (-47.6123594 -15.4612134, -47.6123809 -15.4612079)",roundabout
308828647,True,,,tertiary,False,14.295,"LINESTRING (-47.6125092 -15.4612898, -47.6125085 -15.4613219, -47.6124974 -15.4613522, -47.6124769 -15.4613776, -47.6124492 -15.4613955)",roundabout
308828574,True,,,tertiary,False,78.705,"LINESTRING (-47.6123039 -15.4613291, -47.6116506 -15.4610058)",
308828647,True,,,tertiary,False,15.268,"LINESTRING (-47.6123039 -15.4613291, -47.6123011 -15.4613078, -47.6123042 -15.461279, -47.6123157 -15.4612522, -47.6123346 -15.4612297, -47.6123594 -15.4612134)",roundabout
308828647,True,,,tertiary,False,11.814,"LINESTRING (-47.6124177 -15.461404, -47.6123824 -15.4614021, -47.6123497 -15.461389, -47.6123234 -15.4613662, -47.6123215 -15.4613627)",roundabout
308828638,True,,,tertiary,False,5.638,"LINESTRING (-47.6058086 -15.4530417, -47.6058572 -15.4530611)",
865657370,True,GO-534,Avenida A,primary,False,144.154,"LINESTRING (-47.6083302 -15.4531949, -47.609536 -15.4537693)",
159049608,False,,Rua I,residential,False,82.526,"LINESTRING (-47.6100895 -15.4531996, -47.6097609 -15.4538708)",
159049608,False,,Rua I,residential,True,82.526,"LINESTRING (-47.6097609 -15.4538708, -47.6100895 -15.4531996)",
865657370,True,GO-534,Avenida A,primary,False,42.004,"LINESTRING (-47.6097609 -15.4538708, -47.6101152 -15.4540323)",
159049679,False,,Rua L,residential,False,83.234,"LINESTRING (-47.6114643 -15.4538456, -47.6111383 -15.454525)",
697637179,True,,Rua Um,tertiary,False,20.425,"LINESTRING (-47.6114643 -15.4538456, -47.611293 -15.4537651)",
159049634,False,,,residential,False,80.399,"LINESTRING (-47.6104293 -15.4544501, -47.6100905 -15.4550952)",
865657373,True,GO-534,Avenida A,primary,False,57.563,"LINESTRING (-47.6104293 -15.4544501, -47.609944 -15.4542283)",
159049679,False,,Rua L,residential,True,83.234,"LINESTRING (-47.6111383 -15.454525, -47.6114643 -15.4538456)",
865657370,True,GO-534,Avenida A,primary,False,11.025,"LINESTRING (-47.6111383 -15.454525, -47.6112286 -15.4545725)",
159049784,False,,Rua G,residential,False,81.11,"LINESTRING (-47.6042483 -15.4546504, -47.6049309 -15.4549654)",
