osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction
8142096,True,Rua João Pessoa,primary,False,58.922000000000004,"LINESTRING (-40.8368522 -14.8540243, -40.8368795 -14.8540544, -40.837104 -14.8543409, -40.8371403 -14.8543728, -40.8371971 -14.8544351)",,,
867506313,True,Rua Siqueira Campos,tertiary,False,167.642,"LINESTRING (-40.8368522 -14.8540243, -40.8369393 -14.8538891, -40.8372493 -14.8533918, -40.8376574 -14.8527331)",2,,
195304945,False,Travessa Lehar David,residential,True,56.237,"LINESTRING (-40.8376574 -14.8527331, -40.8380794 -14.8530321)",,,
867506313,True,Rua Siqueira Campos,tertiary,False,55.66,"LINESTRING (-40.8376574 -14.8527331, -40.8379256 -14.8523049)",2,,
4367044,True,Rua Lions Clube,primary,False,109.19,"LINESTRING (-40.8371971 -14.8544351, -40.8372338 -14.8544819, -40.8373325 -14.85461, -40.8374609 -14.8547597, -40.8378045 -14.8552218)",,,
867506311,True,Avenida Vivaldo Mendes Ferraz,primary,False,59.550000000000004,"LINESTRING (-40.8371971 -14.8544351, -40.8371482 -14.8545126, -40.8371213 -14.8545637, -40.8369806 -14.8547907, -40.8369642 -14.8548293, -40.8369235 -14.8549002)",2,,
4358597,True,Avenida São Geraldo,primary,False,10.61,"LINESTRING (-40.8384163 -14.855687, -40.8383198 -14.8556669)",,,
137141243,False,Avenida São Geraldo,primary,False,11.791,"LINESTRING (-40.8384163 -14.855687, -40.8385112 -14.8557402)",,,
776442651,False,Rua Guilherme Novais,tertiary,False,5.436,"LINESTRING (-40.8402908 -14.8566643, -40.8403172 -14.8566226)",2,,
137141240,True,Avenida São Geraldo,primary,False,80.68100000000001,"LINESTRING (-40.8402908 -14.8566643, -40.8400345 -14.8565267, -40.8398475 -14.8564287, -40.8397394 -14.8563718, -40.8396274 -14.8563258)",,,
137141246,False,Rua Guilherme Novais,tertiary,True,133.428,"LINESTRING (-40.8402908 -14.8566643, -40.840262 -14.8567099, -40.8402472 -14.8567374, -40.8402371 -14.8567698, -40.8401936 -14.8570025, -40.8401539 -14.857251, -40.8400819 -14.8577244, -40.8400664 -14.8578387)",2,,
4358598,True,Praça Vítor Brito,primary,False,93.48700000000001,"LINESTRING (-40.8415273 -14.8573992, -40.8413778 -14.857451, -40.8412443 -14.8574731, -40.8411223 -14.8574782, -40.841013 -14.8574569, -40.8409479 -14.857418, -40.8409003 -14.8573538, -40.8408775 -14.8572851, -40.8408782 -14.8572307, -40.8408815 -14.8571798)",2,,
"[4358598, 334611982]",True,Praça Vítor Brito,primary,False,77.67,"LINESTRING (-40.8411592 -14.8569396, -40.8412121 -14.8569008, -40.8412403 -14.8568709, -40.8412705 -14.8568249, -40.8412866 -14.8567867, -40.8413006 -14.8567471, -40.841306 -14.8567121, -40.8412991 -14.8566746, -40.8412778 -14.8566266, -40.8412443 -14.856565, -40.841196 -14.8564788, -40.8411224 -14.8563322)",2,,
8579270,True,Rua São Pedro,tertiary,False,58.38,"LINESTRING (-40.8414884 -14.8561317, -40.8420297 -14.856088)",2,,
"[4358598, 334611982]",True,Praça Vítor Brito,primary,False,69.87,"LINESTRING (-40.8414884 -14.8561317, -40.841536 -14.8561586, -40.8415722 -14.85618, -40.8416 -14.8561979, -40.8416208 -14.8562257, -40.8416322 -14.8562679, -40.8416358 -14.8563215, -40.8416389 -14.8565825, -40.8416485 -14.8566912)",2,,
332051118,True,Avenida Fernando Spínola,secondary,False,123.385,"LINESTRING (-40.8439218 -14.8575767, -40.8429964 -14.8571313, -40.8428945 -14.8570814)",2,,
332051118,True,Avenida Fernando Spínola,secondary,False,88.321,"LINESTRING (-40.8454724 -14.8584497, -40.8448345 -14.8580723, -40.8447706 -14.8580365)",2,,
137141243,False,Avenida São Geraldo,primary,True,11.791,"LINESTRING (-40.8385112 -14.8557402, -40.8384163 -14.855687)",,,
137141243,False,Avenida São Geraldo,primary,False,48.178000000000004,"LINESTRING (-40.8385112 -14.8557402, -40.838577 -14.8557722, -40.8389073 -14.855943)",,,
685769368,True,Rua Leonídio Oliveira,residential,False,110.633,"LINESTRING (-40.8378004 -14.8565259, -40.8383198 -14.8556669)",,,
