osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
355729193,2,SC-340,Rua Niterói,secondary,False,True,84.127,"LINESTRING (-49.6228391 -27.0465979, -49.6234457 -27.0465377, -49.6235651 -27.046506, -49.6236586 -27.0464471)",,
452332022,1,SC-340,Rua Niterói,secondary,True,False,26.591,"LINESTRING (-49.6228391 -27.0465979, -49.6227926 -27.0466274, -49.6227521 -27.0466633, -49.6227087 -27.0467201, -49.6226804 -27.046784)",,
355729193,2,SC-340,Rua Niterói,secondary,False,False,84.127,"LINESTRING (-49.6236586 -27.0464471, -49.6235651 -27.046506, -49.6234457 -27.0465377, -49.6228391 -27.0465979)",,
"[355729192, 355729193, 452332021]",2,SC-340,Rua Niterói,secondary,False,True,163.758,"LINESTRING (-49.6236586 -27.0464471, -49.6237448 -27.0463783, -49.6238313 -27.046277, -49.6241812 -27.0456032, -49.6242915 -27.0453363, -49.6243372 -27.0451246)",yes,
315782518,,,Rua Mirador,residential,False,False,69.746,"LINESTRING (-49.6213417 -27.0416442, -49.622044 -27.0416906)",,
315782516,2,,Avenida José Prachthauser,residential,False,False,176.167,"LINESTRING (-49.6213417 -27.0416442, -49.621325 -27.0415829, -49.6209235 -27.0401043)",,
452332042,2,SC-340,Rua Curt Hering,secondary,True,False,212.165,"LINESTRING (-49.6213417 -27.0416442, -49.6214209 -27.0420109, -49.6217907 -27.0433668, -49.6218195 -27.0435037)",,50
452332026,,,Rua Henrique Fuerbringer,secondary,True,False,15.591999999999999,"LINESTRING (-49.6193412 -27.0416412, -49.6193647 -27.0416096, -49.6193911 -27.0415799, -49.6194155 -27.0415561, -49.6194418 -27.041534)",,
452332027,,,Rua Henrique Fuerbringer,secondary,True,False,14.935000000000002,"LINESTRING (-49.6193412 -27.0416412, -49.6193231 -27.0416077, -49.6193028 -27.0415753, -49.6192847 -27.04155, -49.6192652 -27.0415255)",,
924714566,,,Rua Herbert Zink,residential,True,False,183.785,"LINESTRING (-49.6212987 -27.0465014, -49.621316 -27.0458182, -49.6214461 -27.0457607, -49.6222995 -27.0457006, -49.6223864 -27.0456945)",,
315782558,,,Rua Engenheiro Ehremberger,residential,False,True,38.21,"LINESTRING (-49.6173188 -27.0466077, -49.617302 -27.046951)",,
315782558,,,Rua Engenheiro Ehremberger,residential,False,False,171.032,"LINESTRING (-49.6173188 -27.0466077, -49.6173332 -27.0457415, -49.6173388 -27.045185, -49.61734 -27.0450697)",,
1068979501,,,Rua Tiradentes,residential,False,True,100.719,"LINESTRING (-49.6173188 -27.0466077, -49.6180187 -27.0466368, -49.6183347 -27.0466499)",,
314860112,,,Rua Tiradentes,residential,False,False,90.795,"LINESTRING (-49.6192505 -27.046688, -49.6191711 -27.0466847, -49.6183347 -27.0466499)",,
452332019,,,Travessa Luiz Rigo,residential,True,False,204.713,"LINESTRING (-49.6192505 -27.046688, -49.6193367 -27.0466891, -49.6199602 -27.0466972, -49.6202351 -27.0466721, -49.6212112 -27.0465212, -49.6212987 -27.0465014)",,
649666502,2,SC-340,Rua Henrique Fuerbringer,secondary,True,False,170.66699999999997,"LINESTRING (-49.6192505 -27.046688, -49.6192534 -27.0465768, -49.6192871 -27.0453276, -49.6192918 -27.0451536)",,50
315782558,,,Rua Engenheiro Ehremberger,residential,False,True,154.312,"LINESTRING (-49.6173788 -27.0414459, -49.6173642 -27.0428336)",,
