osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
395474836,True,3,Rua Marechal Deodoro,primary,40,False,80.495,"LINESTRING (-52.0271083 -27.233124, -52.0262955 -27.2331658)",,,
239443995,False,,Rua Emílio Kerber,residential,,False,135.085,"LINESTRING (-52.0192891 -27.2297144, -52.0184863 -27.2306974)",,,
239443995,False,,Rua Emílio Kerber,residential,,True,5.611,"LINESTRING (-52.0192891 -27.2297144, -52.0193225 -27.2296736)",,,
292816074,True,,Rua Marechal Deodoro,tertiary,40,False,7.616,"LINESTRING (-52.0192891 -27.2297144, -52.0192571 -27.2296521)",,,
239443995,False,,Rua Emílio Kerber,residential,,False,5.611,"LINESTRING (-52.0193225 -27.2296736, -52.0192891 -27.2297144)",,,
294439657,True,,Rua Marechal Deodoro,tertiary,40,False,221.503,"LINESTRING (-52.0193225 -27.2296736, -52.0202061 -27.2302384, -52.0211314 -27.2308487)",,,
233023325,False,,Rua Marechal Deodoro,tertiary,40,False,76.208,"LINESTRING (-52.0192571 -27.2296521, -52.0186258 -27.2292589)",,,
239443992,True,,Rua Marechal Deodoro,tertiary,40,False,6.894,"LINESTRING (-52.0192571 -27.2296521, -52.0193225 -27.2296736)",,,
233023325,False,,Rua Marechal Deodoro,tertiary,40,True,32.15,"LINESTRING (-52.0183472 -27.2291098, -52.0186258 -27.2292589)",,,
233023328,False,,Rua da Independência,tertiary,40,True,175.415,"LINESTRING (-52.0183472 -27.2291098, -52.0197822 -27.2289145, -52.0199568 -27.2288946, -52.0201018 -27.2288766)",,,
233023326,True,,Rua Adolfo Konder,primary,,False,118.529,"LINESTRING (-52.0221096 -27.2315336, -52.0228111 -27.2306692)",,,
233023324,True,,Rua Marechal Deodoro,tertiary,40,False,123.453,"LINESTRING (-52.0221096 -27.2315336, -52.0219162 -27.231429, -52.0214777 -27.2311447, -52.0210919 -27.2308914)",,,
233052737,False,2,Rua Doutor Maruri,primary,40,False,98.622,"LINESTRING (-52.0201018 -27.2288766, -52.020886 -27.2294247)",,,
233052737,False,2,Rua Doutor Maruri,primary,40,True,140.225,"LINESTRING (-52.0201018 -27.2288766, -52.0192457 -27.2278712)",,,
233023328,False,,Rua da Independência,tertiary,40,False,175.415,"LINESTRING (-52.0201018 -27.2288766, -52.0199568 -27.2288946, -52.0197822 -27.2289145, -52.0183472 -27.2291098)",,,
233330494,True,,Rua Getúlio Vargas,secondary,,False,119.606,"LINESTRING (-52.0262141 -27.2320926, -52.0262955 -27.2331658)",,,
254293236,False,,Rua Getúlio Vargas,secondary,,True,184.525,"LINESTRING (-52.0262141 -27.2320926, -52.026119 -27.2310641, -52.0260446 -27.2304401)",,,
342068872,True,3,Rua Doutor Maruri,primary,40,False,117.524,"LINESTRING (-52.0262141 -27.2320926, -52.0273102 -27.2320078, -52.0273983 -27.232001)",,,
93980501,False,,Rua Getúlio Vargas,secondary,40,False,141.176,"LINESTRING (-52.0262955 -27.2331658, -52.0262616 -27.2335204, -52.0262 -27.2339206, -52.0261779 -27.234027, -52.0261215 -27.2341106, -52.0259022 -27.234344)",,,
424461770,True,3,Rua Marechal Deodoro,primary,40,False,142.94400000000002,"LINESTRING (-52.0262955 -27.2331658, -52.0249626 -27.2332802, -52.024856 -27.2332842)",,,
233330495,False,,Travessa Antônio Brunetto,residential,,True,160.698,"LINESTRING (-52.0243649 -27.2308083, -52.0239378 -27.2294139)",,,
