osmid,highway,oneway,reversed,length,lanes,geometry,name,bridge,ref
413288729,residential,False,True,35.526,,"LINESTRING (-39.2887163 -14.5897377, -39.2884226 -14.5895918)",Rua B,,
395238640,secondary,False,False,35.332,2,"LINESTRING (-39.2829486 -14.5929716, -39.2832671 -14.5928944)",Rua Doutor João Nascimento,,
395238633,residential,False,False,128.458,,"LINESTRING (-39.2829486 -14.5929716, -39.2825308 -14.5923674, -39.2824839 -14.5922909, -39.2824779 -14.5922617, -39.2824853 -14.5922385, -39.2827213 -14.5920676)",Rua José Minervino,,
395238640,secondary,False,True,61.073,2,"LINESTRING (-39.2829486 -14.5929716, -39.2826495 -14.5930274, -39.2823934 -14.5930851)",Rua Doutor João Nascimento,,
395238641,tertiary,False,False,147.312,2,"LINESTRING (-39.2899887 -14.5895476, -39.2887889 -14.5889097)",,,
395238641,tertiary,False,True,43.501,2,"LINESTRING (-39.2899887 -14.5895476, -39.2903467 -14.5897293)",,,
413288705,residential,False,False,42.164,,"LINESTRING (-39.2899887 -14.5895476, -39.2898148 -14.5898874)",,,
380540764,residential,False,False,124.886,,"LINESTRING (-39.2847034 -14.5888204, -39.2844386 -14.5877269)",,,
380540764,residential,False,True,52.814,,"LINESTRING (-39.2847034 -14.5888204, -39.2848228 -14.5892811)",,,
380540773,residential,False,False,163.07899999999998,,"LINESTRING (-39.2847034 -14.5888204, -39.2843521 -14.5888684, -39.2842649 -14.5888619, -39.2841998 -14.5888256, -39.2841583 -14.5887899, -39.2840899 -14.5886426, -39.2839511 -14.5882299, -39.2839511 -14.5881247, -39.2839846 -14.58803, -39.2840597 -14.5879456)",,,
380540771,residential,False,True,65.278,,"LINESTRING (-39.2871402 -14.5890994, -39.2867984 -14.5895844)",,,
413288735,tertiary,False,True,93.529,2,"LINESTRING (-39.2871402 -14.5890994, -39.2871308 -14.5893227, -39.2870919 -14.5899392)",,,
"[847390928, 1021249118, 1021249119]",tertiary,False,False,65.836,2,"LINESTRING (-39.2871402 -14.5890994, -39.287331 -14.5888132, -39.2873983 -14.5887122, -39.2874719 -14.5886019)",,yes,
413288717,tertiary,False,False,110.189,2,"LINESTRING (-39.284116 -14.5909151, -39.2845398 -14.5918172)",,,
413288717,tertiary,False,True,73.023,2,"LINESTRING (-39.284116 -14.5909151, -39.2839175 -14.5905375, -39.2838518 -14.5904635, -39.2837888 -14.5904064, -39.2837419 -14.5903811)",,,
413288725,residential,False,True,24.71,,"LINESTRING (-39.284116 -14.5909151, -39.2840839 -14.59093, -39.2839193 -14.591006, -39.2839088 -14.5910109)",Travessa Gil Guimarães,,
847388619,secondary,False,True,27.597,2,"LINESTRING (-39.2882332 -14.5868178, -39.2881863 -14.5870618)",,,
413288706,residential,False,True,122.64,,"LINESTRING (-39.2882332 -14.5868178, -39.2886838 -14.5871877, -39.2890902 -14.5875446)",,,
380540782,residential,False,False,50.957,,"LINESTRING (-39.2872824 -14.5909385, -39.2870742 -14.5913501)",,,
380540782,residential,False,True,36.254,,"LINESTRING (-39.2872824 -14.5909385, -39.2874413 -14.590651)",,,
413288727,tertiary,False,False,40.849,2,"LINESTRING (-39.2872824 -14.5909385, -39.287623 -14.5911007)",,,
"[718068409, 814850695]",residential,False,False,260.853,,"LINESTRING (-39.2872824 -14.5909385, -39.2868076 -14.5910345, -39.2861559 -14.5911968, -39.2858326 -14.5912734, -39.2857378 -14.5913068, -39.2856905 -14.5913217, -39.2856549 -14.5913243, -39.2856241 -14.5913194, -39.2855966 -14.591298, -39.2855691 -14.5912409, -39.285543 -14.5911695, -39.2853619 -14.5906802)",Travessa Ednoel Tomaz,,
"[1021249116, 1021249117, 413288735]",tertiary,False,False,66.647,2,"LINESTRING (-39.2872824 -14.5909385, -39.2871563 -14.5907101, -39.2871094 -14.5906257, -39.2870866 -14.5905771, -39.2870758 -14.5905258, -39.2870797 -14.590387)",,yes,
380540768,residential,False,False,73.721,,"LINESTRING (-39.2865395 -14.5883242, -39.2871826 -14.5880957)",,,
380540768,residential,False,True,72.214,,"LINESTRING (-39.2865395 -14.5883242, -39.2858971 -14.588512)",,,
380540769,residential,False,True,32.77,,"LINESTRING (-39.2865395 -14.5883242, -39.2864968 -14.5880324)",,,
413288723,secondary,False,True,15.622,2,"LINESTRING (-39.284163 -14.5893317, -39.2840396 -14.5894057)",,,
380540771,residential,False,False,231.913,,"LINESTRING (-39.284163 -14.5893317, -39.2846954 -14.5897821, -39.2849851 -14.5899963, -39.2851983 -14.5901299, -39.2853364 -14.590178, -39.2855269 -14.5902052, -39.285728 -14.5901935, -39.2860138 -14.5901545)",,,
413288723,secondary,False,False,73.88600000000001,2,"LINESTRING (-39.284163 -14.5893317, -39.2842568 -14.589285, -39.2843507 -14.58925, -39.2845009 -14.589226, -39.2846511 -14.589237, -39.2848228 -14.5892811)",,,
395238636,residential,False,True,150.827,,"LINESTRING (-39.2842428 -14.5939138, -39.2842495 -14.5940449, -39.2842535 -14.5941357, -39.284281 -14.5944174, -39.2843346 -14.5947152, -39.2844513 -14.5952525)",Rua do Cemitério,,
550753199,tertiary,False,False,102.97500000000001,2,"LINESTRING (-39.2842428 -14.5939138, -39.2843729 -14.593969, -39.2845432 -14.594028, -39.2846018 -14.5940498, -39.2846531 -14.5940806, -39.2846914 -14.5941098, -39.2847443 -14.5941941, -39.2848275 -14.5943376, -39.2849044 -14.5945059)",Rua Evandro Magalhães,,BA-655
550753199,tertiary,False,True,22.703,2,"LINESTRING (-39.2842428 -14.5939138, -39.2841824 -14.59386, -39.2840877 -14.5937754)",Rua Evandro Magalhães,,BA-655
395238620,residential,False,False,52.861,,"LINESTRING (-39.2863912 -14.5893185, -39.2867984 -14.5895844)",,,
395238620,residential,False,True,44.072,,"LINESTRING (-39.2863912 -14.5893185, -39.2860634 -14.5890809)",,,
380540764,residential,False,False,69.03,,"LINESTRING (-39.2863912 -14.5893185, -39.2863275 -14.5894246, -39.2862725 -14.5894888, -39.2862162 -14.5895329, -39.2860834 -14.5896063, -39.2859896 -14.5896355, -39.2858883 -14.5896608)",,,
380540776,residential,False,True,67.751,,"LINESTRING (-39.2854598 -14.5892409, -39.2853285 -14.588645)",,,
413288723,secondary,False,False,33.459,2,"LINESTRING (-39.2854598 -14.5892409, -39.2857635 -14.5891764)",,,
413288723,secondary,False,True,34.757,2,"LINESTRING (-39.2854598 -14.5892409, -39.285142 -14.5892967)",,,
395238620,residential,False,False,44.072,,"LINESTRING (-39.2860634 -14.5890809, -39.2863912 -14.5893185)",,,
413288723,secondary,False,True,33.974,2,"LINESTRING (-39.2860634 -14.5890809, -39.2857635 -14.5891764)",,,
847388620,secondary,False,False,144.362,2,"LINESTRING (-39.2860634 -14.5890809, -39.2863959 -14.5889943, -39.286699 -14.5889022, -39.2868365 -14.5888496, -39.2870812 -14.5887445, -39.2873081 -14.588614)",,,
413288723,secondary,False,False,15.622,2,"LINESTRING (-39.2840396 -14.5894057, -39.284163 -14.5893317)",,,
380540770,secondary,False,False,146.089,2,"LINESTRING (-39.2840396 -14.5894057, -39.2842005 -14.5896536, -39.2843628 -14.5899119, -39.2844741 -14.5900793, -39.284635 -14.590322, -39.2848 -14.5904894)",Rua Hipérides Cardoso,,
"[814908001, 814908002, 413288723]",secondary,False,True,136.66899999999998,2,"LINESTRING (-39.2840396 -14.5894057, -39.2837419 -14.5895887, -39.2836534 -14.589664, -39.2836051 -14.5897237, -39.2835729 -14.5898418, -39.2835648 -14.589921, -39.2835675 -14.5900015, -39.2836601 -14.590187, -39.2837419 -14.5903811)",,yes,
380540770,secondary,False,True,146.089,2,"LINESTRING (-39.2848 -14.5904894, -39.284635 -14.590322, -39.2844741 -14.5900793, -39.2843628 -14.5899119, -39.2842005 -14.5896536, -39.2840396 -14.5894057)",Rua Hipérides Cardoso,,
"[395238664, 814908000, 413288710, 814907999]",secondary,False,True,194.06199999999998,2,"LINESTRING (-39.2848 -14.5904894, -39.2851162 -14.5913486, -39.285151 -14.5914486, -39.285153 -14.5914745, -39.2851477 -14.591505, -39.2851302 -14.591529, -39.2851088 -14.5915446, -39.2850575 -14.5915796, -39.2848778 -14.5916699, -39.2847544 -14.5917263, -39.2845398 -14.5918172)",Rua Américo Rodrigues de Melo,yes,
847388615,residential,False,False,64.62,,"LINESTRING (-39.2848 -14.5904894, -39.2849261 -14.5905595, -39.2850535 -14.5906127, -39.2851983 -14.5906491, -39.2853619 -14.5906802)",Rua Hipérides Cardoso,,
380540765,residential,False,False,55.512,,"LINESTRING (-39.2858883 -14.5896608, -39.2857635 -14.5891764)",Rua João Rabelo de Matos,,
380540765,residential,False,True,56.534,,"LINESTRING (-39.2858883 -14.5896608, -39.2860138 -14.5901545)",Rua João Rabelo de Matos,,
380540764,residential,False,False,103.038,,"LINESTRING (-39.2858883 -14.5896608, -39.2856556 -14.5897159, -39.2854786 -14.5897289, -39.2853981 -14.5897211, -39.2853063 -14.5896893, -39.2852392 -14.5896517, -39.285036 -14.589459)",,,
380540764,residential,False,True,69.02999999999999,,"LINESTRING (-39.2858883 -14.5896608, -39.2859896 -14.5896355, -39.2860834 -14.5896063, -39.2862162 -14.5895329, -39.2862725 -14.5894888, -39.2863275 -14.5894246, -39.2863912 -14.5893185)",,,
413288713,residential,False,True,151.974,,"LINESTRING (-39.2856368 -14.5942337, -39.2851762 -14.5929417)",Rua Alexandre Costa Neves,,
413288736,residential,False,True,38.074,,"LINESTRING (-39.2856368 -14.5942337, -39.2853028 -14.5943467)",Travessa Antônio Cruz,,
413288713,residential,False,False,124.602,,"LINESTRING (-39.2856368 -14.5942337, -39.2856918 -14.5943895, -39.285783 -14.5946555, -39.2858353 -14.5949423, -39.2858615 -14.5953259)",Rua Alexandre Costa Neves,,
395238622,residential,True,False,86.346,,"LINESTRING (-39.2852328 -14.5943739, -39.2849615 -14.5936431)",Rua Agripino Soares,,
413288736,residential,False,False,8.117,,"LINESTRING (-39.2852328 -14.5943739, -39.2853028 -14.5943467)",Travessa Antônio Cruz,,
413288736,residential,False,True,38.265,,"LINESTRING (-39.2852328 -14.5943739, -39.2849044 -14.5945059)",Travessa Antônio Cruz,,
380540781,tertiary,False,False,19.011,2,"LINESTRING (-39.284967 -14.5929947, -39.2847906 -14.5929852)",Avenida Natal,,
380540781,tertiary,False,True,23.27,2,"LINESTRING (-39.284967 -14.5929947, -39.2851762 -14.5929417)",Avenida Natal,,
380540783,residential,False,False,139.163,,"LINESTRING (-39.284967 -14.5929947, -39.2848375 -14.5926854, -39.2847343 -14.5924933, -39.2846458 -14.5923752, -39.2843802 -14.5920624, -39.2842878 -14.5919413)",,,
380540764,residential,False,True,124.886,,"LINESTRING (-39.2844386 -14.5877269, -39.2847034 -14.5888204)",,,
380540773,residential,False,False,72.97,,"LINESTRING (-39.2844386 -14.5877269, -39.2847517 -14.587568, -39.2850441 -14.5874317)",,,
380540773,residential,False,True,47.486000000000004,,"LINESTRING (-39.2844386 -14.5877269, -39.2841616 -14.587882, -39.2840597 -14.5879456)",,,
380540781,tertiary,False,False,23.27,2,"LINESTRING (-39.2851762 -14.5929417, -39.284967 -14.5929947)",Avenida Natal,,
413288713,residential,False,False,151.974,,"LINESTRING (-39.2851762 -14.5929417, -39.2856368 -14.5942337)",Rua Alexandre Costa Neves,,
"[814907997, 380540781, 814907998]",tertiary,False,True,383.798,2,"LINESTRING (-39.2851762 -14.5929417, -39.2852848 -14.592908, -39.2854236 -14.592858, -39.2855644 -14.5927853, -39.2856771 -14.5927088, -39.285948 -14.5924752, -39.2861035 -14.5923597, -39.2862497 -14.5922792, -39.2864858 -14.5921818, -39.2868505 -14.5920105, -39.2870933 -14.591895, -39.2872582 -14.5918314, -39.2874835 -14.591773, -39.287739 -14.5917458, -39.2878577 -14.5917276, -39.2879408 -14.5916983, -39.288018 -14.5916536, -39.2880897 -14.5916121, -39.2881259 -14.591577, -39.2881863 -14.5915096, -39.2882788 -14.5913902)",Avenida Natal,yes,
395238663,residential,False,False,119.903,,"LINESTRING (-39.2888145 -14.5912283, -39.2877948 -14.5907936)",Rua Edizio Vasconcelos,,
413288688,residential,False,False,41.355,,"LINESTRING (-39.2888145 -14.5912283, -39.2889943 -14.5908996)",Rua Otávio Ramos Pinto,,
413288688,residential,False,True,37.44,,"LINESTRING (-39.2888145 -14.5912283, -39.2886429 -14.5915212)",Rua Otávio Ramos Pinto,,
413288727,tertiary,False,False,8.187,2,"LINESTRING (-39.2905285 -14.5919265, -39.2905976 -14.5919573)",,,
413288727,tertiary,False,True,46.495,2,"LINESTRING (-39.2905285 -14.5919265, -39.290147 -14.5917302)",,,
395238661,tertiary,False,False,38.793,2,"LINESTRING (-39.2897286 -14.5871916, -39.290033 -14.5870047)",,,
395238661,tertiary,False,True,40.461,2,"LINESTRING (-39.2897286 -14.5871916, -39.2894013 -14.5873707)",,,
380540768,residential,False,True,73.721,,"LINESTRING (-39.2871826 -14.5880957, -39.2865395 -14.5883242)",,,
718068407,residential,False,False,59.194,,"LINESTRING (-39.2871826 -14.5880957, -39.2873081 -14.588614)",,,
718068407,residential,False,True,31.26,,"LINESTRING (-39.2871826 -14.5880957, -39.2871555 -14.5878158)",,,
847388619,secondary,False,False,11.816,2,"LINESTRING (-39.2880624 -14.5875694, -39.2880859 -14.5874656)",,,
413288707,residential,False,True,57.542,,"LINESTRING (-39.2880624 -14.5875694, -39.2882292 -14.5877393, -39.288431 -14.5879443)",,,
847388619,secondary,False,True,83.54,2,"LINESTRING (-39.2880624 -14.5875694, -39.2880153 -14.5876724, -39.2877605 -14.5880449, -39.2876659 -14.5882136)",,,
847388619,secondary,False,False,34.574,2,"LINESTRING (-39.2875358 -14.5884979, -39.2876659 -14.5882136)",,,
847390928,tertiary,False,True,13.454,2,"LINESTRING (-39.2875358 -14.5884979, -39.2874719 -14.5886019)",,,
395238661,tertiary,False,False,67.37700000000001,2,"LINESTRING (-39.2875358 -14.5884979, -39.2877544 -14.5883532, -39.2880542 -14.5881581)",,,
"[1021249120, 1021249121]",secondary,False,True,27.723,2,"LINESTRING (-39.2875358 -14.5884979, -39.2874105 -14.588568, -39.2873081 -14.588614)",,yes,
380540769,residential,False,False,37.757,,"LINESTRING (-39.2863464 -14.5869432, -39.286415 -14.5872762)",,,
380540773,residential,False,True,68.797,,"LINESTRING (-39.2863464 -14.5869432, -39.2860486 -14.5870397, -39.2857482 -14.5871604)",,,
413288717,tertiary,False,True,110.189,2,"LINESTRING (-39.2845398 -14.5918172, -39.284116 -14.5909151)",,,
814908000,secondary,False,True,30.426,2,"LINESTRING (-39.2845398 -14.5918172, -39.2842878 -14.5919413)",,,
"[814908000, 395238664, 413288710, 814907999]",secondary,False,False,194.062,2,"LINESTRING (-39.2845398 -14.5918172, -39.2847544 -14.5917263, -39.2848778 -14.5916699, -39.2850575 -14.5915796, -39.2851088 -14.5915446, -39.2851302 -14.591529, -39.2851477 -14.591505, -39.285153 -14.5914745, -39.285151 -14.5914486, -39.2851162 -14.5913486, -39.2848 -14.5904894)",Rua Américo Rodrigues de Melo,yes,
380540771,residential,False,False,65.278,,"LINESTRING (-39.2867984 -14.5895844, -39.2871402 -14.5890994)",,,
395238620,residential,False,True,52.861,,"LINESTRING (-39.2867984 -14.5895844, -39.2863912 -14.5893185)",,,
380540771,residential,False,True,107.507,,"LINESTRING (-39.2867984 -14.5895844, -39.2865407 -14.5898769, -39.2863101 -14.5900248, -39.2860138 -14.5901545)",,,
413288717,tertiary,False,False,73.023,2,"LINESTRING (-39.2837419 -14.5903811, -39.2837888 -14.5904064, -39.2838518 -14.5904635, -39.2839175 -14.5905375, -39.284116 -14.5909151)",,,
814564030,secondary,False,True,9.704,2,"LINESTRING (-39.2837419 -14.5903811, -39.2836946 -14.5903756, -39.2836523 -14.5903713)",,,
"[814908001, 814908002, 413288723]",secondary,False,False,136.66899999999998,2,"LINESTRING (-39.2837419 -14.5903811, -39.2836601 -14.590187, -39.2835675 -14.5900015, -39.2835648 -14.589921, -39.2835729 -14.5898418, -39.2836051 -14.5897237, -39.2836534 -14.589664, -39.2837419 -14.5895887, -39.2840396 -14.5894057)",,yes,
380540767,residential,False,True,100.458,,"LINESTRING (-39.290147 -14.5917302, -39.2905918 -14.5909359)",,,
413288727,tertiary,False,False,46.495,2,"LINESTRING (-39.290147 -14.5917302, -39.2905285 -14.5919265)",,,
413288727,tertiary,False,True,40.528,2,"LINESTRING (-39.290147 -14.5917302, -39.2899472 -14.5916835, -39.2897788 -14.5916543)",,,
380540772,secondary,False,False,65.532,2,"LINESTRING (-39.2819086 -14.589457, -39.2820172 -14.589492, -39.2821721 -14.5895277, -39.282276 -14.5895569, -39.2823417 -14.5895887, -39.2824075 -14.5896322, -39.2824611 -14.5896815)",,,
"[380540779, 847390916, 847390917]",secondary,False,True,37.370999999999995,"['1', '2']","LINESTRING (-39.2819086 -14.589457, -39.2818623 -14.5893214, -39.2818287 -14.5892279, -39.2817825 -14.5891449)",,yes,
1073073014,tertiary,False,False,53.426,2,"LINESTRING (-39.2819086 -14.589457, -39.2819139 -14.5895174, -39.2820467 -14.5899171)",,,
380540765,residential,False,True,55.512,,"LINESTRING (-39.2857635 -14.5891764, -39.2858883 -14.5896608)",Rua João Rabelo de Matos,,
413288723,secondary,False,False,33.974,2,"LINESTRING (-39.2857635 -14.5891764, -39.2860634 -14.5890809)",,,
413288723,secondary,False,True,33.459,2,"LINESTRING (-39.2857635 -14.5891764, -39.2854598 -14.5892409)",,,
380540765,residential,False,False,56.534,,"LINESTRING (-39.2860138 -14.5901545, -39.2858883 -14.5896608)",Rua João Rabelo de Matos,,
380540765,residential,False,True,51.364,,"LINESTRING (-39.2860138 -14.5901545, -39.2861545 -14.5905959)",Rua João Rabelo de Matos,,
380540771,residential,False,False,107.507,,"LINESTRING (-39.2860138 -14.5901545, -39.2863101 -14.5900248, -39.2865407 -14.5898769, -39.2867984 -14.5895844)",,,
380540771,residential,False,True,231.913,,"LINESTRING (-39.2860138 -14.5901545, -39.285728 -14.5901935, -39.2855269 -14.5902052, -39.2853364 -14.590178, -39.2851983 -14.5901299, -39.2849851 -14.5899963, -39.2846954 -14.5897821, -39.284163 -14.5893317)",,,
395238619,residential,False,False,39.788,2,"LINESTRING (-39.2827213 -14.5920676, -39.2825174 -14.5917691)",Rua Jorge Zaidan,,
395238619,residential,False,True,43.616,2,"LINESTRING (-39.2827213 -14.5920676, -39.2829345 -14.5924012)",Rua Jorge Zaidan,,
395238633,residential,False,True,128.458,,"LINESTRING (-39.2827213 -14.5920676, -39.2824853 -14.5922385, -39.2824779 -14.5922617, -39.2824839 -14.5922909, -39.2825308 -14.5923674, -39.2829486 -14.5929716)",Rua José Minervino,,
550753199,tertiary,False,True,38.25,2,"LINESTRING (-39.2858615 -14.5953259, -39.2855798 -14.5951161)",Rua Evandro Magalhães,,BA-655
413288713,residential,False,True,124.602,,"LINESTRING (-39.2858615 -14.5953259, -39.2858353 -14.5949423, -39.285783 -14.5946555, -39.2856918 -14.5943895, -39.2856368 -14.5942337)",Rua Alexandre Costa Neves,,
380540779,secondary,False,False,51.071,2,"LINESTRING (-39.2816336 -14.5887088, -39.2817825 -14.5891449)",,,
1021240772,primary,False,True,12.657,2,"LINESTRING (-39.2816336 -14.5887088, -39.2817329 -14.5886478)",,,BA-262
395238619,residential,False,True,39.788,2,"LINESTRING (-39.2825174 -14.5917691, -39.2827213 -14.5920676)",Rua Jorge Zaidan,,
395238648,residential,False,False,119.401,,"LINESTRING (-39.2825174 -14.5917691, -39.2828152 -14.5907347)",Rua Rui Penalva,,
413288702,tertiary,False,False,68.467,2,"LINESTRING (-39.2825174 -14.5917691, -39.2830467 -14.5914274)",Rua Rui Barbosa,,
413288702,tertiary,False,True,88.331,2,"LINESTRING (-39.2825174 -14.5917691, -39.2818286 -14.5922012)",Rua Rui Barbosa,,
380540765,residential,False,False,51.364,,"LINESTRING (-39.2861545 -14.5905959, -39.2860138 -14.5901545)",Rua João Rabelo de Matos,,
413288722,residential,False,False,92.113,,"LINESTRING (-39.2861545 -14.5905959, -39.2864321 -14.5904907, -39.286638 -14.5903863, -39.2867661 -14.5902993, -39.2868901 -14.5901883)",Rua 8 de Dezembro,,
413288722,residential,False,True,86.097,,"LINESTRING (-39.2861545 -14.5905959, -39.2858823 -14.5906517, -39.2856342 -14.5906776, -39.2853619 -14.5906802)",Rua 8 de Dezembro,,
814908000,secondary,False,False,30.426,2,"LINESTRING (-39.2842878 -14.5919413, -39.2845398 -14.5918172)",,,
814908000,secondary,False,True,54.512,2,"LINESTRING (-39.2842878 -14.5919413, -39.2838304 -14.592152)",,,
380540783,residential,False,True,139.163,,"LINESTRING (-39.2842878 -14.5919413, -39.2843802 -14.5920624, -39.2846458 -14.5923752, -39.2847343 -14.5924933, -39.2848375 -14.5926854, -39.284967 -14.5929947)",,,
380540772,secondary,False,True,75.524,2,"LINESTRING (-39.2828842 -14.5902234, -39.2824611 -14.5896815)",,,
814564030,secondary,False,False,85.38199999999999,2,"LINESTRING (-39.2828842 -14.5902234, -39.2830049 -14.5902266, -39.2832799 -14.5902532, -39.2833838 -14.5902649, -39.283481 -14.5902883, -39.2836523 -14.5903713)",,,
1073073013,tertiary,False,True,55.234,2,"LINESTRING (-39.2828842 -14.5902234, -39.2828299 -14.5902662, -39.2827893 -14.5903019, -39.2827615 -14.5903415, -39.2827119 -14.5904388, -39.2826153 -14.5906374)",,,
380540781,tertiary,False,True,9.922,2,"LINESTRING (-39.2846986 -14.5929792, -39.2847906 -14.5929852)",Avenida Natal,,
413288728,tertiary,False,False,78.869,2,"LINESTRING (-39.2846986 -14.5929792, -39.2844956 -14.5929657, -39.2843092 -14.5929437, -39.2839753 -14.5928736)",Travessa João Ourives,,
395238641,tertiary,False,False,24.495,2,"LINESTRING (-39.2876941 -14.5886497, -39.2874719 -14.5886019)",,,
395238641,tertiary,False,True,90.762,2,"LINESTRING (-39.2876941 -14.5886497, -39.2885296 -14.5887614)",,,
380540782,residential,False,False,234.28999999999996,,"LINESTRING (-39.2876941 -14.5886497, -39.2877578 -14.5888236, -39.287798 -14.5889158, -39.287853 -14.5890242, -39.2878711 -14.5891085, -39.287849 -14.5892915, -39.2877826 -14.58981, -39.287729 -14.590041, -39.2876653 -14.590226, -39.2875868 -14.5903707, -39.2874413 -14.590651)",,,
395238638,residential,False,False,42.813,,"LINESTRING (-39.288312 -14.5906078, -39.2886766 -14.5907619)",Rua Jonas Irineu,,
395238638,residential,False,True,41.019,,"LINESTRING (-39.288312 -14.5906078, -39.287953 -14.5904838)",Rua Jonas Irineu,,
413288696,residential,False,False,106.083,,"LINESTRING (-39.288312 -14.5906078, -39.2887163 -14.5897377)",Rua Valdemar Moura,,
380540764,residential,False,False,52.814,,"LINESTRING (-39.2848228 -14.5892811, -39.2847034 -14.5888204)",,,
380540764,residential,False,True,30.293,,"LINESTRING (-39.2848228 -14.5892811, -39.285036 -14.589459)",,,
413288723,secondary,False,False,34.462,2,"LINESTRING (-39.2848228 -14.5892811, -39.2849824 -14.5892987, -39.285142 -14.5892967)",,,
413288723,secondary,False,True,73.88600000000001,2,"LINESTRING (-39.2848228 -14.5892811, -39.2846511 -14.589237, -39.2845009 -14.589226, -39.2843507 -14.58925, -39.2842568 -14.589285, -39.284163 -14.5893317)",,,
380540768,residential,False,False,62.949,,"LINESTRING (-39.2853285 -14.588645, -39.2858971 -14.588512)",,,
