osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,junction
193760656,PE-180,primary,False,False,123.244,"LINESTRING (-36.3308173 -8.6590741, -36.3306075 -8.6593666, -36.3301779 -8.6599845)",,,,
370338305,PE-180,primary,True,False,43.193000000000005,"LINESTRING (-36.3308173 -8.6590741, -36.3308698 -8.6589529, -36.3309085 -8.6588469, -36.3309134 -8.6587984, -36.3309176 -8.6587554, -36.3309265 -8.6587042)",2,,,
370337427,PE-180,primary,True,False,49.861,"LINESTRING (-36.3314993 -8.6580633, -36.3314512 -8.6581726, -36.3314243 -8.6582251, -36.3314028 -8.6582718, -36.3313913 -8.6583222, -36.3313913 -8.6583639, -36.3314025 -8.6584891)",2,,,
370337434,BR-423,primary,False,True,22.504,"LINESTRING (-36.3316034 -8.6586791, -36.3314036 -8.658635)",2,,,
370337435,,primary_link,True,False,40.089,"LINESTRING (-36.3316034 -8.6586791, -36.3315192 -8.6587009, -36.3314733 -8.6587121, -36.331429 -8.6587301, -36.3312656 -8.6588104)",2,,,
"[193760643, 1217361903]",BR-423,primary,False,False,135.112,"LINESTRING (-36.3316034 -8.6586791, -36.3317235 -8.6587052, -36.3320477 -8.6587803, -36.3325512 -8.6588959, -36.3328008 -8.6589532)",2,BR 423 - Rodovia Mestre Domiguinhos,60,
370337426,PE-180,primary,True,False,8.644,"LINESTRING (-36.331034 -8.6583651, -36.3310678 -8.6583455, -36.3311048 -8.658332)",2,,60,circular
370337432,BR-423,primary,False,True,54.968,"LINESTRING (-36.3314036 -8.658635, -36.3309158 -8.6585263)",2,,,
370337434,BR-423,primary,False,False,22.504,"LINESTRING (-36.3314036 -8.658635, -36.3316034 -8.6586791)",2,,,
370337433,PE-180,primary,True,False,25.448,"LINESTRING (-36.3314036 -8.658635, -36.3313902 -8.6586717, -36.3313706 -8.6587119, -36.3313403 -8.6587554, -36.3313114 -8.6587814, -36.3312656 -8.6588104)",2,,,circular
370337433,PE-180,primary,True,False,7.525,"LINESTRING (-36.3312656 -8.6588104, -36.3312361 -8.6588221, -36.3312011 -8.6588329)",2,,,circular
370337432,BR-423,primary,False,False,54.968,"LINESTRING (-36.3309158 -8.6585263, -36.3314036 -8.658635)",2,,,
370337437,BR-423,primary,False,True,29.114,"LINESTRING (-36.3309158 -8.6585263, -36.3306574 -8.6584689)",2,,60,
370337426,PE-180,primary,True,False,22.686999999999998,"LINESTRING (-36.3309158 -8.6585263, -36.3309312 -8.6584819, -36.3309495 -8.6584474, -36.330985 -8.6584036, -36.3310055 -8.658385, -36.331034 -8.6583651)",2,,60,circular
370337428,PE-180,primary,True,False,50.731,"LINESTRING (-36.3312011 -8.6588329, -36.3310628 -8.6588845, -36.3310328 -8.6589011, -36.3309753 -8.658933, -36.3308955 -8.6589952, -36.3308173 -8.6590741)",2,,,
370337433,PE-180,primary,True,False,35.531000000000006,"LINESTRING (-36.3312011 -8.6588329, -36.3311582 -8.6588373, -36.3311193 -8.6588351, -36.3310776 -8.6588235, -36.3310087 -8.6587921, -36.3309779 -8.6587686, -36.3309524 -8.6587392, -36.3309265 -8.6587042)",2,,,circular
370337429,,primary_link,True,False,35.39,"LINESTRING (-36.3309126 -8.6586569, -36.3308841 -8.6586217, -36.330853 -8.6585919, -36.3308275 -8.6585692, -36.330802 -8.6585491, -36.3307734 -8.658529, -36.3307427 -8.6585115, -36.3306574 -8.6584689)",2,,,
370337433,PE-180,primary,True,False,14.562000000000001,"LINESTRING (-36.3309126 -8.6586569, -36.3309099 -8.6586216, -36.33091 -8.658589, -36.3309158 -8.6585263)",2,,,circular
