osmid,oneway,highway,reversed,length,geometry,name,lanes,maxspeed,access
665769654,True,primary_link,False,26.317999999999998,"LINESTRING (-46.3328655 -23.9304656, -46.3329285 -23.9305064, -46.3329828 -23.9305493, -46.3330244 -23.9305958, -46.3330425 -23.9306327)",,,,
476415719,True,secondary,False,135.397,"LINESTRING (-46.3254627 -23.9353072, -46.326761 -23.9350342)",Rua João Pessoa,,,
976652308,True,tertiary,False,120.578,"LINESTRING (-46.3254627 -23.9353072, -46.3254651 -23.9353645, -46.3254873 -23.9358834, -46.3254948 -23.9363911)",Avenida Senador Feijó,,,
476413956,True,secondary,False,22.731,"LINESTRING (-46.3312425 -23.9363423, -46.3310244 -23.9363876)",Avenida São Francisco,,,
48454223,True,secondary,False,90.53399999999999,"LINESTRING (-46.3321177 -23.9362067, -46.3319815 -23.9362059, -46.331915 -23.9362112, -46.331847 -23.9362208, -46.3313903 -23.9363083, -46.3312425 -23.9363423)",Avenida São Francisco,,,
359208185,True,secondary,False,19.813,"LINESTRING (-46.3315942 -23.9339944, -46.3317778 -23.9339345)",Praça dos Andradas,,,
48454193,True,secondary,False,15.806000000000001,"LINESTRING (-46.3327754 -23.9357137, -46.3327716 -23.9357844, -46.332757 -23.9358545)",Praça dos Andradas,,,
48458876,True,secondary,False,50.994,"LINESTRING (-46.3325043 -23.9363075, -46.3324329 -23.9361836, -46.3323907 -23.9361257, -46.3323485 -23.9360733, -46.3323072 -23.9360102, -46.332252 -23.935912)",Praça dos Andradas,3,,
879164051,True,primary,False,42.111000000000004,"LINESTRING (-46.3325043 -23.9363075, -46.3324403 -23.9362634, -46.332391 -23.9362392, -46.3323355 -23.9362206, -46.3322697 -23.9362097, -46.3322079 -23.9362048, -46.3321177 -23.9362067)",Praça Francisco Martins dos Santos,2,50,
359188538,True,secondary,False,103.776,"LINESTRING (-46.3307214 -23.9364499, -46.3305919 -23.9364751, -46.3297227 -23.9366443)",Avenida São Francisco,,,
48458854,True,residential,False,87.935,"LINESTRING (-46.3301732 -23.9318146, -46.3301756 -23.9318377, -46.3302635 -23.9326011)",Rua Frei Gaspar,,,
484611753,True,residential,False,121.149,"LINESTRING (-46.3301732 -23.9318146, -46.3294052 -23.931874, -46.3293288 -23.9318921, -46.329011 -23.9320084)",Rua Tuiuti,,,
38796379,True,tertiary,False,138.651,"LINESTRING (-46.3253165 -23.9330818, -46.3253859 -23.9343271)",Avenida Senador Feijó,,,
48488886,True,residential,False,103.50800000000001,"LINESTRING (-46.3253165 -23.9330818, -46.3252198 -23.9330896, -46.3248565 -23.9331189, -46.324302 -23.9331636)",Praça República,,,
516208740,True,tertiary,False,120.302,"LINESTRING (-46.3253859 -23.9343271, -46.3265625 -23.9342089)",Rua General Câmara,,,
38796379,True,tertiary,False,109.297,"LINESTRING (-46.3253859 -23.9343271, -46.3253951 -23.9343713, -46.3254564 -23.9352196, -46.3254627 -23.9353072)",Avenida Senador Feijó,,,
472990349,True,tertiary,False,110.133,"LINESTRING (-46.3254989 -23.9364728, -46.3255005 -23.9364878, -46.3255784 -23.9373548, -46.3255878 -23.9374599)",Praça Patriarca José Bonifácio,,,
775235099,True,residential,False,67.095,"LINESTRING (-46.3304608 -23.9354425, -46.3306104 -23.9360302)",Rua Frei Gaspar,,,
775235100,True,tertiary,False,104.074,"LINESTRING (-46.3304608 -23.9354425, -46.3294606 -23.9356432)",Rua Amador Bueno,,,
195669842,True,tertiary,False,67.032,"LINESTRING (-46.3319576 -23.9351101, -46.3313158 -23.935249)",Rua Amador Bueno,,,
48458876,True,secondary,False,129.446,"LINESTRING (-46.3319576 -23.9351101, -46.3319424 -23.9350666, -46.3316073 -23.9340409, -46.3315942 -23.9339944)",Praça dos Andradas,3,,
482300769,True,residential,False,87.19,"LINESTRING (-46.3276254 -23.937078, -46.3277687 -23.9378511)",Praça Corrêa de Mello,,,
482300770,True,secondary,False,41.78,"LINESTRING (-46.3276254 -23.937078, -46.3272281 -23.9371745)",Avenida São Francisco,,,
367303814,True,residential,False,125.016,"LINESTRING (-46.3274418 -23.9359663, -46.3276254 -23.937078)",Rua Itororó,,,
775235100,True,tertiary,False,47.811,"LINESTRING (-46.3274418 -23.9359663, -46.3269837 -23.9360641)",Rua Amador Bueno,,,
367303814,True,residential,False,116.721,"LINESTRING (-46.3272921 -23.9349258, -46.3272971 -23.9349569, -46.3273022 -23.9349883, -46.3274412 -23.9359327, -46.3274418 -23.9359663)",Rua Itororó,,,
476415719,True,secondary,False,69.531,"LINESTRING (-46.3272921 -23.9349258, -46.3278627 -23.9348142, -46.3279611 -23.934795)",Rua João Pessoa,,,
48488882,False,residential,False,58.957,"LINESTRING (-46.3270718 -23.9336012, -46.3271633 -23.934118, -46.3271645 -23.9341246)",Rua Itororó,,,
48458854,True,residential,False,56.555,"LINESTRING (-46.3302635 -23.9326011, -46.330244 -23.9331094)",Rua Frei Gaspar,,,
472986510,True,secondary,False,5.61,"LINESTRING (-46.3245889 -23.936642, -46.3245834 -23.9365918)",Rua Braz Cubas,,,
666625443,True,tertiary,False,94.40799999999999,"LINESTRING (-46.3245889 -23.936642, -46.3246961 -23.9366274, -46.3254055 -23.936495, -46.3254989 -23.9364728)",Praça Patriarca José Bonifácio,,,
879172749,True,tertiary,False,11.65,"LINESTRING (-46.3245889 -23.936642, -46.3245609 -23.9366426, -46.3244743 -23.9366446)",Rua Amador Bueno,,,
976652309,True,secondary,False,105.737,"LINESTRING (-46.3244469 -23.9355127, -46.3254627 -23.9353072)",Rua João Pessoa,,,
476415718,True,tertiary,False,118.825,"LINESTRING (-46.3244469 -23.9355127, -46.3244392 -23.9354348, -46.3243775 -23.9345709, -46.3243686 -23.9344465)",Rua Braz Cubas,,,
516208740,True,tertiary,False,104.241,"LINESTRING (-46.3243686 -23.9344465, -46.3253859 -23.9343271)",Rua General Câmara,,,
516208741,True,tertiary,False,142.813,"LINESTRING (-46.3243686 -23.9344465, -46.324302 -23.9331636)",Rua Braz Cubas,,,
483289609,True,tertiary,False,18.122,"LINESTRING (-46.324302 -23.9331636, -46.3243014 -23.9331465, -46.3242964 -23.9330007)",Rua Braz Cubas,,,
48488886,True,residential,False,3.763,"LINESTRING (-46.3263036 -23.9329733, -46.3262669 -23.9329778)",Praça República,,,
48489619,True,residential,False,139.89,"LINESTRING (-46.3265625 -23.9342089, -46.3263036 -23.9329733)",Rua Martim Affonso,,,
516208740,True,tertiary,False,61.897,"LINESTRING (-46.3265625 -23.9342089, -46.3268048 -23.9341754, -46.3271645 -23.9341246)",Rua General Câmara,,,
476415719,True,secondary,False,55.307,"LINESTRING (-46.326761 -23.9350342, -46.3272921 -23.9349258)",Rua João Pessoa,,,
48489619,True,residential,False,93.995,"LINESTRING (-46.326761 -23.9350342, -46.3267397 -23.9349481, -46.3265663 -23.9342462, -46.3265625 -23.9342089)",Rua Martim Affonso,,,
775235100,True,tertiary,False,145.395,"LINESTRING (-46.3269837 -23.9360641, -46.3255963 -23.936383)",Rua Amador Bueno,,,
48489619,True,residential,False,116.735,"LINESTRING (-46.3269837 -23.9360641, -46.3267745 -23.9350963, -46.3267687 -23.9350697, -46.326761 -23.9350342)",Rua Martim Affonso,,,
48489619,True,residential,False,125.945,"LINESTRING (-46.3272281 -23.9371745, -46.3269837 -23.9360641)",Rua Martim Affonso,,,
482300770,True,secondary,False,169.699,"LINESTRING (-46.3272281 -23.9371745, -46.3268112 -23.937247, -46.3255878 -23.9374599)",Avenida São Francisco,,,
48489630,True,residential,False,120.501,"LINESTRING (-46.3289966 -23.9367935, -46.3287994 -23.9357249)",Rua Pedro II,,,
359188538,True,secondary,False,9.039,"LINESTRING (-46.3289966 -23.9367935, -46.3289101 -23.9368124)",Avenida São Francisco,,,
775235100,True,tertiary,False,100.423,"LINESTRING (-46.3287994 -23.9357249, -46.3278326 -23.9359114)",Rua Amador Bueno,,,
48489630,True,residential,False,119.406,"LINESTRING (-46.3287994 -23.9357249, -46.3288042 -23.9356747, -46.3286208 -23.934742, -46.3286151 -23.934707, -46.3286087 -23.934667)",Rua Pedro II,,,
476413956,True,secondary,False,31.564,"LINESTRING (-46.3310244 -23.9363876, -46.3308724 -23.9364189, -46.3307214 -23.9364499)",Avenida São Francisco,,,
195680899,True,primary,False,73.272,"LINESTRING (-46.3268572 -23.9322245, -46.3261374 -23.9322614)",Avenida Xavier da Silveira,,,
196614113,True,residential,False,75.606,"LINESTRING (-46.3268572 -23.9322245, -46.3269162 -23.9329023)",Praça Barão do Rio Branco,,,
195680899,True,primary,False,60.772,"LINESTRING (-46.3281232 -23.9320497, -46.3275361 -23.9321533)",Avenida Xavier da Silveira,,,
"[676681457, 482298156]",True,primary,False,703.9949999999999,"LINESTRING (-46.3242691 -23.9322383, -46.3249804 -23.9322027, -46.3267516 -23.9321139, -46.3271621 -23.9320845, -46.3276047 -23.9320332, -46.3280175 -23.9319766, -46.3284405 -23.9319053, -46.3303438 -23.9314039, -46.330701 -23.9312986, -46.3310616 -23.9311923)",Avenida Xavier da Silveira,,,
476420882,True,primary,False,43.153,"LINESTRING (-46.3242743 -23.9323602, -46.3238515 -23.9323958)",Avenida Xavier da Silveira,,,
476420883,True,tertiary,False,13.565,"LINESTRING (-46.3242743 -23.9323602, -46.3242691 -23.9322383)",Rua Braz Cubas,,,
195680899,True,primary,False,51.652,"LINESTRING (-46.3330425 -23.9306327, -46.3329504 -23.9307346, -46.3326301 -23.9308919)",Avenida Xavier da Silveira,,,
196611586,True,residential,False,137.953,"LINESTRING (-46.3319751 -23.9324609, -46.3330982 -23.9317642)",Rua do Comércio,,,
359189033,True,residential,False,112.45500000000001,"LINESTRING (-46.3319751 -23.9324609, -46.3319712 -23.9324419, -46.3315741 -23.9315577, -46.3315591 -23.9315242)",Rua José Ricardo,,,
196611591,True,residential,False,14.581,"LINESTRING (-46.3326301 -23.9308919, -46.33259 -23.9310178)",Rua Tuiuti,,,
195680899,True,primary,False,133.723,"LINESTRING (-46.3326301 -23.9308919, -46.3318072 -23.9312754, -46.3314522 -23.9314274)",Avenida Xavier da Silveira,,,
676681457,True,primary,False,28.152,"LINESTRING (-46.3310616 -23.9311923, -46.3313187 -23.9310981)",Avenida Xavier da Silveira,,,
196611590,True,primary_link,False,42.086,"LINESTRING (-46.3310616 -23.9311923, -46.3311616 -23.931289, -46.3311918 -23.931332, -46.3312112 -23.9313994, -46.3312029 -23.9315238)",,,,
195669842,True,tertiary,False,89.52,"LINESTRING (-46.3313158 -23.935249, -46.3304608 -23.9354425)",Rua Amador Bueno,,,
195680899,True,primary,False,319.448,"LINESTRING (-46.3312029 -23.9315238, -46.3308772 -23.931616, -46.3304885 -23.9316883, -46.3299828 -23.9317481, -46.3294225 -23.9317706, -46.3281232 -23.9320497)",Avenida Xavier da Silveira,,,
196611586,True,residential,False,99.89,"LINESTRING (-46.3304189 -23.9337736, -46.3304605 -23.9337337, -46.3309434 -23.9332703, -46.3310792 -23.9331494, -46.3311026 -23.9331284)",Rua do Comércio,,,
367315230,True,tertiary,False,71.337,"LINESTRING (-46.3304189 -23.9337736, -46.3305371 -23.9338031, -46.3305757 -23.933822, -46.3306148 -23.9338539, -46.3308818 -23.9341557, -46.3309186 -23.9341973)",Praça Ruy Barbosa,,,
195680899,True,primary,False,27.512,"LINESTRING (-46.3314522 -23.9314274, -46.3312029 -23.9315238)",Avenida Xavier da Silveira,,,
196611594,True,primary_link,False,41.107,"LINESTRING (-46.3314522 -23.9314274, -46.33136 -23.9313307, -46.3313288 -23.9312825, -46.3313144 -23.9311897, -46.3313187 -23.9310981)",,,,
196611586,True,residential,False,16.331,"LINESTRING (-46.3311026 -23.9331284, -46.3312243 -23.9330325)",Rua do Comércio,,,
676681457,True,primary,False,172.226,"LINESTRING (-46.3313187 -23.9310981, -46.331996 -23.9308189, -46.3328655 -23.9304656)",Avenida Xavier da Silveira,,,
196611591,True,residential,False,58.418,"LINESTRING (-46.3315591 -23.9315242, -46.3310211 -23.9317091)",Rua Tuiuti,,,
472977999,True,residential,False,121.266,"LINESTRING (-46.3290748 -23.9326952, -46.3302635 -23.9326011)",Rua 15 de Novembro,,,
196614114,True,residential,False,76.652,"LINESTRING (-46.3290748 -23.9326952, -46.3290159 -23.932037, -46.329011 -23.9320084)",Rua Riachuelo,,,
676681456,True,residential,False,87.765,"LINESTRING (-46.330244 -23.9331094, -46.3293861 -23.9331994)",Rua Cidade de Toledo,,,
48458854,True,residential,False,73.155,"LINESTRING (-46.330244 -23.9331094, -46.3302138 -23.9337063, -46.3302108 -23.9337666)",Rua Frei Gaspar,,,
38796379,True,tertiary,False,51.896,"LINESTRING (-46.3252087 -23.9323091, -46.3252605 -23.9327734)",Avenida Senador Feijó,,,
