osmid,name,highway,oneway,reversed,length,lanes,maxspeed,access,geometry,bridge,ref,junction
40012115,Rua Ipiranga,secondary,False,False,42.436,,,,"LINESTRING (-51.9392908 -28.7087288, -51.9388571 -28.7087597)",,,
35773543,Avenida Arthur Oscar,secondary,True,False,64.255,,,,"LINESTRING (-51.9326189 -28.7092169, -51.9325809 -28.7097938)",,,
896203360,Rua Ipiranga,secondary,False,False,7.287,,,,"LINESTRING (-51.9326189 -28.7092169, -51.9325447 -28.7092246)",,,
896203360,Rua Ipiranga,secondary,False,True,86.248,,,,"LINESTRING (-51.9326189 -28.7092169, -51.9335004 -28.7091546)",,,
35773538,Rua Barreto Viana,tertiary,False,False,127.59,,,,"LINESTRING (-51.9361535 -28.7106439, -51.9360755 -28.7117893)",,,
35773538,Rua Barreto Viana,tertiary,False,True,102.989,,,,"LINESTRING (-51.9361535 -28.7106439, -51.9361974 -28.7097185)",,,
"[896203353, 399296119]","['Rua Garibaldi', 'Rua Castelo Branco']",residential,False,False,299.55699999999996,1,40,yes,"LINESTRING (-51.9361535 -28.7106439, -51.9379386 -28.7107454, -51.9380116 -28.7107681, -51.9380379 -28.7108359, -51.9379715 -28.7118197)",,,
896203354,Rua Castelo Branco,tertiary,False,True,158.721,,,,"LINESTRING (-51.9361535 -28.7106439, -51.9355602 -28.7106296, -51.9346313 -28.7105819, -51.934528 -28.7105766)",,,
35773239,Rua José Pasqualotto,residential,False,False,43.563,,,,"LINESTRING (-51.9359616 -28.7139861, -51.935515 -28.7139776)",,,
274464675,Rua José Pasqualotto,residential,False,False,56.657,,,,"LINESTRING (-51.9359616 -28.7139861, -51.9365412 -28.7140211)",,,
"[896203355, 1209378653, 1209378654]",Rua Barreto Viana,residential,False,True,124.934,,,,"LINESTRING (-51.9359616 -28.7139861, -51.9359733 -28.713775, -51.9359943 -28.7133392, -51.9359982 -28.713258, -51.9360172 -28.7128636)",yes,,
399306613,Rua Otávio Rocha,tertiary,False,False,84.684,,,,"LINESTRING (-51.9335271 -28.7127451, -51.934394 -28.7127892)",,,
399306613,Rua Otávio Rocha,tertiary,False,True,20.494,,,,"LINESTRING (-51.9335271 -28.7127451, -51.9333174 -28.7127331)",,,
35773546,Avenida 25 de Julho,tertiary,True,False,140.173,,,,"LINESTRING (-51.9333174 -28.7127331, -51.9333853 -28.7114739)",,,
399306613,Rua Otávio Rocha,tertiary,False,False,20.494,,,,"LINESTRING (-51.9333174 -28.7127331, -51.9335271 -28.7127451)",,,
399306613,Rua Otávio Rocha,tertiary,False,True,86.483,,,,"LINESTRING (-51.9333174 -28.7127331, -51.9324324 -28.7126835)",,,
896203360,Rua Ipiranga,secondary,False,False,86.248,,,,"LINESTRING (-51.9335004 -28.7091546, -51.9326189 -28.7092169)",,,
896203360,Rua Ipiranga,secondary,False,True,22.037,,,,"LINESTRING (-51.9335004 -28.7091546, -51.9337255 -28.7091373)",,,
896203360,Rua Ipiranga,secondary,False,False,22.037,,,,"LINESTRING (-51.9337255 -28.7091373, -51.9335004 -28.7091546)",,,
896203360,Rua Ipiranga,secondary,False,True,71.678,,,,"LINESTRING (-51.9337255 -28.7091373, -51.9344575 -28.7090795)",,,
35773544,Avenida 25 de Julho,tertiary,True,False,155.709,,,,"LINESTRING (-51.9337255 -28.7091373, -51.9336409 -28.7104663, -51.9336378 -28.7105355)",,,
35773239,Rua José Pasqualotto,residential,False,True,7.265,,,,"LINESTRING (-51.9342764 -28.713922, -51.9343508 -28.7139253)",,,
954577711,Avenida Miguel Soccol,secondary,True,False,14.755,,,,"LINESTRING (-51.9342764 -28.713922, -51.9343431 -28.7138029)",,,
35773548,Rua Padre Luís Pedrassani,residential,False,False,160.251,,,,"LINESTRING (-51.931228 -28.7093245, -51.9311647 -28.7107646)",,,
35773548,Rua Padre Luís Pedrassani,residential,False,True,135.356,,,,"LINESTRING (-51.931228 -28.7093245, -51.9312745 -28.7081079)",,,
896203350,Rua Ipiranga,tertiary,False,False,92.662,,,,"LINESTRING (-51.931228 -28.7093245, -51.9302801 -28.7093815)",,,
896203350,Rua Ipiranga,tertiary,False,True,128.892,,,,"LINESTRING (-51.931228 -28.7093245, -51.9325447 -28.7092246)",,,
274464671,Rua 15 de Novembro,residential,False,False,5.012,,,,"LINESTRING (-51.9342069 -28.7156892, -51.9342568 -28.7157)",,,
"[561359256, 561359255]",Avenida Miguel Soccol,tertiary,True,False,154.15,,,,"LINESTRING (-51.9342069 -28.7156892, -51.9342692 -28.7144655, -51.9342585 -28.7143923, -51.9342122 -28.7143147)",,,
561359253,Rua Monsenhor Scalabrini,residential,False,False,50.528,,,,"LINESTRING (-51.9355578 -28.7117711, -51.9360755 -28.7117893)",,,
35773235,Rua Otávio Rocha,secondary,False,True,198.957,,,,"LINESTRING (-51.9360172 -28.7128636, -51.9380549 -28.7129506)",,,
35773538,Rua Barreto Viana,tertiary,False,True,119.592,,,,"LINESTRING (-51.9360172 -28.7128636, -51.9360755 -28.7117893)",,,
35773235,Rua Otávio Rocha,secondary,False,False,158.51399999999998,,,,"LINESTRING (-51.9360172 -28.7128636, -51.9344762 -28.712793, -51.934394 -28.7127892)",,,
"[896203355, 1209378653, 1209378654]",Rua Barreto Viana,residential,False,False,124.934,,,,"LINESTRING (-51.9360172 -28.7128636, -51.9359982 -28.713258, -51.9359943 -28.7133392, -51.9359733 -28.713775, -51.9359616 -28.7139861)",yes,,
35773538,Rua Barreto Viana,tertiary,False,False,119.592,,,,"LINESTRING (-51.9360755 -28.7117893, -51.9360172 -28.7128636)",,,
35773538,Rua Barreto Viana,tertiary,False,True,127.59,,,,"LINESTRING (-51.9360755 -28.7117893, -51.9361535 -28.7106439)",,,
561359253,Rua Monsenhor Scalabrini,residential,False,True,50.528,,,,"LINESTRING (-51.9360755 -28.7117893, -51.9355578 -28.7117711)",,,
561359253,Rua Monsenhor Scalabrini,residential,False,False,184.956,,,,"LINESTRING (-51.9360755 -28.7117893, -51.937472 -28.7118228, -51.9379715 -28.7118197)",,,
35773538,Rua Barreto Viana,tertiary,False,False,86.024,,,,"LINESTRING (-51.936245 -28.708946, -51.9361974 -28.7097185)",,,
40012115,Rua Ipiranga,secondary,False,False,159.873,,,,"LINESTRING (-51.936245 -28.708946, -51.9346114 -28.7090657)",,,
40012115,Rua Ipiranga,secondary,False,True,194.617,,,,"LINESTRING (-51.936245 -28.708946, -51.9382343 -28.7088077)",,,
316370384,Avenida Miguel Soccol,secondary,False,False,100.257,,,,"LINESTRING (-51.9344643 -28.7114765, -51.934528 -28.7105766)",,,
35773234,Rua Orestes Assoni,secondary,False,True,85.31599999999999,,,,"LINESTRING (-51.9344643 -28.7114765, -51.9343402 -28.7114757, -51.9336475 -28.7114716, -51.9335895 -28.7114712)",,,
316370384,Avenida Miguel Soccol,secondary,False,True,146.127,,,,"LINESTRING (-51.9344643 -28.7114765, -51.9344581 -28.7115887, -51.9344477 -28.7117772, -51.934394 -28.7127892)",,,
35773234,Rua Orestes Assoni,secondary,False,True,19.917,,,,"LINESTRING (-51.9335895 -28.7114712, -51.9333853 -28.7114739)",,,
35773544,Avenida 25 de Julho,tertiary,True,False,141.782,,,,"LINESTRING (-51.9335895 -28.7114712, -51.9335271 -28.7127451)",,,
35773234,Rua Orestes Assoni,secondary,False,False,85.31599999999999,,,,"LINESTRING (-51.9335895 -28.7114712, -51.9336475 -28.7114716, -51.9343402 -28.7114757, -51.9344643 -28.7114765)",,,
35773234,Rua Orestes Assoni,secondary,False,False,19.917,,,,"LINESTRING (-51.9333853 -28.7114739, -51.9335895 -28.7114712)",,,
35773234,Rua Orestes Assoni,secondary,False,True,85.189,,,,"LINESTRING (-51.9333853 -28.7114739, -51.9325118 -28.7114687)",,,
35773546,Avenida 25 de Julho,tertiary,True,False,105.221,,,,"LINESTRING (-51.9333853 -28.7114739, -51.9333878 -28.7114003, -51.9334326 -28.7105713, -51.9334333 -28.7105286)",,,
316370384,Avenida Miguel Soccol,secondary,False,False,104.681,,,,"LINESTRING (-51.934528 -28.7105766, -51.9345825 -28.7096364)",,,
316370384,Avenida Miguel Soccol,secondary,False,True,100.257,,,,"LINESTRING (-51.934528 -28.7105766, -51.9344643 -28.7114765)",,,
35773542,Rua Castelo Branco,tertiary,False,True,86.94,,,,"LINESTRING (-51.934528 -28.7105766, -51.9344033 -28.7105711, -51.9336799 -28.710539, -51.9336378 -28.7105355)",,,
896203354,Rua Castelo Branco,tertiary,False,False,158.721,,,,"LINESTRING (-51.934528 -28.7105766, -51.9346313 -28.7105819, -51.9355602 -28.7106296, -51.9361535 -28.7106439)",,,
35773542,Rua Castelo Branco,tertiary,False,True,7.745,,,,"LINESTRING (-51.9325384 -28.710492, -51.932459 -28.7104935)",,,
35773543,Avenida Arthur Oscar,secondary,True,False,33.225,,,,"LINESTRING (-51.9325384 -28.710492, -51.9325395 -28.7107908)",,,
35773542,Rua Castelo Branco,tertiary,False,False,87.371,,,,"LINESTRING (-51.9325384 -28.710492, -51.9326132 -28.7104937, -51.9333675 -28.7105256, -51.9334333 -28.7105286)",,,
35773542,Rua Castelo Branco,tertiary,False,True,19.959,,,,"LINESTRING (-51.9336378 -28.7105355, -51.9334333 -28.7105286)",,,
35773542,Rua Castelo Branco,tertiary,False,False,86.94,,,,"LINESTRING (-51.9336378 -28.7105355, -51.9336799 -28.710539, -51.9344033 -28.7105711, -51.934528 -28.7105766)",,,
35773544,Avenida 25 de Julho,tertiary,True,False,104.15299999999999,,,,"LINESTRING (-51.9336378 -28.7105355, -51.933635 -28.7105812, -51.9335927 -28.7114107, -51.9335895 -28.7114712)",,,
40012115,Rua Ipiranga,secondary,False,True,159.873,,,,"LINESTRING (-51.9346114 -28.7090657, -51.936245 -28.708946)",,,
316370384,Avenida Miguel Soccol,secondary,False,True,63.522,,,,"LINESTRING (-51.9346114 -28.7090657, -51.9345825 -28.7096364)",,,
896203360,Rua Ipiranga,secondary,False,False,15.087,,,,"LINESTRING (-51.9346114 -28.7090657, -51.9344575 -28.7090795)",,,
35773234,Rua Orestes Assoni,secondary,False,False,85.189,,,,"LINESTRING (-51.9325118 -28.7114687, -51.9333853 -28.7114739)",,,
35773234,Rua Orestes Assoni,secondary,False,True,7.704,,,,"LINESTRING (-51.9325118 -28.7114687, -51.9324328 -28.7114685)",,,
35773543,Avenida Arthur Oscar,secondary,True,False,63.945,,,,"LINESTRING (-51.9325118 -28.7114687, -51.9324778 -28.712043)",,,
35773542,Rua Castelo Branco,tertiary,False,False,19.959,,,,"LINESTRING (-51.9334333 -28.7105286, -51.9336378 -28.7105355)",,,
35773542,Rua Castelo Branco,tertiary,False,True,87.371,,,,"LINESTRING (-51.9334333 -28.7105286, -51.9333675 -28.7105256, -51.9326132 -28.7104937, -51.9325384 -28.710492)",,,
35773546,Avenida 25 de Julho,tertiary,True,False,152.925,,,,"LINESTRING (-51.9334333 -28.7105286, -51.9334389 -28.7104545, -51.9335004 -28.7091546)",,,
399306613,Rua Otávio Rocha,tertiary,False,True,84.684,,,,"LINESTRING (-51.934394 -28.7127892, -51.9335271 -28.7127451)",,,
35773235,Rua Otávio Rocha,secondary,False,True,158.51399999999998,,,,"LINESTRING (-51.934394 -28.7127892, -51.9344762 -28.712793, -51.9360172 -28.7128636)",,,
316370384,Avenida Miguel Soccol,secondary,False,False,146.127,,,,"LINESTRING (-51.934394 -28.7127892, -51.9344477 -28.7117772, -51.9344581 -28.7115887, -51.9344643 -28.7114765)",,,
954577712,Avenida Miguel Soccol,secondary,False,True,112.827,,,,"LINESTRING (-51.934394 -28.7127892, -51.9343621 -28.7134242, -51.9343431 -28.7138029)",,,
35773543,Avenida Arthur Oscar,secondary,True,False,67.847,,,,"LINESTRING (-51.9324324 -28.7126835, -51.9323827 -28.7132921)",,,
399306613,Rua Otávio Rocha,tertiary,False,False,86.483,,,,"LINESTRING (-51.9324324 -28.7126835, -51.9333174 -28.7127331)",,,
399306613,Rua Otávio Rocha,tertiary,False,True,8.656,,,,"LINESTRING (-51.9324324 -28.7126835, -51.9323439 -28.7126776)",,,
35773234,Rua Orestes Assoni,secondary,False,False,126.72,,,,"LINESTRING (-51.9311337 -28.711445, -51.9324328 -28.7114685)",,,
35773234,Rua Orestes Assoni,secondary,False,True,88.262,,,,"LINESTRING (-51.9311337 -28.711445, -51.9302288 -28.7114314)",,,
35773548,Rua Padre Luís Pedrassani,residential,False,False,129.822,,,,"LINESTRING (-51.9311337 -28.711445, -51.931084 -28.7126117)",,,
35773548,Rua Padre Luís Pedrassani,residential,False,True,75.718,,,,"LINESTRING (-51.9311337 -28.711445, -51.9311647 -28.7107646)",,,
35773248,Rua José Verissimo,residential,False,True,8.702,,,,"LINESTRING (-51.9323106 -28.714174, -51.9322225 -28.7141616)",,,
35773543,Avenida Arthur Oscar,secondary,True,False,73.471,,,,"LINESTRING (-51.9323106 -28.714174, -51.9322446 -28.7148322)",,,
35773248,Rua José Verissimo,residential,False,False,178.51000000000002,,,,"LINESTRING (-51.9323106 -28.714174, -51.9325339 -28.7141888, -51.9340547 -28.7142546, -51.9341379 -28.714264)",,,
701619784,Rodovia Governador Synval Guazzelli,primary,False,True,29.441,2,50,,"LINESTRING (-51.9387684 -28.7128703, -51.9386713 -28.713121)",,ERS-129,
701619786,,secondary,True,False,15.194999999999999,,40,,"LINESTRING (-51.9387684 -28.7128703, -51.9388119 -28.7128951, -51.9388433 -28.7129314, -51.9388588 -28.7129749)",,,circular
274464670,Rua Rui Barbosa,residential,False,False,131.62,,,,"LINESTRING (-51.9358706 -28.7148526, -51.9357986 -28.7160346)",,,
"[274464673, 274464674]",Rua Adelvino Caetano Nardi,residential,False,False,150.002,,,,"LINESTRING (-51.9358706 -28.7148526, -51.9364071 -28.7148562, -51.9364701 -28.7148362, -51.9364876 -28.7148009, -51.9365412 -28.7140211)",,,
"[274464672, 274464673]",,residential,False,True,128.21699999999998,,,,"LINESTRING (-51.9358706 -28.7148526, -51.9355421 -28.7148233, -51.9355019 -28.714795, -51.9354925 -28.7147409, -51.935515 -28.7139776)",,,
274464670,Rua Rui Barbosa,residential,False,True,131.62,,,,"LINESTRING (-51.9357986 -28.7160346, -51.9358706 -28.7148526)",,,
274464671,Rua 15 de Novembro,residential,False,False,22.484,,,,"LINESTRING (-51.9357986 -28.7160346, -51.9360224 -28.7160832)",,,
274464671,Rua 15 de Novembro,residential,False,True,154.891,,,,"LINESTRING (-51.9357986 -28.7160346, -51.9351471 -28.7158932, -51.9342568 -28.7157)",,,
