osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,junction
192071040,2,PR-082,primary,False,False,19.027,,"LINESTRING (-53.0862392 -23.4658054, -53.0861722 -23.4659651)",
190803520,2,,tertiary,False,True,6.847,Avenida Ypiranga,"LINESTRING (-53.0855928 -23.4688389, -53.0856596 -23.468845)",
946734193,1,PR-082,primary,True,False,19.57,,"LINESTRING (-53.0855928 -23.4688389, -53.0856169 -23.4686643)",
288211328,,,residential,False,False,34.612,,"LINESTRING (-53.0855928 -23.4688389, -53.0855083 -23.4688117, -53.0854151 -23.4687939, -53.0853263 -23.4687877, -53.0852623 -23.4688006)",
190792844,2,PR-482;PR-082,primary,True,False,49.653,Praça da República,"LINESTRING (-53.0901245 -23.4705738, -53.0905617 -23.4707702)",roundabout
190800722,2,PR-482;PR-082,primary,False,False,131.606,Rua Paraná,"LINESTRING (-53.0901245 -23.4705738, -53.0900682 -23.4694983, -53.0900627 -23.4693916)",
190792844,2,PR-482;PR-082,primary,True,False,48.756,Praça da República,"LINESTRING (-53.0905617 -23.4707702, -53.0905813 -23.4712083)",roundabout
190803518,2,,residential,False,False,130.31,Rua São Paulo,"LINESTRING (-53.0905617 -23.4707702, -53.091622 -23.4701164)",
190792844,2,PR-482;PR-082,primary,True,False,47.102,Praça da República,"LINESTRING (-53.0897333 -23.4707989, -53.0901245 -23.4705738)",roundabout
190803524,,,residential,False,False,131.455,Rua Mato Grosso,"LINESTRING (-53.0897333 -23.4707989, -53.0885807 -23.4702699)",
190792844,2,PR-482;PR-082,primary,True,False,47.093,Praça da República,"LINESTRING (-53.0905813 -23.4712083, -53.0901961 -23.4714418)",roundabout
190803519,,,residential,False,False,130.996,Rua Mato Grosso,"LINESTRING (-53.0905813 -23.4712083, -53.0917275 -23.4717398)",
190792844,2,PR-482;PR-082,primary,True,False,4.947,Praça da República,"LINESTRING (-53.0897712 -23.4712468, -53.0897546 -23.471205)",roundabout
190803527,,,residential,True,False,132.166,Rua São Paulo,"LINESTRING (-53.0897712 -23.4712468, -53.0887415 -23.4718617, -53.0886881 -23.471899)",
190792844,2,PR-482;PR-082,primary,True,False,48.459,Praça da República,"LINESTRING (-53.0901961 -23.4714418, -53.0897712 -23.4712468)",roundabout
190800750,2,PR-482;PR-082,primary,False,False,131.361,Rua Paraná,"LINESTRING (-53.0901961 -23.4714418, -53.0902278 -23.4726228)",
190803520,2,,tertiary,False,True,251.478,Avenida Ypiranga,"LINESTRING (-53.089911 -23.4663801, -53.0920948 -23.4674299)",
190800722,2,PR-482;PR-082,primary,False,True,114.318,Rua Paraná,"LINESTRING (-53.089911 -23.4663801, -53.0899555 -23.4673061, -53.0899723 -23.4674061)",
190803520,2,,tertiary,False,False,172.014,Avenida Ypiranga,"LINESTRING (-53.089911 -23.4663801, -53.0897594 -23.4664824, -53.0885018 -23.4672294)",
190803518,2,,residential,False,True,110.881,Rua São Paulo,"LINESTRING (-53.0943458 -23.4684842, -53.0934414 -23.4690375)",
190803520,2,,tertiary,False,False,257.81399999999996,Avenida Ypiranga,"LINESTRING (-53.0943458 -23.4684842, -53.0922245 -23.4674833, -53.0920948 -23.4674299)",
190803520,2,,tertiary,False,True,262.156,Avenida Ypiranga,"LINESTRING (-53.0943458 -23.4684842, -53.0943623 -23.468562, -53.0943878 -23.4686629, -53.0944616 -23.4697848, -53.0944805 -23.4700734, -53.0944904 -23.4702101, -53.0944977 -23.4706326, -53.0945091 -23.4708345)",
190803518,2,,residential,False,False,110.881,Rua São Paulo,"LINESTRING (-53.0934414 -23.4690375, -53.0943458 -23.4684842)",
190803518,2,,residential,False,True,110.918,Rua São Paulo,"LINESTRING (-53.0934414 -23.4690375, -53.0925242 -23.4695734)",
288199500,,,residential,False,False,199.378,Rua Amazonas,"LINESTRING (-53.0934414 -23.4690375, -53.0917058 -23.4682126)",
288199500,,,residential,False,True,199.616,Rua Amazonas,"LINESTRING (-53.0934414 -23.4690375, -53.0935183 -23.4708313)",
190800722,2,PR-482;PR-082,primary,False,False,112.031,Rua Paraná,"LINESTRING (-53.0900627 -23.4693916, -53.090011 -23.4683852)",
190803523,,,residential,False,False,2.926,Rua Curitiba,"LINESTRING (-53.0900627 -23.4693916, -53.090037 -23.4694033)",
190803523,,,residential,False,True,90.97,Rua Curitiba,"LINESTRING (-53.0900627 -23.4693916, -53.0908652 -23.4697486)",
190800722,2,PR-482;PR-082,primary,False,True,131.606,Rua Paraná,"LINESTRING (-53.0900627 -23.4693916, -53.0900682 -23.4694983, -53.0901245 -23.4705738)",
190803518,2,,residential,False,False,110.061,Rua São Paulo,"LINESTRING (-53.091622 -23.4701164, -53.0925242 -23.4695734)",
190803518,2,,residential,False,True,130.31,Rua São Paulo,"LINESTRING (-53.091622 -23.4701164, -53.0905617 -23.4707702)",
190803523,,,residential,False,False,87.355,Rua Curitiba,"LINESTRING (-53.091622 -23.4701164, -53.0908652 -23.4697486)",
190803523,,,residential,False,True,89.133,Rua Curitiba,"LINESTRING (-53.091622 -23.4701164, -53.0916655 -23.470917)",
190803523,,,residential,False,False,89.236,Rua Curitiba,"LINESTRING (-53.0885807 -23.4702699, -53.0886226 -23.4710715)",
190803523,,,residential,False,True,177.056,Rua Curitiba,"LINESTRING (-53.0885807 -23.4702699, -53.090037 -23.4694033)",
190803524,,,residential,False,False,104.887,Rua Mato Grosso,"LINESTRING (-53.0885807 -23.4702699, -53.0876696 -23.4698325)",
190803524,,,residential,False,True,131.455,Rua Mato Grosso,"LINESTRING (-53.0885807 -23.4702699, -53.0897333 -23.4707989)",
190803519,,,residential,False,False,107.027,Rua Mato Grosso,"LINESTRING (-53.0917275 -23.4717398, -53.0926462 -23.4722049)",
190803519,,,residential,False,True,130.996,Rua Mato Grosso,"LINESTRING (-53.0917275 -23.4717398, -53.0905813 -23.4712083)",
190803523,,,residential,False,False,91.71,Rua Curitiba,"LINESTRING (-53.0917275 -23.4717398, -53.0916655 -23.470917)",
190803523,,,residential,False,True,91.09,Rua Curitiba,"LINESTRING (-53.0917275 -23.4717398, -53.0909788 -23.4721864)",
