osmid,ref,name,highway,oneway,reversed,length,access,geometry
161301823,SE-200,Avenida Presidente Costa e Silva,primary,False,False,85.1,,"LINESTRING (-37.0818387 -9.9677484, -37.0813669 -9.9671403)"
161302051,,Rua D,unclassified,False,False,20.488,yes,"LINESTRING (-37.0818387 -9.9677484, -37.0816878 -9.9678573)"
161301823,SE-200,Avenida Presidente Costa e Silva,primary,False,True,31.145,,"LINESTRING (-37.0818387 -9.9677484, -37.0819299 -9.9678639, -37.0820037 -9.9679762)"
161301823,SE-200,Avenida Presidente Costa e Silva,primary,False,False,4.33,,"LINESTRING (-37.0812647 -9.9669869, -37.0812489 -9.9669512)"
161301823,SE-200,Avenida Presidente Costa e Silva,primary,False,True,20.402,,"LINESTRING (-37.0812647 -9.9669869, -37.0813669 -9.9671403)"
284935546,,Rua B,residential,False,False,64.257,,"LINESTRING (-37.0812647 -9.9669869, -37.0808317 -9.9673323, -37.08082 -9.967359)"
284935564,,,residential,False,False,64.998,,"LINESTRING (-37.0812315 -9.966909, -37.0807345 -9.9665895)"
291852566,SE-200,Rua Oliveira Ribeiro,primary,False,True,5.065,,"LINESTRING (-37.0812315 -9.966909, -37.0812489 -9.9669512)"
291852566,SE-200,Rua Oliveira Ribeiro,primary,False,False,15.528,,"LINESTRING (-37.0812315 -9.966909, -37.0812184 -9.9668422, -37.0812169 -9.9667706)"
161302051,,Rua D,unclassified,False,True,44.796,yes,"LINESTRING (-37.0813586 -9.9680964, -37.0816878 -9.9678573)"
284935487,,Rua C,residential,False,False,81.884,,"LINESTRING (-37.0813586 -9.9680964, -37.0817203 -9.9687409)"
"[291852562, 161302051]",,Rua D,unclassified,False,False,160.299,yes,"LINESTRING (-37.0813586 -9.9680964, -37.0812835 -9.9681532, -37.0811997 -9.9682001, -37.0811541 -9.9682001, -37.081081 -9.9681743, -37.0807095 -9.9679683, -37.0806666 -9.9679478, -37.0806414 -9.9679528, -37.0806133 -9.9679792, -37.08056 -9.9680574, -37.0804781 -9.9681657, -37.0803675 -9.9682912, -37.0802267 -9.9684438)"
284935661,,Rua do SESP,residential,False,True,34.382,,"LINESTRING (-37.0802267 -9.9684438, -37.0804446 -9.9686664)"
"[291852562, 161302051]",,Rua D,unclassified,False,True,160.299,yes,"LINESTRING (-37.0802267 -9.9684438, -37.0803675 -9.9682912, -37.0804781 -9.9681657, -37.08056 -9.9680574, -37.0806133 -9.9679792, -37.0806414 -9.9679528, -37.0806666 -9.9679478, -37.0807095 -9.9679683, -37.081081 -9.9681743, -37.0811541 -9.9682001, -37.0811997 -9.9682001, -37.0812835 -9.9681532, -37.0813586 -9.9680964)"
284935654,SE-200,Avenida Presidente Vargas,primary,True,False,10.887,,"LINESTRING (-37.0845163 -9.9648657, -37.084458 -9.964945)"
284935490,,Rua Miguel Resende,residential,False,True,36.097,,"LINESTRING (-37.084458 -9.964945, -37.0847062 -9.9651586)"
797821620,,,residential,False,False,5.492,,"LINESTRING (-37.084458 -9.964945, -37.0844293 -9.9649045)"
284935654,SE-200,Avenida Presidente Vargas,primary,True,False,144.176,,"LINESTRING (-37.084458 -9.964945, -37.084422 -9.9649709, -37.0843553 -9.9650062, -37.0834145 -9.965452, -37.0832737 -9.9655088)"
284935490,,Rua Miguel Resende,residential,False,False,36.097,,"LINESTRING (-37.0847062 -9.9651586, -37.084458 -9.964945)"
284935490,,Rua Miguel Resende,residential,False,True,45.708,,"LINESTRING (-37.0847062 -9.9651586, -37.0850237 -9.9654254)"
284935669,,Rua Lagoa do Senhor Zezé,residential,False,True,210.56400000000002,,"LINESTRING (-37.0847062 -9.9651586, -37.0845679 -9.9652562, -37.0844555 -9.9653256, -37.0842406 -9.9654137, -37.0833957 -9.9659275, -37.0833059 -9.9659896, -37.0832442 -9.9660438, -37.0831471 -9.9661271, -37.0830932 -9.9661755)"
284935490,,Rua Miguel Resende,residential,False,False,45.708,,"LINESTRING (-37.0850237 -9.9654254, -37.0847062 -9.9651586)"
797804343,,,primary_link,False,True,6.197,,"LINESTRING (-37.0832737 -9.9655088, -37.0832556 -9.965456)"
284935654,SE-200,Avenida Presidente Vargas,primary,True,False,95.37899999999999,,"LINESTRING (-37.0832737 -9.9655088, -37.0831704 -9.9655498, -37.082925 -9.9656171, -37.0827292 -9.9656753, -37.0824392 -9.965752)"
797804343,,,primary_link,False,False,6.197,,"LINESTRING (-37.0832556 -9.965456, -37.0832737 -9.9655088)"
352595920,SE-200,Avenida Presidente Vargas,primary,True,False,142.486,,"LINESTRING (-37.0832556 -9.965456, -37.0835541 -9.9653344, -37.0844293 -9.9649045)"
797803416,,,residential,False,True,12.317,,"LINESTRING (-37.0823377 -9.9657043, -37.0824392 -9.965752)"
291852649,,,residential,False,True,144.42000000000002,,"LINESTRING (-37.0823377 -9.9657043, -37.0822169 -9.9655101, -37.08217 -9.9654824, -37.0821217 -9.9654718, -37.0820747 -9.9654811, -37.0818347 -9.9656277, -37.0815289 -9.9658047, -37.0814216 -9.9658787, -37.0813109 -9.9660022)"
352595920,SE-200,Avenida Presidente Vargas,primary,True,False,104.602,,"LINESTRING (-37.0823377 -9.9657043, -37.0824133 -9.9656667, -37.0824524 -9.965648, -37.0825569 -9.9656191, -37.0828807 -9.9655471, -37.0830444 -9.9655154, -37.0832556 -9.965456)"
291852525,SE-200,Avenida Presidente Vargas,primary,False,True,12.09,,"LINESTRING (-37.082291 -9.9657912, -37.0822035 -9.9658575)"
352595920,SE-200,Avenida Presidente Vargas,primary,True,False,11.267,,"LINESTRING (-37.082291 -9.9657912, -37.0823295 -9.9657453, -37.0823377 -9.9657043)"
291852525,SE-200,Avenida Presidente Vargas,primary,False,False,12.09,,"LINESTRING (-37.0822035 -9.9658575, -37.082291 -9.9657912)"
284935632,,Avenida Vicente Ferreira de Brito,residential,False,False,36.683,,"LINESTRING (-37.0822035 -9.9658575, -37.0822906 -9.96606, -37.0823238 -9.966165)"
291852525,SE-200,Avenida Presidente Vargas,primary,False,True,86.789,,"LINESTRING (-37.0822035 -9.9658575, -37.0820265 -9.9659658, -37.0818226 -9.9660926, -37.0815289 -9.966267)"
291852565,,Rua Monsenhor Rangel,residential,False,True,37.908,,"LINESTRING (-37.0813109 -9.9660022, -37.0815289 -9.966267)"
284935616,,Rua Marechal Floriano Peixoto,residential,False,False,79.98599999999999,,"LINESTRING (-37.0813109 -9.9660022, -37.0812473 -9.966053, -37.0811387 -9.9661785, -37.0809556 -9.9663284, -37.0807919 -9.9665052)"
291852649,,,residential,False,False,144.42000000000002,,"LINESTRING (-37.0813109 -9.9660022, -37.0814216 -9.9658787, -37.0815289 -9.9658047, -37.0818347 -9.9656277, -37.0820747 -9.9654811, -37.0821217 -9.9654718, -37.08217 -9.9654824, -37.0822169 -9.9655101, -37.0823377 -9.9657043)"
284935603,,Rua Pedro Dantas,residential,False,True,13.33,,"LINESTRING (-37.0823238 -9.966165, -37.0822186 -9.9662253)"
284935632,,Avenida Vicente Ferreira de Brito,residential,False,False,37.879000000000005,,"LINESTRING (-37.0823238 -9.966165, -37.0824046 -9.9663436, -37.0824167 -9.9663872, -37.0823889 -9.9664833)"
284935632,,Avenida Vicente Ferreira de Brito,residential,False,True,36.683,,"LINESTRING (-37.0823238 -9.966165, -37.0822906 -9.96606, -37.0822035 -9.9658575)"
284935470,,,residential,False,False,34.218,,"LINESTRING (-37.0822186 -9.9662253, -37.0823889 -9.9664833)"
284935603,,Rua Pedro Dantas,residential,False,False,13.33,,"LINESTRING (-37.0822186 -9.9662253, -37.0823238 -9.966165)"
284935603,,Rua Pedro Dantas,residential,False,True,63.832,,"LINESTRING (-37.0822186 -9.9662253, -37.0817341 -9.9665444)"
284935527,,,residential,False,True,54.634,,"LINESTRING (-37.0803715 -9.9662802, -37.0805392 -9.9664863, -37.0806934 -9.9666553)"
291852565,,Rua Monsenhor Rangel,residential,False,False,37.908,,"LINESTRING (-37.0815289 -9.966267, -37.0813109 -9.9660022)"
291852565,,Rua Monsenhor Rangel,residential,False,True,38.164,,"LINESTRING (-37.0815289 -9.966267, -37.0817341 -9.9665444)"
291852525,SE-200,Avenida Presidente Vargas,primary,False,False,86.789,,"LINESTRING (-37.0815289 -9.966267, -37.0818226 -9.9660926, -37.0820265 -9.9659658, -37.0822035 -9.9658575)"
291852566,SE-200,Rua Oliveira Ribeiro,primary,False,True,68.479,,"LINESTRING (-37.0815289 -9.966267, -37.0814474 -9.9663465, -37.0813479 -9.9664275, -37.0813009 -9.9664678, -37.0812741 -9.9665378, -37.0812432 -9.9666567, -37.0812169 -9.9667706)"
284935470,,,residential,False,True,34.218,,"LINESTRING (-37.0823889 -9.9664833, -37.0822186 -9.9662253)"
284935632,,Avenida Vicente Ferreira de Brito,residential,False,False,7.571,,"LINESTRING (-37.0823889 -9.9664833, -37.0824194 -9.9665444)"
