osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width,junction
31589394,2,Rua José Capistrano de Souza,tertiary,False,False,17.028,"LINESTRING (-45.2499343 -21.6942039, -45.2500691 -21.694292)",,,
"[499550897, 872866655]",2,Rua José Capistrano de Souza,tertiary,False,"[False, True]",29.353,"LINESTRING (-45.2505872 -21.6945342, -45.250757 -21.6945778, -45.2507764 -21.6945819, -45.250862 -21.694601)",,,
"[499550897, 31589394]",2,Rua José Capistrano de Souza,tertiary,False,True,60.147999999999996,"LINESTRING (-45.2505872 -21.6945342, -45.2504722 -21.6944942, -45.2504015 -21.6944692, -45.250142 -21.6943396, -45.2500691 -21.694292)",,,
"[350474227, 497857604]",2,Rua José Henrique da Costa,secondary,False,False,22.281,"LINESTRING (-45.2591687 -21.6956583, -45.2591176 -21.6955886, -45.2590931 -21.6955552, -45.2590473 -21.6954927)",,,
623949049,2,Avenida Sete de Setembro,secondary,False,True,14.105999999999998,"LINESTRING (-45.2591687 -21.6956583, -45.2591985 -21.6957443, -45.2592027 -21.6957806)",40,,
623949049,2,Avenida Sete de Setembro,secondary,False,False,14.105999999999998,"LINESTRING (-45.2592027 -21.6957806, -45.2591985 -21.6957443, -45.2591687 -21.6956583)",40,,
"[623949049, 623949050]",2,Avenida Sete de Setembro,secondary,False,True,173.751,"LINESTRING (-45.2592027 -21.6957806, -45.2591193 -21.6958778, -45.2589754 -21.6961035, -45.2589195 -21.6962135, -45.2588947 -21.6963093, -45.2588402 -21.6964724, -45.2588236 -21.6965539, -45.2587823 -21.6967803, -45.2587196 -21.6972491)",40,,
166188814,2,Avenida Sete de Setembro,secondary,False,True,86.97299999999998,"LINESTRING (-45.2587196 -21.6972491, -45.2587132 -21.6973095, -45.2586983 -21.6974496, -45.2586371 -21.6980275)",40,,
"[623949049, 623949050]",2,Avenida Sete de Setembro,secondary,False,False,173.751,"LINESTRING (-45.2587196 -21.6972491, -45.2587823 -21.6967803, -45.2588236 -21.6965539, -45.2588402 -21.6964724, -45.2588947 -21.6963093, -45.2589195 -21.6962135, -45.2589754 -21.6961035, -45.2591193 -21.6958778, -45.2592027 -21.6957806)",40,,
687863282,2,Rua Pedro Bonésio,residential,False,False,30.184,"LINESTRING (-45.2587196 -21.6972491, -45.2586827 -21.6972319, -45.2584584 -21.6971275)",,,
166188814,2,Avenida Sete de Setembro,secondary,False,False,86.97299999999998,"LINESTRING (-45.2586371 -21.6980275, -45.2586983 -21.6974496, -45.2587132 -21.6973095, -45.2587196 -21.6972491)",40,,
"[497857605, 687863277]",2,Avenida Sete de Setembro,secondary,False,True,145.622,"LINESTRING (-45.2586371 -21.6980275, -45.2586082 -21.6982998, -45.2585998 -21.6983791, -45.2585742 -21.6986205, -45.2585446 -21.6988994, -45.2585337 -21.6990028, -45.258505 -21.6992731, -45.2584989 -21.6993308)",40,,
1231991732,2,Rua Darci Brasil,residential,True,False,79.336,"LINESTRING (-45.2586371 -21.6980275, -45.258595 -21.6980181, -45.2584248 -21.6979802, -45.2578904 -21.697861)",,,
"[687863277, 497857605]",2,Avenida Sete de Setembro,secondary,False,False,145.62199999999999,"LINESTRING (-45.2584989 -21.6993308, -45.258505 -21.6992731, -45.2585337 -21.6990028, -45.2585446 -21.6988994, -45.2585742 -21.6986205, -45.2585998 -21.6983791, -45.2586082 -21.6982998, -45.2586371 -21.6980275)",40,,
"[620470769, 499537654]",2,Avenida Presidente Getúlio Vargas,tertiary,False,False,61.529999999999994,"LINESTRING (-45.2584989 -21.6993308, -45.2584418 -21.6993092, -45.2583985 -21.6992929, -45.2580766 -21.6991713, -45.2580493 -21.699161, -45.2579472 -21.6991224)",40,,
135896817,,Rua José Vinagre,residential,False,False,63.446,"LINESTRING (-45.2553778 -21.6935213, -45.2547651 -21.6934831)",,,
135896817,,Rua José Vinagre,residential,False,True,46.895,"LINESTRING (-45.2553778 -21.6935213, -45.255831 -21.6935444)",,,
172433832,,Rua José Balbino Pereira,residential,False,False,77.509,"LINESTRING (-45.2553778 -21.6935213, -45.255387 -21.6928243)",,,
