osmid,name,highway,oneway,reversed,length,bridge,geometry,ref,junction
"[932243448, 518693084, 932243447]",Avenida Antonio Viana,residential,False,False,292.823,yes,"LINESTRING (-51.352249 -26.0148825, -51.3521741 -26.0161794, -51.3521631 -26.0163692, -51.3520975 -26.0175124)",,
228336111,Praça Papa Pio XII,tertiary,True,False,37.397,,"LINESTRING (-51.3472816 -26.0169186, -51.3476551 -26.0169398)",,
375237965,Avenida Engenheiro Ferreira Correia,residential,False,False,256.195,,"LINESTRING (-51.3472816 -26.0169186, -51.3470525 -26.0166282, -51.3456104 -26.0151738)",,
228336111,Praça Papa Pio XII,tertiary,True,False,39.096,,"LINESTRING (-51.3472569 -26.0172695, -51.3472816 -26.0169186)",,
228336109,Avenida Getúlio Vargas,tertiary,False,False,164.30499999999998,,"LINESTRING (-51.3472569 -26.0172695, -51.3457458 -26.017188, -51.3456173 -26.0171679)",,
235752944,Avenida Getúlio Vargas,tertiary,False,True,164.061,,"LINESTRING (-51.3480795 -26.0173138, -51.349719 -26.0173921)",,
943187946,Praça Papa Pio XII,tertiary,True,False,42.349,,"LINESTRING (-51.3480795 -26.0173138, -51.3480528 -26.0176939)",,
228336108,Avenida Antonio Viana,residential,False,False,96.561,,"LINESTRING (-51.3520975 -26.0175124, -51.3520514 -26.0183798)",PR-447,
932243449,Avenida Getúlio Vargas,unclassified,False,False,203.887,,"LINESTRING (-51.3520975 -26.0175124, -51.3500604 -26.0174087)",,
932243449,Avenida Getúlio Vargas,unclassified,False,True,99.675,,"LINESTRING (-51.3520975 -26.0175124, -51.3530936 -26.0175595)",,
"[932243448, 518693084, 932243447]",Avenida Antonio Viana,residential,False,True,292.823,yes,"LINESTRING (-51.3520975 -26.0175124, -51.3521631 -26.0163692, -51.3521741 -26.0161794, -51.352249 -26.0148825)",,
228336111,Praça Papa Pio XII,tertiary,True,False,42.093,,"LINESTRING (-51.3472304 -26.0176473, -51.3472343 -26.0175917, -51.3472569 -26.0172695)",,
375237952,Rua Doutor Ernesto de Oliveira,residential,False,False,176.49099999999999,,"LINESTRING (-51.3472304 -26.0176473, -51.3469795 -26.0178635, -51.3459582 -26.0187483)",,
943187946,Praça Papa Pio XII,tertiary,True,False,42.694,,"LINESTRING (-51.3480528 -26.0176939, -51.3476264 -26.0176697)",,
375237958,Avenida Engenheiro Ferreira Correia,residential,False,True,253.945,,"LINESTRING (-51.3480528 -26.0176939, -51.3487347 -26.0183374, -51.3497753 -26.0193728)",,
932243436,Avenida Pascoal Vila Boim,residential,False,True,110.58,,"LINESTRING (-51.3454015 -26.0182785, -51.34545 -26.0173176, -51.3454568 -26.0172856)",,
375239099,,residential,False,True,127.518,,"LINESTRING (-51.3518791 -26.0215052, -51.3531519 -26.0215884)",,
228336108,Avenida Antonio Viana,residential,False,True,96.653,,"LINESTRING (-51.3518791 -26.0215052, -51.3518852 -26.0214156, -51.3518987 -26.0212505, -51.3519313 -26.0206373)",PR-447,
369999098,Avenida André Kovalchuk,residential,False,False,93.53,,"LINESTRING (-51.3518791 -26.0215052, -51.351576 -26.0215123, -51.3509437 -26.0214893)",PR-447,
375237955,,residential,False,False,129.204,,"LINESTRING (-51.3498989 -26.0172456, -51.3499566 -26.0160848)",,
235752948,,secondary,True,False,26.886,,"LINESTRING (-51.3498989 -26.0172456, -51.3499515 -26.0172558, -51.349998 -26.0172801, -51.3500338 -26.0173162, -51.3500553 -26.0173606, -51.3500604 -26.0174087)",,roundabout
235752944,Avenida Getúlio Vargas,tertiary,False,False,164.061,,"LINESTRING (-51.349719 -26.0173921, -51.3480795 -26.0173138)",,
235752948,,secondary,True,False,26.866,,"LINESTRING (-51.349719 -26.0173921, -51.3497298 -26.0173448, -51.3497565 -26.0173028, -51.3497964 -26.0172704, -51.3498454 -26.0172506, -51.3498989 -26.0172456)",,roundabout
932243449,Avenida Getúlio Vargas,unclassified,False,True,203.887,,"LINESTRING (-51.3500604 -26.0174087, -51.3520975 -26.0175124)",,
235752948,,secondary,True,False,26.080000000000005,,"LINESTRING (-51.3500604 -26.0174087, -51.3500492 -26.0174545, -51.3500231 -26.0174952, -51.3499846 -26.0175268, -51.3499373 -26.0175466, -51.3498855 -26.0175526)",,roundabout
235752948,,secondary,True,False,27.060000000000002,,"LINESTRING (-51.3498855 -26.0175526, -51.3498323 -26.0175437, -51.3497848 -26.0175203, -51.3497479 -26.0174847, -51.3497252 -26.0174405, -51.349719 -26.0173921)",,roundabout
375237983,Avenida Interventor,secondary,False,True,202.70499999999998,,"LINESTRING (-51.3498855 -26.0175526, -51.3497897 -26.0190158, -51.3497753 -26.0193728)",,
369999099,Avenida Marechal Hermes da Fonseca,residential,False,False,88.987,,"LINESTRING (-51.3476786 -26.0161398, -51.3476551 -26.0169398)",,
369999099,Avenida Marechal Hermes da Fonseca,residential,False,True,88.987,,"LINESTRING (-51.3476551 -26.0169398, -51.3476786 -26.0161398)",,
943187946,Praça Papa Pio XII,tertiary,True,False,80.743,,"LINESTRING (-51.3476551 -26.0169398, -51.3480243 -26.0169493, -51.3480793 -26.0169854, -51.3481012 -26.0170327, -51.3480795 -26.0173138)",,
228336111,Praça Papa Pio XII,tertiary,True,False,39.649,,"LINESTRING (-51.3476264 -26.0176697, -51.3472304 -26.0176473)",,
369999100,Avenida Marechal Hermes da Fonseca,residential,False,False,180.072,,"LINESTRING (-51.3476264 -26.0176697, -51.3475342 -26.019287)",,
369999100,Avenida Marechal Hermes da Fonseca,residential,False,True,67.078,,"LINESTRING (-51.347435 -26.0219299, -51.3474576 -26.021327)",,
369999095,,secondary,False,True,105.71600000000001,,"LINESTRING (-51.347435 -26.0219299, -51.3476699 -26.0217751, -51.3479246 -26.0216322, -51.3483556 -26.021472)",PR-447,
556623481,Avenida Pascoal Vila Boim,tertiary,False,False,109.186,,"LINESTRING (-51.345684 -26.0141941, -51.3456104 -26.0151738)",,
"[932243445, 932243446, 375237951]",Travessa Edmundo Otto,residential,False,True,207.989,yes,"LINESTRING (-51.345684 -26.0141941, -51.3469698 -26.0142617, -51.3470638 -26.0142667, -51.3477618 -26.0143034)",,
"[932243445, 932243446, 375237951]",Travessa Edmundo Otto,residential,False,False,207.989,yes,"LINESTRING (-51.3477618 -26.0143034, -51.3470638 -26.0142667, -51.3469698 -26.0142617, -51.345684 -26.0141941)",,
556623481,Avenida Pascoal Vila Boim,tertiary,False,True,109.186,,"LINESTRING (-51.3456104 -26.0151738, -51.345684 -26.0141941)",,
375237965,Avenida Engenheiro Ferreira Correia,residential,False,True,256.195,,"LINESTRING (-51.3456104 -26.0151738, -51.3470525 -26.0166282, -51.3472816 -26.0169186)",,
556623481,Avenida Pascoal Vila Boim,tertiary,False,False,208.43200000000002,,"LINESTRING (-51.3456104 -26.0151738, -51.3454829 -26.0169783, -51.3454806 -26.0170446)",,
375237955,,residential,False,True,129.204,,"LINESTRING (-51.3499566 -26.0160848, -51.3498989 -26.0172456)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,False,77.007,,"LINESTRING (-51.3534058 -26.0166753, -51.3534879 -26.0173639)",,
556621847,Rua Constante Krul,residential,False,True,56.309,,"LINESTRING (-51.3530936 -26.0175595, -51.3535107 -26.0179)",,
932243449,Avenida Getúlio Vargas,unclassified,False,False,99.675,,"LINESTRING (-51.3530936 -26.0175595, -51.3520975 -26.0175124)",,
932243449,Avenida Getúlio Vargas,unclassified,False,True,42.027,,"LINESTRING (-51.3530936 -26.0175595, -51.3535136 -26.0175794)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,False,35.65,,"LINESTRING (-51.3535136 -26.0175794, -51.3535107 -26.0179)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,True,24.1,,"LINESTRING (-51.3535136 -26.0175794, -51.3534879 -26.0173639)",,
932243449,Avenida Getúlio Vargas,unclassified,False,False,42.027,,"LINESTRING (-51.3535136 -26.0175794, -51.3530936 -26.0175595)",,
932243449,Avenida Getúlio Vargas,unclassified,False,True,161.955,,"LINESTRING (-51.3535136 -26.0175794, -51.3551321 -26.017656)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,False,60.024,,"LINESTRING (-51.3535107 -26.0179, -51.3534517 -26.0184372)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,True,35.65,,"LINESTRING (-51.3535107 -26.0179, -51.3535136 -26.0175794)",,
556621847,Rua Constante Krul,residential,False,False,56.309,,"LINESTRING (-51.3535107 -26.0179, -51.3530936 -26.0175595)",,
556621847,Rua Constante Krul,residential,False,True,93.947,,"LINESTRING (-51.3535107 -26.0179, -51.3542065 -26.0184682)",,
556623475,Rua da Servidão,residential,False,False,103.873,,"LINESTRING (-51.3507116 -26.0182783, -51.3517467 -26.0183642)",,
228336108,Avenida Antonio Viana,residential,False,False,251.31,,"LINESTRING (-51.3520514 -26.0183798, -51.3519313 -26.0206373)",PR-447,
228336108,Avenida Antonio Viana,residential,False,True,96.561,,"LINESTRING (-51.3520514 -26.0183798, -51.3520975 -26.0175124)",PR-447,
932243452,Avenida Vitória,residential,False,False,140.072,,"LINESTRING (-51.3520514 -26.0183798, -51.3534517 -26.0184372)",,
932243452,Avenida Vitória,residential,False,True,30.497,,"LINESTRING (-51.3520514 -26.0183798, -51.3517467 -26.0183642)",,
375237947,Rua Lourenço Mlynarczyk,residential,False,True,60.024,,"LINESTRING (-51.3534517 -26.0184372, -51.3535107 -26.0179)",,
932243452,Avenida Vitória,residential,False,False,75.503,,"LINESTRING (-51.3534517 -26.0184372, -51.3542065 -26.0184682)",,
932243452,Avenida Vitória,residential,False,True,140.072,,"LINESTRING (-51.3534517 -26.0184372, -51.3520514 -26.0183798)",,
