osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry
913396576,True,Avenida Marechal Deodoro da Fonseca,secondary,False,19.432,,,"LINESTRING (-46.2558478 -23.9966194, -46.2556835 -23.9965299)"
48452708,True,Avenida Puglisi,secondary,False,120.123,2,50,"LINESTRING (-46.2556835 -23.9965299, -46.2563192 -23.995619)"
913396576,True,Avenida Marechal Deodoro da Fonseca,secondary,False,57.752,,,"LINESTRING (-46.2556835 -23.9965299, -46.2551918 -23.9962692)"
488360424,True,Avenida Puglisi,secondary,False,67.222,2,50,"LINESTRING (-46.2581945 -23.9929648, -46.2578693 -23.9934913)"
252567486,True,Rua Monte Negro,secondary,False,17.123,,,"LINESTRING (-46.2581945 -23.9929648, -46.2581499 -23.9929417, -46.2581169 -23.9929244, -46.2580476 -23.9928893)"
488359452,False,Rua Monte Negro,secondary,False,124.406,,,"LINESTRING (-46.2580476 -23.9928893, -46.2569908 -23.992324)"
954755182,True,Avenida Puglisi,secondary,False,115.79700000000001,2,50,"LINESTRING (-46.2580476 -23.9928893, -46.2583602 -23.9924253, -46.2584513 -23.9922899, -46.2585386 -23.9921604, -46.258645 -23.9920024)"
488359452,False,Rua Monte Negro,secondary,False,72.021,,,"LINESTRING (-46.2549894 -23.9912731, -46.2544252 -23.9908809)"
488359452,False,Rua Monte Negro,secondary,True,8.893,,,"LINESTRING (-46.2549894 -23.9912731, -46.2550625 -23.9913171)"
876441005,True,Avenida Arthur da Costa Filho,residential,False,114.8,,,"LINESTRING (-46.2549894 -23.9912731, -46.255555 -23.9903793)"
488364312,True,Avenida Puglisi,secondary,False,16.485,2,50,"LINESTRING (-46.2568041 -23.9947978, -46.2568831 -23.9946683)"
488364316,True,Avenida Leomil,tertiary,False,120.825,,,"LINESTRING (-46.2568041 -23.9947978, -46.25578 -23.9942452)"
488364315,True,Avenida Puglisi,secondary,False,103.10900000000001,2,50,"LINESTRING (-46.2569544 -23.9948723, -46.2567017 -23.9953021, -46.256564 -23.9955277, -46.2564741 -23.9956891)"
488364316,True,Avenida Leomil,tertiary,False,17.371,,,"LINESTRING (-46.2569544 -23.9948723, -46.2569277 -23.9948591, -46.2569007 -23.9948457, -46.2568758 -23.9948334, -46.2568041 -23.9947978)"
438569615,False,Rua Jordano de Paiva,residential,False,9.952,,,"LINESTRING (-46.2559284 -23.989762, -46.2560134 -23.9898065)"
1253902019,False,Rua Jordano de Paiva,residential,True,17.368,,,"LINESTRING (-46.2559284 -23.989762, -46.2557815 -23.9896821)"
51832336,True,Rua Antônio de Souza,residential,False,96.834,,,"LINESTRING (-46.2537224 -23.9932717, -46.2532722 -23.9940393)"
