osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,junction
319290827,True,MT-130,Avenida Brasil,secondary,False,113.299,,"LINESTRING (-54.0541022 -14.4253301, -54.053518 -14.4261775)",
183595215,False,,,residential,True,65.669,,"LINESTRING (-54.0539846 -14.4324298, -54.053711 -14.4329576)",
195774601,False,MT-336,Avenida Bandeirantes,secondary,False,110.475,60,"LINESTRING (-54.0539846 -14.4324298, -54.0530893 -14.4319447)",
319290826,False,,Travessa Campos,tertiary,False,44.902,,"LINESTRING (-54.0539846 -14.4324298, -54.0541854 -14.4320759)",
183595215,False,,,residential,False,45.873,,"LINESTRING (-54.0535249 -14.4333287, -54.053711 -14.4329576)",
195774606,False,,Rua Marechal Deodoro da Fonseca,residential,True,113.174,,"LINESTRING (-54.0506756 -14.4256876, -54.0515556 -14.426244)",
196085182,False,,Rua Dom Pedro II,residential,False,124.606,,"LINESTRING (-54.0506756 -14.4256876, -54.0501034 -14.4266616)",
195774606,False,,Rua Marechal Deodoro da Fonseca,residential,False,113.174,,"LINESTRING (-54.0515556 -14.426244, -54.0506756 -14.4256876)",
195774606,False,,Rua Marechal Deodoro da Fonseca,residential,True,159.988,,"LINESTRING (-54.0515556 -14.426244, -54.052834 -14.426977)",
655436403,False,,Rua Apolonio Bouret de Melo,residential,False,119.771,,"LINESTRING (-54.0515556 -14.426244, -54.051043 -14.4271999)",
655436403,False,,Rua Apolonio Bouret de Melo,residential,True,123.558,,"LINESTRING (-54.0515556 -14.426244, -54.0521926 -14.4253198)",
319290827,True,MT-130,Avenida Brasil,secondary,False,126.926,,"LINESTRING (-54.0529385 -14.4270443, -54.0523177 -14.4280146)",
655436398,False,,,residential,False,13.515,,"LINESTRING (-54.0529385 -14.4270443, -54.052834 -14.426977)",
655436399,False,,Rua Marechal Deodoro da Fonseca,residential,True,117.091,,"LINESTRING (-54.0529385 -14.4270443, -54.0538496 -14.427619)",
655436399,False,,Rua Marechal Deodoro da Fonseca,residential,True,65.593,,"LINESTRING (-54.0542946 -14.4280073, -54.0547525 -14.4283963)",
319290836,False,,Rua Vinte e Nove de Junho,residential,False,110.325,,"LINESTRING (-54.0542946 -14.4280073, -54.0538941 -14.4288029, -54.0538367 -14.4288944)",
655436399,False,,Rua Marechal Deodoro da Fonseca,residential,False,64.599,,"LINESTRING (-54.0542946 -14.4280073, -54.0539509 -14.4276901, -54.0538496 -14.427619)",
655436399,False,,Rua Marechal Deodoro da Fonseca,residential,False,65.593,,"LINESTRING (-54.0547525 -14.4283963, -54.0542946 -14.4280073)",
319296067,False,,Rua São João,residential,False,104.00999999999999,,"LINESTRING (-54.0547525 -14.4283963, -54.0546044 -14.4286757, -54.0543631 -14.4292514)",
319290813,True,MT-130,,secondary,False,3.045,,"LINESTRING (-54.0541288 -14.4253208, -54.0541022 -14.4253301)",roundabout
319290798,False,,Rua Dezessete de Dezembro,residential,False,157.997,,"LINESTRING (-54.0521926 -14.4253198, -54.0534089 -14.4261144)",
655436403,False,,Rua Apolonio Bouret de Melo,residential,False,123.558,,"LINESTRING (-54.0521926 -14.4253198, -54.0515556 -14.426244)",
319290792,True,,Avenida Mato Grosso,residential,False,118.48,,"LINESTRING (-54.0482369 -14.4254696, -54.0491542 -14.4260579)",
319290834,False,,Rua Sucupira,residential,False,12.583,,"LINESTRING (-54.0482369 -14.4254696, -54.0481885 -14.4255726)",
319290834,False,,Rua Sucupira,residential,True,12.583,,"LINESTRING (-54.0481885 -14.4255726, -54.0482369 -14.4254696)",
319290834,False,,Rua Sucupira,residential,False,127.98299999999999,,"LINESTRING (-54.0481885 -14.4255726, -54.0478638 -14.4260693, -54.0475942 -14.4264759, -54.0475418 -14.4265376)",
