osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge
38154920,Rua São Sebastião,residential,False,False,68.334,"LINESTRING (-51.2368869 -29.6916603, -51.2375941 -29.6916758)",,,
97710191,Rua Gramado,residential,False,False,24.593,"LINESTRING (-51.2368869 -29.6916603, -51.2367205 -29.6918277)",,,
97710191,Rua Gramado,residential,False,True,132.711,"LINESTRING (-51.2368869 -29.6916603, -51.2378329 -29.6907948)",,,
97710086,Rua 9 de Outubro,residential,False,False,151.03,"LINESTRING (-51.2336824 -29.6935993, -51.2326371 -29.6946094)",,,
97710086,Rua 9 de Outubro,residential,False,True,27.739,"LINESTRING (-51.2336824 -29.6935993, -51.2338783 -29.6934169)",,,
940369277,Rua Novo Hamburgo,residential,False,True,208.616,"LINESTRING (-51.2336824 -29.6935993, -51.2358395 -29.6936918)",,,
38154921,Rua Novo Hamburgo,residential,True,False,177.49399999999997,"LINESTRING (-51.2336824 -29.6935993, -51.2333487 -29.69359, -51.2331931 -29.6935516, -51.2331301 -29.6935259, -51.2330805 -29.6935003, -51.2329866 -29.6934479, -51.2329128 -29.6933826, -51.2328646 -29.6933232, -51.2328176 -29.6932405, -51.232727 -29.6930266, -51.232599 -29.692566)",,,
38154925,Rua Maranhão,residential,False,False,134.725,"LINESTRING (-51.2356279 -29.6957583, -51.2344326 -29.6951339)",,,
38154925,Rua Maranhão,residential,False,True,43.01,"LINESTRING (-51.2356279 -29.6957583, -51.2359958 -29.6959762)",,,
337051095,,residential,False,False,84.797,"LINESTRING (-51.2356279 -29.6957583, -51.2351302 -29.6963865)",,,
38154922,Avenida Belém,living_street,False,False,100.837,"LINESTRING (-51.2344326 -29.6951339, -51.2333895 -29.6951703)",,,
38154922,Avenida Belém,living_street,False,True,288.705,"LINESTRING (-51.2344326 -29.6951339, -51.2374128 -29.6953319)",,,
38154925,Rua Maranhão,residential,False,True,134.725,"LINESTRING (-51.2344326 -29.6951339, -51.2356279 -29.6957583)",,,
38154925,Rua Maranhão,residential,False,False,43.01,"LINESTRING (-51.2359958 -29.6959762, -51.2356279 -29.6957583)",,,
38154925,Rua Maranhão,residential,False,True,89.38,"LINESTRING (-51.2359958 -29.6959762, -51.2367591 -29.6964306)",,,
38154926,Rua Bahia,residential,False,True,111.265,"LINESTRING (-51.2359958 -29.6959762, -51.2371472 -29.696006)",,,
38154925,Rua Maranhão,residential,False,False,132.486,"LINESTRING (-51.2378866 -29.6971091, -51.2367591 -29.6964306)",,,
38154932,Rua Curitiba,residential,False,False,85.13,"LINESTRING (-51.2378866 -29.6971091, -51.2373771 -29.6977338)",,,
38154932,Rua Curitiba,residential,False,True,85.13,"LINESTRING (-51.2373771 -29.6977338, -51.2378866 -29.6971091)",,,
38154922,Avenida Belém,living_street,False,False,25.645,"LINESTRING (-51.2376779 -29.6953446, -51.2374128 -29.6953319)",,,
38154933,Rua Niterói,residential,False,False,89.647,"LINESTRING (-51.2376779 -29.6953446, -51.2371472 -29.696006)",,,
38154926,Rua Bahia,residential,False,False,111.265,"LINESTRING (-51.2371472 -29.696006, -51.2359958 -29.6959762)",,,
38154933,Rua Niterói,residential,False,False,60.286,"LINESTRING (-51.2371472 -29.696006, -51.2367591 -29.6964306)",,,
