osmid,highway,oneway,reversed,length,name,geometry,maxspeed,ref
417055430,residential,False,False,248.661,,"LINESTRING (-55.9948656 -4.6995268, -55.9962697 -4.7012711)",,
563154387,tertiary,False,True,98.418,Travessa Horizonte,"LINESTRING (-55.9948656 -4.6995268, -55.9955764 -4.6989962)",,
417055430,residential,False,True,173.618,,"LINESTRING (-55.9948656 -4.6995268, -55.9942929 -4.698793, -55.9938853 -4.6983092)",,
282971734,residential,False,False,86.073,Rua Campos Sales,"LINESTRING (-55.9981339 -4.6972092, -55.9987105 -4.6977278)",,
563154381,tertiary,False,False,92.618,Travessa Horizonte,"LINESTRING (-55.9981339 -4.6972092, -55.9974429 -4.6976777)",,
563154383,residential,False,True,68.71,Travessa Horizonte,"LINESTRING (-55.9981339 -4.6972092, -55.9986381 -4.6968496)",,
563154397,tertiary,False,True,69.907,Rua Campos Sales,"LINESTRING (-55.9981339 -4.6972092, -55.9976779 -4.6967748)",,
417055434,residential,False,True,24.294,Rua Campos Sales,"LINESTRING (-55.9973171 -4.6963978, -55.9971445 -4.6962631)",,
563154397,tertiary,False,False,57.932,Rua Campos Sales,"LINESTRING (-55.9973171 -4.6963978, -55.9976779 -4.6967748)",,
563154395,residential,False,False,163.703,Travessa da Cachoeira,"LINESTRING (-55.9973171 -4.6963978, -55.9968719 -4.6967106, -55.9966439 -4.6968055, -55.9962724 -4.6969699, -55.9960216 -4.6970915)",,
282971730,residential,False,False,16.745,Avenida Carlos Lisboa,"LINESTRING (-55.996778 -4.7022401, -55.996662 -4.7023366)",40,
282971730,residential,False,True,27.907,Avenida Carlos Lisboa,"LINESTRING (-55.996778 -4.7022401, -55.9968451 -4.7019982)",40,
475300199,trunk,False,True,29.935,,"LINESTRING (-55.996778 -4.7022401, -55.9969403 -4.7024553)",,BR-163
475300199,trunk,False,False,131.262,,"LINESTRING (-55.996778 -4.7022401, -55.996381 -4.7017496, -55.9960404 -4.7013165)",,BR-163
282971730,residential,False,False,73.587,Avenida Carlos Lisboa,"LINESTRING (-55.9943895 -4.7043239, -55.9938839 -4.7047529)",40,
282971730,residential,False,True,76.996,Avenida Carlos Lisboa,"LINESTRING (-55.9943895 -4.7043239, -55.9949273 -4.7038855)",40,
417063431,residential,False,True,148.456,Rua Castro Alves,"LINESTRING (-55.9943895 -4.7043239, -55.9939228 -4.7037211, -55.9935768 -4.7032626)",,
282971731,residential,False,False,86.377,Travessa Gonçalves Araújo,"LINESTRING (-55.9962697 -4.7012711, -55.9969094 -4.7008273)",,
417055430,residential,False,False,102.97,,"LINESTRING (-55.9962697 -4.7012711, -55.9968451 -4.7019982)",,
417055430,residential,False,True,248.661,,"LINESTRING (-55.9962697 -4.7012711, -55.9948656 -4.6995268)",,
282971731,residential,False,False,90.986,Travessa Gonçalves Araújo,"LINESTRING (-55.9969094 -4.7008273, -55.9975344 -4.7002967)",,
282971731,residential,False,True,86.377,Travessa Gonçalves Araújo,"LINESTRING (-55.9969094 -4.7008273, -55.9962697 -4.7012711)",,
417055451,residential,False,False,147.61399999999998,Rua João Goulart,"LINESTRING (-55.9969094 -4.7008273, -55.9972407 -4.7012951, -55.997702 -4.7018939)",,
417055451,residential,False,True,253.20200000000003,Rua João Goulart,"LINESTRING (-55.9969094 -4.7008273, -55.9964414 -4.7002366, -55.9963985 -4.7001443, -55.9963676 -4.7000615, -55.9963314 -4.6999559, -55.9962791 -4.6998476, -55.9962147 -4.6997607, -55.9955764 -4.6989962)",,
282971731,residential,False,False,74.903,Travessa Gonçalves Araújo,"LINESTRING (-55.9981768 -4.6997915, -55.9987065 -4.6993731)",,
282971731,residential,False,True,90.686,Travessa Gonçalves Araújo,"LINESTRING (-55.9981768 -4.6997915, -55.9975344 -4.7002967)",,
417055444,residential,False,True,145.262,Rua Everaldo Martins,"LINESTRING (-55.9981768 -4.6997915, -55.9990284 -4.7007846)",,
417055444,residential,False,False,145.637,Rua Everaldo Martins,"LINESTRING (-55.9981768 -4.6997915, -55.9978375 -4.6994199, -55.997639 -4.6991913, -55.9974673 -4.6989614, -55.9973399 -4.6987837)",,
282971731,residential,False,True,58.286,Travessa Gonçalves Araújo,"LINESTRING (-55.9996064 -4.6985404, -55.9992175 -4.6988933)",,
282971734,residential,False,False,148.923,Rua Campos Sales,"LINESTRING (-55.9996064 -4.6985404, -56.0005465 -4.6994974)",,
282971734,residential,False,True,134.37900000000002,Rua Campos Sales,"LINESTRING (-55.9996064 -4.6985404, -55.9991585 -4.698098, -55.9988956 -4.6978788, -55.9987105 -4.6977278)",,
282971734,residential,False,True,86.073,Rua Campos Sales,"LINESTRING (-55.9987105 -4.6977278, -55.9981339 -4.6972092)",,
417055460,residential,False,False,66.292,Travessa Castelo Branco,"LINESTRING (-55.9987105 -4.6977278, -55.9991638 -4.6973388)",,
282971734,residential,False,False,134.37900000000002,Rua Campos Sales,"LINESTRING (-55.9987105 -4.6977278, -55.9988956 -4.6978788, -55.9991585 -4.698098, -55.9996064 -4.6985404)",,
417055460,residential,False,True,96.787,Travessa Castelo Branco,"LINESTRING (-55.9987105 -4.6977278, -55.998323 -4.6980459, -55.9980199 -4.6982597)",,
282971734,residential,False,True,148.923,Rua Campos Sales,"LINESTRING (-56.0005465 -4.6994974, -55.9996064 -4.6985404)",,
417055433,residential,False,True,73.39,Travessa Carlos Lisboa,"LINESTRING (-56.0005465 -4.6994974, -56.0000503 -4.6999345)",,
"[783489868, 282971734]",residential,False,"[False, True]",201.54600000000002,Rua Campos Sales,"LINESTRING (-56.0005465 -4.6994974, -56.0014129 -4.7000361, -56.0009944 -4.7004691, -56.0008147 -4.7005426)",,
563154391,residential,False,False,87.749,Travessa Sebastião Jovino da Silva,"LINESTRING (-56.0009274 -4.7039469, -56.0014907 -4.7033923)",,
563154393,residential,False,False,127.365,Rua Presidente Médici,"LINESTRING (-56.0009274 -4.7039469, -56.0001147 -4.703137)",,
563154391,residential,False,True,89.974,Travessa Sebastião Jovino da Silva,"LINESTRING (-56.0009274 -4.7039469, -56.0008617 -4.7040191, -56.0007826 -4.7040953, -56.0006136 -4.7042263, -56.0003011 -4.7044588)",,
563154393,residential,False,False,153.495,Rua Presidente Médici,"LINESTRING (-55.9984544 -4.7013286, -55.9975344 -4.7002967)",,
563154393,residential,False,True,84.436,Rua Presidente Médici,"LINESTRING (-55.9984544 -4.7013286, -55.9989586 -4.7018979)",,
417055433,residential,False,False,87.863,Travessa Carlos Lisboa,"LINESTRING (-55.9984544 -4.7013286, -55.9987146 -4.7011053, -55.9990284 -4.7007846)",,
417055433,residential,False,True,104.589,Travessa Carlos Lisboa,"LINESTRING (-55.9984544 -4.7013286, -55.998264 -4.7014916, -55.9980239 -4.7016841, -55.997702 -4.7018939)",,
282971731,residential,False,False,90.686,Travessa Gonçalves Araújo,"LINESTRING (-55.9975344 -4.7002967, -55.9981768 -4.6997915)",,
282971731,residential,False,True,90.986,Travessa Gonçalves Araújo,"LINESTRING (-55.9975344 -4.7002967, -55.9969094 -4.7008273)",,
563154393,residential,False,True,153.495,Rua Presidente Médici,"LINESTRING (-55.9975344 -4.7002967, -55.9984544 -4.7013286)",,
563154393,residential,False,False,162.98000000000002,Rua Presidente Médici,"LINESTRING (-55.9975344 -4.7002967, -55.9971669 -4.6998596, -55.9969068 -4.6995656, -55.9965943 -4.69917)",,
563154387,tertiary,False,False,83.953,Travessa Horizonte,"LINESTRING (-55.996196 -4.6985618, -55.9955764 -4.6989962)",,
563154387,tertiary,False,True,91.121,Travessa Horizonte,"LINESTRING (-55.996196 -4.6985618, -55.9968692 -4.6980913)",,
563154393,residential,False,False,101.237,Rua Presidente Médici,"LINESTRING (-55.996196 -4.6985618, -55.9956837 -4.697808)",,
563154393,residential,False,True,80.759,Rua Presidente Médici,"LINESTRING (-55.996196 -4.6985618, -55.9965943 -4.69917)",,
563154393,residential,False,False,55.692,Rua Presidente Médici,"LINESTRING (-55.9956837 -4.697808, -55.9954034 -4.6973923)",,
563154393,residential,False,True,101.237,Rua Presidente Médici,"LINESTRING (-55.9956837 -4.697808, -55.996196 -4.6985618)",,
563154385,residential,False,True,139.889,Rua Everaldo Martins,"LINESTRING (-55.9956837 -4.697808, -55.9958003 -4.6977786, -55.9958808 -4.6977732, -55.9959438 -4.6977826, -55.9964307 -4.6978895, -55.9966613 -4.6979349, -55.9967378 -4.6979697, -55.9968035 -4.6980205, -55.9968692 -4.6980913)",,
563154393,residential,False,True,55.692,Rua Presidente Médici,"LINESTRING (-55.9954034 -4.6973923, -55.9956837 -4.697808)",,
"[563154395, 417055451]",residential,False,False,242.54900000000004,"['Rua João Goulart', 'Travessa da Cachoeira']","LINESTRING (-55.9954034 -4.6973923, -55.9948213 -4.6978374, -55.9947918 -4.6978674, -55.9947737 -4.6979002, -55.994771 -4.6979343, -55.9947798 -4.6979817, -55.9955764 -4.6989962)",,
563154395,residential,False,True,76.432,Travessa da Cachoeira,"LINESTRING (-55.9954034 -4.6973923, -55.9955589 -4.6972934, -55.9958808 -4.6971477, -55.9960216 -4.6970915)",,
282975865,residential,False,True,102.797,Rua Dom Pedro I,"LINESTRING (-55.9998505 -4.6979603, -55.9991638 -4.6973388)",,
