osmid,oneway,lanes,ref,name,highway,reversed,length,bridge,maxspeed,geometry,junction
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,False,173.06600000000003,,,"LINESTRING (-46.3486737 -23.4751912, -46.3487247 -23.4753117, -46.348777 -23.4754188, -46.3488454 -23.4755221, -46.3489607 -23.4756599, -46.349076 -23.4757706, -46.349245 -23.4758874, -46.3498485 -23.4762614)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,True,55.519999999999996,,,"LINESTRING (-46.3486737 -23.4751912, -46.3486442 -23.4749575, -46.3486657 -23.4746942)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,True,59.109,,,"LINESTRING (-46.3508624 -23.4771907, -46.3504922 -23.4767817)",
29913576,True,1,SP-056,Rodovia Alberto Hinoto,primary,False,83.76,,,"LINESTRING (-46.3508624 -23.4771907, -46.3509777 -23.477291, -46.3510696 -23.4773669, -46.3511306 -23.4774103, -46.351191 -23.4774432, -46.3512701 -23.4774782, -46.3513787 -23.4775185, -46.3515591 -23.477561)",
234897674,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,120.597,,,"LINESTRING (-46.3517194 -23.4775911, -46.3518521 -23.4776366, -46.3519326 -23.4776797, -46.352009 -23.4777646, -46.3521432 -23.4779699, -46.3522129 -23.4780991, -46.3522531 -23.478211, -46.3522732 -23.4783218, -46.3522638 -23.4784669)",
234897674,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,40.64,,,"LINESTRING (-46.3522638 -23.4784669, -46.3521713 -23.4788224)",
30032691,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,135.543,,,"LINESTRING (-46.3522388 -23.4798445, -46.3520117 -23.4793341, -46.3519567 -23.4792246, -46.3518883 -23.4791201, -46.3516104 -23.4787797)",
"[153101339, 30032956, 845942351]",False,2,SP-056,Rodovia Alberto Hinoto,primary,False,231.423,yes,60,"LINESTRING (-46.3472307 -23.4719141, -46.3474734 -23.4721995, -46.347688 -23.4724259, -46.3478583 -23.4725981, -46.3483465 -23.4730385, -46.348765 -23.4733743, -46.348803 -23.4734083)",
153101339,False,2,SP-056,Rodovia Alberto Hinoto,primary,True,82.785,,60,"LINESTRING (-46.3472307 -23.4719141, -46.3469317 -23.4715772, -46.3467183 -23.4713367)",
943721092,True,1,,Rua Rio Tietê,residential,False,85.203,,,"LINESTRING (-46.3472307 -23.4719141, -46.3468458 -23.4716521, -46.3465695 -23.4714461)",
29913538,True,2,,Avenida Vereador Almiro Dias de Oliveira,secondary,False,66.205,,40,"LINESTRING (-46.3501402 -23.4773421, -46.3502749 -23.4773936, -46.3503903 -23.477438, -46.3505425 -23.4774976, -46.350623 -23.4775167, -46.3507504 -23.4775376)",
309473635,True,1,,,primary_link,False,51.806,,30,"LINESTRING (-46.3510515 -23.4775499, -46.3512292 -23.4775524, -46.3514317 -23.4775628, -46.3515591 -23.477561)",
309473657,True,1,SP-056,Rodovia Alberto Hinoto,primary,False,24.441,,30,"LINESTRING (-46.3510515 -23.4775499, -46.3510488 -23.4774835, -46.3510418 -23.4774493, -46.351029 -23.4774177, -46.3509811 -23.4773451)",
947848586,True,3,SP-056,Rodovia Alberto Hinoto,primary,False,69.154,,,"LINESTRING (-46.3516104 -23.4787797, -46.3512088 -23.4782786)",
30032811,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,44.1,,,"LINESTRING (-46.3512088 -23.4782786, -46.3510594 -23.4780371, -46.3510374 -23.4779847, -46.3510159 -23.4779251)",
234897681,True,1,,Avenida Vereador Almiro Dias de Oliveira,secondary,False,151.441,,40,"LINESTRING (-46.3512088 -23.4782786, -46.3507873 -23.4778334, -46.350682 -23.4777344, -46.3505352 -23.4776108, -46.3503829 -23.4775001, -46.3502502 -23.4774146, -46.3501402 -23.4773421)",
30032924,True,1,,,primary_link,False,73.0,,,"LINESTRING (-46.3521713 -23.4788224, -46.3521163 -23.4789128, -46.3520687 -23.4789512, -46.3520204 -23.47897, -46.351954 -23.4789823, -46.3518924 -23.4789756, -46.351832 -23.4789553, -46.351771 -23.4789104, -46.35171 -23.4788593, -46.3516104 -23.4787797)",
234897674,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,46.663999999999994,,,"LINESTRING (-46.3521713 -23.4788224, -46.3521398 -23.4789787, -46.3521291 -23.4791096, -46.3521378 -23.4792388)",
30058604,True,2,,Avenida Emancipação,secondary,False,64.209,,30,"LINESTRING (-46.3530171 -23.4797021, -46.3530417 -23.4796687, -46.3530578 -23.4796306, -46.3530685 -23.4795764, -46.3531023 -23.4791363)",
475556505,True,3,,Praça Padre João Alvares,secondary,False,53.317,,,"LINESTRING (-46.3505754 -23.4752201, -46.3509013 -23.4748452)",
30058763,False,,,Rua Carlos Barbosa da Silva,residential,True,129.398,,,"LINESTRING (-46.3505754 -23.4752201, -46.3501094 -23.4748535, -46.3500481 -23.4748109, -46.3500041 -23.4747803, -46.3499001 -23.4747213, -46.3495347 -23.4745712)",
"[30058538, 234299383]",True,2,,"['Rua Capitão José Leite', 'Rua da Liberdade']",secondary,False,201.962,,,"LINESTRING (-46.3511176 -23.4748717, -46.351934 -23.4754384, -46.3520077 -23.4754913, -46.352707 -23.4759548)",
844620599,False,2,,Rua da Liberdade,secondary,True,68.609,,,"LINESTRING (-46.3499692 -23.4741542, -46.3505378 -23.4744839)",
844620599,False,2,,Rua da Liberdade,secondary,False,49.855000000000004,,,"LINESTRING (-46.3499692 -23.4741542, -46.349882 -23.4741026, -46.3495642 -23.4739032)",
30058278,True,,,Rua Maria Barbosa de Araújo,residential,False,129.55,,,"LINESTRING (-46.3504252 -23.4730668, -46.3499692 -23.4741542)",
30058286,False,,,Rua Dom Pedro II,residential,False,91.937,,,"LINESTRING (-46.3504252 -23.4730668, -46.3512097 -23.473474)",
"[42387426, 30058286]",False,,,"['Rua Dom Pedro II', 'Rua Manoel Garcia']",residential,"[False, True]",221.279,,,"LINESTRING (-46.3504252 -23.4730668, -46.350444 -23.4729991, -46.3504479 -23.4729179, -46.3504345 -23.4728257, -46.3503983 -23.4727593, -46.3503474 -23.4726965, -46.3502749 -23.472651, -46.350222 -23.4726276, -46.3501777 -23.4726227, -46.3501402 -23.4726289, -46.3501113 -23.4726541, -46.3500711 -23.4727273, -46.3497855 -23.4733952, -46.3495642 -23.4739032)",
579904059,False,2,,Rua Padre Anchieta,residential,True,35.956,,30,"LINESTRING (-46.3513579 -23.4731806, -46.3512097 -23.473474)",
579904059,False,2,,Rua Padre Anchieta,residential,False,34.355,,30,"LINESTRING (-46.3510743 -23.4737569, -46.3512097 -23.473474)",
30058314,True,2,,Rua João Vagnotti,tertiary,False,106.53200000000001,,30,"LINESTRING (-46.3510743 -23.4737569, -46.3513416 -23.4739376, -46.3514014 -23.473978, -46.3519152 -23.4743252)",
30058301,True,2,,Rua Padre Anchieta,tertiary,False,97.02200000000002,,30,"LINESTRING (-46.3506981 -23.4745362, -46.3508289 -23.4741296, -46.3508946 -23.473942, -46.3509429 -23.4738657, -46.3509784 -23.4738255, -46.3510226 -23.4737916, -46.3510743 -23.4737569)",
947843398,True,1,,Rua da Liberdade,secondary,False,56.879000000000005,,,"LINESTRING (-46.3506981 -23.4745362, -46.3507491 -23.4745657, -46.3508161 -23.4746137, -46.3508919 -23.474677, -46.3509609 -23.4747348, -46.3511176 -23.4748717)",
30058314,True,2,,Rua João Vagnotti,tertiary,False,119.49499999999999,,30,"LINESTRING (-46.3534547 -23.4754532, -46.3536224 -23.4755836, -46.3536988 -23.4756599, -46.3537672 -23.4757509, -46.3539 -23.4760006, -46.3539543 -23.4760639, -46.3540086 -23.4761045, -46.3542347 -23.4762176)",
417139108,False,,,Rua Dirce Passos,tertiary,False,70.886,,,"LINESTRING (-46.3534547 -23.4754532, -46.3537539 -23.4753345, -46.3540985 -23.4752134)",
913149415,False,,,Rua Maria Josefina dos Passos,residential,True,119.167,,,"LINESTRING (-46.3559919 -23.4773729, -46.3550522 -23.476736)",
30058343,False,,,Rua Lucídio José Machado,residential,False,108.522,,,"LINESTRING (-46.3556828 -23.4759499, -46.3550522 -23.476736)",
30058346,False,,,Rua Guilhermina Maria da Conceição,residential,False,95.697,,,"LINESTRING (-46.3547924 -23.4755255, -46.3542347 -23.4762176)",
"[30058538, 911027895]",True,"['1', '2']",,Rua Capitão José Leite,secondary,False,50.681,,,"LINESTRING (-46.3531337 -23.4762741, -46.353423 -23.4764861, -46.3534494 -23.4765191, -46.353478 -23.4765896)",
30058642,True,,,Rua Amauri Ribeiro,residential,False,89.172,,,"LINESTRING (-46.3525781 -23.4768933, -46.3531337 -23.4762741)",
"[1188584328, 30050946, 234299384]",True,"['2', '3']",,"['Rua Carlos Barbosa da Silva', 'Rua Sebastião Ferreira dos Santos']",secondary,False,220.26199999999994,,,"LINESTRING (-46.3525781 -23.4768933, -46.3524636 -23.4768346, -46.3522169 -23.4766833, -46.3521168 -23.4765829, -46.3520171 -23.4764828, -46.3519721 -23.4764467, -46.351486 -23.4760566, -46.3514216 -23.4760006, -46.3509603 -23.4755922)",
30058908,True,,,Rua Vicente Leporace,residential,False,182.86700000000002,,,"LINESTRING (-46.3525781 -23.4768933, -46.3525562 -23.476968, -46.352534 -23.4770978, -46.3525611 -23.4774205, -46.3525713 -23.4776722, -46.3525677 -23.4777395, -46.3525142 -23.478043, -46.3524675 -23.478168, -46.352416 -23.4782647, -46.3522638 -23.4784669)",
30058682,False,,,Rua Dom Thomas Frey,residential,False,135.993,,,"LINESTRING (-46.3509603 -23.4755922, -46.3503568 -23.4760033, -46.3500908 -23.4761528, -46.3498485 -23.4762614)",
234299384,True,3,,Rua Carlos Barbosa da Silva,secondary,False,57.038000000000004,,,"LINESTRING (-46.3509603 -23.4755922, -46.3506364 -23.4752767, -46.3505754 -23.4752201)",
30058682,False,,,Rua Dom Thomas Frey,residential,True,135.993,,,"LINESTRING (-46.3498485 -23.4762614, -46.3500908 -23.4761528, -46.3503568 -23.4760033, -46.3509603 -23.4755922)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,False,87.88199999999999,,,"LINESTRING (-46.3498485 -23.4762614, -46.3500255 -23.4763739, -46.3501556 -23.476465, -46.3502562 -23.476548, -46.3503554 -23.4766427, -46.3504922 -23.4767817)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,True,173.066,,,"LINESTRING (-46.3498485 -23.4762614, -46.349245 -23.4758874, -46.349076 -23.4757706, -46.3489607 -23.4756599, -46.3488454 -23.4755221, -46.348777 -23.4754188, -46.3487247 -23.4753117, -46.3486737 -23.4751912)",
30058694,False,,,Rua Plutão,residential,False,47.846,,,"LINESTRING (-46.3495347 -23.4745712, -46.3493831 -23.4749784)",
30058763,False,,,Rua Carlos Barbosa da Silva,residential,True,84.24,,,"LINESTRING (-46.3495347 -23.4745712, -46.3487622 -23.4743031)",
30058763,False,,,Rua Carlos Barbosa da Silva,residential,False,129.398,,,"LINESTRING (-46.3495347 -23.4745712, -46.3499001 -23.4747213, -46.3500041 -23.4747803, -46.3500481 -23.4748109, -46.3501094 -23.4748535, -46.3505754 -23.4752201)",
30058694,False,,,Rua Plutão,residential,True,47.846,,,"LINESTRING (-46.3493831 -23.4749784, -46.3495347 -23.4745712)",
30058745,False,,,Rua Vênus,residential,False,79.702,,,"LINESTRING (-46.3493831 -23.4749784, -46.3486657 -23.4746942)",
30058694,False,,,Rua Plutão,residential,False,52.07,,,"LINESTRING (-46.3493831 -23.4749784, -46.3493872 -23.4751383, -46.3493972 -23.4752244, -46.3494167 -23.4752939, -46.349469 -23.475436)",
30058694,False,,,Rua Plutão,residential,False,14.446,,,"LINESTRING (-46.349469 -23.475436, -46.3495387 -23.4755491)",
30058734,False,,,Rua Marte,residential,False,85.56,,,"LINESTRING (-46.349469 -23.475436, -46.3486737 -23.4751912)",
30058694,False,,,Rua Plutão,residential,True,52.06999999999999,,,"LINESTRING (-46.349469 -23.475436, -46.3494167 -23.4752939, -46.3493972 -23.4752244, -46.3493872 -23.4751383, -46.3493831 -23.4749784)",
30058694,False,,,Rua Plutão,residential,True,14.446,,,"LINESTRING (-46.3495387 -23.4755491, -46.349469 -23.475436)",
30058538,True,2,,Rua Capitão José Leite,secondary,False,56.165,,,"LINESTRING (-46.352707 -23.4759548, -46.3531337 -23.4762741)",
30058808,True,,,Rua Oscar Ferreira dos Santos,residential,False,89.443,,,"LINESTRING (-46.352707 -23.4759548, -46.3532391 -23.4753154)",
30058314,True,2,,Rua João Vagnotti,tertiary,False,26.801,,30,"LINESTRING (-46.3532391 -23.4753154, -46.3534547 -23.4754532)",
30058844,False,,,Rua MMDC,residential,False,216.974,,,"LINESTRING (-46.355291 -23.4792649, -46.3531678 -23.4791419)",
30058844,False,,,Rua MMDC,residential,True,6.709,,,"LINESTRING (-46.3531023 -23.4791363, -46.3531678 -23.4791419)",
30058604,True,2,,Avenida Emancipação,secondary,False,130.82999999999998,,30,"LINESTRING (-46.3531023 -23.4791363, -46.3531113 -23.479061, -46.3532418 -23.4779667)",
30058874,False,,,Rua Benedito Fernades da Cruz,residential,False,7.293,,,"LINESTRING (-46.3532418 -23.4779667, -46.3533124 -23.4779771)",
30058604,True,2,,Avenida Emancipação,secondary,False,104.67899999999999,,30,"LINESTRING (-46.3532418 -23.4779667, -46.3533568 -23.477147, -46.3533546 -23.4771108, -46.3533481 -23.4770874, -46.3533327 -23.4770683, -46.3533051 -23.4770508)",
30058874,False,,,Rua Benedito Fernades da Cruz,residential,True,73.891,,,"LINESTRING (-46.3540304 -23.4780659, -46.3533124 -23.4779771)",
30058922,False,,,Rua João Hernani,residential,False,29.673,,,"LINESTRING (-46.3506451 -23.4762909, -46.3508356 -23.4764926)",
30058922,False,,,Rua João Hernani,residential,False,52.744,,,"LINESTRING (-46.3508356 -23.4764926, -46.3511869 -23.4768407)",
30058922,False,,,Rua João Hernani,residential,True,29.673,,,"LINESTRING (-46.3508356 -23.4764926, -46.3506451 -23.4762909)",
30058927,False,,,Rua Eugênio Bren,residential,False,47.54,,,"LINESTRING (-46.3508356 -23.4764926, -46.3504922 -23.4767817)",
30058922,False,,,Rua João Hernani,residential,True,52.744,,,"LINESTRING (-46.3511869 -23.4768407, -46.3508356 -23.4764926)",
30058927,False,,,Rua Eugênio Bren,residential,True,47.54,,,"LINESTRING (-46.3504922 -23.4767817, -46.3508356 -23.4764926)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,False,59.109,,,"LINESTRING (-46.3504922 -23.4767817, -46.3508624 -23.4771907)",
504417601,False,2,SP-056,Rodovia Alberto Hinoto,primary,True,87.882,,,"LINESTRING (-46.3504922 -23.4767817, -46.3503554 -23.4766427, -46.3502562 -23.476548, -46.3501556 -23.476465, -46.3500255 -23.4763739, -46.3498485 -23.4762614)",
30058314,True,2,,Rua João Vagnotti,tertiary,False,116.155,,30,"LINESTRING (-46.3519152 -23.4743252, -46.3528124 -23.4749686)",
30058940,False,,,Rua José Bonifácio,residential,False,65.06,,,"LINESTRING (-46.3519152 -23.4743252, -46.3520432 -23.4741099, -46.3521025 -23.4740027, -46.3522108 -23.4738068)",
30058940,False,,,Rua José Bonifácio,residential,True,65.06,,,"LINESTRING (-46.3522108 -23.4738068, -46.3521025 -23.4740027, -46.3520432 -23.4741099, -46.3519152 -23.4743252)",
30058314,True,2,,Rua João Vagnotti,tertiary,False,58.147,,30,"LINESTRING (-46.3528124 -23.4749686, -46.3532391 -23.4753154)",
30058951,False,,,Travessa Pedro Américo,residential,False,42.825,,,"LINESTRING (-46.3528124 -23.4749686, -46.3529916 -23.4746203)",
30058951,False,,,Travessa Pedro Américo,residential,True,33.176,,,"LINESTRING (-46.3531307 -23.4743506, -46.3530729 -23.4744606, -46.3529916 -23.4746203)",
38460056,False,,,Rua Tiradentes,residential,False,123.32,,,"LINESTRING (-46.3509107 -23.472571, -46.3514498 -23.4715783)",
38555823,True,1,,Avenida Presidente Tancredo Neves,secondary,False,30.921,,,"LINESTRING (-46.3527802 -23.4798756, -46.352976 -23.4797339, -46.3530171 -23.4797021)",
42468234,True,1,,,primary_link,False,7.6690000000000005,,,"LINESTRING (-46.3527802 -23.4798756, -46.3527976 -23.479892, -46.3528083 -23.4799129, -46.3528144 -23.4799352)",
42387408,False,,,Rua José Bonifácio,residential,True,139.368,,,"LINESTRING (-46.3524351 -23.4734105, -46.3530377 -23.4722856)",
42387411,False,,,Rua Pedro Américo,residential,False,47.946,,,"LINESTRING (-46.3535447 -23.4735685, -46.3533363 -23.473955)",
42387411,False,,,Rua Pedro Américo,residential,True,103.24,,,"LINESTRING (-46.3535447 -23.4735685, -46.3539979 -23.4727383)",
42387415,False,,,Rua Casemiro de Abreu,residential,False,86.439,,,"LINESTRING (-46.3535447 -23.4735685, -46.3538034 -23.4736376, -46.3539322 -23.4736942, -46.3540408 -23.4737606, -46.3542849 -23.4739279)",
42387411,False,,,Rua Pedro Américo,residential,True,47.946,,,"LINESTRING (-46.3533363 -23.473955, -46.3535447 -23.4735685)",
923989253,True,,,Rua Vital Brasil,tertiary,False,21.938,,,"LINESTRING (-46.3553841 -23.4738586, -46.3554345 -23.4740504)",
42387419,False,,,Rua Vital Brasil,tertiary,True,202.017,,,"LINESTRING (-46.3553841 -23.4738586, -46.3552532 -23.4734284, -46.3551807 -23.4732968, -46.3550574 -23.4732107, -46.3539979 -23.4727383)",
42387418,False,,,Rua Padre Anchieta,residential,True,127.125,,,"LINESTRING (-46.3515276 -23.4728786, -46.3520721 -23.4718502)",
30058524,False,,,Rua Vital Brasil,residential,True,71.042,,,"LINESTRING (-46.3514498 -23.4715783, -46.3508342 -23.4712794)",
38460056,False,,,Rua Tiradentes,residential,True,123.32,,,"LINESTRING (-46.3514498 -23.4715783, -46.3509107 -23.472571)",
42387419,False,,,Rua Vital Brasil,tertiary,False,70.304,,,"LINESTRING (-46.3514498 -23.4715783, -46.3520721 -23.4718502)",
42387421,False,,,Rua Joaquim Nabuco,residential,False,51.665,,,"LINESTRING (-46.3503321 -23.4722198, -46.350545 -23.4717982)",
30058346,False,,,Rua Guilhermina Maria da Conceição,residential,True,95.697,,,"LINESTRING (-46.3542347 -23.4762176, -46.3547924 -23.4755255)",
42387427,True,2,,Rua Maria Josefina dos Passos,tertiary,False,101.364,,,"LINESTRING (-46.3542347 -23.4762176, -46.3550522 -23.476736)",
949848247,True,,,Rua Guilhermina Maria da Conceição,residential,False,73.839,,,"LINESTRING (-46.3542347 -23.4762176, -46.353775 -23.4767306)",
42468234,True,1,,,primary_link,False,70.56800000000001,,,"LINESTRING (-46.3522645 -23.4794748, -46.3524395 -23.4796724, -46.3525207 -23.4797583, -46.3525757 -23.4797919, -46.352642 -23.4798194, -46.3527218 -23.4798465, -46.3527802 -23.4798756)",
42468247,True,1,,,primary_link,False,55.506,,,"LINESTRING (-46.3522645 -23.4794748, -46.3523128 -23.4795875, -46.3524848 -23.4799311)",
42468246,True,1,,Avenida Vereador Almiro Dias de Oliveira,primary_link,False,105.091,,,"LINESTRING (-46.3519807 -23.4796586, -46.3519205 -23.4794608, -46.3518529 -23.4792786, -46.351793 -23.4791169, -46.3517473 -23.4790316, -46.3516104 -23.4787797)",
42468247,True,1,,,primary_link,False,29.265,,,"LINESTRING (-46.3521378 -23.4792388, -46.352229 -23.4794166, -46.3522645 -23.4794748)",
234897674,True,2,SP-056,Rodovia Alberto Hinoto,primary,False,68.184,,,"LINESTRING (-46.3521378 -23.4792388, -46.3521638 -23.4794584, -46.3521868 -23.4796042, -46.3522388 -23.4798445)",
42387411,False,,,Rua Pedro Américo,residential,False,185.099,,,"LINESTRING (-46.3548049 -23.4712473, -46.3539979 -23.4727383)",
30058524,False,,,Rua Vital Brasil,residential,False,71.042,,,"LINESTRING (-46.3508342 -23.4712794, -46.3514498 -23.4715783)",
42387421,False,,,Rua Joaquim Nabuco,residential,True,64.792,,,"LINESTRING (-46.3508342 -23.4712794, -46.350545 -23.4717982)",
42387418,False,,,Rua Padre Anchieta,residential,False,127.125,,,"LINESTRING (-46.3520721 -23.4718502, -46.3515276 -23.4728786)",
42387419,False,,,Rua Vital Brasil,tertiary,False,109.742,,,"LINESTRING (-46.3520721 -23.4718502, -46.3530377 -23.4722856)",
42387419,False,,,Rua Vital Brasil,tertiary,True,70.304,,,"LINESTRING (-46.3520721 -23.4718502, -46.3514498 -23.4715783)",
42387408,False,,,Rua José Bonifácio,residential,False,139.368,,,"LINESTRING (-46.3530377 -23.4722856, -46.3524351 -23.4734105)",
42387419,False,,,Rua Vital Brasil,tertiary,False,110.114,,,"LINESTRING (-46.3530377 -23.4722856, -46.3539979 -23.4727383)",
42387419,False,,,Rua Vital Brasil,tertiary,True,109.742,,,"LINESTRING (-46.3530377 -23.4722856, -46.3520721 -23.4718502)",
42387411,False,,,Rua Pedro Américo,residential,False,103.24,,,"LINESTRING (-46.3539979 -23.4727383, -46.3535447 -23.4735685)",
42387411,False,,,Rua Pedro Américo,residential,True,185.099,,,"LINESTRING (-46.3539979 -23.4727383, -46.3548049 -23.4712473)",
42387419,False,,,Rua Vital Brasil,tertiary,True,110.114,,,"LINESTRING (-46.3539979 -23.4727383, -46.3530377 -23.4722856)",
42387419,False,,,Rua Vital Brasil,tertiary,False,202.017,,,"LINESTRING (-46.3539979 -23.4727383, -46.3550574 -23.4732107, -46.3551807 -23.4732968, -46.3552532 -23.4734284, -46.3553841 -23.4738586)",
30058286,False,,,Rua Dom Pedro II,residential,True,91.937,,,"LINESTRING (-46.3512097 -23.473474, -46.3504252 -23.4730668)",
579904059,False,2,,Rua Padre Anchieta,residential,False,35.956,,30,"LINESTRING (-46.3512097 -23.473474, -46.3513579 -23.4731806)",
579904059,False,2,,Rua Padre Anchieta,residential,True,34.355,,30,"LINESTRING (-46.3512097 -23.473474, -46.3510743 -23.4737569)",
30058343,False,,,Rua Lucídio José Machado,residential,True,108.522,,,"LINESTRING (-46.3550522 -23.476736, -46.3556828 -23.4759499)",
913149415,False,,,Rua Maria Josefina dos Passos,residential,False,119.167,,,"LINESTRING (-46.3550522 -23.476736, -46.3559919 -23.4773729)",
913149416,True,2,,Rua Lucídio José Machado,tertiary,False,81.602,,,"LINESTRING (-46.3550522 -23.476736, -46.3545644 -23.4773177)",
154732619,False,2,,Rua Duque de Caxias,secondary,False,103.653,,,"LINESTRING (-46.353775 -23.4767306, -46.3545644 -23.4773177)",
911027894,True,1,,Rua Duque de Caxias,secondary,False,24.054,,,"LINESTRING (-46.353775 -23.4767306, -46.3535902 -23.4765962)",
154732619,False,2,,Rua Duque de Caxias,secondary,True,103.653,,,"LINESTRING (-46.3545644 -23.4773177, -46.353775 -23.4767306)",
844620597,True,1,,Praça Padre João Alvares,secondary,False,23.219,,,"LINESTRING (-46.3509013 -23.4748452, -46.3509368 -23.4748332, -46.3509706 -23.4748286, -46.3510062 -23.4748311, -46.3510408 -23.4748418, -46.3511176 -23.4748717)",
844620598,True,2,,Praça Padre João Alvares,secondary,False,17.149,,,"LINESTRING (-46.3509013 -23.4748452, -46.3509089 -23.4748007, -46.3509046 -23.4747699, -46.3508845 -23.4747431, -46.3508442 -23.4747164)",
30032908,True,1,,Avenida Vereador Almiro Dias de Oliveira,primary_link,False,90.36399999999999,,,"LINESTRING (-46.3510159 -23.4779251, -46.3510468 -23.4778113, -46.351085 -23.4777399, -46.3511494 -23.4776852, -46.3512091 -23.4776569, -46.3513103 -23.477636, -46.3514874 -23.4776077, -46.3515738 -23.4775967, -46.3517194 -23.4775911)",
"[309473641, 949424725]",True,"['1', '2']",SP-056,Rodovia Alberto Hinoto,primary,False,42.101,,30,"LINESTRING (-46.3510159 -23.4779251, -46.3510064 -23.4778405, -46.3510144 -23.4777792, -46.3510371 -23.4776495, -46.3510515 -23.4775499)",
42387421,False,,,Rua Joaquim Nabuco,residential,False,64.792,,,"LINESTRING (-46.350545 -23.4717982, -46.3508342 -23.4712794)",
42387421,False,,,Rua Joaquim Nabuco,residential,True,51.665,,,"LINESTRING (-46.350545 -23.4717982, -46.3503321 -23.4722198)",
387051839,False,,,Travessa Joaquim Nabuco,residential,False,62.519,,,"LINESTRING (-46.350545 -23.4717982, -46.3500026 -23.4715363)",
387051839,False,,,Travessa Joaquim Nabuco,residential,True,14.811,,,"LINESTRING (-46.349881 -23.4714635, -46.3500026 -23.4715363)",
387051839,False,,,Travessa Joaquim Nabuco,residential,False,14.811,,,"LINESTRING (-46.3500026 -23.4715363, -46.349881 -23.4714635)",
387051839,False,,,Travessa Joaquim Nabuco,residential,True,62.519,,,"LINESTRING (-46.3500026 -23.4715363, -46.350545 -23.4717982)",
387051840,False,,,,residential,False,44.627,,,"LINESTRING (-46.3500026 -23.4715363, -46.3498083 -23.4718959)",
387051840,False,,,,residential,True,44.627,,,"LINESTRING (-46.3498083 -23.4718959, -46.3500026 -23.4715363)",
844620599,False,2,,Rua da Liberdade,secondary,False,21.165,,,"LINESTRING (-46.3495642 -23.4739032, -46.3493925 -23.4737963)",
"[42387426, 30058286]",False,,,"['Rua Dom Pedro II', 'Rua Manoel Garcia']",residential,"[False, True]",221.279,,,"LINESTRING (-46.3495642 -23.4739032, -46.3497855 -23.4733952, -46.3500711 -23.4727273, -46.3501113 -23.4726541, -46.3501402 -23.4726289, -46.3501777 -23.4726227, -46.350222 -23.4726276, -46.3502749 -23.472651, -46.3503474 -23.4726965, -46.3503983 -23.4727593, -46.3504345 -23.4728257, -46.3504479 -23.4729179, -46.350444 -23.4729991, -46.3504252 -23.4730668)",
844620599,False,2,,Rua da Liberdade,secondary,True,49.855000000000004,,,"LINESTRING (-46.3495642 -23.4739032, -46.349882 -23.4741026, -46.3499692 -23.4741542)",
