osmid,oneway,name,highway,reversed,length,ref,geometry,bridge,lanes
569391478,True,Rua Florencio Augusto Berger,primary,False,93.97099999999999,ES-355,"LINESTRING (-40.7429675 -20.0254281, -40.7432149 -20.0254568, -40.743333 -20.0254612, -40.7434771 -20.0254511, -40.7435817 -20.0254127, -40.7436535 -20.0253598, -40.7437855 -20.0252394)",,
225052284,False,Rua Adolfo Behrend,residential,True,100.315,,"LINESTRING (-40.7420556 -20.0256316, -40.742045 -20.0265337)",,
177261174,True,Rua Florencio Augusto Berger,primary,False,98.99699999999999,ES-355,"LINESTRING (-40.7420556 -20.0256316, -40.7424901 -20.025482, -40.742655 -20.0254404, -40.7427804 -20.0254222, -40.7429675 -20.0254281)",,
181450196,False,Rua Emilia Roepke Boldt,residential,False,3.901,,"LINESTRING (-40.7433558 -20.025814, -40.743382 -20.025839)",,
181450196,False,Rua Emilia Roepke Boldt,residential,True,59.082,,"LINESTRING (-40.7433558 -20.025814, -40.7432393 -20.0256865, -40.7431598 -20.02561, -40.7431044 -20.0255574, -40.7429675 -20.0254281)",,
181450196,False,Rua Emilia Roepke Boldt,residential,True,3.901,,"LINESTRING (-40.743382 -20.025839, -40.7433558 -20.025814)",,
181450060,False,Rua Walter Hugo Toepfer,residential,True,82.208,,"LINESTRING (-40.743382 -20.025839, -40.7437286 -20.0254886, -40.7437591 -20.0254445, -40.7437755 -20.0253992, -40.7437842 -20.0253447, -40.7437866 -20.0253163, -40.7437855 -20.0252394)",,
"[181450196, 569391439, 569391436]",False,"['Rua Hermann Roelke', 'Rua Emilia Roepke Boldt']",residential,False,39.341,,"LINESTRING (-40.743382 -20.025839, -40.7434987 -20.0259643, -40.7435563 -20.0260209, -40.7436297 -20.0261053)",yes,
569391439,False,Rua Hermann Roelke,residential,False,65.831,,"LINESTRING (-40.7436297 -20.0261053, -40.7440041 -20.0265815)",,
31609153,True,Avenida Frederico Grulke,primary,False,233.071,ES-355,"LINESTRING (-40.7436297 -20.0261053, -40.7433501 -20.0263747, -40.7432716 -20.0264358, -40.7422259 -20.0273229, -40.7421226 -20.0274237, -40.7420113 -20.0275453)",,
"[181450196, 569391436, 569391439]",False,"['Rua Hermann Roelke', 'Rua Emilia Roepke Boldt']",residential,True,39.340999999999994,,"LINESTRING (-40.7436297 -20.0261053, -40.7435563 -20.0260209, -40.7434987 -20.0259643, -40.743382 -20.025839)",yes,
177261174,True,Rua Florencio Augusto Berger,primary,False,438.79800000000006,ES-355,"LINESTRING (-40.7404599 -20.0289794, -40.7404318 -20.0288881, -40.7404194 -20.0287933, -40.7404161 -20.0286541, -40.7404134 -20.0284248, -40.7404167 -20.0279743, -40.7404275 -20.0278048, -40.7404523 -20.0276379, -40.7405012 -20.0273197, -40.7405267 -20.0271578, -40.7405656 -20.0270136, -40.7406051 -20.026902, -40.7406581 -20.0267981, -40.7407111 -20.0267156, -40.7409082 -20.0264642, -40.7410403 -20.0263149, -40.7412194 -20.0261139, -40.7413454 -20.0259917, -40.7414373 -20.0259189, -40.7415412 -20.0258518, -40.7416546 -20.0257913, -40.7418262 -20.0257236, -40.7419872 -20.0256512)",,
181449977,True,Rua Henrique Potratz,residential,False,184.478,,"LINESTRING (-40.7404599 -20.0289794, -40.740583 -20.0289026, -40.7406517 -20.0288462, -40.7406984 -20.0287968, -40.7407346 -20.0287407, -40.7407627 -20.0286591, -40.7407768 -20.0285823, -40.740811 -20.0282893, -40.7408244 -20.028191, -40.7408526 -20.0280858, -40.7409096 -20.0279096, -40.7410635 -20.0274807)",,
31609153,True,Avenida Frederico Grulke,primary,False,10.543,ES-355,"LINESTRING (-40.7409478 -20.0293975, -40.740901 -20.0294815)",,
181450156,False,Rua Floriano Berger,residential,False,498.581,,"LINESTRING (-40.7409478 -20.0293975, -40.7413907 -20.0295625, -40.7414215 -20.0295739, -40.7414601 -20.0295726, -40.7414866 -20.0295569, -40.741504 -20.0295351, -40.7415211 -20.0294999, -40.741671 -20.0289509, -40.7417015 -20.0288185, -40.7417297 -20.0287385, -40.7417605 -20.0286824, -40.7422508 -20.027919, -40.74237 -20.0277702, -40.7424364 -20.0277135, -40.7425122 -20.0276543, -40.7427107 -20.0275257, -40.7429655 -20.0273727, -40.7432561 -20.0271882, -40.7434476 -20.0270463, -40.7436609 -20.0268781, -40.7440041 -20.0265815)",,
225052269,False,Rua Martin Jacob,residential,False,48.847,,"LINESTRING (-40.7455713 -20.024663, -40.745582 -20.0250538, -40.7455793 -20.0251021)",,
225052286,False,Rua Martin Jacob,residential,False,46.575,,"LINESTRING (-40.7455713 -20.024663, -40.7453788 -20.0246031, -40.7451502 -20.0245256)",,
225052287,False,Rua dos Evangélicos,residential,True,435.217,,"LINESTRING (-40.7455713 -20.024663, -40.7457845 -20.0241665, -40.7459672 -20.023732, -40.7461325 -20.0233715, -40.7461929 -20.0232215, -40.7463022 -20.0229279, -40.7463652 -20.0227477, -40.7464376 -20.0225801, -40.7465627 -20.0224014, -40.7468252 -20.0220421, -40.7469003 -20.0219363, -40.7469714 -20.0218027, -40.7470639 -20.021499, -40.7471444 -20.0212432, -40.74719 -20.0210807)",,
"[225052265, 225052279]",False,Rua Waldemar Dettmann,residential,False,422.461,,"LINESTRING (-40.7477586 -20.0291348, -40.7476862 -20.0288513, -40.7476044 -20.0286572, -40.7474689 -20.0284985, -40.7473408 -20.0283706, -40.7471685 -20.0282414, -40.7469499 -20.028128, -40.7467407 -20.0280612, -40.7464416 -20.0279289, -40.746223 -20.0278193, -40.7460406 -20.027716, -40.7457215 -20.027522, -40.7454613 -20.0273594, -40.7452574 -20.027207, -40.7451099 -20.0270885, -40.7450764 -20.027069, -40.7450388 -20.0270715, -40.7450187 -20.0270841, -40.744977 -20.0271318, -40.7449284 -20.0271597, -40.7448804 -20.0271522, -40.7448249 -20.0271305, -40.7447749 -20.0271084, -40.7446889 -20.0270827)",,
569391443,False,Rua Waldemar Dettmann,residential,True,400.508,,"LINESTRING (-40.7477586 -20.0291348, -40.747664 -20.0289808, -40.7474917 -20.0287542, -40.7473093 -20.028603, -40.7471524 -20.0285224, -40.7467863 -20.0283977, -40.7461761 -20.0281268, -40.745865 -20.027963, -40.745531 -20.0277374, -40.745208 -20.027496, -40.7450107 -20.0273279, -40.7447482 -20.027135, -40.7446889 -20.0270827)",,
225052269,False,Rua Martin Jacob,residential,True,91.52,,"LINESTRING (-40.7459059 -20.0257794, -40.7458361 -20.025759, -40.7457129 -20.0257035, -40.7456357 -20.0255679, -40.7455903 -20.025425, -40.7455874 -20.0252755, -40.7455793 -20.0251021)",,
"[225052270, 225052271]",False,Rua Guilherme Miertchink,residential,False,146.427,,"LINESTRING (-40.7459059 -20.0257794, -40.745865 -20.0258978, -40.7458334 -20.0259281, -40.7457959 -20.0259356, -40.745405 -20.0259444, -40.7451569 -20.025957, -40.7449383 -20.0259734, -40.7448484 -20.0259646, -40.7447445 -20.025947, -40.7446164 -20.0259218)",,
738402981,False,Rua Martin Jacob,residential,False,55.32599999999999,,"LINESTRING (-40.7459059 -20.0257794, -40.7460628 -20.0257655, -40.7462633 -20.0257498, -40.7464329 -20.0257309)",,
31609153,True,Avenida Frederico Grulke,primary,False,82.51,ES-355,"LINESTRING (-40.744198 -20.0255904, -40.7437809 -20.0259803, -40.7436297 -20.0261053)",,
225052271,False,Rua Guilherme Miertchink,residential,True,57.186,,"LINESTRING (-40.744198 -20.0255904, -40.7442999 -20.0256647, -40.744432 -20.0257737, -40.7446164 -20.0259218)",,
225052276,False,Rua Hermann Roelke,residential,False,29.781,,"LINESTRING (-40.7440799 -20.026737, -40.7441429 -20.0269982)",,
225052278,False,Rua Augusto Jacob,residential,False,52.815,,"LINESTRING (-40.7440799 -20.026737, -40.7443428 -20.0263313)",,
459193578,False,Rua Hermann Roelke,residential,True,19.018,,"LINESTRING (-40.7440799 -20.026737, -40.7440041 -20.0265815)",,2
459193579,False,Rua Clara Berger Dettmann,residential,False,108.18299999999999,,"LINESTRING (-40.7440799 -20.026737, -40.7439861 -20.026926, -40.7438271 -20.0271994, -40.743598 -20.0275978)",,
225052276,False,Rua Hermann Roelke,residential,True,34.501,,"LINESTRING (-40.7442159 -20.0273008, -40.7441429 -20.0269982)",,
569391446,False,Rua Pastor Hermann Roelke,residential,True,196.22400000000002,,"LINESTRING (-40.7442159 -20.0273008, -40.7441742 -20.0274382, -40.7441343 -20.0275122, -40.7440504 -20.0276105, -40.7439696 -20.0276766, -40.7438841 -20.0277299, -40.7438042 -20.0277628, -40.7436783 -20.0278074, -40.7435596 -20.0278407, -40.7434691 -20.0278993, -40.7434148 -20.0279724, -40.7433678 -20.0280732, -40.7433383 -20.0281898, -40.7433135 -20.0283303, -40.7432941 -20.0284815, -40.7432699 -20.028654)",,
980199632,False,Rua Waldemar Dettmann,residential,False,58.720000000000006,,"LINESTRING (-40.7442159 -20.0273008, -40.744426 -20.0271162, -40.7444957 -20.0270815, -40.7445534 -20.0270709, -40.7446087 -20.0270702, -40.744654 -20.0270751, -40.7446889 -20.0270827)",,
"[225052272, 1171001635]",False,"['Rua Camilo Vieira Mendonça', 'Rua Sofia Jacob Miertschink']",residential,False,332.9570000000001,,"LINESTRING (-40.7469875 -20.0277437, -40.7469325 -20.027716, -40.7468212 -20.0276643, -40.7464694 -20.0274877, -40.7462458 -20.0273468, -40.7460762 -20.0272448, -40.7458705 -20.0271331, -40.7456638 -20.0269965, -40.7455337 -20.0268894, -40.7454693 -20.0268176, -40.7454305 -20.0267303, -40.7453905 -20.0266237, -40.745352 -20.02657, -40.745295 -20.0265398, -40.7452407 -20.0265303, -40.7451763 -20.0265077, -40.7450532 -20.0264394, -40.7449704 -20.0263829, -40.7449128 -20.0263646, -40.7448323 -20.0263621, -40.7446881 -20.0263678, -40.7445768 -20.0263766, -40.7444669 -20.0263798, -40.7444213 -20.0263716, -40.7443428 -20.0263313)",,
225052278,False,Rua Augusto Jacob,residential,True,53.762,,"LINESTRING (-40.7446164 -20.0259218, -40.7443428 -20.0263313)",,
225052271,False,Rua Guilherme Miertchink,residential,False,57.186,,"LINESTRING (-40.7446164 -20.0259218, -40.744432 -20.0257737, -40.7442999 -20.0256647, -40.744198 -20.0255904)",,
"[225052270, 225052271]",False,Rua Guilherme Miertchink,residential,True,146.42700000000002,,"LINESTRING (-40.7446164 -20.0259218, -40.7447445 -20.025947, -40.7448484 -20.0259646, -40.7449383 -20.0259734, -40.7451569 -20.025957, -40.745405 -20.0259444, -40.7457959 -20.0259356, -40.7458334 -20.0259281, -40.745865 -20.0258978, -40.7459059 -20.0257794)",,
225052278,False,Rua Augusto Jacob,residential,False,165.11,,"LINESTRING (-40.7446164 -20.0259218, -40.7447813 -20.0255715, -40.7448967 -20.0252464, -40.7451502 -20.0245256)",,
225052278,False,Rua Augusto Jacob,residential,False,53.762,,"LINESTRING (-40.7443428 -20.0263313, -40.7446164 -20.0259218)",,
225052278,False,Rua Augusto Jacob,residential,True,52.815,,"LINESTRING (-40.7443428 -20.0263313, -40.7440799 -20.026737)",,
"[225052272, 1171001635]",False,"['Rua Camilo Vieira Mendonça', 'Rua Sofia Jacob Miertschink']",residential,True,332.95700000000005,,"LINESTRING (-40.7443428 -20.0263313, -40.7444213 -20.0263716, -40.7444669 -20.0263798, -40.7445768 -20.0263766, -40.7446881 -20.0263678, -40.7448323 -20.0263621, -40.7449128 -20.0263646, -40.7449704 -20.0263829, -40.7450532 -20.0264394, -40.7451763 -20.0265077, -40.7452407 -20.0265303, -40.745295 -20.0265398, -40.745352 -20.02657, -40.7453905 -20.0266237, -40.7454305 -20.0267303, -40.7454693 -20.0268176, -40.7455337 -20.0268894, -40.7456638 -20.0269965, -40.7458705 -20.0271331, -40.7460762 -20.0272448, -40.7462458 -20.0273468, -40.7464694 -20.0274877, -40.7468212 -20.0276643, -40.7469325 -20.027716, -40.7469875 -20.0277437)",,
225052284,False,Rua Adolfo Behrend,residential,False,100.315,,"LINESTRING (-40.742045 -20.0265337, -40.7420556 -20.0256316)",,
181449977,True,Rua Henrique Potratz,residential,False,158.929,,"LINESTRING (-40.742045 -20.0265337, -40.7425435 -20.0263104, -40.7433558 -20.025814)",,
225052286,False,Rua Martin Jacob,residential,False,30.65,,"LINESTRING (-40.7451502 -20.0245256, -40.7448766 -20.0244261)",,
225052278,False,Rua Augusto Jacob,residential,True,165.11,,"LINESTRING (-40.7451502 -20.0245256, -40.7448967 -20.0252464, -40.7447813 -20.0255715, -40.7446164 -20.0259218)",,
225052286,False,Rua Martin Jacob,residential,True,46.575,,"LINESTRING (-40.7451502 -20.0245256, -40.7453788 -20.0246031, -40.7455713 -20.024663)",,
"[225052265, 225052279]",False,Rua Waldemar Dettmann,residential,True,422.461,,"LINESTRING (-40.7446889 -20.0270827, -40.7447749 -20.0271084, -40.7448249 -20.0271305, -40.7448804 -20.0271522, -40.7449284 -20.0271597, -40.744977 -20.0271318, -40.7450187 -20.0270841, -40.7450388 -20.0270715, -40.7450764 -20.027069, -40.7451099 -20.0270885, -40.7452574 -20.027207, -40.7454613 -20.0273594, -40.7457215 -20.027522, -40.7460406 -20.027716, -40.746223 -20.0278193, -40.7464416 -20.0279289, -40.7467407 -20.0280612, -40.7469499 -20.028128, -40.7471685 -20.0282414, -40.7473408 -20.0283706, -40.7474689 -20.0284985, -40.7476044 -20.0286572, -40.7476862 -20.0288513, -40.7477586 -20.0291348)",,
569391443,False,Rua Waldemar Dettmann,residential,False,400.50800000000004,,"LINESTRING (-40.7446889 -20.0270827, -40.7447482 -20.027135, -40.7450107 -20.0273279, -40.745208 -20.027496, -40.745531 -20.0277374, -40.745865 -20.027963, -40.7461761 -20.0281268, -40.7467863 -20.0283977, -40.7471524 -20.0285224, -40.7473093 -20.028603, -40.7474917 -20.0287542, -40.747664 -20.0289808, -40.7477586 -20.0291348)",,
980199632,False,Rua Waldemar Dettmann,residential,True,58.72,,"LINESTRING (-40.7446889 -20.0270827, -40.744654 -20.0270751, -40.7446087 -20.0270702, -40.7445534 -20.0270709, -40.7444957 -20.0270815, -40.744426 -20.0271162, -40.7442159 -20.0273008)",,
569391403,False,Rua Nicolau Heinke,residential,True,50.919,ES-355,"LINESTRING (-40.7448712 -20.0235642, -40.7452883 -20.0238011)",,
225052283,False,Rua Rolf Potratz,residential,False,184.61,,"LINESTRING (-40.7448712 -20.0235642, -40.7449778 -20.0232719, -40.7450268 -20.0231818, -40.7450824 -20.0231232, -40.7452541 -20.023006, -40.7453594 -20.0229008, -40.7454398 -20.0227717, -40.7455941 -20.0224371, -40.7456893 -20.0221366)",,
"[569391401, 181450067, 569391403]",False,Rua Nicolau Heinke,residential,False,146.267,ES-355,"LINESTRING (-40.7448712 -20.0235642, -40.7446496 -20.0234412, -40.7445611 -20.0234014, -40.7444716 -20.0233727, -40.7443663 -20.0233538, -40.7442563 -20.0233412, -40.7438642 -20.0233393, -40.7435254 -20.0233141)",yes,
980199631,False,Rua Madre Clelia Merloni,residential,False,97.15199999999999,,"LINESTRING (-40.7448712 -20.0235642, -40.7447439 -20.0237835, -40.7446931 -20.0239649, -40.7445783 -20.0243877)",,
569391446,False,Rua Pastor Hermann Roelke,residential,True,5.806,,"LINESTRING (-40.7432699 -20.028654, -40.7432585 -20.0287051)",,
569391446,False,Rua Pastor Hermann Roelke,residential,False,196.224,,"LINESTRING (-40.7432699 -20.028654, -40.7432941 -20.0284815, -40.7433135 -20.0283303, -40.7433383 -20.0281898, -40.7433678 -20.0280732, -40.7434148 -20.0279724, -40.7434691 -20.0278993, -40.7435596 -20.0278407, -40.7436783 -20.0278074, -40.7438042 -20.0277628, -40.7438841 -20.0277299, -40.7439696 -20.0276766, -40.7440504 -20.0276105, -40.7441343 -20.0275122, -40.7441742 -20.0274382, -40.7442159 -20.0273008)",,
225052280,False,Rua dos Evangélicos,residential,True,40.363,,"LINESTRING (-40.74719 -20.0210807, -40.7468292 -20.0209509)",,
225052287,False,Rua dos Evangélicos,residential,False,435.21700000000004,,"LINESTRING (-40.74719 -20.0210807, -40.7471444 -20.0212432, -40.7470639 -20.021499, -40.7469714 -20.0218027, -40.7469003 -20.0219363, -40.7468252 -20.0220421, -40.7465627 -20.0224014, -40.7464376 -20.0225801, -40.7463652 -20.0227477, -40.7463022 -20.0229279, -40.7461929 -20.0232215, -40.7461325 -20.0233715, -40.7459672 -20.023732, -40.7457845 -20.0241665, -40.7455713 -20.024663)",,
459195876,False,,residential,False,20.938,,"LINESTRING (-40.74719 -20.0210807, -40.7473201 -20.0211153, -40.7473831 -20.0211311)",,
225052286,False,Rua Martin Jacob,residential,True,16.078,,"LINESTRING (-40.744426 -20.0243669, -40.7445783 -20.0243877)",,
225052280,False,Rua dos Evangélicos,residential,False,40.363,,"LINESTRING (-40.7468292 -20.0209509, -40.74719 -20.0210807)",,
323560171,True,Avenida Frederico Grulke,primary,False,356.543,,"LINESTRING (-40.7468292 -20.0209509, -40.7466052 -20.0215393, -40.7464179 -20.0219606, -40.7459106 -20.0228271, -40.7455605 -20.0233677, -40.7452883 -20.0238011)",,
247058350,False,Rua Gustavo Berger,residential,True,291.84400000000005,,"LINESTRING (-40.7434255 -20.0251144, -40.7433108 -20.0251084, -40.7431864 -20.0251027, -40.7429286 -20.0250892, -40.742771 -20.0250716, -40.7426446 -20.0250763, -40.7425226 -20.0250923, -40.7424019 -20.0251235, -40.7422691 -20.0251796, -40.7421119 -20.0252413, -40.7419355 -20.0253002, -40.7417625 -20.0253522, -40.7415835 -20.0254078, -40.7414551 -20.0254748, -40.7414276 -20.0255135, -40.7414236 -20.0255705, -40.741441 -20.0256086, -40.7414681 -20.0256464, -40.7415198 -20.0256773, -40.7415597 -20.0256956, -40.7416066 -20.025705, -40.7416683 -20.0257031, -40.7417354 -20.0256953, -40.7419872 -20.0256512)",,
177261174,True,Rua Florencio Augusto Berger,primary,False,7.471,ES-355,"LINESTRING (-40.7419872 -20.0256512, -40.7420556 -20.0256316)",,
247058350,False,Rua Gustavo Berger,residential,False,291.844,,"LINESTRING (-40.7419872 -20.0256512, -40.7417354 -20.0256953, -40.7416683 -20.0257031, -40.7416066 -20.025705, -40.7415597 -20.0256956, -40.7415198 -20.0256773, -40.7414681 -20.0256464, -40.741441 -20.0256086, -40.7414236 -20.0255705, -40.7414276 -20.0255135, -40.7414551 -20.0254748, -40.7415835 -20.0254078, -40.7417625 -20.0253522, -40.7419355 -20.0253002, -40.7421119 -20.0252413, -40.7422691 -20.0251796, -40.7424019 -20.0251235, -40.7425226 -20.0250923, -40.7426446 -20.0250763, -40.742771 -20.0250716, -40.7429286 -20.0250892, -40.7431864 -20.0251027, -40.7433108 -20.0251084, -40.7434255 -20.0251144)",,
459193578,False,Rua Hermann Roelke,residential,False,19.018,,"LINESTRING (-40.7440041 -20.0265815, -40.7440799 -20.026737)",,2
569391439,False,Rua Hermann Roelke,residential,True,65.831,,"LINESTRING (-40.7440041 -20.0265815, -40.7436297 -20.0261053)",,
181450156,False,Rua Floriano Berger,residential,True,498.5810000000001,,"LINESTRING (-40.7440041 -20.0265815, -40.7436609 -20.0268781, -40.7434476 -20.0270463, -40.7432561 -20.0271882, -40.7429655 -20.0273727, -40.7427107 -20.0275257, -40.7425122 -20.0276543, -40.7424364 -20.0277135, -40.74237 -20.0277702, -40.7422508 -20.027919, -40.7417605 -20.0286824, -40.7417297 -20.0287385, -40.7417015 -20.0288185, -40.741671 -20.0289509, -40.7415211 -20.0294999, -40.741504 -20.0295351, -40.7414866 -20.0295569, -40.7414601 -20.0295726, -40.7414215 -20.0295739, -40.7413907 -20.0295625, -40.7409478 -20.0293975)",,
459193579,False,Rua Clara Berger Dettmann,residential,True,108.183,,"LINESTRING (-40.743598 -20.0275978, -40.7438271 -20.0271994, -40.7439861 -20.026926, -40.7440799 -20.026737)",,
323560093,False,Rua Florencio Augusto Berger,primary,True,123.97999999999999,ES-355,"LINESTRING (-40.7451242 -20.0214437, -40.7447049 -20.0218745, -40.7444514 -20.0221228, -40.7443146 -20.0222588)",,
806058589,False,Rua Antonio Behrent,residential,True,101.277,,"LINESTRING (-40.7451242 -20.0214437, -40.7450368 -20.0216373, -40.7450073 -20.0217302, -40.745008 -20.0217958, -40.7450335 -20.0218266, -40.7451461 -20.0218884, -40.7455055 -20.0220547)",,
459195876,False,,residential,False,260.00399999999996,,"LINESTRING (-40.7473831 -20.0211311, -40.7475373 -20.0211651, -40.7475802 -20.0211922, -40.7475916 -20.02123, -40.7475919 -20.0212924, -40.7475534 -20.0215053, -40.747507 -20.0216815, -40.7474099 -20.0220106, -40.7473187 -20.0222576, -40.7471631 -20.0226154, -40.7468747 -20.0232087)",,
459195876,False,,residential,True,20.938,,"LINESTRING (-40.7473831 -20.0211311, -40.7473201 -20.0211153, -40.74719 -20.0210807)",,
569391446,False,Rua Pastor Hermann Roelke,residential,False,5.806,,"LINESTRING (-40.7432585 -20.0287051, -40.7432699 -20.028654)",,
569391481,False,,residential,True,305.228,,"LINESTRING (-40.7432585 -20.0287051, -40.7432884 -20.0288198, -40.7432941 -20.0288935, -40.7432897 -20.0290188, -40.7432853 -20.0291877, -40.7433708 -20.0298492, -40.7433829 -20.0299172, -40.7434044 -20.0299509, -40.7434423 -20.0299657, -40.7434956 -20.0299557, -40.7435281 -20.0299122, -40.7437286 -20.0294888, -40.7437413 -20.0293584, -40.7437634 -20.0292623, -40.743805 -20.0291455, -40.7439163 -20.0289269, -40.7439619 -20.0287744, -40.7439807 -20.0286509)",,
569391481,False,,residential,False,305.22800000000007,,"LINESTRING (-40.7439807 -20.0286509, -40.7439619 -20.0287744, -40.7439163 -20.0289269, -40.743805 -20.0291455, -40.7437634 -20.0292623, -40.7437413 -20.0293584, -40.7437286 -20.0294888, -40.7435281 -20.0299122, -40.7434956 -20.0299557, -40.7434423 -20.0299657, -40.7434044 -20.0299509, -40.7433829 -20.0299172, -40.7433708 -20.0298492, -40.7432853 -20.0291877, -40.7432897 -20.0290188, -40.7432941 -20.0288935, -40.7432884 -20.0288198, -40.7432585 -20.0287051)",,
459195876,False,,residential,False,80.47200000000001,,"LINESTRING (-40.7464329 -20.0257309, -40.7464805 -20.0258203, -40.7464886 -20.0259035, -40.746489 -20.0259988, -40.7463675 -20.0264288)",,
459195876,False,,residential,True,166.392,,"LINESTRING (-40.7464329 -20.0257309, -40.7463558 -20.0256578, -40.7461627 -20.0255311, -40.7460715 -20.0254593, -40.7460212 -20.0253907, -40.745983 -20.0253081, -40.7459696 -20.0251689, -40.7459776 -20.0250498, -40.7460246 -20.0248054, -40.7461533 -20.0244456)",,
738402981,False,Rua Martin Jacob,residential,True,55.32599999999999,,"LINESTRING (-40.7464329 -20.0257309, -40.7462633 -20.0257498, -40.7460628 -20.0257655, -40.7459059 -20.0257794)",,
459195876,False,,residential,True,80.472,,"LINESTRING (-40.7463675 -20.0264288, -40.746489 -20.0259988, -40.7464886 -20.0259035, -40.7464805 -20.0258203, -40.7464329 -20.0257309)",,
738402982,False,Rua Devald Jacob,residential,True,48.353,,"LINESTRING (-40.7455793 -20.0251021, -40.7453111 -20.0254565)",,
225052269,False,Rua Martin Jacob,residential,False,91.52000000000001,,"LINESTRING (-40.7455793 -20.0251021, -40.7455874 -20.0252755, -40.7455903 -20.025425, -40.7456357 -20.0255679, -40.7457129 -20.0257035, -40.7458361 -20.025759, -40.7459059 -20.0257794)",,
225052269,False,Rua Martin Jacob,residential,True,48.847,,"LINESTRING (-40.7455793 -20.0251021, -40.745582 -20.0250538, -40.7455713 -20.024663)",,
738402982,False,Rua Devald Jacob,residential,False,94.964,,"LINESTRING (-40.7455793 -20.0251021, -40.745755 -20.0248369, -40.745871 -20.0247128, -40.7461533 -20.0244456)",,
459195876,False,,residential,False,166.39200000000002,,"LINESTRING (-40.7461533 -20.0244456, -40.7460246 -20.0248054, -40.7459776 -20.0250498, -40.7459696 -20.0251689, -40.745983 -20.0253081, -40.7460212 -20.0253907, -40.7460715 -20.0254593, -40.7461627 -20.0255311, -40.7463558 -20.0256578, -40.7464329 -20.0257309)",,
459195876,False,,residential,True,156.898,,"LINESTRING (-40.7461533 -20.0244456, -40.7461976 -20.0243537, -40.7462499 -20.0242573, -40.7465892 -20.0236991, -40.746852 -20.0232555, -40.7468747 -20.0232087)",,
738402982,False,Rua Devald Jacob,residential,True,94.964,,"LINESTRING (-40.7461533 -20.0244456, -40.745871 -20.0247128, -40.745755 -20.0248369, -40.7455793 -20.0251021)",,
