osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref
228456381,True,1,Rodovia Vicinal José Xavier Oliveira,secondary,40,False,41.01,"LINESTRING (-49.6223795 -23.0502737, -49.6225049 -23.0502635, -49.6226102 -23.0502539, -49.622683 -23.0502416, -49.6227761 -23.0502238)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,True,69.279,"LINESTRING (-49.6218687 -23.055743, -49.6225323 -23.0558669)",,
1249923976,False,,,residential,,True,41.037,"LINESTRING (-49.6218687 -23.055743, -49.621972 -23.0553864)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,False,101.926,"LINESTRING (-49.6273922 -23.0568516, -49.6264202 -23.0566507)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,True,52.406,"LINESTRING (-49.6273922 -23.0568516, -49.6278946 -23.0569434)",,
228449771,False,,Rua Salvador Melchior,residential,,False,101.977,"LINESTRING (-49.6273922 -23.0568516, -49.6275871 -23.0559522)",,
228449771,False,,Rua Salvador Melchior,residential,,True,100.908,"LINESTRING (-49.6273922 -23.0568516, -49.6271818 -23.0577382)",,
228449764,False,,Rua Professor Júlio Mastrodomenico,residential,,False,7.783,"LINESTRING (-49.6247092 -23.0507492, -49.6247832 -23.0507654)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,False,105.428,"LINESTRING (-49.6289007 -23.0571483, -49.6278946 -23.0569434)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,True,63.471,"LINESTRING (-49.6289007 -23.0571483, -49.6295108 -23.0572517)",,
228449767,False,,Rua João dos Santos,residential,,False,99.828,"LINESTRING (-49.6289007 -23.0571483, -49.6287169 -23.05803)",,
228449767,False,,Rua João dos Santos,residential,,True,102.419,"LINESTRING (-49.6289007 -23.0571483, -49.6290931 -23.0562444)",,
228449764,False,,Rua Professor Júlio Mastrodomenico,residential,,True,57.402,"LINESTRING (-49.630008 -23.0517574, -49.6294593 -23.0516498)",,
228449767,False,,Rua João dos Santos,residential,,True,35.309,"LINESTRING (-49.630008 -23.0517574, -49.6300766 -23.0514462)",,
228449767,False,,Rua João dos Santos,residential,,False,101.828,"LINESTRING (-49.630008 -23.0517574, -49.629969 -23.0519484, -49.6298265 -23.0526578)",,
228449754,False,2,Rua Major Natale Cavezzale,residential,,False,78.967,"LINESTRING (-49.6303425 -23.0574347, -49.6295924 -23.0572674)",,
228459109,False,,Rua José Perez,residential,,False,105.238,"LINESTRING (-49.6303425 -23.0574347, -49.630568 -23.0565113)",,
228459109,False,,Rua José Perez,residential,,True,101.486,"LINESTRING (-49.6303425 -23.0574347, -49.6301256 -23.0583253)",,
228449764,False,,Rua Professor Júlio Mastrodomenico,residential,,False,62.134,"LINESTRING (-49.6285954 -23.0514761, -49.6291893 -23.0515927)",,
228449764,False,,Rua Professor Júlio Mastrodomenico,residential,,True,28.032,"LINESTRING (-49.6285954 -23.0514761, -49.6283272 -23.0514246)",,
228449771,False,,Rua Salvador Melchior,residential,,True,103.676,"LINESTRING (-49.6285954 -23.0514761, -49.6284063 -23.0523921)",,
228449767,False,,Rua João dos Santos,residential,,True,99.828,"LINESTRING (-49.6287169 -23.05803, -49.6289007 -23.0571483)",,
