osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,access,bridge
316846222,True,Largo João Amorim de Albuquerque,residential,40,False,99.121,"LINESTRING (-51.2295795 -30.032432, -51.2295232 -30.0316195, -51.229534 -30.0315823, -51.2295692 -30.0315578)",,,,
350274427,True,Praça Marechal Deodoro,residential,40,False,117.509,"LINESTRING (-51.2295795 -30.032432, -51.2295819 -30.032464, -51.2296551 -30.0333573, -51.2296613 -30.0334148, -51.229669 -30.0334859)",,,,
927738708,True,Rua Riachuelo,tertiary,40,False,47.357,"LINESTRING (-51.2295692 -30.0315578, -51.229925 -30.0315614, -51.2300611 -30.031563)",2,,,
612442393,True,Rua Marechal Floriano Peixoto,residential,40,False,108.843,"LINESTRING (-51.2269648 -30.0315739, -51.2270413 -30.0325505)",,,,
454586930,True,Rua Riachuelo,tertiary,40,False,75.132,"LINESTRING (-51.2269648 -30.0315739, -51.2274028 -30.0315709, -51.2277452 -30.0315662)",1,,,
27028255,True,Rua Riachuelo,tertiary,40,False,101.273,"LINESTRING (-51.2259128 -30.0315744, -51.2269648 -30.0315739)",1,,,
475629729,True,Rua Vigário José Inácio,residential,40,False,70.365,"LINESTRING (-51.2259128 -30.0315744, -51.2258592 -30.0309433)",,,,
326309723,True,Rua Marechal Floriano Peixoto,residential,40,False,136.359,"LINESTRING (-51.2271375 -30.0336939, -51.227249 -30.0349164)",,,,
220188340,True,Rua Duque de Caxias,tertiary,40,False,109.723,"LINESTRING (-51.2271375 -30.0336939, -51.2270219 -30.0336835, -51.2266231 -30.0335521, -51.2262319 -30.0334179, -51.2260796 -30.0333414)",2,,,
612442394,True,Rua Jerônimo Coelho,tertiary,40,False,98.434,"LINESTRING (-51.2270413 -30.0325505, -51.2260192 -30.032576)",2,,,
48158355,True,Rua Marechal Floriano Peixoto,residential,40,False,127.481,"LINESTRING (-51.2270413 -30.0325505, -51.2270771 -30.0329214, -51.2271375 -30.0336939)",,,,
612442392,True,Rua Vigário José Inácio,residential,40,False,111.843,"LINESTRING (-51.2260192 -30.032576, -51.2259128 -30.0315744)",,,,
208654362,True,Rua Coronel Fernando Machado,tertiary,40,False,70.534,"LINESTRING (-51.227249 -30.0349164, -51.2278808 -30.0349501, -51.2279804 -30.0349543)",2,,,
326309723,True,Rua Marechal Floriano Peixoto,residential,40,False,125.97699999999999,"LINESTRING (-51.227249 -30.0349164, -51.227331 -30.0358285, -51.2273393 -30.0359679, -51.2273329 -30.0360462)",,,,
287533480,True,Rua Vigário José Inácio,residential,40,False,58.927,"LINESTRING (-51.2257944 -30.0303344, -51.2258531 -30.0308619)",,,,
444013695,True,Avenida Mauá,secondary,50,False,111.157,"LINESTRING (-51.2342379 -30.0289668, -51.235246 -30.0294542)",4,,,
126213877,True,Rua General João Manoel,residential,40,False,70.006,"LINESTRING (-51.2342379 -30.0289668, -51.234247 -30.0289992, -51.2342504 -30.0290189, -51.234251 -30.029041, -51.2342477 -30.0290607, -51.2342423 -30.0290793, -51.2342343 -30.0290984, -51.2340217 -30.0295577)",1,,,
896029636,True,Avenida Mauá,secondary,50,False,144.98499999999999,"LINESTRING (-51.2329278 -30.0283237, -51.2333964 -30.0285522, -51.2342379 -30.0289668)",4,,,
130583576,True,Rua Capitão Montanha,residential,40,False,96.08,"LINESTRING (-51.2324499 -30.0280907, -51.2320899 -30.0288966)",,,,
471664572,True,Avenida Mauá,secondary,60,False,52.801,"LINESTRING (-51.2324499 -30.0280907, -51.2329278 -30.0283237)",4,,,
208352993,False,Rua Capitão Montanha,residential,40,True,50.993,"LINESTRING (-51.2319024 -30.0293255, -51.2320899 -30.0288966)",,,,
184701779,True,Rua Riachuelo,tertiary,40,False,8.177,"LINESTRING (-51.2277452 -30.0315662, -51.2278301 -30.0315639)",1,,,
"[184701787, 454586876, 161357702]",True,"['Avenida Senador Salgado Filho', 'Avenida Borges de Medeiros']",secondary,30,False,158.434,"LINESTRING (-51.2277452 -30.0315662, -51.2277377 -30.0313835, -51.2277157 -30.0308445, -51.2276498 -30.0308479, -51.2269055 -30.0308863)",3,,,
"[184701785, 451652905]",True,Avenida Borges de Medeiros,secondary,40,False,106.113,"LINESTRING (-51.2278301 -30.0315639, -51.2278468 -30.0318306, -51.2278897 -30.0325168)",2,,,
444048522,True,Rua Riachuelo,tertiary,40,False,167.421,"LINESTRING (-51.2278301 -30.0315639, -51.229478 -30.0315568, -51.2295692 -30.0315578)",1,,,
27103295,True,Praça Marechal Deodoro,residential,40,False,160.751,"LINESTRING (-51.230698 -30.0334041, -51.2306867 -30.0332807, -51.2306822 -30.033238, -51.2306456 -30.032895, -51.2306072 -30.0324775, -51.2305962 -30.0323486, -51.2301515 -30.0323823)",,,,
444048516,True,Rua Duque de Caxias,tertiary,30,False,99.476,"LINESTRING (-51.230698 -30.0334041, -51.2302896 -30.0334337, -51.2297654 -30.0334778, -51.229669 -30.0334859)",2,,,
48158098,True,Rua Jerônimo Coelho,residential,40,False,162.97199999999998,"LINESTRING (-51.2278897 -30.0325168, -51.2280073 -30.0325122, -51.2295309 -30.032439, -51.2295795 -30.032432)",2,,,
208356048,True,Avenida Borges de Medeiros,secondary,40,False,271.925,"LINESTRING (-51.2278897 -30.0325168, -51.2279655 -30.0336092, -51.2280679 -30.0349574)",2,,,
208356047,True,Avenida Borges de Medeiros,secondary,30,False,106.303,"LINESTRING (-51.2278071 -30.0325207, -51.2277452 -30.0315662)",2,,,
208356051,True,Rua Jerônimo Coelho,tertiary,40,False,73.795,"LINESTRING (-51.2278071 -30.0325207, -51.227699 -30.0325254, -51.2270413 -30.0325505)",2,,,
451652904,True,Avenida Borges de Medeiros,secondary,40,False,125.826,"LINESTRING (-51.2280679 -30.0349574, -51.228137 -30.0360874)",3,,,
287533469,True,Rua Coronel Fernando Machado,residential,40,False,171.15900000000002,"LINESTRING (-51.2280679 -30.0349574, -51.228168 -30.0349613, -51.2286181 -30.0349839, -51.2287057 -30.0349885, -51.2292026 -30.0350092, -51.2298438 -30.0350318)",,,,
184701778,True,Rua Demétrio Ribeiro,tertiary,40,False,8.669,"LINESTRING (-51.228137 -30.0360874, -51.2280472 -30.0360815)",2,,,
208352993,False,Rua Capitão Montanha,residential,40,False,50.993,"LINESTRING (-51.2320899 -30.0288966, -51.2319024 -30.0293255)",,,,
326309727,True,Rua Siqueira Campos,secondary,60,False,58.185,"LINESTRING (-51.2320899 -30.0288966, -51.2316513 -30.0287465, -51.2315278 -30.0287043)",3,,,
771372295,True,Avenida Senador Salgado Filho,secondary,30,False,100.692,"LINESTRING (-51.2258531 -30.0308619, -51.2268969 -30.0308038)",3,,,
"[219248033, 208356052]",True,"['Rua General Vitorino', 'Rua Marechal Floriano Peixoto']",residential,40,False,162.32,"LINESTRING (-51.2268969 -30.0308038, -51.2268791 -30.0305905, -51.2268515 -30.0302634, -51.2257944 -30.0303344)",,,,
"[295701557, 451653094]",True,Avenida Senador Salgado Filho,secondary,30,False,88.17399999999999,"LINESTRING (-51.2268969 -30.0308038, -51.2274208 -30.0307736, -51.2276485 -30.0307628, -51.2277157 -30.0307596, -51.2278112 -30.0307615)",3,,,
454586924,False,Rua José Montaury,residential,40,True,7.86,"LINESTRING (-51.2279247 -30.0289672, -51.2280047 -30.0289813)",,,,
171797498,True,Avenida Borges de Medeiros,residential,40,False,59.845000000000006,"LINESTRING (-51.2279247 -30.0289672, -51.2280792 -30.0285113, -51.2281266 -30.0284634)",,,,
451653095,True,Avenida Senador Salgado Filho,secondary,30,False,100.924,"LINESTRING (-51.2269055 -30.0308863, -51.2258592 -30.0309433)",3,,,
"[451653502, 130584733, 612442390]",True,Rua Marechal Floriano Peixoto,residential,40,False,76.67,"LINESTRING (-51.2269055 -30.0308863, -51.226935 -30.0312281, -51.2269526 -30.0314329, -51.2269648 -30.0315739)",,,,
454586924,False,Rua José Montaury,residential,40,False,7.86,"LINESTRING (-51.2280047 -30.0289813, -51.2279247 -30.0289672)",,,,
"[208353000, 171797499, 208352987]",True,Avenida Borges de Medeiros,residential,40,False,164.85899999999998,"LINESTRING (-51.2280047 -30.0289813, -51.2279136 -30.0296777, -51.2278305 -30.0296721, -51.2279247 -30.0289672)",,,,
27028045,True,Rua 7 de Setembro,residential,40,False,86.934,"LINESTRING (-51.2346466 -30.0307374, -51.2354849 -30.0310281)",,,,
126550198,True,Travessa Araújo Ribeiro,residential,40,False,99.87,"LINESTRING (-51.2346466 -30.0307374, -51.2350322 -30.0299036)",1,,,
126550197,True,Travessa Araújo Ribeiro,residential,40,False,54.044,"LINESTRING (-51.2350322 -30.0299036, -51.235246 -30.0294542)",,,,
444048529,True,Rua Siqueira Campos,secondary,60,False,104.607,"LINESTRING (-51.2350322 -30.0299036, -51.2345816 -30.0297494, -51.2340217 -30.0295577)",3,,,
208352994,False,Rua Cassiano do Nascimento,residential,40,True,51.221,"LINESTRING (-51.2307659 -30.0284436, -51.2305745 -30.0288734)",,,,
326309727,True,Rua Siqueira Campos,secondary,60,False,43.519999999999996,"LINESTRING (-51.2307659 -30.0284436, -51.2306155 -30.0283921, -51.2303455 -30.0282997)",3,,,
451653370,True,Rua General Lima e Silva,tertiary,40,False,54.333,"LINESTRING (-51.2258747 -30.0349027, -51.225966 -30.0348676, -51.2260703 -30.0348534, -51.226429 -30.0348646)",2,,,
287533435,True,Avenida Sepulveda,residential,,False,18.454,"LINESTRING (-51.2315278 -30.0287043, -51.2314581 -30.0288589)",,,yes,
326309727,True,Rua Siqueira Campos,secondary,60,False,13.838,"LINESTRING (-51.2315278 -30.0287043, -51.2313941 -30.0286586)",3,,,
326309727,True,Rua Siqueira Campos,secondary,60,False,65.031,"LINESTRING (-51.2313941 -30.0286586, -51.2307659 -30.0284436)",3,,,
186936338,False,Rua General João Manoel,residential,40,False,123.01100000000001,"LINESTRING (-51.2325383 -30.0344067, -51.232521 -30.0340167, -51.2325195 -30.033882, -51.2325594 -30.0337574, -51.2326899 -30.033372, -51.2327051 -30.0333234)",2,,,
184701772,True,Rua Coronel Fernando Machado,tertiary,40,False,8.43,"LINESTRING (-51.2279804 -30.0349543, -51.2280679 -30.0349574)",2,,,
184701796,True,Avenida Borges de Medeiros,secondary,40,False,271.127,"LINESTRING (-51.2279804 -30.0349543, -51.2279379 -30.0342402, -51.227895 -30.0336181, -51.2278071 -30.0325207)",2,,,
"[473229942, 207815727]",True,Avenida Borges de Medeiros,residential,40,False,43.425,"LINESTRING (-51.2281266 -30.0284634, -51.228209 -30.0282746, -51.2282894 -30.0280992)",,,,
"[451652901, 287533397]",True,Avenida Borges de Medeiros,residential,40,False,59.385,"LINESTRING (-51.2281266 -30.0284634, -51.2281408 -30.0285227, -51.2280824 -30.0287149, -51.2280047 -30.0289813)",,,,
208352994,False,Rua Cassiano do Nascimento,residential,40,False,51.221,"LINESTRING (-51.2305745 -30.0288734, -51.2307659 -30.0284436)",,,,
477174168,True,Avenida Borges de Medeiros,secondary,40,False,125.504,"LINESTRING (-51.2280472 -30.0360815, -51.2279804 -30.0349543)",3,,,
287533470,True,Rua Demétrio Ribeiro,tertiary,40,False,68.914,"LINESTRING (-51.2280472 -30.0360815, -51.2274075 -30.0360433, -51.2273329 -30.0360462)",2,,,
208928173,True,Avenida Sepulveda,residential,,False,18.482,"LINESTRING (-51.2313236 -30.0288132, -51.2313941 -30.0286586)",,,yes,
208928181,False,,residential,,True,13.91,"LINESTRING (-51.2313236 -30.0288132, -51.2314581 -30.0288589)",2,,yes,
208928181,False,,residential,,False,13.91,"LINESTRING (-51.2314581 -30.0288589, -51.2313236 -30.0288132)",2,,yes,
287533435,True,Avenida Sepulveda,residential,,False,15.974,"LINESTRING (-51.2314581 -30.0288589, -51.2313977 -30.0289927)",,,yes,
208928173,True,Avenida Sepulveda,residential,,False,16.068,"LINESTRING (-51.2312623 -30.0289476, -51.2313236 -30.0288132)",,,yes,
208928182,False,,residential,,True,13.966,"LINESTRING (-51.2312623 -30.0289476, -51.2313977 -30.0289927)",2,,yes,
208928182,False,,residential,,False,13.966,"LINESTRING (-51.2313977 -30.0289927, -51.2312623 -30.0289476)",2,,yes,
229187724,True,Avenida Borges de Medeiros,secondary,40,False,100.678,"LINESTRING (-51.228079 -30.0369865, -51.2280472 -30.0360815)",3,,,
287533401,True,Avenida Borges de Medeiros,secondary,40,False,89.241,"LINESTRING (-51.2278112 -30.0307615, -51.2278301 -30.0315639)",3,,,
287533481,False,Rua Washington Luiz,residential,40,True,71.441,"LINESTRING (-51.2318983 -30.0368312, -51.2326216 -30.0366873)",,,,
253257588,True,Rua General Auto,residential,40,False,97.36200000000001,"LINESTRING (-51.2318983 -30.0368312, -51.2318175 -30.0360409, -51.2318107 -30.0359589)",,,,
189469606,False,Rua Washington Luiz,tertiary,40,False,9.969,"LINESTRING (-51.2327225 -30.0366671, -51.2326216 -30.0366873)",2,,,
444048536,False,Rua Washington Luiz,tertiary,40,True,102.648,"LINESTRING (-51.2327225 -30.0366671, -51.2337538 -30.0364324)",2,,,
189469606,False,Rua Washington Luiz,tertiary,40,True,9.969,"LINESTRING (-51.2326216 -30.0366873, -51.2327225 -30.0366671)",2,,,
287533481,False,Rua Washington Luiz,residential,40,False,71.441,"LINESTRING (-51.2326216 -30.0366873, -51.2318983 -30.0368312)",,,,
312378302,False,Rua Ofredy Strenge Torgo,residential,,True,68.988,"LINESTRING (-51.2252358 -30.0353947, -51.2256893 -30.0358751)",,,,
287533473,True,Rua General Lima e Silva,tertiary,40,False,55.385999999999996,"LINESTRING (-51.2252358 -30.0353947, -51.2254923 -30.0352049, -51.2255089 -30.0351926, -51.2256683 -30.0350663)",2,,,
312378302,False,Rua Ofredy Strenge Torgo,residential,,False,68.988,"LINESTRING (-51.2256893 -30.0358751, -51.2252358 -30.0353947)",,,,
192497748,True,Rua Vigário José Inácio,residential,40,False,85.307,"LINESTRING (-51.2260796 -30.0333414, -51.2260192 -30.032576)",,,,
244757077,True,Praça Montevidéu,residential,40,False,60.039,"LINESTRING (-51.228701 -30.0286737, -51.2281266 -30.0284634)",,,,
"[27028195, 48207551]",True,"['Rua José Montaury', 'Rua Uruguai']",residential,40,False,118.502,"LINESTRING (-51.228701 -30.0286737, -51.228707 -30.0291165, -51.2280047 -30.0289813)",,,,
208352995,True,Rua Coronel Genuíno,residential,40,False,126.848,"LINESTRING (-51.2273329 -30.0360462, -51.228079 -30.0369865)",,,,
330872763,True,Rua Coronel Genuíno,residential,40,False,157.594,"LINESTRING (-51.2273329 -30.0360462, -51.227209 -30.0358889, -51.2265721 -30.0350461, -51.2265179 -30.0349767, -51.226429 -30.0348646)",,,,
425149130,False,Rua Coronel Genuíno,residential,40,True,129.029,"LINESTRING (-51.2256275 -30.0339376, -51.2259693 -30.0342843, -51.2262044 -30.0345493, -51.226429 -30.0348646)",,,,
27103285,True,Rua General Auto,residential,30,False,197.161,"LINESTRING (-51.2315888 -30.0333366, -51.2316561 -30.0340022, -51.2317487 -30.0350321, -51.2317542 -30.0351039)",,,,
326309716,True,Rua Duque de Caxias,tertiary,30,False,86.081,"LINESTRING (-51.2315888 -30.0333366, -51.2315187 -30.0333419, -51.231019 -30.0333797, -51.2308481 -30.0333923, -51.230773 -30.0333982, -51.230698 -30.0334041)",2,,,
"[69749640, 321457778, 69749637]",True,Rua Duque de Caxias,tertiary,40,False,244.796,"LINESTRING (-51.229669 -30.0334859, -51.229402 -30.0335075, -51.2290616 -30.0335351, -51.2284836 -30.0335819, -51.2280437 -30.0336232, -51.228012 -30.0336261, -51.2278537 -30.0336385, -51.2278184 -30.0336416, -51.2271375 -30.0336939)",2,,,viaduct
321457779,True,Rua Espírito Santo,residential,40,False,172.71800000000002,"LINESTRING (-51.229669 -30.0334859, -51.229772 -30.034414, -51.229831 -30.0349177, -51.2298438 -30.0350318)",,,,
