osmid,name,highway,width,oneway,reversed,length,geometry
303550583,Rua Oliveira Neco,residential,10 m,False,True,93.161,"LINESTRING (-46.0206083 -1.1972021, -46.0200028 -1.1977813)"
303550587,Rua Padre Luciano Gariglio,residential,10 m,False,True,78.085,"LINESTRING (-46.0195253 -1.1973029, -46.0190208 -1.1977915)"
303550659,Travessa São José,residential,10 m,False,False,75.151,"LINESTRING (-46.0195253 -1.1973029, -46.0200028 -1.1977813)"
303550592,Rua Primeiro de Maio,residential,12 m,False,True,80.922,"LINESTRING (-46.0185136 -1.1973295, -46.0179995 -1.1978447)"
303550636,Travessa Eustaquio Pantoja,residential,,False,False,76.279,"LINESTRING (-46.0185136 -1.1973295, -46.0190208 -1.1977915)"
303550572,Rua José André da Conceição,residential,10 m,False,True,78.887,"LINESTRING (-46.0175378 -1.1973765, -46.0170327 -1.1978748)"
303550657,Travessa São Benedito,residential,12 m,False,False,73.109,"LINESTRING (-46.0175378 -1.1973765, -46.0179995 -1.1978447)"
303550559,Rua Afonso da Luz,residential,10 m,False,True,63.858,"LINESTRING (-46.0165386 -1.1974028, -46.0161446 -1.1978207)"
303550630,Travessa 7 de Setembro,residential,10 m,False,False,75.973,"LINESTRING (-46.0165386 -1.1974028, -46.0170327 -1.1978748)"
303550583,Rua Oliveira Neco,residential,10 m,False,False,93.161,"LINESTRING (-46.0200028 -1.1977813, -46.0206083 -1.1972021)"
303550583,Rua Oliveira Neco,residential,10 m,False,True,77.95,"LINESTRING (-46.0200028 -1.1977813, -46.0195054 -1.1982754)"
303550659,Travessa São José,residential,10 m,False,False,78.255,"LINESTRING (-46.0200028 -1.1977813, -46.0204866 -1.1982925)"
303550659,Travessa São José,residential,10 m,False,True,75.151,"LINESTRING (-46.0200028 -1.1977813, -46.0195253 -1.1973029)"
303550587,Rua Padre Luciano Gariglio,residential,10 m,False,False,78.085,"LINESTRING (-46.0190208 -1.1977915, -46.0195253 -1.1973029)"
303550587,Rua Padre Luciano Gariglio,residential,10 m,False,True,84.486,"LINESTRING (-46.0190208 -1.1977915, -46.018475 -1.1983202)"
303550636,Travessa Eustaquio Pantoja,residential,,False,False,76.142,"LINESTRING (-46.0190208 -1.1977915, -46.0195054 -1.1982754)"
303550636,Travessa Eustaquio Pantoja,residential,,False,True,76.279,"LINESTRING (-46.0190208 -1.1977915, -46.0185136 -1.1973295)"
303550559,Rua Afonso da Luz,residential,10 m,False,False,63.858,"LINESTRING (-46.0161446 -1.1978207, -46.0165386 -1.1974028)"
303550661,Travessa São Sebastião,residential,10 m,False,False,73.62,"LINESTRING (-46.0161446 -1.1978207, -46.0166093 -1.1982924)"
303550592,Rua Primeiro de Maio,residential,12 m,False,False,80.922,"LINESTRING (-46.0179995 -1.1978447, -46.0185136 -1.1973295)"
303550592,Rua Primeiro de Maio,residential,12 m,False,True,79.129,"LINESTRING (-46.0179995 -1.1978447, -46.0174968 -1.1983485)"
303550657,Travessa São Benedito,residential,12 m,False,False,74.766,"LINESTRING (-46.0179995 -1.1978447, -46.018475 -1.1983202)"
303550657,Travessa São Benedito,residential,12 m,False,True,73.109,"LINESTRING (-46.0179995 -1.1978447, -46.0175378 -1.1973765)"
303550572,Rua José André da Conceição,residential,10 m,False,False,78.887,"LINESTRING (-46.0170327 -1.1978748, -46.0175378 -1.1973765)"
303550572,Rua José André da Conceição,residential,10 m,False,True,66.119,"LINESTRING (-46.0170327 -1.1978748, -46.0166093 -1.1982924)"
303550630,Travessa 7 de Setembro,residential,10 m,False,False,73.732,"LINESTRING (-46.0170327 -1.1978748, -46.0174968 -1.1983485)"
303550630,Travessa 7 de Setembro,residential,10 m,False,True,75.973,"LINESTRING (-46.0170327 -1.1978748, -46.0165386 -1.1974028)"
303550583,Rua Oliveira Neco,residential,10 m,False,False,77.95,"LINESTRING (-46.0195054 -1.1982754, -46.0200028 -1.1977813)"
303550583,Rua Oliveira Neco,residential,10 m,False,True,83.351,"LINESTRING (-46.0195054 -1.1982754, -46.0189735 -1.1988037)"
303550636,Travessa Eustaquio Pantoja,residential,,False,False,78.638,"LINESTRING (-46.0195054 -1.1982754, -46.0199922 -1.1987885)"
