osmid,oneway,highway,reversed,length,geometry,name,maxspeed,ref,lanes,access,junction
199536106,True,secondary_link,False,41.455999999999996,"LINESTRING (-45.4103597 -23.6245176, -45.4102828 -23.624424, -45.4102499 -23.6243841, -45.4102016 -23.6243331, -45.4101862 -23.6243049, -45.4101849 -23.6242735, -45.4101916 -23.6242398, -45.4102068 -23.6242013)",,,,,,
482580028,True,secondary,False,155.08800000000002,"LINESTRING (-45.4103597 -23.6245176, -45.4100275 -23.6242769, -45.4098983 -23.6241832, -45.4091351 -23.6236899)",Avenida Arthur da Costa Filho,50,,,,
199535964,False,residential,True,54.318,"LINESTRING (-45.4084352 -23.6162155, -45.4086652 -23.6166562)",Rua Villa Lobos,,,,,
199535964,False,residential,False,54.318,"LINESTRING (-45.4086652 -23.6166562, -45.4084352 -23.6162155)",Rua Villa Lobos,,,,,
199535964,False,residential,True,82.28999999999999,"LINESTRING (-45.4086652 -23.6166562, -45.4089207 -23.6169396, -45.4092352 -23.6171756)",Rua Villa Lobos,,,,,
199535967,False,residential,False,88.516,"LINESTRING (-45.4092352 -23.6171756, -45.4088149 -23.6178723)",Rua Carlos Gomes,,,,,
199535964,False,residential,False,82.28999999999999,"LINESTRING (-45.4092352 -23.6171756, -45.4089207 -23.6169396, -45.4086652 -23.6166562)",Rua Villa Lobos,,,,,
199535964,False,residential,True,146.099,"LINESTRING (-45.4092352 -23.6171756, -45.4097814 -23.6174877, -45.4093445 -23.6180911)",Rua Villa Lobos,,,,,
199535983,False,residential,True,51.34,"LINESTRING (-45.4083778 -23.6176588, -45.4081576 -23.6180741)",Travessa Manoel Rosa,,,,,
257279357,False,tertiary,True,50.465,"LINESTRING (-45.4083778 -23.6176588, -45.4088149 -23.6178723)",Avenida Siqueira Campos,,,,,
199535967,False,residential,True,88.516,"LINESTRING (-45.4088149 -23.6178723, -45.4092352 -23.6171756)",Rua Carlos Gomes,,,,,
257279357,False,tertiary,False,50.465,"LINESTRING (-45.4088149 -23.6178723, -45.4083778 -23.6176588)",Avenida Siqueira Campos,,,,,
257279357,False,tertiary,True,9.971,"LINESTRING (-45.4088149 -23.6178723, -45.4089041 -23.6179092)",Avenida Siqueira Campos,,,,,
199535995,False,residential,True,44.082,"LINESTRING (-45.4089041 -23.6179092, -45.4087519 -23.6182803)",Travessa Zequinha de Abreu,,,,,
257279357,False,tertiary,False,9.971,"LINESTRING (-45.4089041 -23.6179092, -45.4088149 -23.6178723)",Avenida Siqueira Campos,,,,,
257279357,False,tertiary,True,49.217,"LINESTRING (-45.4089041 -23.6179092, -45.4093445 -23.6180911)",Avenida Siqueira Campos,,,,,
199535983,False,residential,False,51.34,"LINESTRING (-45.4081576 -23.6180741, -45.4083778 -23.6176588)",Travessa Manoel Rosa,,,,,
