osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge
419596154,True,Rua dos Pioneiros,secondary,40,False,39.758,"LINESTRING (-49.8294139 -27.4106381, -49.8294207 -27.4107379, -49.8294382 -27.410995)",,,
1106643266,True,Avenida Oscar Zwicker,secondary,,False,99.71,"LINESTRING (-49.8294139 -27.4106381, -49.8292369 -27.4106416, -49.828404 -27.4106262)",2,SC-281,
241038406,False,Rua Leopoldo Koch,residential,,False,104.233,"LINESTRING (-49.8301451 -27.4083788, -49.8290894 -27.4083596)",,,
241038406,False,Rua Leopoldo Koch,residential,,True,104.233,"LINESTRING (-49.8290894 -27.4083596, -49.8301451 -27.4083788)",,,
938403960,True,Rua dos Pioneiros,secondary,40,False,113.007,"LINESTRING (-49.8290894 -27.4083596, -49.829109 -27.4084759, -49.8291286 -27.4085922, -49.8291825 -27.4089551, -49.8292436 -27.4093666)",2,SC-112,
938408207,True,Rua 1º de Maio,residential,,False,248.073,"LINESTRING (-49.8267397 -27.4091761, -49.8268864 -27.4091873, -49.8291617 -27.4093604, -49.8292436 -27.4093666)",2,,
971767913,True,Rua dos Pioneiros,secondary,40,False,142.38000000000002,"LINESTRING (-49.8292436 -27.4093666, -49.8293076 -27.4098448, -49.8294011 -27.4105425, -49.8294139 -27.4106381)",2,SC-112,
241037054,False,Avenida Oscar Zwicker,secondary,,False,178.895,"LINESTRING (-49.826847 -27.4105988, -49.8250352 -27.4105607)",2,SC-281,
940251381,False,Avenida 25 de Julho,residential,40,True,124.685,"LINESTRING (-49.826847 -27.4105988, -49.8269007 -27.4117191)",,,
1106643265,True,Avenida 25 de Julho,secondary,40,False,93.099,"LINESTRING (-49.826847 -27.4105988, -49.8267719 -27.4097642)",2,,
938403957,False,Rua Jorge Lacerda,residential,,True,123.1,"LINESTRING (-49.828404 -27.4106262, -49.8284177 -27.4117332)",,,
938403956,True,Avenida Oscar Zwicker,secondary,,False,153.723,"LINESTRING (-49.828404 -27.4106262, -49.8277482 -27.4106143, -49.8276702 -27.410613, -49.826847 -27.4105988)",2,SC-281,
"[1154192024, 419596154]",True,Rua dos Pioneiros,secondary,40,False,25.32,"LINESTRING (-49.8297156 -27.4122191, -49.829771 -27.4122704, -49.829823 -27.4123167, -49.8299047 -27.4123721)",,,yes
241038409,True,Rua 13 de Agosto,residential,,False,128.69799999999998,"LINESTRING (-49.8284126 -27.4122537, -49.8285958 -27.412255, -49.8289552 -27.4122452, -49.8294902 -27.4122307, -49.8296284 -27.4122236, -49.8297156 -27.4122191)",,,
"[419596176, 241038413]",True,Rua Jorge Lacerda,residential,,False,284.221,"LINESTRING (-49.8284126 -27.4122537, -49.8284118 -27.4123337, -49.8284 -27.4135882, -49.8276973 -27.4135918, -49.827024 -27.4135953)",,,
938403957,False,Rua Jorge Lacerda,residential,,False,57.879,"LINESTRING (-49.8284126 -27.4122537, -49.8284133 -27.4121858, -49.8284177 -27.4117332)",,,
241038409,True,Rua 13 de Agosto,residential,,False,145.543,"LINESTRING (-49.8269382 -27.4122429, -49.8284126 -27.4122537)",,,
938403958,False,Avenida 25 de Julho,residential,,False,58.361,"LINESTRING (-49.8269382 -27.4122429, -49.8269007 -27.4117191)",,,
938403958,False,Avenida 25 de Julho,residential,,True,65.087,"LINESTRING (-49.8269382 -27.4122429, -49.8269493 -27.4123639, -49.8269919 -27.4128263)",,,
241038416,True,Rua Leopoldo Prochnow,secondary,,False,184.12,"LINESTRING (-49.8311664 -27.4125519, -49.8311429 -27.4108962)",,,
419596142,False,Rua Nereu Ramos,tertiary,40,True,70.203,"LINESTRING (-49.8311664 -27.4125519, -49.8312097 -27.4125525, -49.8312606 -27.4125533, -49.8318775 -27.4125627)",,,
938403958,False,Avenida 25 de Julho,residential,,False,85.568,"LINESTRING (-49.827024 -27.4135953, -49.8269919 -27.4128263)",,,
"[419596129, 938403958]",False,"['Rua Bruno Prochnow', 'Avenida 25 de Julho']",residential,,True,118.167,"LINESTRING (-49.827024 -27.4135953, -49.8270348 -27.4139549, -49.8271018 -27.4140392, -49.8271921 -27.4140851, -49.8277636 -27.4140958)",,,
241038408,False,Rua Hartwig Will,residential,40,False,113.066,"LINESTRING (-49.8277636 -27.4140958, -49.8280381 -27.415083)",,,
"[419596129, 938403958]",False,"['Rua Bruno Prochnow', 'Avenida 25 de Julho']",residential,,False,118.16699999999999,"LINESTRING (-49.8277636 -27.4140958, -49.8271921 -27.4140851, -49.8271018 -27.4140392, -49.8270348 -27.4139549, -49.827024 -27.4135953)",,,
241038403,False,Alameda Trombudo Alto,tertiary,,True,82.28399999999999,"LINESTRING (-49.8306276 -27.4141394, -49.8306499 -27.4142291, -49.8308073 -27.414862)",,,
"[1106643248, 1106643249, 1106643250]",True,Rua Bruno Prochnow,residential,,False,282.74199999999996,"LINESTRING (-49.8306276 -27.4141394, -49.8283171 -27.4141042, -49.8281481 -27.4141017, -49.8277636 -27.4140958)",,,yes
1106643268,False,Alameda Trombudo Alto,tertiary,,False,119.38399999999999,"LINESTRING (-49.8306276 -27.4141394, -49.8305525 -27.4139013, -49.8303493 -27.4132986, -49.8302856 -27.4131096)",,,
938403955,False,Rua Bruno Prochnow,residential,,False,68.336,"LINESTRING (-49.8326325 -27.4141393, -49.8319402 -27.4141393)",,,
