osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,ref,bridge
299629962,2,Avenida Monsenhor Frota,primary,False,False,27.245,"LINESTRING (-38.8566775 -6.4008349, -38.8564807 -6.4009825)",,,
608942873,,Avenida Josefa Nogueira Monteiro,primary,True,False,35.399,"LINESTRING (-38.8566775 -6.4008349, -38.8567201 -6.4007842, -38.8568106 -6.4007053, -38.8569095 -6.4006162)",,,
299629890,,,primary,True,False,25.374000000000002,"LINESTRING (-38.8570369 -6.4007902, -38.8569903 -6.4007681, -38.8569486 -6.4007262, -38.8569208 -6.4006741, -38.8569095 -6.4006162)",roundabout,,
817434339,,Avenida Josefa Nogueira Monteiro,primary,True,False,40.079,"LINESTRING (-38.8570369 -6.4007902, -38.8569357 -6.4007949, -38.8568187 -6.4008116, -38.8567466 -6.4008255, -38.8566775 -6.4008349)",,,
299629896,,Avenida Nogueira Acioly,tertiary,True,False,89.098,"LINESTRING (-38.8578305 -6.3999689, -38.8583864 -6.4005493)",,,
817528550,,Rua Monsenhor Frota,tertiary,True,False,9.34,"LINESTRING (-38.8578305 -6.3999689, -38.8577675 -6.4000249)",,,
299629892,,Rua Monsenhor Frota,tertiary,True,False,35.948,"LINESTRING (-38.8571423 -6.4004082, -38.8574058 -6.4002186)",,,
299629890,,,primary,True,False,31.366,"LINESTRING (-38.8571423 -6.4004082, -38.8571966 -6.4004245, -38.8572443 -6.4004551, -38.8572816 -6.4004976, -38.8573055 -6.4005488, -38.8573141 -6.4006046)",roundabout,,
299629890,,,primary,True,False,1.451,"LINESTRING (-38.8573141 -6.4006046, -38.8573121 -6.4006175)",roundabout,,
299629890,,,primary,True,False,15.303,"LINESTRING (-38.8569095 -6.4006162, -38.8569127 -6.4005705, -38.8569262 -6.4005266, -38.8569494 -6.4004869)",roundabout,,
323550786,,Rua General Piragibe,residential,False,True,88.733,"LINESTRING (-38.8574436 -6.3959407, -38.8577856 -6.3965404, -38.857846 -6.396631)",,,
323551002,,Rua do Rosário,residential,False,False,27.181,"LINESTRING (-38.8585594 -6.3959953, -38.858377 -6.3961593)",,,
323623172,,Rua Doutor Inácio Dias,residential,False,False,120.958,"LINESTRING (-38.8585594 -6.3959953, -38.8593139 -6.3967834)",,,
323550777,,Rua São Francisco,residential,False,False,8.518,"LINESTRING (-38.855554 -6.3961566, -38.855613 -6.3961073)",,,
323550777,,Rua São Francisco,residential,False,True,75.262,"LINESTRING (-38.855554 -6.3961566, -38.8550015 -6.3965524)",,,
323550777,,Rua São Francisco,residential,False,False,75.262,"LINESTRING (-38.8550015 -6.3965524, -38.855554 -6.3961566)",,,
