osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,bridge
441802905,Rua João Dajori,residential,False,True,117.188,,"LINESTRING (-49.3296746 -28.5963503, -49.3296745 -28.5974042)",,
668296171,Rua Carlos Drumond de Andrade,residential,False,False,125.094,,"LINESTRING (-49.3296746 -28.5963503, -49.3283933 -28.5963517)",,
88616156,Rua Província de Belluno,residential,False,False,113.648,,"LINESTRING (-49.3248523 -28.5990818, -49.3248316 -28.5980599)",,
729791861,Rua Guy Marcos Nunes de Souza,primary,True,False,33.419,2,"LINESTRING (-49.3248523 -28.5990818, -49.3251103 -28.5990798, -49.3251946 -28.5990792)",,
88616012,Rua Benjamin Constant,residential,False,False,147.032,,"LINESTRING (-49.3238458 -28.6005108, -49.3238714 -28.6018329)",,
88616062,Rua Zeferino Búrigo,residential,False,True,119.699,,"LINESTRING (-49.3238458 -28.6005108, -49.324721 -28.6012647)",,
88616062,Rua Zeferino Búrigo,residential,False,False,129.103,,"LINESTRING (-49.3238458 -28.6005108, -49.3233838 -28.6000912, -49.3233518 -28.6000502, -49.3233223 -28.6000043, -49.3233089 -28.5999549, -49.3232954 -28.5998748, -49.323277 -28.5995319)",,
441802905,Rua João Dajori,residential,False,False,61.602,,"LINESTRING (-49.3296744 -28.5990435, -49.3296745 -28.5984895)",,
668296170,Rua Guy Marcos Nunes de Souza,secondary,False,False,117.422,,"LINESTRING (-49.3296744 -28.5990435, -49.3285864 -28.5990521, -49.3284717 -28.599053)",,
88616127,Rua Província de Treviso,residential,False,False,100.539,,"LINESTRING (-49.3241971 -28.5990867, -49.3241845 -28.5981826)",,
729791861,Rua Guy Marcos Nunes de Souza,primary,True,False,63.968,2,"LINESTRING (-49.3241971 -28.5990867, -49.3248523 -28.5990818)",,
88615985,Rua Lisboa,residential,False,False,62.492,,"LINESTRING (-49.3293482 -28.6013773, -49.3293502 -28.6019393)",,
88615985,Rua Lisboa,residential,False,True,63.793,,"LINESTRING (-49.3293482 -28.6013773, -49.3293463 -28.6008036)",,
668115280,Rua José Rodrigues de Souza,residential,False,True,97.341,,"LINESTRING (-49.3200655 -28.5982565, -49.3209005 -28.5977781)",,
668115284,Rua Otília Jacinto Cardoso,residential,False,False,86.189,,"LINESTRING (-49.3200655 -28.5982565, -49.3203223 -28.5989981)",,
668115284,Rua Otília Jacinto Cardoso,residential,False,True,32.0,,"LINESTRING (-49.3200655 -28.5982565, -49.319975 -28.5979799)",,
729791856,Avenida Polidoro Santiago,primary,True,False,75.087,1,"LINESTRING (-49.325777 -28.601312, -49.3256908 -28.601235, -49.3256608 -28.6012081, -49.3255782 -28.6011342, -49.3252382 -28.6008301)",SC-108,
729791857,Rua Paulino Búrigo,residential,False,False,136.194,,"LINESTRING (-49.325777 -28.601312, -49.3260295 -28.6010894, -49.3266843 -28.6005124, -49.3267616 -28.6004443)",,
990281937,Rua Guy Marcos Nunes de Souza,secondary,True,False,28.685,1,"LINESTRING (-49.3251946 -28.5990792, -49.3254884 -28.5990765)",,
1093147635,Rua Doutor Edson Gaidzinski,primary,True,False,28.415,1,"LINESTRING (-49.3251946 -28.5990792, -49.3252484 -28.5990984, -49.325286 -28.5991223, -49.3253728 -28.5991968, -49.3254194 -28.5992368)",,
88616012,Rua Benjamin Constant,residential,False,True,107.498,,"LINESTRING (-49.3238999 -28.6032631, -49.3238807 -28.6022965)",,
88616103,Rua Maria de Lurdes Zaccaron Pagnan,residential,False,False,174.483,,"LINESTRING (-49.3238999 -28.6032631, -49.3256868 -28.6032303)",,
88616103,Rua Maria de Lurdes Zaccaron Pagnan,residential,False,True,37.319,,"LINESTRING (-49.3238999 -28.6032631, -49.3235177 -28.6032694)",,
387596932,Rua Alfredo del Priori,secondary,False,False,74.547,,"LINESTRING (-49.3245001 -28.6014524, -49.3238714 -28.6018329)",,
387596932,Rua Alfredo del Priori,secondary,False,True,30.011,,"LINESTRING (-49.3245001 -28.6014524, -49.324721 -28.6012647)",,
88616102,Rua Ângelo Peruchi,residential,False,False,191.649,,"LINESTRING (-49.3282995 -28.6047104, -49.3263368 -28.6047473)",,
528258046,Rodovia Maximiliano Gaidzinski,primary,False,False,45.583000000000006,2,"LINESTRING (-49.3282995 -28.6047104, -49.328302 -28.6045444, -49.328304 -28.6044078, -49.3283056 -28.6043005)",SC-108,
387596926,Rua Maximiliano Gaidzinski,residential,False,True,156.355,,"LINESTRING (-49.325665 -28.6018243, -49.3256868 -28.6032303)",,
387596927,Rua Adão Bosa,residential,False,False,47.717,,"LINESTRING (-49.325665 -28.6018243, -49.3260064 -28.6015172)",,
387596927,Rua Adão Bosa,residential,False,True,54.383,,"LINESTRING (-49.325665 -28.6018243, -49.3252903 -28.6021862)",,
88616086,Rua Paulino Búrigo,residential,False,False,203.462,,"LINESTRING (-49.3267616 -28.6004443, -49.3268263 -28.6003876, -49.3276029 -28.5997035, -49.3282329 -28.5991484)",,
667882689,Rua Doutor Edson Gaidzinski,primary,True,False,162.437,1,"LINESTRING (-49.3267616 -28.6004443, -49.3273199 -28.6009466, -49.3277895 -28.601369, -49.3279219 -28.6014913)",,
729791857,Rua Paulino Búrigo,residential,False,True,136.194,,"LINESTRING (-49.3267616 -28.6004443, -49.3266843 -28.6005124, -49.3260295 -28.6010894, -49.325777 -28.601312)",,
390099076,Rua Dona Cota,residential,False,False,54.656,,"LINESTRING (-49.3212381 -28.5965738, -49.3206783 -28.5965788)",,
390099076,Rua Dona Cota,residential,False,True,61.354,,"LINESTRING (-49.3212381 -28.5965738, -49.3218665 -28.5965683)",,
668310507,Rua Manoel Caetano da Silva,residential,False,True,27.495,,"LINESTRING (-49.3218294 -28.597262, -49.3215478 -28.597265)",,
