osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,junction
227832031,True,2,Avenida São José,secondary,False,36.353,"LINESTRING (-45.437756 -21.5572625, -45.437711 -21.5571761, -45.4376817 -21.5570717, -45.4376784 -21.557018, -45.4376683 -21.5569494)",,,
267599424,True,2,Avenida Rio Branco,secondary,False,75.949,"LINESTRING (-45.437756 -21.5572625, -45.4374204 -21.5571624, -45.4370413 -21.557119)",,,
139319319,False,,Rua Ana Augusta Braga,residential,True,74.307,"LINESTRING (-45.4296761 -21.5543143, -45.4300422 -21.5548893)",,,
332383297,False,,Rua Rio de Janeiro,residential,False,90.978,"LINESTRING (-45.4296761 -21.5543143, -45.4305536 -21.5542565)",,,
332383298,False,,Rua Ana Augusta Braga,residential,False,57.85,"LINESTRING (-45.4296761 -21.5543143, -45.4293881 -21.5538683)",,,
138592983,False,,Rua Domingos de Resende,residential,False,82.158,"LINESTRING (-45.4319863 -21.5547557, -45.4327788 -21.5547044)",,,
138592983,False,,Rua Domingos de Resende,residential,True,82.179,"LINESTRING (-45.4319863 -21.5547557, -45.4311932 -21.5548014)",,,
967926073,True,,Rua Tenente Gaspar,residential,False,65.957,"LINESTRING (-45.4319863 -21.5547557, -45.4321701 -21.5553237)",,,
227832032,True,2,Avenida São José,secondary,False,148.389,"LINESTRING (-45.4380079 -21.5562739, -45.4386915 -21.5551006)",40,,
268784216,True,,Rua Presidente Antônio Carlos,secondary,False,86.158,"LINESTRING (-45.4380079 -21.5562739, -45.4371812 -21.556178)",,,
138592976,True,,Rua Venceslau Braz,secondary,False,134.633,"LINESTRING (-45.4366522 -21.5561132, -45.4374103 -21.5551289)",,,
268784216,True,,Rua Presidente Antônio Carlos,secondary,False,29.846,"LINESTRING (-45.4366522 -21.5561132, -45.4363667 -21.556074)",,,
967926073,True,,Rua Tenente Gaspar,residential,False,152.651,"LINESTRING (-45.4313808 -21.5528841, -45.4318061 -21.5541987)",,,
967926074,False,,Rua Coronel João Urbano,residential,True,23.384,"LINESTRING (-45.4313808 -21.5528841, -45.431579 -21.5529853)",,,
"[138592972, 549446471]",False,,"['Rua Tenente Gaspar', 'Rua Abraão Caineli']",residential,True,63.178,"LINESTRING (-45.4313808 -21.5528841, -45.4312887 -21.5526224, -45.4312761 -21.5526064, -45.4312613 -21.5525986, -45.4312402 -21.5525964, -45.4310017 -21.552681)",,,
138592983,False,,Rua Domingos de Resende,residential,False,119.436,"LINESTRING (-45.4300422 -21.5548893, -45.4311932 -21.5548014)",,,
139319319,False,,Rua Ana Augusta Braga,residential,False,74.307,"LINESTRING (-45.4300422 -21.5548893, -45.4296761 -21.5543143)",,,
139319319,False,,Rua Ana Augusta Braga,residential,True,60.696,"LINESTRING (-45.4300422 -21.5548893, -45.4303308 -21.5553646)",,,
332383297,False,,Rua Rio de Janeiro,residential,False,68.822,"LINESTRING (-45.4311414 -21.5542283, -45.4318061 -21.5541987)",,,
332383297,False,,Rua Rio de Janeiro,residential,True,60.871,"LINESTRING (-45.4311414 -21.5542283, -45.4305536 -21.5542565)",,,
1154160301,False,,Rua João Miguel Azze,residential,False,63.951,"LINESTRING (-45.4311414 -21.5542283, -45.4311932 -21.5548014)",,,
1154160301,False,,Rua João Miguel Azze,residential,True,172.65800000000002,"LINESTRING (-45.4311414 -21.5542283, -45.4310329 -21.553027, -45.4310017 -21.552681)",,,
138592975,False,,Rua São Paulo,residential,False,70.095,"LINESTRING (-45.4355471 -21.5559806, -45.4354935 -21.556609)",,,
138592975,False,,Rua São Paulo,residential,True,88.415,"LINESTRING (-45.4355471 -21.5559806, -45.4356373 -21.5551899)",,,
268784216,True,,Rua Presidente Antônio Carlos,secondary,False,102.213,"LINESTRING (-45.4355471 -21.5559806, -45.4345677 -21.5558572)",,,
139319313,True,3,Avenida Rio Branco,secondary,False,53.343,"LINESTRING (-45.4362778 -21.5567391, -45.4367869 -21.5568162)",,,
332280364,False,,Rua Deputado Ribeiro de Resende,residential,False,31.742,"LINESTRING (-45.4362778 -21.5567391, -45.4362569 -21.5570239)",,,
332280364,False,,Rua Deputado Ribeiro de Resende,residential,True,74.525,"LINESTRING (-45.4362778 -21.5567391, -45.4363667 -21.556074)",,,
228321714,True,,Rua Alves e Silva,residential,False,79.196,"LINESTRING (-45.4364697 -21.5544959, -45.4357094 -21.5545809)",,,
332280364,False,,Rua Deputado Ribeiro de Resende,residential,False,74.116,"LINESTRING (-45.4364697 -21.5544959, -45.436455 -21.5551623)",,,
332280364,False,,Rua Deputado Ribeiro de Resende,residential,True,29.845,"LINESTRING (-45.4364697 -21.5544959, -45.4364808 -21.5542277)",,,
138592975,False,,Rua São Paulo,residential,False,68.127,"LINESTRING (-45.4357094 -21.5545809, -45.4356373 -21.5551899)",,,
"[332281558, 138592975]",False,,"['Rua São Paulo', 'Praça Matheus Tavares']",residential,"[False, True]",97.451,"LINESTRING (-45.4357094 -21.5545809, -45.4357021 -21.5544749, -45.4357056 -21.5544659, -45.4357093 -21.5544608, -45.4364808 -21.5542277)",,,
"[272972249, 228321714]",True,,"['Rua Alves e Silva', 'Rua Presidente Alvaro Costa']",residential,False,151.792,"LINESTRING (-45.4357094 -21.5545809, -45.4348022 -21.5547555, -45.434776 -21.5547643, -45.4347624 -21.5547705, -45.4347487 -21.5547821, -45.4346797 -21.5552237)",,,
270261789,False,,Rua Deputado Ribeiro de Resende,residential,False,41.521,"LINESTRING (-45.4364512 -21.5537967, -45.4364821 -21.554169)",,,
332383297,False,,Rua Rio de Janeiro,residential,True,78.54,"LINESTRING (-45.4364512 -21.5537967, -45.4357189 -21.5539838)",,,
332383297,False,,Rua Rio de Janeiro,residential,False,51.824,"LINESTRING (-45.4364512 -21.5537967, -45.4366104 -21.5537114, -45.4368401 -21.5535077)",,,
