osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,maxspeed,access
94828665,Rua Joaquim Nunes,tertiary,False,True,62.503,"LINESTRING (-46.9348355 -23.5464069, -46.9347268 -23.5469601)",,,,,
429162812,Avenida Rubens Caramez,primary,True,False,260.00800000000004,"LINESTRING (-46.9348355 -23.5464069, -46.9349092 -23.5464391, -46.9349914 -23.546496, -46.935091 -23.5465903, -46.9362366 -23.5479426, -46.9364522 -23.5482013)",,,,,
174006265,Rua Joaquim Leite dos Santos,residential,False,True,95.855,"LINESTRING (-46.937801 -23.5498758, -46.9371089 -23.5504594)",,,,,
164190612,Avenida Rubens Caramez,primary,True,False,133.928,"LINESTRING (-46.937801 -23.5498758, -46.9378705 -23.5499862, -46.9379134 -23.5500833, -46.9379376 -23.550189, -46.9379684 -23.550355, -46.9379899 -23.5505382, -46.9380033 -23.5507201, -46.9380107 -23.5508357, -46.9380217 -23.5509463, -46.9380321 -23.5510047, -46.9380429 -23.5510468)",,,,,
94828669,Viaduto José dos Santos Novaes,trunk,True,False,28.355,"LINESTRING (-46.9326041 -23.544728, -46.9327403 -23.5446657, -46.9328595 -23.5446284)",2,SP-029,,,
953215140,,trunk,True,False,22.526999999999997,"LINESTRING (-46.9326041 -23.544728, -46.9326409 -23.5447504, -46.9326691 -23.5447816, -46.9326861 -23.544819, -46.9326906 -23.5448593, -46.9326822 -23.5448991)",,SP-029;SP-274,roundabout,,
94828665,Rua Joaquim Nunes,tertiary,False,False,62.282,"LINESTRING (-46.9345501 -23.5484072, -46.9346249 -23.5478513)",,,,,
832680523,Praça São Judas Tadeu,tertiary,True,False,14.578000000000001,"LINESTRING (-46.9345501 -23.5484072, -46.9345785 -23.5484161, -46.9345988 -23.5484362, -46.9346062 -23.5484629, -46.9345988 -23.5484895, -46.9345844 -23.5485061)",,,roundabout,,
869983018,Avenida Luiz Manfrinato,residential,False,False,20.892,"LINESTRING (-46.9340427 -23.5482891, -46.9342052 -23.5484036)",,,,,
870286994,Avenida Luiz Manfrinato,residential,False,False,128.984,"LINESTRING (-46.9340427 -23.5482891, -46.9330947 -23.5475208)",,,,,
174003660,Avenida Nove de Julho,residential,False,False,20.506,"LINESTRING (-46.9326903 -23.5498127, -46.932839 -23.5499369)",,,,,
174003660,Avenida Nove de Julho,residential,False,True,62.523,"LINESTRING (-46.9326903 -23.5498127, -46.9322272 -23.549444)",,,,,
94828660,Rua Ezequiel Dias Siqueira,residential,False,True,74.33500000000001,"LINESTRING (-46.9326903 -23.5498127, -46.9330269 -23.5494219, -46.9331528 -23.5492963)",,,,,
174006287,Rua José Pedro de Oliveira Vale,residential,False,True,190.57299999999998,"LINESTRING (-46.9326903 -23.5498127, -46.9325812 -23.5499431, -46.9324881 -23.5500297, -46.9323894 -23.5500968, -46.9322191 -23.550162, -46.9319388 -23.5502308, -46.9316009 -23.5503095, -46.9310062 -23.5504397)",,,,,
953215139,,trunk,True,False,10.166,"LINESTRING (-46.9326822 -23.5448991, -46.932658 -23.5449391, -46.932621 -23.5449697)",,SP-029;SP-274,roundabout,,
94828660,Rua Ezequiel Dias Siqueira,residential,False,False,71.875,"LINESTRING (-46.9336052 -23.5488005, -46.9331528 -23.5492963)",,,,,
94828660,Rua Ezequiel Dias Siqueira,residential,False,True,30.658,"LINESTRING (-46.9336052 -23.5488005, -46.9337859 -23.5485801)",,,,,
466722873,Rua Doutor José Pedro de Castro,residential,False,False,56.328,"LINESTRING (-46.9336052 -23.5488005, -46.9340276 -23.5491271)",,,,,
466722873,Rua Doutor José Pedro de Castro,residential,False,True,132.436,"LINESTRING (-46.9336052 -23.5488005, -46.9326368 -23.5480065)",,,,,
724405914,Rodovia Engenheiro Rene Benedito da Silva,trunk,True,False,33.796,"LINESTRING (-46.9380429 -23.5510468, -46.9383699 -23.551097)",,SP-029,,,
174006285,Rua Francisco Correa,residential,False,False,107.083,"LINESTRING (-46.936109 -23.5533696, -46.9360515 -23.5533494, -46.9359367 -23.553276, -46.9357207 -23.5531285, -46.9355464 -23.5529933, -46.9354177 -23.5528814, -46.9353033 -23.5527613)",,,,,
429183042,Avenida Rubem Caramez,trunk,True,False,36.185,"LINESTRING (-46.936109 -23.5533696, -46.9361391 -23.5533033, -46.9361846 -23.5531835, -46.9362148 -23.5530598)",,SP-029,,,
724405914,Rodovia Engenheiro Rene Benedito da Silva,trunk,True,False,59.658,"LINESTRING (-46.9383699 -23.551097, -46.9384915 -23.5510902, -46.9385988 -23.551073, -46.9386517 -23.5510385, -46.9387148 -23.5509605, -46.9387616 -23.5507977)",,SP-029,,,
949583285,,trunk_link,True,False,126.396,"LINESTRING (-46.9383699 -23.551097, -46.9384425 -23.5510314, -46.938475 -23.5509827, -46.9384384 -23.5499971)",2,,,50,
173945414,Rua Felipe Chaluppe Filho,residential,True,False,137.612,"LINESTRING (-46.9304422 -23.5447144, -46.9305857 -23.5449947, -46.930705 -23.5451865, -46.9308807 -23.5454471, -46.9310556 -23.5456938, -46.9311325 -23.5457737)",,,,,
953215142,,trunk,True,False,2.452,"LINESTRING (-46.9323982 -23.5448063, -46.9324081 -23.5447862)",,SP-029;SP-274,roundabout,,
173993787,Rua Professor Irineu Chaluppe,tertiary,True,False,55.034,"LINESTRING (-46.9319094 -23.5451937, -46.9323178 -23.54487)",,,,,
173993789,Rua Leopoldina Camargo,residential,True,False,71.805,"LINESTRING (-46.9319094 -23.5451937, -46.9324262 -23.5456325)",,,,,
94828654,Rua Doutor José Pedro de Castro,residential,False,False,61.059,"LINESTRING (-46.9295162 -23.5455204, -46.9299701 -23.5458787)",,,,,
94828667,Avenida Luiz Manfrinato,residential,False,False,187.951,"LINESTRING (-46.9295162 -23.5455204, -46.929612 -23.5453918, -46.9296858 -23.5453291, -46.9297662 -23.5453082, -46.9299097 -23.5453119, -46.9301653 -23.5453277, -46.9303153 -23.5453514, -46.9303858 -23.5453844, -46.9304717 -23.5454348, -46.9306661 -23.5455836, -46.9308388 -23.545713, -46.9310683 -23.5458606)",,,,,
867630155,Rua Luiz Manfrinato,residential,False,False,55.982,"LINESTRING (-46.9295162 -23.5455204, -46.9294135 -23.5455725, -46.9293425 -23.5455971, -46.9292097 -23.5455928, -46.929095 -23.5455783, -46.9289911 -23.545554)",,,,,
173993786,Rua Manoel Alves Mendes,tertiary,True,False,54.34,"LINESTRING (-46.9331564 -23.5455573, -46.9327946 -23.5459162)",,,,,
364207788,Avenida Cesário de Abreu,primary,True,False,48.711,"LINESTRING (-46.9331564 -23.5455573, -46.933303 -23.5456326, -46.9334253 -23.5456954, -46.9335733 -23.5457714)",,,,,
870286992,Rua Professor Irineu Chaluppe,tertiary,False,True,11.67,"LINESTRING (-46.9311325 -23.5457737, -46.9310683 -23.5458606)",,,,,
173993787,Rua Professor Irineu Chaluppe,tertiary,True,False,75.928,"LINESTRING (-46.9311325 -23.5457737, -46.9313923 -23.5455688, -46.9315676 -23.545438, -46.9315808 -23.5454238, -46.9316583 -23.5453614, -46.9317009 -23.5453331)",,,,,
173993798,Rua Professor Irineu Chaluppe,tertiary,False,True,75.553,"LINESTRING (-46.9310683 -23.5458606, -46.9305808 -23.5463724)",,,,,
870286992,Rua Professor Irineu Chaluppe,tertiary,False,False,11.67,"LINESTRING (-46.9310683 -23.5458606, -46.9311325 -23.5457737)",,,,,
94828667,Avenida Luiz Manfrinato,residential,False,True,187.951,"LINESTRING (-46.9310683 -23.5458606, -46.9308388 -23.545713, -46.9306661 -23.5455836, -46.9304717 -23.5454348, -46.9303858 -23.5453844, -46.9303153 -23.5453514, -46.9301653 -23.5453277, -46.9299097 -23.5453119, -46.9297662 -23.5453082, -46.9296858 -23.5453291, -46.929612 -23.5453918, -46.9295162 -23.5455204)",,,,,
94828654,Rua Doutor José Pedro de Castro,residential,False,False,83.001,"LINESTRING (-46.9299701 -23.5458787, -46.9305808 -23.5463724)",,,,,
94828654,Rua Doutor José Pedro de Castro,residential,False,True,61.059,"LINESTRING (-46.9299701 -23.5458787, -46.9295162 -23.5455204)",,,,,
173993782,Rua Sebastião Mathias,residential,False,False,75.438,"LINESTRING (-46.9299701 -23.5458787, -46.9296104 -23.5464716)",,,,,
