osmid,oneway,name,highway,reversed,length,maxspeed,bridge,geometry,lanes,ref
191006619,True,Rua Capitão Balduíno,residential,False,75.245,,,"LINESTRING (-46.6185128 -24.0955514, -46.6188677 -24.0949573)",,
"[162252648, 858779401, 48703050, 858779402]",False,"['Avenida Governador Mário Covas Júnior', 'Avenida Governador Mario Covas Junior']",tertiary,False,124.52199999999999,40,yes,"LINESTRING (-46.6185128 -24.0955514, -46.6185882 -24.0955535, -46.6186632 -24.0955549, -46.619005 -24.0955529, -46.619174 -24.0955789, -46.6195906 -24.0957211, -46.6196937 -24.0957741)",,
48703049,True,Avenida Governador Mario Covas Júnior,tertiary,False,288.752,40,,"LINESTRING (-46.6196937 -24.0957741, -46.6198704 -24.0957851, -46.620135 -24.0958047, -46.6201757 -24.0958027, -46.6202836 -24.0958103, -46.6204267 -24.0958472, -46.6205533 -24.0958916, -46.6222525 -24.0967994)",,
"[162252648, 858779401, 858779402, 48703050]",False,"['Avenida Governador Mário Covas Júnior', 'Avenida Governador Mario Covas Junior']",tertiary,True,124.52199999999999,40,yes,"LINESTRING (-46.6196937 -24.0957741, -46.6195906 -24.0957211, -46.619174 -24.0955789, -46.619005 -24.0955529, -46.6186632 -24.0955549, -46.6185882 -24.0955535, -46.6185128 -24.0955514)",,
48703049,True,Avenida Governador Mario Covas Júnior,tertiary,False,175.109,40,,"LINESTRING (-46.623553 -24.0974797, -46.6239727 -24.0976979, -46.6244751 -24.0980108, -46.624694 -24.0981667, -46.6249989 -24.098335)",,
48507115,False,Avenida Campos Salles,residential,False,9.87,,,"LINESTRING (-46.6279983 -24.0985385, -46.6280422 -24.0984593)",,
48507115,False,Avenida Campos Salles,residential,True,155.344,,,"LINESTRING (-46.6279983 -24.0985385, -46.6272862 -24.0997751)",,
492202283,True,Avenida São Paulo,secondary,False,111.523,,,"LINESTRING (-46.6279983 -24.0985385, -46.6269909 -24.0981382)",,
492202283,True,Avenida São Paulo,secondary,False,47.879,,,"LINESTRING (-46.6269909 -24.0981382, -46.6265699 -24.097944)",,
858903621,False,Rua Afonso Pena,residential,True,11.157,,,"LINESTRING (-46.6269909 -24.0981382, -46.6270427 -24.0980497)",,
858903622,True,Rua Afonso Pena,residential,False,135.854,,,"LINESTRING (-46.6269909 -24.0981382, -46.6263737 -24.0992223)",,
48703049,True,Avenida Governador Mario Covas Júnior,tertiary,False,111.196,40,,"LINESTRING (-46.6263737 -24.0992223, -46.6268432 -24.0995214, -46.6272862 -24.0997751)",,
48507115,False,Avenida Campos Salles,residential,False,155.344,,,"LINESTRING (-46.6272862 -24.0997751, -46.6279983 -24.0985385)",,
48703049,True,Avenida Governador Mario Covas Júnior,tertiary,False,123.17699999999999,40,,"LINESTRING (-46.6272862 -24.0997751, -46.6275728 -24.0999452, -46.6279025 -24.1001275, -46.6280854 -24.1002552, -46.6282928 -24.1003921)",,
457951460,False,Avenida São Paulo,secondary,False,40.657,,,"LINESTRING (-46.6240193 -24.0966758, -46.624375 -24.0968439)",,
457951460,False,Avenida São Paulo,secondary,True,54.233,,,"LINESTRING (-46.6240193 -24.0966758, -46.6235447 -24.0964518)",,
858903624,True,Rua Brasilia Teixeira Seckler,tertiary,False,101.148,,,"LINESTRING (-46.6240193 -24.0966758, -46.623553 -24.0974797)",,
48507130,False,Avenida Olindo Tamagnini,residential,False,96.605,,,"LINESTRING (-46.6222525 -24.0967994, -46.6226852 -24.0960256)",,
48703049,True,Avenida Governador Mario Covas Júnior,tertiary,False,152.145,40,,"LINESTRING (-46.6222525 -24.0967994, -46.623553 -24.0974797)",,
48507130,False,Avenida Olindo Tamagnini,residential,False,67.588,,,"LINESTRING (-46.6226852 -24.0960256, -46.6229992 -24.0954896)",,
48507130,False,Avenida Olindo Tamagnini,residential,True,96.605,,,"LINESTRING (-46.6226852 -24.0960256, -46.6222525 -24.0967994)",,
457951460,False,Avenida São Paulo,secondary,False,99.285,,,"LINESTRING (-46.6226852 -24.0960256, -46.6235447 -24.0964518)",,
457951460,False,Avenida São Paulo,secondary,True,215.555,,,"LINESTRING (-46.6226852 -24.0960256, -46.6214461 -24.0954015, -46.6208318 -24.0950795)",,
48507130,False,Avenida Olindo Tamagnini,residential,False,73.081,,,"LINESTRING (-46.6229992 -24.0954896, -46.6233423 -24.0949118)",,
48507130,False,Avenida Olindo Tamagnini,residential,True,67.588,,,"LINESTRING (-46.6229992 -24.0954896, -46.6226852 -24.0960256)",,
48705035,False,Rua Lavínia Caldas Arens,residential,False,132.628,,,"LINESTRING (-46.6229992 -24.0954896, -46.6218616 -24.0949029)",,
48705035,False,Rua Lavínia Caldas Arens,residential,True,79.743,,,"LINESTRING (-46.6229992 -24.0954896, -46.6236952 -24.0958222)",,
"[48703648, 468197201, 858775911]",True,Avenida Marina,tertiary,False,289.512,,yes,"LINESTRING (-46.6208227 -24.0936922, -46.6219422 -24.0942319, -46.6219629 -24.0942425, -46.6222165 -24.0943565, -46.6222552 -24.094373, -46.6233423 -24.0949118)",,
48507114,True,Rua Afonso Pena,residential,False,124.343,,,"LINESTRING (-46.6276543 -24.0970808, -46.6270427 -24.0980497)",,
48703687,True,Avenida Marina,tertiary,False,74.419,,,"LINESTRING (-46.6246776 -24.0955848, -46.6253211 -24.0959055)",,
858903623,True,Rua Brasilia Teixeira Seckler,tertiary,False,138.5,,,"LINESTRING (-46.6246776 -24.0955848, -46.6240193 -24.0966758)",,
48507129,False,Rua Brasilia Teixeira Seckler,tertiary,False,53.867,,,"LINESTRING (-46.6246776 -24.0955848, -46.6247943 -24.0953951, -46.6248371 -24.0953386, -46.6249146 -24.0952999, -46.6250343 -24.0952566)",,
48507130,False,Avenida Olindo Tamagnini,residential,True,73.081,,,"LINESTRING (-46.6233423 -24.0949118, -46.6229992 -24.0954896)",,
48703687,True,Avenida Marina,tertiary,False,102.955,,,"LINESTRING (-46.6233423 -24.0949118, -46.6242324 -24.0953557)",,
48507130,False,Avenida Olindo Tamagnini,residential,False,54.128,,,"LINESTRING (-46.6233423 -24.0949118, -46.6235434 -24.0945839, -46.6235916 -24.094482)",,
