osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel
199921261,True,2,ERS-149,Rodovia Romildo Bolzan,primary,40,False,50.836,"LINESTRING (-53.3688065 -29.8128479, -53.3687878 -29.8129947, -53.3687687 -29.8131443, -53.3687508 -29.8133025)",,
"[199921260, 327170924, 200084981]",False,,ERS-149,Rodovia Romildo Bolzan,primary,40,True,55.396,"LINESTRING (-53.3688065 -29.8128479, -53.3688309 -29.812781, -53.3689516 -29.8124539, -53.3689807 -29.8123732)",yes,
1186535021,False,,,Rua Balilla Barazzutti,residential,,False,68.164,"LINESTRING (-53.3755681 -29.8107364, -53.3762705 -29.8108024)",,
"[200085025, 1186646987]",False,,,Rua Osvaldo Aranha,residential,,False,171.606,"LINESTRING (-53.3755681 -29.8107364, -53.3754578 -29.8108406, -53.3742176 -29.811739)",,
1186535021,False,,,Rua Balilla Barazzutti,residential,,True,68.164,"LINESTRING (-53.3762705 -29.8108024, -53.3755681 -29.8107364)",,
"[200085064, 200085092, 200085061]",False,,,Rua Balilla Barazzutti,residential,,False,107.50500000000001,"LINESTRING (-53.3762705 -29.8108024, -53.3764154 -29.8109442, -53.3763942 -29.8109676, -53.3761686 -29.8112159, -53.3760591 -29.81131, -53.3760426 -29.8113283, -53.3760358 -29.8113543, -53.3760416 -29.811374, -53.3760682 -29.8113965, -53.3761733 -29.8114853, -53.3762293 -29.8115327)",,yes
200084998,False,,,Rua Borges de Medeiros,residential,,False,143.181,"LINESTRING (-53.3783202 -29.8108065, -53.3772339 -29.8116838)",,
"[200084992, 200084995]",False,,,"['Rua Joaquim Francisco de Assis Brasil', 'Rua Alexandre Pasqualini']",residential,,"[False, True]",219.75900000000001,"LINESTRING (-53.3783202 -29.8108065, -53.3777693 -29.8103086, -53.376679 -29.8111799)",,
200084992,False,,,Rua Alexandre Pasqualini,residential,,False,58.493,"LINESTRING (-53.376679 -29.8111799, -53.3762293 -29.8115327)",,
200085011,False,,,Rua Getúlio Vargas,residential,,False,77.496,"LINESTRING (-53.376679 -29.8111799, -53.3772339 -29.8116838)",,
"[200084992, 200084995]",False,,,"['Rua Joaquim Francisco de Assis Brasil', 'Rua Alexandre Pasqualini']",residential,,"[False, True]",219.75900000000001,"LINESTRING (-53.376679 -29.8111799, -53.3777693 -29.8103086, -53.3783202 -29.8108065)",,
200084992,False,,,Rua Alexandre Pasqualini,residential,,False,90.733,"LINESTRING (-53.3762293 -29.8115327, -53.3755453 -29.8120927)",,
200084992,False,,,Rua Alexandre Pasqualini,residential,,True,58.493,"LINESTRING (-53.3762293 -29.8115327, -53.376679 -29.8111799)",,
