osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,access,bridge
224191856,residential,False,True,49.901,,,,,"LINESTRING (-45.132907 -22.1192002, -45.1326094 -22.1195543)",,
275299471,primary,False,True,38.565,2,BR-460,Avenida Mariquinha do Deio,40,"LINESTRING (-45.132907 -22.1192002, -45.1328448 -22.1195422)",,
275299471,primary,False,False,108.625,2,BR-460,Avenida Mariquinha do Deio,40,"LINESTRING (-45.132907 -22.1192002, -45.1329322 -22.1191521, -45.1329812 -22.1191166, -45.1330583 -22.1190732, -45.1332068 -22.1190279, -45.1338785 -22.1188899)",,
224180377,residential,False,False,101.318,,,Rua Gorgulho,,"LINESTRING (-45.1292363 -22.1214005, -45.1302096 -22.1215319)",designated,
224181455,residential,False,True,97.393,,,Rua Luiz Gomes,,"LINESTRING (-45.1292363 -22.1214005, -45.1300968 -22.1217634)",,
224180377,residential,False,False,86.112,,,Rua Gorgulho,,"LINESTRING (-45.1302096 -22.1215319, -45.1310369 -22.1216431)",designated,
224180377,residential,False,True,101.318,,,Rua Gorgulho,,"LINESTRING (-45.1302096 -22.1215319, -45.1292363 -22.1214005)",designated,
224184136,residential,False,False,60.596,,,Rua Tonico de Moura,,"LINESTRING (-45.1302096 -22.1215319, -45.1304453 -22.1210326)",,
224184136,residential,False,True,28.243,,,Rua Tonico de Moura,,"LINESTRING (-45.1302096 -22.1215319, -45.1300968 -22.1217634)",,
224180377,residential,False,True,86.112,,,Rua Gorgulho,,"LINESTRING (-45.1310369 -22.1216431, -45.1302096 -22.1215319)",designated,
224183136,residential,False,False,48.922,,,Rua Dom Pedro II,,"LINESTRING (-45.1310369 -22.1216431, -45.1308529 -22.1220487)",,
224180377,residential,False,False,47.246,,,Rua Gorgulho,,"LINESTRING (-45.1310369 -22.1216431, -45.1311586 -22.1216717, -45.1314704 -22.1217803)",designated,
224180377,residential,False,False,50.543,,,Rua Gorgulho,,"LINESTRING (-45.1314704 -22.1217803, -45.1318648 -22.1220507)",designated,
224184645,residential,False,False,78.365,,,Rua Rui Barbosa,,"LINESTRING (-45.1314704 -22.1217803, -45.131797 -22.1211438)",,
224180377,residential,False,True,47.246,,,Rua Gorgulho,,"LINESTRING (-45.1314704 -22.1217803, -45.1311586 -22.1216717, -45.1310369 -22.1216431)",designated,
224180377,residential,False,True,50.543,,,Rua Gorgulho,,"LINESTRING (-45.1318648 -22.1220507, -45.1314704 -22.1217803)",designated,
224196558,residential,True,False,74.022,,,Rua Presidente Getúlio Vargas,,"LINESTRING (-45.1318648 -22.1220507, -45.1323442 -22.1215548)",,
224188055,residential,False,True,86.833,,,Rua Coronel Antônio Ribeiro,40,"LINESTRING (-45.1314394 -22.1227444, -45.1306753 -22.1224146)",,
