osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,lanes,bridge
89819149,ES-375,tertiary,False,True,5.901,,"LINESTRING (-40.8086511 -20.7927927, -40.808626 -20.7928403)",,,
399062489,ES-375,tertiary,False,False,83.343,Rua José Donateli,"LINESTRING (-40.8086511 -20.7927927, -40.8086702 -20.7927562, -40.8090143 -20.7921245)",,,
430993301,ES-375,secondary,True,False,60.011,Rua Coronel Antônio Duarte,"LINESTRING (-40.8086511 -20.7927927, -40.8087373 -20.7928409, -40.8091497 -20.7930647)",50,,
165837229,,residential,False,False,72.628,Rua Manoel de Paula Serrão,"LINESTRING (-40.8105063 -20.7939512, -40.8101896 -20.7945334)",,2,
"[545472241, 430993300]",ES-375,secondary,True,False,28.768,"['Avenida Coronel Antônio Duarte', 'Rua Coronel Antônio Duarte']","LINESTRING (-40.8105063 -20.7939512, -40.8103716 -20.7938849, -40.8102644 -20.7938257)",50,2,
89819149,ES-375,tertiary,False,False,5.901,,"LINESTRING (-40.808626 -20.7928403, -40.8086511 -20.7927927)",,,
89819171,ES-375,secondary,True,False,246.22100000000003,Rua Coronel Antônio Duarte,"LINESTRING (-40.808626 -20.7928403, -40.8084503 -20.7927312, -40.8082505 -20.7926366, -40.8081606 -20.792609, -40.80806 -20.7925845, -40.8079058 -20.7925758, -40.807718 -20.792587, -40.8075437 -20.7926058, -40.8073566 -20.7926284, -40.8071212 -20.7926453, -40.8068993 -20.7926359, -40.8065198 -20.7925914, -40.8063347 -20.7925626)",50,,
261121849,,unclassified,False,False,90.567,Rua Virgílio Silva,"LINESTRING (-40.8124326 -20.7951824, -40.8124628 -20.7943684)",,,
261121849,,unclassified,False,True,37.726,Rua Virgílio Silva,"LINESTRING (-40.8124326 -20.7951824, -40.8124208 -20.7955215)",,,
165837847,,residential,False,False,41.672000000000004,Rua Quintino Gomes Figueira,"LINESTRING (-40.8124326 -20.7951824, -40.8126355 -20.7951946, -40.8127371 -20.7952174, -40.8128231 -20.7952507)",,,
165837903,,residential,True,False,45.343,Rua Darcy Gaicher,"LINESTRING (-40.8129443 -20.79046, -40.8127435 -20.790098)",,,
261121852,ES-375,secondary,False,False,9.743,Rua Doutor Danilo Monteiro de Castro,"LINESTRING (-40.8129443 -20.79046, -40.8130176 -20.7904054)",40,,
261122295,ES-375,secondary,False,False,209.04300000000003,Rua Doutor Danilo Monteiro de Castro,"LINESTRING (-40.8129443 -20.79046, -40.8128022 -20.7906481, -40.8126882 -20.7908211, -40.8125554 -20.7910393, -40.8124682 -20.7912336, -40.8124293 -20.7913489, -40.8123824 -20.7914906, -40.8123073 -20.7917213, -40.8123011 -20.7917414, -40.8122468 -20.7919388, -40.8122036 -20.7921164, -40.8121857 -20.7921818)",40,,
399062489,ES-375,tertiary,False,False,25.675,Rua José Donateli,"LINESTRING (-40.8101784 -20.7899832, -40.8102863 -20.7897755)",,,
399062489,ES-375,tertiary,False,True,103.878,Rua José Donateli,"LINESTRING (-40.8101784 -20.7899832, -40.8097198 -20.7908132)",,,
545472241,ES-375,secondary,True,False,12.95,Avenida Coronel Antônio Duarte,"LINESTRING (-40.8111719 -20.7941938, -40.8110474 -20.7941898)",50,2,
89819172,ES-375,secondary,False,False,54.188,,"LINESTRING (-40.8111719 -20.7941938, -40.8113626 -20.7942224, -40.8116859 -20.7942749)",50,,
261121849,,unclassified,False,True,90.567,Rua Virgílio Silva,"LINESTRING (-40.8124628 -20.7943684, -40.8124326 -20.7951824)",,,
"[24794745, 311049146, 34077774]",BR-101,secondary,False,True,81.46900000000001,,"LINESTRING (-40.8124628 -20.7943684, -40.8122605 -20.794348, -40.8119628 -20.7943197, -40.8116859 -20.7942749)","['50', '80']",2,yes
1043576656,,secondary,True,False,234.296,Rua Virgílio Silva,"LINESTRING (-40.8124628 -20.7943684, -40.8125117 -20.7935548, -40.8125295 -20.7933142, -40.8126008 -20.7924082, -40.8126082 -20.7922658)",,,
165837722,,unclassified,True,False,30.386,,"LINESTRING (-40.8102863 -20.7897755, -40.8104453 -20.7900048)",,,
399062489,ES-375,tertiary,False,True,25.675,Rua José Donateli,"LINESTRING (-40.8102863 -20.7897755, -40.8101784 -20.7899832)",,,
165837898,,residential,False,False,59.852,,"LINESTRING (-40.815184 -20.7905854, -40.8156098 -20.7909477)",,,
261122296,,unclassified,False,True,289.0679999999999,Rua Santa Luzia,"LINESTRING (-40.815184 -20.7905854, -40.8149399 -20.7906431, -40.8148883 -20.7906556, -40.8148266 -20.7906625, -40.8147743 -20.7906613, -40.8147173 -20.7906525, -40.8146455 -20.7906406, -40.8145456 -20.7906299, -40.8144189 -20.7906274, -40.8142774 -20.7906368, -40.8141768 -20.7906569, -40.8140641 -20.7906957, -40.8139381 -20.7907496, -40.813812 -20.7908274, -40.8136873 -20.7909139, -40.8130368 -20.7913673, -40.812947 -20.7914329, -40.8129034 -20.79148, -40.8128209 -20.7915784, -40.8127901 -20.7916348)",,,
261122296,,unclassified,False,False,16.454,Rua Santa Luzia,"LINESTRING (-40.8126082 -20.7922658, -40.8126451 -20.7921219)",,,
"[858799826, 165836570, 165837389]",,secondary,False,False,44.911,,"LINESTRING (-40.8126082 -20.7922658, -40.8125439 -20.7922526, -40.8123232 -20.7922126, -40.8121857 -20.7921818)",,,yes
