osmid,oneway,name,highway,reversed,length,bridge,geometry,ref
"[341942946, 254313316, 254313319]",True,Rua Jorge Zipperer,secondary,False,234.47999999999996,yes,"LINESTRING (-49.518493 -26.2546578, -49.5180891 -26.2553185, -49.5179689 -26.2555151, -49.517916 -26.2556011, -49.5178893 -26.2556352, -49.5178558 -26.2556678, -49.5175789 -26.2558468, -49.5174272 -26.2559544, -49.5172732 -26.2561363, -49.5172467 -26.2561792, -49.5171528 -26.2563493)",
487206486,False,Rua Maria Scholz,residential,False,101.119,,"LINESTRING (-49.5165214 -26.2546928, -49.5175122 -26.2548862)",
253101597,True,Rua Arnaldo Almeida de Oliveira,secondary,False,68.509,,"LINESTRING (-49.5169818 -26.2572408, -49.5168542 -26.2572845, -49.5167068 -26.2573474, -49.5165972 -26.2574018, -49.5164837 -26.2574625, -49.516378 -26.25753)",
341355973,False,Rua Jorge Zipperer,secondary,False,38.413,,"LINESTRING (-49.5169818 -26.2572408, -49.5169863 -26.2573259, -49.5169882 -26.2573618, -49.5170311 -26.2575828)",
814014758,True,Rua Luiz Scholz,secondary,False,134.21200000000002,,"LINESTRING (-49.5162337 -26.2574699, -49.5162556 -26.2563737, -49.5162578 -26.2562631)",
253101552,True,Rua Arnaldo Almeida de Oliveira,tertiary,False,32.866,,"LINESTRING (-49.516378 -26.25753, -49.5162586 -26.2576222, -49.5161361 -26.2577305)",
341355974,True,Rua Luiz Scholz,secondary,False,16.249000000000002,,"LINESTRING (-49.516378 -26.25753, -49.5162886 -26.25751, -49.5162337 -26.2574699)",
253101577,False,Rua José Zipperer Neto,secondary,True,111.54000000000002,,"LINESTRING (-49.5170311 -26.2575828, -49.5169133 -26.2576116, -49.5168165 -26.2576502, -49.5166999 -26.2577192, -49.5165972 -26.2577947, -49.5164672 -26.2579246, -49.5164189 -26.258016, -49.5164202 -26.258111, -49.5164739 -26.258194, -49.5165425 -26.2582563)",
340228234,False,Rua José Zipperer Neto,tertiary,True,200.553,,"LINESTRING (-49.5170311 -26.2575828, -49.5171435 -26.2575726, -49.5172973 -26.257567, -49.5174622 -26.2575659, -49.5175968 -26.2575761, -49.5179055 -26.257607, -49.5190325 -26.2577168)",
341355973,False,Rua Jorge Zipperer,secondary,True,38.413,,"LINESTRING (-49.5170311 -26.2575828, -49.5169882 -26.2573618, -49.5169863 -26.2573259, -49.5169818 -26.2572408)",
250203514,False,Rua do Seminário,tertiary,False,109.202,,"LINESTRING (-49.5127459 -26.2575803, -49.5128294 -26.2572702, -49.5129635 -26.2567725, -49.5130031 -26.2566257)",
250203514,False,Rua do Seminário,tertiary,True,70.621,,"LINESTRING (-49.5127459 -26.2575803, -49.5127468 -26.2576403, -49.5127868 -26.2577558, -49.5129342 -26.2581903)",
311337924,False,Rua Otília Virmond Olsen,secondary,False,7.401,,"LINESTRING (-49.5170953 -26.2583092, -49.5171049 -26.2583752)",
340228243,False,Rua Dom Pio de Freitas,secondary,True,53.263,,"LINESTRING (-49.5170953 -26.2583092, -49.5175246 -26.258258, -49.5176255 -26.2582532)",
342087009,False,Rua Dom Pio de Freitas,secondary,False,26.759999999999998,,"LINESTRING (-49.5170953 -26.2583092, -49.5169215 -26.2583348, -49.5168305 -26.2583482)",
253101577,False,Rua José Zipperer Neto,secondary,False,31.228,,"LINESTRING (-49.5168305 -26.2583482, -49.5167594 -26.2583453, -49.5166949 -26.2583338, -49.5166121 -26.2583015, -49.5165425 -26.2582563)",
"[489997440, 311337974]",False,Rua Dom Pio de Freitas,residential,False,338.687,,"LINESTRING (-49.5168305 -26.2583482, -49.5166917 -26.2585211, -49.516584 -26.2586652, -49.5164504 -26.2588481, -49.5163496 -26.2589959, -49.5162635 -26.2591349, -49.5157321 -26.2600665, -49.5156737 -26.2601754, -49.5156334 -26.2602648, -49.5154566 -26.2606947, -49.5154262 -26.2607638, -49.5153982 -26.2607994, -49.515339 -26.2608191, -49.5152587 -26.2607841, -49.5151281 -26.2607232)",
342087009,False,Rua Dom Pio de Freitas,secondary,True,26.759999999999998,,"LINESTRING (-49.5168305 -26.2583482, -49.5169215 -26.2583348, -49.5170953 -26.2583092)",
250203514,False,Rua do Seminário,tertiary,False,153.403,,"LINESTRING (-49.513701 -26.2602234, -49.5132027 -26.2589182)",
253101575,False,Rua Helmuth Krambeck,residential,True,223.743,,"LINESTRING (-49.513701 -26.2602234, -49.5140999 -26.2612302, -49.5144564 -26.2621181)",
