osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge
420318766,False,2,Rua Padre Ibiapina,tertiary,30,False,26.35,,"LINESTRING (-35.7595204 -6.8292421, -35.7593759 -6.8290535)",
420318703,True,,Avenida Epitácio Pessoa,primary,40,False,102.41,PB-105,"LINESTRING (-35.7595204 -6.8292421, -35.7596726 -6.8291392, -35.7597806 -6.8290563, -35.7602553 -6.8286808)",
420318826,False,2,,primary,40,True,12.952,PB-105,"LINESTRING (-35.7607287 -6.8283259, -35.7607944 -6.8284224)",
420318700,True,2,Avenida Epitácio Pessoa,tertiary,30,False,99.208,,"LINESTRING (-35.7607287 -6.8283259, -35.760958 -6.8281348, -35.7611532 -6.8279684, -35.7613751 -6.8277101)",
420318720,False,2,,primary,40,False,65.421,PB-105,"LINESTRING (-35.7607287 -6.8283259, -35.7606751 -6.8280456, -35.760659 -6.8278672, -35.7606402 -6.8277447)",
825790392,True,,Rua Hermes Lira,primary,40,False,14.324,PB-105,"LINESTRING (-35.7612986 -6.8305154, -35.761174 -6.8304795)",
420318811,False,2,Rua Severino Galdino da Silva,residential,30,False,11.756,,"LINESTRING (-35.761174 -6.8304795, -35.7612384 -6.8303953)",
420318811,False,2,Rua Severino Galdino da Silva,residential,30,True,59.713,,"LINESTRING (-35.761174 -6.8304795, -35.7608541 -6.8309125)",
420318813,True,,Rua Sólon de Lucena,primary,40,False,89.203,PB-105,"LINESTRING (-35.761174 -6.8304795, -35.7608306 -6.8302428, -35.7605168 -6.830013)",
420318720,False,2,,primary,40,False,30.560000000000002,PB-105,"LINESTRING (-35.7605021 -6.8262187, -35.7604276 -6.8261195, -35.7603794 -6.8260662, -35.7603177 -6.8260156)",
420318720,False,2,,primary,40,True,124.52,PB-105,"LINESTRING (-35.7605021 -6.8262187, -35.7605369 -6.8263638, -35.760608 -6.8273319)",
420318877,False,2,Rua Manoel Firmino de Medeiros,residential,30,False,44.282000000000004,,"LINESTRING (-35.7605021 -6.8262187, -35.7605101 -6.8261747, -35.7605135 -6.8261135, -35.7605034 -6.8260103, -35.7604799 -6.8258232)",
420318720,False,2,,primary,40,True,46.039,PB-105,"LINESTRING (-35.760608 -6.8273319, -35.7606402 -6.8277447)",
327979432,False,,Rua João Ferreira de Melo,secondary,,False,54.238,PB-085,"LINESTRING (-35.760608 -6.8273319, -35.7604069 -6.8273639, -35.7602459 -6.8273931, -35.7601266 -6.8274264)",
420318720,False,2,,primary,40,False,124.52,PB-105,"LINESTRING (-35.760608 -6.8273319, -35.7605369 -6.8263638, -35.7605021 -6.8262187)",
420318730,False,2,Rua Cândida Americana,residential,30,True,57.931,,"LINESTRING (-35.7601266 -6.8274264, -35.7603029 -6.8279171)",
327979432,False,,Rua João Ferreira de Melo,secondary,,False,63.727000000000004,PB-085,"LINESTRING (-35.7601266 -6.8274264, -35.7600045 -6.8274864, -35.7596156 -6.8276928)",
327979432,False,,Rua João Ferreira de Melo,secondary,,True,54.238,PB-085,"LINESTRING (-35.7601266 -6.8274264, -35.7602459 -6.8273931, -35.7604069 -6.8273639, -35.760608 -6.8273319)",
420318730,False,2,Rua Cândida Americana,residential,30,False,116.12,,"LINESTRING (-35.7601266 -6.8274264, -35.7599629 -6.8269417, -35.759794 -6.8264357)",
327979432,False,,Rua João Ferreira de Melo,secondary,,True,11.78,PB-085,"LINESTRING (-35.7584589 -6.82827, -35.7585585 -6.828232)",
328757818,False,,Rua Bela Vista,secondary,,False,157.976,PB-085,"LINESTRING (-35.7584589 -6.82827, -35.7582624 -6.8282294, -35.757846 -6.8281548, -35.7571708 -6.8280676, -35.7570457 -6.8280516)",
420318767,False,2,Rua Padre Ibiapina,tertiary,30,True,69.134,,"LINESTRING (-35.7584589 -6.82827, -35.7585682 -6.8283878, -35.7587479 -6.8285769, -35.7588954 -6.8287154)",
561003656,False,,Rua Manoel Pereria de Morais,residential,,False,183.802,,"LINESTRING (-35.7584589 -6.82827, -35.7584124 -6.8283179, -35.7583804 -6.8284598, -35.7583784 -6.828513, -35.7583798 -6.828565, -35.7583945 -6.8286302, -35.7585159 -6.8289178, -35.7586661 -6.8293639, -35.7587234 -6.8295393, -35.7587392 -6.829574, -35.7587667 -6.8296116, -35.7588357 -6.8296921, -35.7589156 -6.8297713)",
"[824824067, 420318868]",False,2,Rua Padre Ibiapina,residential,30,False,115.33699999999999,,"LINESTRING (-35.7584589 -6.82827, -35.758349 -6.8281555, -35.7583362 -6.8281435, -35.7582604 -6.8280763, -35.7581075 -6.8279251, -35.7577461 -6.827513)",
420318726,False,2,Rua Belo Horizonte,residential,30,False,53.138,,"LINESTRING (-35.7610372 -6.8242825, -35.7609882 -6.8247579)",
420318751,False,2,Rua Manoel Flor,residential,30,True,21.494,,"LINESTRING (-35.7628682 -6.8245514, -35.762699 -6.824647)",
420318824,False,2,,residential,30,True,39.633,,"LINESTRING (-35.7606308 -6.8247246, -35.7609882 -6.8247579)",
420318877,False,2,Rua Manoel Firmino de Medeiros,residential,30,True,124.376,,"LINESTRING (-35.7606308 -6.8247246, -35.7605128 -6.8251208, -35.760492 -6.8252226, -35.7604786 -6.8253225, -35.7604766 -6.825465, -35.7604799 -6.8258232)",
420318726,False,2,Rua Belo Horizonte,residential,30,True,53.138,,"LINESTRING (-35.7609882 -6.8247579, -35.7610372 -6.8242825)",
420318824,False,2,,residential,30,False,39.633,,"LINESTRING (-35.7609882 -6.8247579, -35.7606308 -6.8247246)",
420318726,False,2,Rua Belo Horizonte,residential,30,False,49.428,,"LINESTRING (-35.7609882 -6.8247579, -35.7609621 -6.8250262, -35.7609651 -6.8250815, -35.7609768 -6.8250985, -35.7609983 -6.8251121, -35.7610241 -6.8251234, -35.7610694 -6.8251314)",
"[420318704, 420318845]",False,2,Conjunto António Mariz,residential,30,False,70.485,,"LINESTRING (-35.7614261 -6.8248618, -35.7615372 -6.8247837, -35.761551 -6.8247797, -35.7615642 -6.8247796, -35.7615753 -6.8247804, -35.7615861 -6.8247871, -35.7618381 -6.8251583)",
420318751,False,2,Rua Manoel Flor,residential,30,False,70.36,,"LINESTRING (-35.7621536 -6.8249743, -35.762699 -6.824647)",
420318751,False,2,Rua Manoel Flor,residential,30,True,40.398,,"LINESTRING (-35.7621536 -6.8249743, -35.7618381 -6.8251583)",
420318851,False,2,,residential,30,False,39.972,,"LINESTRING (-35.7621536 -6.8249743, -35.7623386 -6.8252833)",
420318726,False,2,Rua Belo Horizonte,residential,30,False,220.34799999999998,,"LINESTRING (-35.7610694 -6.8251314, -35.7611307 -6.8251331, -35.7611673 -6.8251398, -35.7612021 -6.8251481, -35.7612357 -6.82517, -35.7612678 -6.8252093, -35.7614221 -6.825429, -35.7622643 -6.8266621)",
420318726,False,2,Rua Belo Horizonte,residential,30,True,49.428,,"LINESTRING (-35.7610694 -6.8251314, -35.7610241 -6.8251234, -35.7609983 -6.8251121, -35.7609768 -6.8250985, -35.7609651 -6.8250815, -35.7609621 -6.8250262, -35.7609882 -6.8247579)",
420318760,False,2,Rua Maria Salim Ferreira,residential,30,False,49.120000000000005,,"LINESTRING (-35.7610694 -6.8251314, -35.761064 -6.8252946, -35.7610546 -6.8255729)",
420318704,False,2,Conjunto António Mariz,residential,30,False,149.469,,"LINESTRING (-35.7618381 -6.8251583, -35.7625352 -6.8263106)",
420318751,False,2,Rua Manoel Flor,residential,30,False,40.398,,"LINESTRING (-35.7618381 -6.8251583, -35.7621536 -6.8249743)",
"[420318704, 420318845]",False,2,Conjunto António Mariz,residential,30,True,70.485,,"LINESTRING (-35.7618381 -6.8251583, -35.7615861 -6.8247871, -35.7615753 -6.8247804, -35.7615642 -6.8247796, -35.761551 -6.8247797, -35.7615372 -6.8247837, -35.7614261 -6.8248618)",
420318760,False,2,Rua Maria Salim Ferreira,residential,30,False,215.72899999999998,,"LINESTRING (-35.7610546 -6.8255729, -35.7610519 -6.8257466, -35.7610486 -6.8258079, -35.7610506 -6.8258791, -35.7610566 -6.8259251, -35.7610707 -6.825969, -35.7613282 -6.8265489, -35.7616759 -6.8273882)",
420318760,False,2,Rua Maria Salim Ferreira,residential,30,True,49.120000000000005,,"LINESTRING (-35.7610546 -6.8255729, -35.761064 -6.8252946, -35.7610694 -6.8251314)",
420318809,False,2,Rua Severino F de Alcântara,residential,30,True,192.223,,"LINESTRING (-35.7610546 -6.8255729, -35.7614931 -6.8263252, -35.7619505 -6.8270549)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,False,27.918999999999997,,"LINESTRING (-35.7604799 -6.8258232, -35.7604042 -6.8259058, -35.7603177 -6.8260156)",
420318877,False,2,Rua Manoel Firmino de Medeiros,residential,30,False,124.376,,"LINESTRING (-35.7604799 -6.8258232, -35.7604766 -6.825465, -35.7604786 -6.8253225, -35.760492 -6.8252226, -35.7605128 -6.8251208, -35.7606308 -6.8247246)",
420318877,False,2,Rua Manoel Firmino de Medeiros,residential,30,True,44.282000000000004,,"LINESTRING (-35.7604799 -6.8258232, -35.7605034 -6.8260103, -35.7605135 -6.8261135, -35.7605101 -6.8261747, -35.7605021 -6.8262187)",
825712933,False,,,residential,,False,38.194,,"LINESTRING (-35.758945 -6.825969, -35.7592709 -6.8258538)",
420318725,False,2,Rua Balbino de Alexandre,residential,30,False,160.54,,"LINESTRING (-35.758945 -6.825969, -35.7588123 -6.8256341, -35.7586648 -6.8253352, -35.7585467 -6.8251254, -35.7585367 -6.8250961, -35.7585347 -6.8250595, -35.7585441 -6.8250222, -35.758583 -6.824981, -35.7586272 -6.824955, -35.7586835 -6.8249364, -35.7587405 -6.824933, -35.7589229 -6.8249204)",
420318725,False,2,Rua Balbino de Alexandre,residential,30,True,55.525,,"LINESTRING (-35.758945 -6.825969, -35.7590443 -6.8262067, -35.7591288 -6.8264337)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,False,41.702,,"LINESTRING (-35.7627726 -6.8260189, -35.7625352 -6.8263106)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,True,50.107,,"LINESTRING (-35.7627726 -6.8260189, -35.7630341 -6.8257819, -35.7631112 -6.825719)",
420318851,False,2,,residential,30,True,94.798,,"LINESTRING (-35.7627726 -6.8260189, -35.7624601 -6.8254863, -35.7623386 -6.8252833)",
420318720,False,2,,primary,40,False,185.19600000000003,PB-105,"LINESTRING (-35.7603177 -6.8260156, -35.7594238 -6.825186, -35.7590999 -6.8248704)",
420318720,False,2,,primary,40,True,30.560000000000002,PB-105,"LINESTRING (-35.7603177 -6.8260156, -35.7603794 -6.8260662, -35.7604276 -6.8261195, -35.7605021 -6.8262187)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,False,74.484,,"LINESTRING (-35.7603177 -6.8260156, -35.7602908 -6.8260456, -35.7602298 -6.8261042, -35.7601306 -6.8261894, -35.7599925 -6.8262926, -35.759794 -6.8264357)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,True,27.918999999999997,,"LINESTRING (-35.7603177 -6.8260156, -35.7604042 -6.8259058, -35.7604799 -6.8258232)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,False,49.216,,"LINESTRING (-35.7625352 -6.8263106, -35.7622643 -6.8266621)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,True,41.702,,"LINESTRING (-35.7625352 -6.8263106, -35.7627726 -6.8260189)",
420318704,False,2,Conjunto António Mariz,residential,30,True,149.469,,"LINESTRING (-35.7625352 -6.8263106, -35.7618381 -6.8251583)",
420318730,False,2,Rua Cândida Americana,residential,30,False,196.425,,"LINESTRING (-35.759794 -6.8264357, -35.7596558 -6.8260376, -35.7595814 -6.8258458, -35.7595264 -6.825732, -35.75946 -6.8255982, -35.7593849 -6.825485, -35.7593118 -6.8253791, -35.7590698 -6.8250688, -35.7589229 -6.8249204)",
420318730,False,2,Rua Cândida Americana,residential,30,True,116.12,,"LINESTRING (-35.759794 -6.8264357, -35.7599629 -6.8269417, -35.7601266 -6.8274264)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,False,72.826,,"LINESTRING (-35.759794 -6.8264357, -35.7595003 -6.8266515, -35.7592683 -6.8268312)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,True,74.484,,"LINESTRING (-35.759794 -6.8264357, -35.7599925 -6.8262926, -35.7601306 -6.8261894, -35.7602298 -6.8261042, -35.7602908 -6.8260456, -35.7603177 -6.8260156)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,False,55.75,,"LINESTRING (-35.7622643 -6.8266621, -35.7619505 -6.8270549)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,True,49.216,,"LINESTRING (-35.7622643 -6.8266621, -35.7625352 -6.8263106)",
420318726,False,2,Rua Belo Horizonte,residential,30,True,220.34799999999996,,"LINESTRING (-35.7622643 -6.8266621, -35.7614221 -6.825429, -35.7612678 -6.8252093, -35.7612357 -6.82517, -35.7612021 -6.8251481, -35.7611673 -6.8251398, -35.7611307 -6.8251331, -35.7610694 -6.8251314)",
420318876,False,2,,residential,30,False,116.173,,"LINESTRING (-35.765089 -6.8270774, -35.7648738 -6.8273055, -35.7647493 -6.8274546, -35.7644197 -6.8278823)",
420318725,False,2,Rua Balbino de Alexandre,residential,30,False,46.807,,"LINESTRING (-35.7592683 -6.8268312, -35.7591288 -6.8264337)",
420318725,False,2,Rua Balbino de Alexandre,residential,30,True,103.194,,"LINESTRING (-35.7592683 -6.8268312, -35.7596156 -6.8276928)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,False,96.988,,"LINESTRING (-35.7592683 -6.8268312, -35.7590738 -6.8268965, -35.7587191 -6.8269937, -35.7585843 -6.827023, -35.7584998 -6.8270423, -35.758426 -6.8270742)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,True,72.826,,"LINESTRING (-35.7592683 -6.8268312, -35.7595003 -6.8266515, -35.759794 -6.8264357)",
420318752,False,2,Rua Manoel Gregório da Silva,residential,30,True,56.631,,"LINESTRING (-35.7564979 -6.8271759, -35.7565757 -6.8276793)",
420318729,False,2,Rua Carlos Lira,residential,30,False,28.58,,"LINESTRING (-35.758426 -6.8270742, -35.7581981 -6.8271961)",
420318764,False,2,Rua Nossa Senhora da Piedade,residential,30,True,52.278,,"LINESTRING (-35.758426 -6.8270742, -35.7586517 -6.8274875)",
420318753,False,2,Rua Manoel Virgínio de Maria,residential,30,True,96.988,,"LINESTRING (-35.758426 -6.8270742, -35.7584998 -6.8270423, -35.7585843 -6.827023, -35.7587191 -6.8269937, -35.7590738 -6.8268965, -35.7592683 -6.8268312)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,False,44.755,,"LINESTRING (-35.7619505 -6.8270549, -35.7617077 -6.8273772)",
420318702,False,2,Avenida Epitácio Pessoa,tertiary,30,True,55.75,,"LINESTRING (-35.7619505 -6.8270549, -35.7622643 -6.8266621)",
420318809,False,2,Rua Severino F de Alcântara,residential,30,False,192.223,,"LINESTRING (-35.7619505 -6.8270549, -35.7614931 -6.8263252, -35.7610546 -6.8255729)",
420318740,False,2,Rua José E dos Santos,residential,30,False,122.459,,"LINESTRING (-35.7566609 -6.8265961, -35.7569664 -6.8276548)",
824851581,True,1,Avenida Epitácio Pessoa,tertiary,30,False,3.718,,"LINESTRING (-35.7616759 -6.8273882, -35.7617077 -6.8273772)",
824851582,False,,,residential,,True,2.767,,"LINESTRING (-35.7616759 -6.8273882, -35.7616942 -6.8274052)",
420318760,False,2,Rua Maria Salim Ferreira,residential,30,True,215.72899999999998,,"LINESTRING (-35.7616759 -6.8273882, -35.7613282 -6.8265489, -35.7610707 -6.825969, -35.7610566 -6.8259251, -35.7610506 -6.8258791, -35.7610486 -6.8258079, -35.7610519 -6.8257466, -35.7610546 -6.8255729)",
420318729,False,2,Rua Carlos Lira,residential,30,True,61.091,,"LINESTRING (-35.7577461 -6.827513, -35.7581981 -6.8271961)",
420318729,False,2,Rua Carlos Lira,residential,30,False,87.518,,"LINESTRING (-35.7577461 -6.827513, -35.7573532 -6.8275816, -35.7569664 -6.8276548)",
420318868,False,2,Rua Padre Ibiapina,residential,30,False,75.88,,"LINESTRING (-35.7577461 -6.827513, -35.7573424 -6.8270216, -35.7573112 -6.8269846)",
