osmid,oneway,lanes,highway,reversed,length,geometry,ref,name
137736999,True,2,tertiary,False,47.277,"LINESTRING (-37.4485034 -11.350539, -37.4483947 -11.3505745, -37.4483337 -11.3506001, -37.4482761 -11.3506324, -37.4482398 -11.3506587, -37.4481849 -11.3507021, -37.4481332 -11.3507494)",,
798338398,False,2,trunk,False,46.056,"LINESTRING (-37.4485034 -11.350539, -37.4484685 -11.350326, -37.4484457 -11.3501288)",SE-368,
798338398,False,2,trunk,True,63.75,"LINESTRING (-37.4485034 -11.350539, -37.4485557 -11.3506679, -37.4487475 -11.3510597)",SE-368,
289095395,False,,residential,False,10.98,"LINESTRING (-37.4486844 -11.3539051, -37.4487808 -11.3538765)",,Rua Vereador Givaldo Silva Santos
289095395,False,,residential,True,70.984,"LINESTRING (-37.4486844 -11.3539051, -37.4480381 -11.3539826)",,Rua Vereador Givaldo Silva Santos
289095364,False,,residential,False,63.42099999999999,"LINESTRING (-37.4486844 -11.3539051, -37.4486616 -11.3537775, -37.4486496 -11.3536723, -37.4486321 -11.3535316, -37.4486308 -11.3534514, -37.4486308 -11.3533384)",,Rua Barão do Rio Branco
289095368,False,,residential,True,131.841,"LINESTRING (-37.4486844 -11.3539051, -37.4487475 -11.3542759, -37.4488279 -11.3546493, -37.4489084 -11.3548597, -37.4489996 -11.3550424)",,Rua Doutor Paulo Fontes
137736993,False,,tertiary,True,29.071,"LINESTRING (-37.4478543 -11.3515383, -37.4479857 -11.3513108)",,
137736993,False,,tertiary,False,36.73,"LINESTRING (-37.4478543 -11.3515383, -37.4478181 -11.351587, -37.4477671 -11.3516527, -37.4476987 -11.3517355, -37.4476424 -11.3517947)",,
289095364,False,,residential,True,29.209,"LINESTRING (-37.4478543 -11.3515383, -37.4478999 -11.3516317, -37.4479307 -11.3516843, -37.4479871 -11.3517658)",,Rua Barão do Rio Branco
137737008,False,,residential,False,50.989000000000004,"LINESTRING (-37.4484242 -11.3521683, -37.4485121 -11.3523508, -37.4486135 -11.3525875)",,Rua Barão do Rio Branco
137737008,False,,residential,True,54.484,"LINESTRING (-37.4484242 -11.3521683, -37.4482749 -11.3518967, -37.4481814 -11.3517401)",,Rua Barão do Rio Branco
289095441,False,,residential,False,20.558,"LINESTRING (-37.4484242 -11.3521683, -37.4482915 -11.3522235, -37.4482506 -11.3522405)",,
289095368,False,,residential,False,27.242,"LINESTRING (-37.4492343 -11.3549583, -37.4489996 -11.3550424)",,Rua Doutor Paulo Fontes
289095476,False,,residential,True,147.487,"LINESTRING (-37.4492343 -11.3549583, -37.4499236 -11.3560996)",,Rua Jackson de Figueiredo
289095368,False,,residential,True,129.612,"LINESTRING (-37.4492343 -11.3549583, -37.4491538 -11.3548097, -37.4490613 -11.3546282, -37.4488252 -11.3538682)",,Rua Doutor Paulo Fontes
137736993,False,,tertiary,True,33.761,"LINESTRING (-37.4474258 -11.3520117, -37.4476424 -11.3517947)",,
137736990,False,,residential,True,76.459,"LINESTRING (-37.4474258 -11.3520117, -37.4472119 -11.3518092, -37.4470469 -11.3516435, -37.4469303 -11.3515252)",,
137736993,False,,tertiary,False,43.343,"LINESTRING (-37.4474258 -11.3520117, -37.4472803 -11.3521326, -37.4471153 -11.3522549)",,
