osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,bridge,junction
1182296925,False,2,Rua Duque de Caxias,residential,30,True,36.986,,"LINESTRING (-46.5880233 -23.3185738, -46.5881248 -23.3182545)",,
157803626,False,2,Avenida Tabelião Passarela,primary,50,False,87.703,SP-023,"LINESTRING (-46.5880233 -23.3185738, -46.5877283 -23.3185196, -46.5873675 -23.3184617, -46.587178 -23.3184347)",,
178470830,True,,Rua Duque de Caxias,residential,30,False,91.772,,"LINESTRING (-46.5880233 -23.3185738, -46.5879415 -23.3189334, -46.5878932 -23.319144, -46.5878396 -23.3193817)",,
1182296924,False,2,Avenida Tabelião Passarela,primary,50,True,250.29200000000003,SP-023,"LINESTRING (-46.5880233 -23.3185738, -46.5881561 -23.3186144, -46.588258 -23.318652, -46.5882851 -23.3186627, -46.5884216 -23.3187167, -46.5890788 -23.3190061, -46.5894774 -23.3191639, -46.5897654 -23.3192848, -46.5901553 -23.3194416, -46.590263 -23.3194859)",,
178898268,True,,Rua Vereador Antônio Morelato,residential,30,False,170.067,,"LINESTRING (-46.592408 -23.3201126, -46.5916805 -23.3204729, -46.5909194 -23.320797)",,
688751106,False,2,Avenida Leonor de Oliveira,primary,50,True,109.35100000000001,SP-023,"LINESTRING (-46.592408 -23.3201126, -46.5923276 -23.3201259, -46.5922069 -23.3201428, -46.5920399 -23.3201465, -46.5919276 -23.3201338, -46.5918434 -23.3201243, -46.5916477 -23.3200732, -46.5915197 -23.320026, -46.5913719 -23.3199681)",,
30471125,True,1,Rua Vereador Carlos Nunes Santos,residential,30,False,42.814,,"LINESTRING (-46.590727 -23.3211391, -46.5909194 -23.320797)",,
30471124,False,,Rua Ipiranga,residential,60,False,74.434,,"LINESTRING (-46.590727 -23.3211391, -46.590672 -23.3211272, -46.59033 -23.3210531, -46.5902495 -23.3210357, -46.5901212 -23.3209996, -46.5900216 -23.3209716)",,
30471124,False,,Rua Ipiranga,residential,60,True,177.327,,"LINESTRING (-46.590727 -23.3211391, -46.5909693 -23.3211704, -46.5912357 -23.3211562, -46.5915161 -23.3211256, -46.5924459 -23.3209828)",,
242100077,False,,Rua Ipiranga,residential,60,True,8.453,,"LINESTRING (-46.5884726 -23.3198312, -46.588543 -23.3198712)",,
30471126,True,,Rua Capitão Cândido Galrão,residential,30,False,156.375,,"LINESTRING (-46.5884726 -23.3198312, -46.5893879 -23.319721, -46.5899897 -23.3196397)",,
242100077,False,,Rua Ipiranga,residential,60,False,62.835,,"LINESTRING (-46.5884726 -23.3198312, -46.5883378 -23.319782, -46.5881862 -23.3197506, -46.5878731 -23.3197198)",,
236767080,True,,Rua Quinze de Novembro,residential,30,False,10.698,,"LINESTRING (-46.5876932 -23.319709, -46.5876031 -23.3197581)",,
688751106,False,2,Avenida Leonor de Oliveira,primary,50,False,109.351,SP-023,"LINESTRING (-46.5913719 -23.3199681, -46.5915197 -23.320026, -46.5916477 -23.3200732, -46.5918434 -23.3201243, -46.5919276 -23.3201338, -46.5920399 -23.3201465, -46.5922069 -23.3201428, -46.5923276 -23.3201259, -46.592408 -23.3201126)",,
688751106,False,2,Avenida Leonor de Oliveira,primary,50,True,89.875,SP-023,"LINESTRING (-46.5913719 -23.3199681, -46.5907633 -23.3196835, -46.590579 -23.3196191)",,
932236097,False,2,Avenida Leonor de Oliveira,primary,50,False,16.912,SP-023,"LINESTRING (-46.590263 -23.3194859, -46.5904135 -23.3195494)",,
1182296924,False,2,Avenida Tabelião Passarela,primary,50,False,250.29199999999997,SP-023,"LINESTRING (-46.590263 -23.3194859, -46.5901553 -23.3194416, -46.5897654 -23.3192848, -46.5894774 -23.3191639, -46.5890788 -23.3190061, -46.5884216 -23.3187167, -46.5882851 -23.3186627, -46.588258 -23.318652, -46.5881561 -23.3186144, -46.5880233 -23.3185738)",,
178231853,True,,Alameda Tibiriçá,residential,30,False,169.273,,"LINESTRING (-46.5885784 -23.3225781, -46.5883787 -23.3225751, -46.5877846 -23.3225209, -46.5872642 -23.322471, -46.5870684 -23.3224618, -46.5869276 -23.322447)",,
179006989,False,,Rua Guararapes,residential,30,True,83.482,,"LINESTRING (-46.5885784 -23.3225781, -46.5884216 -23.3228275, -46.5881574 -23.3232216)",,
1181180778,False,,Rua Oswaldo Carpi,residential,30,False,81.785,,"LINESTRING (-46.5912657 -23.3221379, -46.5912889 -23.3228731)",,
178231853,True,,Alameda Tibiriçá,residential,30,False,175.312,,"LINESTRING (-46.5912657 -23.3221379, -46.5907719 -23.3221689, -46.5904561 -23.3221798, -46.5897004 -23.3222142, -46.5895542 -23.322242)",,
242367435,False,,Rua Aurora Lopes Pereira,residential,30,True,111.42,,"LINESTRING (-46.5912657 -23.3221379, -46.5911672 -23.3220581, -46.5910341 -23.3219408, -46.5909214 -23.3218534, -46.5904527 -23.3214698)",,
30471124,False,,Rua Ipiranga,residential,60,False,28.118,,"LINESTRING (-46.5900216 -23.3209716, -46.5898004 -23.320821)",,
30471131,False,,Rua Aurora Lopes Pereira,residential,30,False,9.79,,"LINESTRING (-46.5900216 -23.3209716, -46.5899732 -23.3210476)",,
30471124,False,,Rua Ipiranga,residential,60,True,74.434,,"LINESTRING (-46.5900216 -23.3209716, -46.5901212 -23.3209996, -46.5902495 -23.3210357, -46.59033 -23.3210531, -46.590672 -23.3211272, -46.590727 -23.3211391)",,
30471131,False,,Rua Aurora Lopes Pereira,residential,30,True,9.79,,"LINESTRING (-46.5899732 -23.3210476, -46.5900216 -23.3209716)",,
178718637,False,,,residential,30,False,28.199,,"LINESTRING (-46.5899732 -23.3210476, -46.589725 -23.3209364)",,
242100075,False,,Rua Aurora Lopes Pereira,residential,30,False,67.833,,"LINESTRING (-46.5899732 -23.3210476, -46.5904527 -23.3214698)",,
234893988,False,,Avenida Antônio de Oliveira,residential,30,False,113.943,,"LINESTRING (-46.5873305 -23.3174196, -46.587178 -23.3184347)",,
234893988,False,,Avenida Antônio de Oliveira,residential,30,True,8.929,,"LINESTRING (-46.5873305 -23.3174196, -46.5873412 -23.3173399)",,
177017409,True,,Rua Francisco Antônio Brilha,residential,,False,35.254,,"LINESTRING (-46.5873305 -23.3174196, -46.5871472 -23.3173857, -46.5870782 -23.3173755, -46.5869917 -23.3173589)",,
845239939,True,,Avenida Antônio de Oliveira,residential,,False,34.126000000000005,,"LINESTRING (-46.5875694 -23.3159881, -46.5875494 -23.3158387, -46.5874815 -23.3156953)",,
"[844936710, 696730891, 1028953102, 1028953103]",False,,Avenida Antônio de Oliveira,residential,,False,152.14400000000003,,"LINESTRING (-46.5875694 -23.3159881, -46.5875643 -23.3160266, -46.5875033 -23.3164673, -46.5874276 -23.3168722, -46.5874243 -23.3168901, -46.5874096 -23.3169685, -46.587345 -23.3173141, -46.5873412 -23.3173399)",yes,
816361211,False,,,residential,,False,55.618,,"LINESTRING (-46.5873138 -23.3152362, -46.5873169 -23.3153418, -46.5873326 -23.3154431, -46.5873615 -23.3155281, -46.5874131 -23.315631, -46.5874815 -23.3156953)",,
687677588,False,,Rua João Antônio Brilha,residential,40,False,57.806,,"LINESTRING (-46.5885443 -23.3159241, -46.5880002 -23.3157806)",,
687677588,False,,Rua João Antônio Brilha,residential,40,True,7.0,,"LINESTRING (-46.5885443 -23.3159241, -46.5886074 -23.3159487)",,
687677593,False,,,residential,,True,31.884,,"LINESTRING (-46.5877853 -23.3157615, -46.5874815 -23.3156953)",,
687677588,False,,Rua João Antônio Brilha,residential,40,True,22.115000000000002,,"LINESTRING (-46.5877853 -23.3157615, -46.5878288 -23.3157597, -46.5879056 -23.3157661, -46.5880002 -23.3157806)",,
845239938,True,,Avenida Antônio de Oliveira,residential,40,False,34.403000000000006,,"LINESTRING (-46.5877853 -23.3157615, -46.5876532 -23.3158462, -46.5876143 -23.3159142, -46.5875694 -23.3159881)",,
943924573,True,2,,primary,40,False,37.522999999999996,SP-008,"LINESTRING (-46.5831511 -23.3153452, -46.5832932 -23.3154499, -46.583432 -23.3155626)",,circular
615065359,True,2,Avenida Hebrahim Hallak,tertiary,60,False,38.888999999999996,SP-008,"LINESTRING (-46.5830632 -23.3185208, -46.5830458 -23.318341, -46.5830049 -23.318176)",,
