osmid,name,highway,oneway,reversed,length,ref,access,lanes,geometry
364793634,Rua Nicodemos Araújo,tertiary,False,False,122.003,,,,"LINESTRING (-40.1195786 -2.8836164, -40.1206691 -2.8834835)"
547692973,Rua Capitão Diogo Lopes,secondary,False,True,154.926,CE-085,yes,,"LINESTRING (-40.1195786 -2.8836164, -40.1181962 -2.8838036)"
547780492,Avenida José Giffone da Silveira,secondary,False,True,21.073,BR-403;CE-085,,2,"LINESTRING (-40.1195786 -2.8836164, -40.1195806 -2.8838059)"
547780504,Rua Coronel Sales,residential,False,False,189.731,,,,"LINESTRING (-40.1207453 -2.8882982, -40.1207196 -2.8865921)"
547780497,Rua Manoel Sales,residential,False,False,144.531,,,,"LINESTRING (-40.1207453 -2.8882982, -40.1210564 -2.8883063, -40.121562 -2.8882755, -40.1220448 -2.888246)"
547780497,Rua Manoel Sales,residential,False,True,133.057,,,,"LINESTRING (-40.1207453 -2.8882982, -40.1204074 -2.8883084, -40.1198736 -2.8883578, -40.1197408 -2.8883793, -40.1196677 -2.8884, -40.1196194 -2.8884268, -40.1195782 -2.8884679)"
547780504,Rua Coronel Sales,residential,False,True,187.06900000000002,,,,"LINESTRING (-40.1207453 -2.8882982, -40.1207399 -2.8891689, -40.120748 -2.8899805)"
137611446,Rua Coronel Duca Silveira,residential,True,False,147.069,,,,"LINESTRING (-40.120717 -2.886506, -40.1220412 -2.8864896)"
547780504,Rua Coronel Sales,residential,False,False,124.667,,,,"LINESTRING (-40.120717 -2.886506, -40.1207359 -2.885385)"
547780504,Rua Coronel Sales,residential,False,True,9.578,,,,"LINESTRING (-40.120717 -2.886506, -40.1207196 -2.8865921)"
137611452,Rua José Júlio Louzada,residential,False,True,144.363,,,,"LINESTRING (-40.1207359 -2.885385, -40.1220354 -2.8854185)"
547780504,Rua Coronel Sales,residential,False,False,91.592,,,,"LINESTRING (-40.1207359 -2.885385, -40.1207346 -2.8845613)"
547780504,Rua Coronel Sales,residential,False,True,124.667,,,,"LINESTRING (-40.1207359 -2.885385, -40.120717 -2.886506)"
137611452,Rua José Júlio Louzada,residential,False,False,129.93200000000002,,,,"LINESTRING (-40.1207359 -2.885385, -40.120703 -2.8853845, -40.119566 -2.8853985)"
137611448,Rua Expedito Farias,residential,False,False,128.307,,,,"LINESTRING (-40.1207346 -2.8845613, -40.1195793 -2.8845726)"
137611448,Rua Expedito Farias,residential,False,True,143.88,,,,"LINESTRING (-40.1207346 -2.8845613, -40.1220301 -2.8845466)"
547780504,Rua Coronel Sales,residential,False,False,92.865,,,,"LINESTRING (-40.1207346 -2.8845613, -40.1206968 -2.883727)"
547780504,Rua Coronel Sales,residential,False,True,91.592,,,,"LINESTRING (-40.1207346 -2.8845613, -40.1207359 -2.885385)"
396765910,Rua Santo Antônio,residential,False,False,7.075,,,,"LINESTRING (-40.1220412 -2.8864896, -40.1220395 -2.8865532)"
396765910,Rua Santo Antônio,residential,False,True,119.103,,,,"LINESTRING (-40.1220412 -2.8864896, -40.1220354 -2.8854185)"
137887464,Travessa Benedito Pará,residential,False,False,135.949,,,,"LINESTRING (-40.1168318 -2.8827425, -40.1169285 -2.8839613)"
396765908,Rua dos Poetas,residential,False,False,62.98,,,,"LINESTRING (-40.1168318 -2.8827425, -40.1162749 -2.8828495)"
396765908,Rua dos Poetas,residential,False,True,133.653,,,,"LINESTRING (-40.1168318 -2.8827425, -40.1180281 -2.8826113)"
137887466,Rua Floriano Peixoto,residential,False,False,133.886,,,,"LINESTRING (-40.1180281 -2.8826113, -40.1181962 -2.8838036)"
396765908,Rua dos Poetas,residential,False,False,133.653,,,,"LINESTRING (-40.1180281 -2.8826113, -40.1168318 -2.8827425)"
137611448,Rua Expedito Farias,residential,False,False,143.88,,,,"LINESTRING (-40.1220301 -2.8845466, -40.1207346 -2.8845613)"
396765910,Rua Santo Antônio,residential,False,False,96.953,,,,"LINESTRING (-40.1220301 -2.8845466, -40.1220354 -2.8854185)"
396765910,Rua Santo Antônio,residential,False,True,104.263,,,,"LINESTRING (-40.1220301 -2.8845466, -40.1220408 -2.883609)"
137611448,Rua Expedito Farias,residential,False,False,81.507,,,,"LINESTRING (-40.1195793 -2.8845726, -40.1188454 -2.8845648)"
137611448,Rua Expedito Farias,residential,False,True,128.307,,,,"LINESTRING (-40.1195793 -2.8845726, -40.1207346 -2.8845613)"
547780492,Avenida José Giffone da Silveira,secondary,False,True,91.848,BR-403;CE-085,,2,"LINESTRING (-40.1195793 -2.8845726, -40.119566 -2.8853985)"
547780492,Avenida José Giffone da Silveira,secondary,False,False,85.254,BR-403;CE-085,,2,"LINESTRING (-40.1195793 -2.8845726, -40.1195803 -2.8839813, -40.1195806 -2.8838059)"
137611446,Rua Coronel Duca Silveira,residential,True,False,84.879,,,,"LINESTRING (-40.1176667 -2.8867111, -40.1184298 -2.8866682)"
364793632,Travessa Manoel Duca,residential,False,True,6.497,,,,"LINESTRING (-40.1176667 -2.8867111, -40.1176706 -2.8867694)"
137611452,Rua José Júlio Louzada,residential,False,False,144.363,,,,"LINESTRING (-40.1220354 -2.8854185, -40.1207359 -2.885385)"
396765910,Rua Santo Antônio,residential,False,False,119.103,,,,"LINESTRING (-40.1220354 -2.8854185, -40.1220412 -2.8864896)"
396765910,Rua Santo Antônio,residential,False,True,96.953,,,,"LINESTRING (-40.1220354 -2.8854185, -40.1220301 -2.8845466)"
137611448,Rua Expedito Farias,residential,False,False,133.485,,,,"LINESTRING (-40.1169775 -2.8845821, -40.1157817 -2.8847037)"
137611448,Rua Expedito Farias,residential,False,True,145.434,,,,"LINESTRING (-40.1169775 -2.8845821, -40.1182868 -2.8845551)"
137887464,Travessa Benedito Pará,residential,False,False,93.932,,,,"LINESTRING (-40.1169775 -2.8845821, -40.1170287 -2.8854253)"
137887464,Travessa Benedito Pará,residential,False,True,69.258,,,,"LINESTRING (-40.1169775 -2.8845821, -40.1169318 -2.8839777, -40.1169285 -2.8839613)"
137611448,Rua Expedito Farias,residential,False,False,145.434,,,,"LINESTRING (-40.1182868 -2.8845551, -40.1169775 -2.8845821)"
137611448,Rua Expedito Farias,residential,False,True,62.044,,,,"LINESTRING (-40.1182868 -2.8845551, -40.1188454 -2.8845648)"
137887466,Rua Floriano Peixoto,residential,False,False,89.764,,,,"LINESTRING (-40.1182868 -2.8845551, -40.1183698 -2.8853581)"
137887466,Rua Floriano Peixoto,residential,False,True,84.17,,,,"LINESTRING (-40.1182868 -2.8845551, -40.1181993 -2.8838213, -40.1181962 -2.8838036)"
137611452,Rua José Júlio Louzada,residential,False,False,82.702,,,,"LINESTRING (-40.119566 -2.8853985, -40.1188213 -2.8853998)"
547780492,Avenida José Giffone da Silveira,secondary,False,False,91.848,BR-403;CE-085,,2,"LINESTRING (-40.119566 -2.8853985, -40.1195793 -2.8845726)"
547780492,Avenida José Giffone da Silveira,secondary,False,True,134.044,BR-403;CE-085,,2,"LINESTRING (-40.119566 -2.8853985, -40.1195803 -2.8866039)"
137611452,Rua José Júlio Louzada,residential,False,True,129.93200000000002,,,,"LINESTRING (-40.119566 -2.8853985, -40.120703 -2.8853845, -40.1207359 -2.885385)"
137611446,Rua Coronel Duca Silveira,residential,True,False,62.606,,,,"LINESTRING (-40.1171037 -2.88674, -40.1176667 -2.8867111)"
547780519,Travessa Benedito Pará,residential,False,False,6.95,,,,"LINESTRING (-40.1171037 -2.88674, -40.1171037 -2.8868025)"
547780519,Travessa Benedito Pará,residential,False,True,141.85,,,,"LINESTRING (-40.1171037 -2.88674, -40.1170325 -2.8854663)"
137887461,Rua Prefeito Raimundo Rocha,residential,False,False,135.187,,,,"LINESTRING (-40.11559 -2.88293, -40.1157094 -2.8841399)"
396765908,Rua dos Poetas,residential,False,True,76.586,,,,"LINESTRING (-40.11559 -2.88293, -40.1162749 -2.8828495)"
137611448,Rua Expedito Farias,residential,False,True,133.485,,,,"LINESTRING (-40.1157817 -2.8847037, -40.1169775 -2.8845821)"
137887461,Rua Prefeito Raimundo Rocha,residential,False,False,85.228,,,,"LINESTRING (-40.1157817 -2.8847037, -40.1158567 -2.8854665)"
137887461,Rua Prefeito Raimundo Rocha,residential,False,True,63.214,,,,"LINESTRING (-40.1157817 -2.8847037, -40.1157139 -2.88416, -40.1157094 -2.8841399)"
137887461,Rua Prefeito Raimundo Rocha,residential,False,True,85.228,,,,"LINESTRING (-40.1158567 -2.8854665, -40.1157817 -2.8847037)"
547780513,Rua Prefeito Raimundo Rocha,residential,False,False,5.092,,,,"LINESTRING (-40.1158567 -2.8854665, -40.1158596 -2.8855122)"
547780521,Rua José Júlio Louzada,residential,True,False,130.236,,,,"LINESTRING (-40.1158567 -2.8854665, -40.1170287 -2.8854253)"
547780492,Avenida José Giffone da Silveira,secondary,False,False,134.044,BR-403;CE-085,,2,"LINESTRING (-40.1195803 -2.8866039, -40.119566 -2.8853985)"
547780492,Avenida José Giffone da Silveira,secondary,False,True,7.399,BR-403;CE-085,,2,"LINESTRING (-40.1195803 -2.8866039, -40.1195825 -2.8866704)"
137611446,Rua Coronel Duca Silveira,residential,True,False,126.704,,,,"LINESTRING (-40.1195803 -2.8866039, -40.1197696 -2.8865863, -40.120717 -2.886506)"
137611446,Rua Coronel Duca Silveira,residential,True,False,106.666,,,,"LINESTRING (-40.1159363 -2.8867961, -40.1168954 -2.8867445)"
547780513,Rua Prefeito Raimundo Rocha,residential,False,False,8.31,,,,"LINESTRING (-40.1159363 -2.8867961, -40.1159386 -2.8868708)"
547780513,Rua Prefeito Raimundo Rocha,residential,False,True,45.856,,,,"LINESTRING (-40.1159363 -2.8867961, -40.1159142 -2.8863843)"
137887464,Travessa Benedito Pará,residential,False,True,93.932,,,,"LINESTRING (-40.1170287 -2.8854253, -40.1169775 -2.8845821)"
547780519,Travessa Benedito Pará,residential,False,False,4.578,,,,"LINESTRING (-40.1170287 -2.8854253, -40.1170325 -2.8854663)"
547780516,Rua José Júlio Louzada,residential,True,False,149.178,,,,"LINESTRING (-40.1170287 -2.8854253, -40.117139 -2.885412, -40.1182552 -2.8853566, -40.1183698 -2.8853581)"
137887466,Rua Floriano Peixoto,residential,False,True,5.853,,,,"LINESTRING (-40.1183786 -2.88541, -40.1183698 -2.8853581)"
547780515,Rua Floriano Peixoto,residential,False,False,140.021,,,,"LINESTRING (-40.1183786 -2.88541, -40.1184298 -2.8866682)"
547780523,Rua José Júlio Louzada,residential,True,False,149.634,,,,"LINESTRING (-40.1183786 -2.88541, -40.118265 -2.8854197, -40.1171447 -2.885462, -40.1170325 -2.8854663)"
137611446,Rua Coronel Duca Silveira,residential,True,False,42.022,,,,"LINESTRING (-40.1184298 -2.8866682, -40.1188078 -2.8866509)"
547780515,Rua Floriano Peixoto,residential,False,False,6.727,,,,"LINESTRING (-40.1184298 -2.8866682, -40.1184347 -2.8867285)"
547780515,Rua Floriano Peixoto,residential,False,True,140.021,,,,"LINESTRING (-40.1184298 -2.8866682, -40.1183786 -2.88541)"
396765910,Rua Santo Antônio,residential,False,True,18.662,,,,"LINESTRING (-40.1220448 -2.888246, -40.1220328 -2.8880786)"
547780497,Rua Manoel Sales,residential,False,True,144.531,,,,"LINESTRING (-40.1220448 -2.888246, -40.121562 -2.8882755, -40.1210564 -2.8883063, -40.1207453 -2.8882982)"
137887464,Travessa Benedito Pará,residential,False,True,135.949,,,,"LINESTRING (-40.1169285 -2.8839613, -40.1168318 -2.8827425)"
547692973,Rua Capitão Diogo Lopes,secondary,False,False,141.871,CE-085,yes,,"LINESTRING (-40.1169285 -2.8839613, -40.1181962 -2.8838036)"
