osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,junction
511582208,True,secondary,False,23.997,"LINESTRING (-47.1885454 -23.5361952, -47.1885947 -23.5362456, -47.1886135 -23.5363071, -47.1886108 -23.5363913)",,,,,
1005891435,True,trunk,False,77.477,"LINESTRING (-47.1885454 -23.5361952, -47.1882973 -23.5363099, -47.1879917 -23.5364503, -47.1878638 -23.5365032)",1,SP-270;BR-272,Rodovia Raposo Tavares,80,
630328728,False,trunk,False,78.509,"LINESTRING (-47.1841169 -23.5385533, -47.1848289 -23.5382842)",2,SP-270;BR-272,Rodovia Raposo Tavares,80,
162328339,True,secondary,False,29.75,"LINESTRING (-47.1887543 -23.5369268, -47.188887 -23.5368854, -47.1890306 -23.5368407)",,,Rotatória Sérgio Luiz Corazzari,50; 30; 30,circular
162328339,True,secondary,False,18.267,"LINESTRING (-47.1886668 -23.5370672, -47.1887054 -23.5369766, -47.1887543 -23.5369268)",,,Rotatória Sérgio Luiz Corazzari,50; 30; 30,circular
295105513,True,secondary,False,84.51599999999999,"LINESTRING (-47.1886668 -23.5370672, -47.1885888 -23.5369021, -47.1884985 -23.5367491, -47.1884371 -23.5366839, -47.1883663 -23.5366425, -47.1883278 -23.5366362, -47.1881025 -23.5366526)",,,Avenida Mitsuke,,
162328339,True,secondary,False,19.633,"LINESTRING (-47.1887315 -23.5372335, -47.1886668 -23.5370672)",,,Rotatória Sérgio Luiz Corazzari,50; 30; 30,circular
162328339,True,secondary,False,49.16,"LINESTRING (-47.1891996 -23.5371979, -47.1889327 -23.5372649, -47.188818 -23.5372581, -47.1887315 -23.5372335)",,,Rotatória Sérgio Luiz Corazzari,50; 30; 30,circular
515413435,False,residential,True,30.344,"LINESTRING (-47.1844098 -23.5398395, -47.1841283 -23.5397508)",,,Rua Hugo Corazzari,,
511385855,False,residential,False,149.015,"LINESTRING (-47.1844098 -23.5398395, -47.1843655 -23.5399686, -47.184324 -23.5402723, -47.1843273 -23.541171)",,,Rua Vinte e Sete de Outubro,,
511385855,False,residential,True,154.45999999999998,"LINESTRING (-47.1844098 -23.5398395, -47.1846646 -23.5393772, -47.1851856 -23.5386487)",,,Rua Vinte e Sete de Outubro,,
515413435,False,residential,False,63.384,"LINESTRING (-47.1844098 -23.5398395, -47.184792 -23.5398628, -47.1850284 -23.5398933)",,,Rua Hugo Corazzari,,
181668856,False,residential,False,3.128,"LINESTRING (-47.1838154 -23.543866, -47.1838459 -23.5438691)",,,Rua Enrico Lippi,,
181668883,True,residential,False,27.768,"LINESTRING (-47.1838154 -23.543866, -47.1837808 -23.5436183)",,,Rua Vinte e Sete de Outubro,,
511384556,False,residential,False,84.625,"LINESTRING (-47.1803005 -23.5405203, -47.180947 -23.5409977)",,,Rua Lélio Lippi,,
897478620,False,residential,True,85.86,"LINESTRING (-47.1803005 -23.5405203, -47.1808381 -23.5399259)",,,Rua Oscar Fogaça,,
511384554,False,residential,False,84.132,"LINESTRING (-47.1843273 -23.541171, -47.1850441 -23.540796)",,,Rua Alfredo Herculano Giuseppe Bertolini,,
511384554,False,residential,True,6.672,"LINESTRING (-47.1843273 -23.541171, -47.1842718 -23.5412028)",,,Rua Alfredo Herculano Giuseppe Bertolini,,
511385855,False,residential,False,76.884,"LINESTRING (-47.1843273 -23.541171, -47.1843005 -23.541862)",,,Rua Vinte e Sete de Outubro,,
511385855,False,residential,True,149.01500000000001,"LINESTRING (-47.1843273 -23.541171, -47.184324 -23.5402723, -47.1843655 -23.5399686, -47.1844098 -23.5398395)",,,Rua Vinte e Sete de Outubro,,
