osmid,name,highway,oneway,reversed,length,ref,lanes,geometry,bridge
617307056,Praça Coronel Antônio Augusto de Oliveira,tertiary,False,False,59.004,,,"LINESTRING (-46.5746382 -22.0724749, -46.574283 -22.0728911)",
1135954066,Rua Coronel Oliveira,primary,True,False,84.13,BR-146,,"LINESTRING (-46.5746382 -22.0724749, -46.5739996 -22.0720035)",
617307066,Rua João Teodoro Oliveira,primary,False,True,67.375,BR-146,2,"LINESTRING (-46.5717193 -22.0655664, -46.5713022 -22.066033)",
617307067,Rua Etelvina Pio Magalhães Teixeira,primary,False,False,29.414,BR-146,2,"LINESTRING (-46.5717193 -22.0655664, -46.5718631 -22.0653379)",
489670778,Rua Otávio Teixeira Barbosa,primary,True,False,99.38,,,"LINESTRING (-46.5709326 -22.0664597, -46.5716886 -22.0670146)",
617307068,Rua Padre Benatti,primary,False,False,34.567,BR-146,2,"LINESTRING (-46.5709326 -22.0664597, -46.5711399 -22.0662153)",
617307055,Rua Balbina Lopes Bragança,residential,False,True,7.841,,,"LINESTRING (-46.5737613 -22.0735082, -46.573707 -22.0735576)",
673384466,Praça Coronel Antônio Augusto de Oliveira,tertiary,False,True,87.169,,,"LINESTRING (-46.5737613 -22.0735082, -46.574283 -22.0728911)",
673384436,Rua Quirino Gonçalves Lopes,residential,False,False,93.139,,,"LINESTRING (-46.5737613 -22.0735082, -46.573699 -22.0733059, -46.573654 -22.0731906, -46.573589 -22.0731105, -46.5735092 -22.0730471, -46.5732386 -22.07287)",
233549180,Rua Padre Mariano Garzo,residential,False,False,50.845,,,"LINESTRING (-46.572527 -22.0709313, -46.5728203 -22.0705636)",
233549180,Rua Padre Mariano Garzo,residential,False,True,65.126,,,"LINESTRING (-46.572527 -22.0709313, -46.5721405 -22.0713947)",
295933250,Rua Coronel Oliveira,primary,True,False,76.867,BR-146,,"LINESTRING (-46.572527 -22.0709313, -46.5719376 -22.0705076)",
233549451,Rua Francisco Vicentin,residential,False,False,92.248,,,"LINESTRING (-46.5675281 -22.0649097, -46.5682299 -22.0654247)",
233549578,Rua Oswaldo Andrade,residential,False,True,65.066,,,"LINESTRING (-46.5675281 -22.0649097, -46.5671354 -22.0653679)",
86117292,Rua João Teodoro Oliveira,tertiary,False,True,22.547,,,"LINESTRING (-46.5725134 -22.0649217, -46.5723491 -22.0650556)",
233549171,Rua João Galhardo,residential,False,False,65.533,,,"LINESTRING (-46.5725134 -22.0649217, -46.5731491 -22.0649375)",
673384546,Rua Vereador Alceu de Oliveira Rangel,residential,False,True,31.67,,,"LINESTRING (-46.5721158 -22.0648702, -46.5723491 -22.0650556)",
617307067,Rua Etelvina Pio Magalhães Teixeira,primary,False,True,58.168000000000006,BR-146,2,"LINESTRING (-46.5721158 -22.0648702, -46.571977 -22.0651359, -46.5718631 -22.0653379)",
233549171,Rua João Galhardo,residential,False,True,65.533,,,"LINESTRING (-46.5731491 -22.0649375, -46.5725134 -22.0649217)",
233549217,,residential,False,False,98.615,,,"LINESTRING (-46.5731491 -22.0649375, -46.5738956 -22.0654924)",
233549171,Rua João Galhardo,residential,False,False,124.67,,,"LINESTRING (-46.5731491 -22.0649375, -46.5738572 -22.0649437, -46.5743575 -22.0649779)",
1136540585,Rua Geraldo Calixto,residential,False,True,70.068,,,"LINESTRING (-46.5743575 -22.0649779, -46.5739255 -22.0654645)",
"[233549171, 617307070]","['Rua João Galhardo', 'Rua Dionílio Magalhães Teixeira']",residential,False,False,236.88799999999998,,,"LINESTRING (-46.5743575 -22.0649779, -46.5746408 -22.0650251, -46.5748372 -22.065082, -46.5750676 -22.0651681, -46.5751561 -22.0652159, -46.5751896 -22.0652541, -46.5752 -22.0652983, -46.5751863 -22.0653551, -46.575148 -22.0653986, -46.5750974 -22.0654148, -46.5750414 -22.0654207, -46.5749929 -22.0654196, -46.5746954 -22.0654051, -46.5745512 -22.0654123, -46.5744886 -22.0654175, -46.5739255 -22.0654645)",
233549171,Rua João Galhardo,residential,False,True,124.67,,,"LINESTRING (-46.5743575 -22.0649779, -46.5738572 -22.0649437, -46.5731491 -22.0649375)",
86117292,Rua João Teodoro Oliveira,tertiary,False,False,22.547,,,"LINESTRING (-46.5723491 -22.0650556, -46.5725134 -22.0649217)",
673384546,Rua Vereador Alceu de Oliveira Rangel,residential,False,False,31.67,,,"LINESTRING (-46.5723491 -22.0650556, -46.5721158 -22.0648702)",
617736709,Rua João Teodoro Oliveira,tertiary,True,False,67.172,,,"LINESTRING (-46.5723491 -22.0650556, -46.5719175 -22.0654218, -46.5718637 -22.0654583)",
673384545,Rua Vereador Alceu de Oliveira Rangel,residential,False,True,155.627,,,"LINESTRING (-46.5723491 -22.0650556, -46.572972 -22.0655195, -46.5735317 -22.065926)",
233549501,Rua Olyntho Trevisan,residential,False,True,28.988,,,"LINESTRING (-46.5685556 -22.0650634, -46.5687696 -22.0652326)",
617455006,Rua Professora Davila,residential,False,True,52.35,,,"LINESTRING (-46.5685556 -22.0650634, -46.5682299 -22.0654247)",
233549501,Rua Olyntho Trevisan,residential,False,False,28.988,,,"LINESTRING (-46.5687696 -22.0652326, -46.5685556 -22.0650634)",
617307067,Rua Etelvina Pio Magalhães Teixeira,primary,False,True,29.414,BR-146,2,"LINESTRING (-46.5718631 -22.0653379, -46.5717193 -22.0655664)",
853216881,,residential,False,True,13.388,,,"LINESTRING (-46.5718631 -22.0653379, -46.5718637 -22.0654583)",
617307067,Rua Etelvina Pio Magalhães Teixeira,primary,False,False,58.168000000000006,BR-146,2,"LINESTRING (-46.5718631 -22.0653379, -46.571977 -22.0651359, -46.5721158 -22.0648702)",
233549578,Rua Oswaldo Andrade,residential,False,False,65.066,,,"LINESTRING (-46.5671354 -22.0653679, -46.5675281 -22.0649097)",
233549578,Rua Oswaldo Andrade,residential,False,True,87.701,,,"LINESTRING (-46.5671354 -22.0653679, -46.5665987 -22.06598)",
1074547844,Rua João Fernandes Lobo,residential,False,False,93.34,,,"LINESTRING (-46.5671354 -22.0653679, -46.567845 -22.0658896)",
233549451,Rua Francisco Vicentin,residential,False,True,92.248,,,"LINESTRING (-46.5682299 -22.0654247, -46.5675281 -22.0649097)",
617455006,Rua Professora Davila,residential,False,False,52.35,,,"LINESTRING (-46.5682299 -22.0654247, -46.5685556 -22.0650634)",
617455006,Rua Professora Davila,residential,False,True,65.158,,,"LINESTRING (-46.5682299 -22.0654247, -46.567845 -22.0658896)",
233549239,,residential,True,False,16.158,,,"LINESTRING (-46.5706283 -22.0654391, -46.5704722 -22.0654528)",
233549549,Rua Centenário da Abolição,residential,False,False,39.54,,,"LINESTRING (-46.5706283 -22.0654391, -46.5705812 -22.065792)",
1136540585,Rua Geraldo Calixto,residential,False,False,70.068,,,"LINESTRING (-46.5739255 -22.0654645, -46.5743575 -22.0649779)",
"[233549171, 617307070]","['Rua João Galhardo', 'Rua Dionílio Magalhães Teixeira']",residential,False,True,236.888,,,"LINESTRING (-46.5739255 -22.0654645, -46.5744886 -22.0654175, -46.5745512 -22.0654123, -46.5746954 -22.0654051, -46.5749929 -22.0654196, -46.5750414 -22.0654207, -46.5750974 -22.0654148, -46.575148 -22.0653986, -46.5751863 -22.0653551, -46.5752 -22.0652983, -46.5751896 -22.0652541, -46.5751561 -22.0652159, -46.5750676 -22.0651681, -46.5748372 -22.065082, -46.5746408 -22.0650251, -46.5743575 -22.0649779)",
1136540585,Rua Geraldo Calixto,residential,False,True,4.372,,,"LINESTRING (-46.5739255 -22.0654645, -46.5738956 -22.0654924)",
233549394,Rua João Justo,residential,False,True,39.354,,,"LINESTRING (-46.5704722 -22.0654528, -46.5705812 -22.065792)",
233549217,,residential,False,True,98.615,,,"LINESTRING (-46.5738956 -22.0654924, -46.5731491 -22.0649375)",
1136540585,Rua Geraldo Calixto,residential,False,False,4.372,,,"LINESTRING (-46.5738956 -22.0654924, -46.5739255 -22.0654645)",
1136540585,Rua Geraldo Calixto,residential,False,True,61.081,,,"LINESTRING (-46.5738956 -22.0654924, -46.5735317 -22.065926)",
233549587,Rua Maria Amélia Conceição,residential,False,False,133.087,,,"LINESTRING (-46.5751534 -22.0655795, -46.5750079 -22.0657591, -46.5748604 -22.0659461, -46.5743849 -22.0665414)",
617455006,Rua Professora Davila,residential,False,False,65.158,,,"LINESTRING (-46.567845 -22.0658896, -46.5682299 -22.0654247)",
617455006,Rua Professora Davila,residential,False,True,87.962,,,"LINESTRING (-46.567845 -22.0658896, -46.567308 -22.0665045)",
1074547844,Rua João Fernandes Lobo,residential,False,True,93.34,,,"LINESTRING (-46.567845 -22.0658896, -46.5671354 -22.0653679)",
"[233549169, 1073202367]","['Rua João Fernandes Lobo', 'Rua Henrique Graziani']",residential,True,False,241.72299999999998,,,"LINESTRING (-46.567845 -22.0658896, -46.5687982 -22.0666022, -46.568832 -22.0666343, -46.5688554 -22.0666682, -46.5690131 -22.0669721, -46.5690212 -22.0670057, -46.5690131 -22.0670467, -46.5689861 -22.0670775, -46.5686377 -22.0674603)",
233549394,Rua João Justo,residential,False,False,39.354,,,"LINESTRING (-46.5705812 -22.065792, -46.5704722 -22.0654528)",
233549394,Rua João Justo,residential,False,True,53.759,,,"LINESTRING (-46.5705812 -22.065792, -46.5706669 -22.0662689)",
233549549,Rua Centenário da Abolição,residential,False,True,39.54,,,"LINESTRING (-46.5705812 -22.065792, -46.5706283 -22.0654391)",
673384545,Rua Vereador Alceu de Oliveira Rangel,residential,False,True,53.566,,,"LINESTRING (-46.5735317 -22.065926, -46.5739443 -22.066219)",
1136540585,Rua Geraldo Calixto,residential,False,False,61.081,,,"LINESTRING (-46.5735317 -22.065926, -46.5738956 -22.0654924)",
1136540585,Rua Geraldo Calixto,residential,False,True,155.581,,,"LINESTRING (-46.5735317 -22.065926, -46.5725835 -22.0670148)",
673384545,Rua Vereador Alceu de Oliveira Rangel,residential,False,False,155.627,,,"LINESTRING (-46.5735317 -22.065926, -46.572972 -22.0655195, -46.5723491 -22.0650556)",
233549173,Rua Tiradentes,secondary,True,False,93.51,,,"LINESTRING (-46.5665987 -22.06598, -46.567308 -22.0665045)",
233549578,Rua Oswaldo Andrade,residential,False,False,87.701,,,"LINESTRING (-46.5665987 -22.06598, -46.5671354 -22.0653679)",
233549578,Rua Oswaldo Andrade,residential,False,True,55.461,,,"LINESTRING (-46.5665987 -22.06598, -46.5662749 -22.0663784)",
617307066,Rua João Teodoro Oliveira,primary,False,False,67.375,BR-146,2,"LINESTRING (-46.5713022 -22.066033, -46.5717193 -22.0655664)",
617307069,Rua Israel Mesquita,residential,False,True,93.003,,,"LINESTRING (-46.5713022 -22.066033, -46.5719914 -22.066573)",
617736710,Rua Padre Benatti,primary,False,True,26.28,BR-146,2,"LINESTRING (-46.5713022 -22.066033, -46.5711399 -22.0662153)",
233549346,Rua João Miranda da Silva,residential,False,True,157.707,,,"LINESTRING (-46.5739443 -22.066219, -46.5730026 -22.067337)",
673384545,Rua Vereador Alceu de Oliveira Rangel,residential,False,False,53.566,,,"LINESTRING (-46.5739443 -22.066219, -46.5735317 -22.065926)",
673384545,Rua Vereador Alceu de Oliveira Rangel,residential,False,True,57.85,,,"LINESTRING (-46.5739443 -22.066219, -46.5743849 -22.0665414)",
617307068,Rua Padre Benatti,primary,False,True,34.567,BR-146,2,"LINESTRING (-46.5711399 -22.0662153, -46.5709326 -22.0664597)",
617736710,Rua Padre Benatti,primary,False,False,26.28,BR-146,2,"LINESTRING (-46.5711399 -22.0662153, -46.5713022 -22.066033)",
233549310,Praça Alcino Teixira,residential,False,True,58.001,,,"LINESTRING (-46.5706688 -22.0663382, -46.5706125 -22.0668572)",
233549394,Rua João Justo,residential,False,False,7.708,,,"LINESTRING (-46.5706688 -22.0663382, -46.5706669 -22.0662689)",
617455001,Praça Alcino Teixira,residential,False,False,34.342,,,"LINESTRING (-46.5706688 -22.0663382, -46.5707995 -22.0666223)",
