osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes
"[31488428, 801508197, 801508198]",MA-256,"['Rua Rui Barbosa', 'Rua São José']",secondary,False,True,127.094,yes,"LINESTRING (-44.296871 -5.1576793, -44.2970788 -5.1574402, -44.2971821 -5.1573347, -44.2976488 -5.1568392)",
801016222,,,secondary_link,False,False,10.654,,"LINESTRING (-44.2994298 -5.1549832, -44.2993483 -5.1549323)",
789114770,MA-256,Rua Rui Barbosa,secondary,True,False,40.29,,"LINESTRING (-44.2994298 -5.1549832, -44.2993111 -5.1551408, -44.2991965 -5.1552604)",
789114772,,Rua Sete de Setembro,residential,False,True,74.224,,"LINESTRING (-44.2996913 -5.1546006, -44.3002492 -5.1549705)",
789114770,MA-256,Rua Rui Barbosa,secondary,True,False,51.476,,"LINESTRING (-44.2996913 -5.1546006, -44.299529 -5.1548463, -44.2994298 -5.1549832)",
789114771,MA-256,Rua Rui Barbosa,secondary,False,False,106.925,,"LINESTRING (-44.3023226 -5.1494087, -44.301943 -5.1499711, -44.301829 -5.1501367, -44.3017801 -5.1502041)",
414310691,,Rua Sete de Setembro,residential,False,True,56.32,,"LINESTRING (-44.2982644 -5.1536746, -44.2986453 -5.1540102)",
414310671,,Rua Doutor Paulo Ramos,residential,False,True,151.954,,"LINESTRING (-44.2982644 -5.1536746, -44.2986573 -5.1530178, -44.2988849 -5.1526393, -44.2989658 -5.1525001)",
414310691,,Rua Sete de Setembro,residential,False,False,223.405,,"LINESTRING (-44.2982644 -5.1536746, -44.2973067 -5.152731, -44.2970721 -5.1524808, -44.2969716 -5.1523553, -44.296883 -5.1522164)",
414310674,,Rua Vinte e Oito de Julho,residential,False,True,137.323,,"LINESTRING (-44.297477 -5.1514655, -44.298137 -5.15042)",
882074316,,Avenida Getúlio Vargas,residential,False,False,44.386,,"LINESTRING (-44.297477 -5.1514655, -44.2978017 -5.1516995)",
882074316,,Avenida Getúlio Vargas,residential,False,True,93.437,,"LINESTRING (-44.297477 -5.1514655, -44.2967787 -5.1509939)",
414310675,,Rua Onze de Julho,residential,False,False,79.13,,"LINESTRING (-44.2970443 -5.1489008, -44.2976824 -5.149221)",
414310674,,Rua Vinte e Oito de Julho,residential,False,False,95.906,,"LINESTRING (-44.2985487 -5.1496612, -44.298137 -5.15042)",
414310675,,Rua Onze de Julho,residential,False,False,98.748,,"LINESTRING (-44.2985487 -5.1496612, -44.2993332 -5.1500833)",
414310675,,Rua Onze de Julho,residential,False,True,107.705,,"LINESTRING (-44.2985487 -5.1496612, -44.2976824 -5.149221)",
414310671,,Rua Doutor Paulo Ramos,residential,False,False,91.511,,"LINESTRING (-44.300154 -5.1504933, -44.2997396 -5.1512053)",
414310671,,Rua Doutor Paulo Ramos,residential,False,True,129.376,,"LINESTRING (-44.300154 -5.1504933, -44.3002385 -5.1503571, -44.3003833 -5.1501153, -44.3007649 -5.1495016)",
414310675,,Rua Onze de Julho,residential,False,False,123.328,,"LINESTRING (-44.300154 -5.1504933, -44.3005081 -5.1506817, -44.3007521 -5.1508166, -44.3011384 -5.1510116)",
414310675,,Rua Onze de Julho,residential,False,True,101.70500000000001,,"LINESTRING (-44.300154 -5.1504933, -44.2996967 -5.1502569, -44.2993332 -5.1500833)",
414310675,,Rua Onze de Julho,residential,False,False,188.686,,"LINESTRING (-44.3011384 -5.1510116, -44.3016936 -5.1512894, -44.301939 -5.151419, -44.3022019 -5.1515539, -44.3026485 -5.151797)",
414310675,,Rua Onze de Julho,residential,False,True,123.328,,"LINESTRING (-44.3011384 -5.1510116, -44.3007521 -5.1508166, -44.3005081 -5.1506817, -44.300154 -5.1504933)",
789114771,MA-256,Rua Rui Barbosa,secondary,False,False,84.783,,"LINESTRING (-44.3011384 -5.1510116, -44.3009928 -5.1512739, -44.3007924 -5.1516914)",
789114771,MA-256,Rua Rui Barbosa,secondary,False,True,114.575,,"LINESTRING (-44.3011384 -5.1510116, -44.3012215 -5.1508954, -44.3012819 -5.1508086, -44.3014629 -5.1505962, -44.3017801 -5.1502041)",
845833374,,Rua Almir Assis,residential,False,True,99.605,,"LINESTRING (-44.3026485 -5.151797, -44.3029529 -5.1509541)",
414310675,,Rua Onze de Julho,residential,False,True,188.68599999999998,,"LINESTRING (-44.3026485 -5.151797, -44.3022019 -5.1515539, -44.301939 -5.151419, -44.3016936 -5.1512894, -44.3011384 -5.1510116)",
845833374,,Rua Almir Assis,residential,False,False,132.76600000000002,,"LINESTRING (-44.3026485 -5.151797, -44.3024486 -5.1523673, -44.302332 -5.1526825, -44.3022864 -5.1528121, -44.3022542 -5.1529243)",
801046051,,Avenida Getúlio Vargas,tertiary,False,False,66.177,,"LINESTRING (-44.3021348 -5.1537965, -44.3027236 -5.153898)",
801046051,,Avenida Getúlio Vargas,tertiary,False,True,49.943,,"LINESTRING (-44.3021348 -5.1537965, -44.3016949 -5.1536976)",
845833374,,Rua Almir Assis,residential,False,False,218.985,,"LINESTRING (-44.3021348 -5.1537965, -44.3020798 -5.1539447, -44.3019578 -5.1541825, -44.3016413 -5.1547608, -44.3012202 -5.1555409)",
845833374,,Rua Almir Assis,residential,False,True,89.84100000000001,,"LINESTRING (-44.3021348 -5.1537965, -44.302167 -5.1535334, -44.3022032 -5.1532048, -44.3022367 -5.1529951)",
